Official Symbol Interactor A	Official Symbol Interactor B
HDAC7	YWHAQ
HDAC7	NCOR2
SMYD3	ESR1
ESR1	SMYD3
HIF1A	HSP90AA1
HIF1A	HSPA4
HDAC4	HIF1A
MEN1	FOXN3
FOXN3	MEN1
MLANA	NEDD4
MLANA	ITCH
EGFR	EPS15
EGFR	EPN1
ARRB2	MAPK1
CCND1	CDKN1B
CCND1	CDKN1A
CDK4	CDKN1B
CDK4	CDKN1A
USP1	FANCD2
DTX1	MAP3K1
ITCH	TP73
TP73	ITCH
BRCA2	RAD51
FOXO1	SKP2
SKP2	FOXO1
EGFR	CBL
INPPL1	CBL
PAX3	TRIM28
GTF2I	HDAC3
USF1	GTF2I
USF1	USF2
SP1	PRKCZ
PRKCZ	SP1
SNAI1	GSK3B
SNAI1	BTRC
GCM1	FBXW2
AR	HDAC1
AR	MDM2
HDAC1	AR
HDAC1	MDM2
POLR2A	AGO1
H2AFX	SMARCA4
H2AFX	SMARCA2
H2AFX	NBN
SP1	STAT3
REPIN1	GMNN
GMNN	REPIN1
HDAC3	NCOR2
MDM2	MTBP
NCOA3	CARM1
NCOA3	EP300
NCOA3	ESR1
SIRT1	AR
AR	SIRT1
YY1	HDAC4
RUNX1	HIPK2
HIPK2	RUNX1
RUNX1	EP300
HIPK2	EP300
EP300	HIPK2
NCOR1	HDAC3
SMARCA5	HIST1H4A
HIST1H4A	SMARCA5
AR	NCOR1
NCOR1	AR
AR	RCHY1
RCHY1	AR
CFTR	HSPA8
NFE2L2	KEAP1
KEAP1	CUL3
CUL3	NFE2L2
CUL3	KEAP1
CUL3	RBX1
TRIM63	TNNC1
TNNC1	TRIM63
CBL	SYK
BRCA2	RAD51
KEAP1	CUL3
TP73	RANBP9
HIST2H2BE	MDM2
TP53	VRK1
VRK1	TP53
TP53	MDM2
EP300	TP53
DBF4	CDC7
MCM7	CDC45
MCM7	RB1
SSRP1	MCM4
SSRP1	MCM6
SSRP1	MCM7
SSRP1	NEK9
SSRP1	SUPT16H
SSRP1	MCM2
SSRP1	MCM3
SSRP1	MCM5
MCM4	SSRP1
MCM4	SUPT16H
MCM4	MCM2
DIABLO	BIRC5
DIABLO	XIAP
STUB1	HSPA8
STUB1	ESR1
ESR1	HSPA8
ESR1	STUB1
STUB1	BAG1
STUB1	HSP90AA1
STUB1	HSPA4
STUB1	STUB1
ESR1	BAG1
ESR1	HSP90AA1
ESR1	HSPA4
SIRT1	NCOR1
SIRT1	JUN
SMARCB1	SMARCE1
SMARCB1	SMARCC1
SMARCB1	SMARCA4
SMARCE1	SMARCB1
SMARCE1	SMARCC1
SMARCE1	SMARCA4
SMARCC1	SMARCB1
SMARCC1	SMARCA4
SMARCC1	SMARCE1
SMARCA4	SMARCB1
SMARCA4	SMARCE1
SMARCA4	SMARCC1
SMARCC2	SMARCB1
SMARCC2	SMARCE1
SMARCC2	SMARCC1
SMARCC2	SMARCA4
BRD7	ARID2
SMARCE1	ARID2
SMARCE1	ARID1A
KAT6A	ING5
KAT6A	MEAF6
KAT6A	BRPF1
BRPF1	ING5
BRPF1	KAT6A
ING5	BRPF1
ING5	MEAF6
SETMAR	TOP2A
CLSPN	BTRC
AURKA	INCENP
AURKA	TPX2
AURKA	PLK1
INCENP	AURKA
INCENP	AURKB
ESR1	SP1
ESR1	CREBBP
ESR1	EP300
ESR2	SP1
ESR2	EP300
TP53	HDAC1
TP53	SP1
CTBP1	HDAC1
SIRT1	DOT1L
JUN	KAT7
JUN	EDF1
KAT7	JUN
ITGB1	ITGA3
CREBBP	MYC
MYC	CREBBP
PARK7	PARK2
PARK2	PARK7
PARK7	PARK7
HSPA4	PARK7
IRS1	HDAC2
FBXW7	MYC
SMAD3	NEDD4
SMAD7	NEDD4
NEDD4	SMAD7
NEDD4	SMURF2
E2F1	YWHAQ
EP300	SMAD3
DAXX	ETS1
ETS1	DAXX
CREBBP	BRCA1
ESR1	BRCA1
BRCA1	NCOA3
NCOA3	BRCA1
MYOD1	SUV39H1
TP53	MAGEA2
HIC1	ARID1A
HIC1	CTBP2
KLF4	HDAC2
SUV420H2	CBX1
CHAF1A	CHAF1A
CDC7	CHAF1A
CHAF1A	PCNA
YY1	HDAC5
HDAC5	YY1
CTCFL	BAG6
BAG6	CTCFL
ABL1	NCOA3
SKP2	SKP1
CDKN1B	SKP2
SIAH2	DLST
DLST	SIAH2
NOS1	STUB1
EGFR	PDCD6IP
EGFR	SH3KBP1
CBL	SH3KBP1
SAP30	SIN3A
SAP30L	SIN3A
SIN3A	SAP30L
SAP30L	SAP30L
SAP30L	HDAC1
SAP30L	HDAC2
SAP30	HDAC1
SAP30	HDAC2
EP300	PLAGL1
SIRT2	EP300
EP300	SIRT2
EP300	HDAC1
SMARCA4	SIN3A
SMARCA4	HDAC2
ESR1	NCOA6
ESR1	TOP2B
ESR1	PRKDC
ESR1	PARP1
PARP1	XRCC5
PARP1	XRCC6
SIRT3	XRCC6
HDAC1	EP300
HDAC1	CREBBP
DDX1	ATM
DDX1	MRE11A
CDKN1A	DTL
CDKN1A	DDB1
EHMT2	MED12
SETMAR	TOP2A
TOP2A	SETMAR
RBL2	ID2
HDAC4	CAMK2D
RB1	HMGA2
RB1	E2F1
RB1	HDAC1
E2F1	RB1
EVI5	INCENP
EVI5	AURKB
EVI5	BIRC5
NR3C1	HDAC1
ATF7IP	MBD1
BMI1	RING1
BMI1	RNF2
DHX9	EWSR1
NFKB1	RELA
NFKB1	SP1
TP53	SP1
TP53	NPM1
SH3KBP1	CBL
SH3KBP1	SH3GL2
PDCD6IP	SH3GL2
SH3GL2	SH3KBP1
SH3GL2	PDCD6IP
EGFR	SH3GL2
GSK3B	SNAI1
SNAI1	BTRC
CUL4A	DDB1
CUL4A	CAND1
DDB1	CUL4A
CDT1	DDB1
DDB1	CDT1
CUL4A	CDT1
MAPT	STUB1
STUB1	MAPT
KEAP1	CUL3
NFE2L2	CUL3
CUL3	NFE2L2
PPP4C	MAP4K1
MAP4K1	PPP4C
MYD88	IRF7
TRAF6	IRF7
SP3	SP1
HDAC1	SP1
CREBBP	SP1
EP300	SP1
SP1	SP3
HDAC1	SP3
EP300	SP3
PRAM1	HDAC3
HIST1H3A	BPTF
BPTF	HIST1H3A
HIST1H3A	RBBP4
RUNX2	HDAC1
EP300	RUNX2
CALCOCO1	EP300
EP300	CALCOCO1
PAF1	SUPT16H
SSRP1	SUPT16H
SOD1	STUB1
SOD1	HSPA4
APC	CTNNB1
LRIG1	EGFR
LRIG1	ERBB4
CDK11B	HSPA4
CDK11B	CDC37
SKP2	USP18
IFNAR1	FBXW11
IFNAR1	TYK2
VCP	AMFR
CD3D	VCP
KIT	CBL
MDM2	RPL23
RPL23	MDM2
SKP2	SMAD4
SMAD4	BTRC
BRCA2	USP11
USP11	BRCA2
STAMBP	STAM
TP53	KAT5
ARID1B	CUL2
ARID1B	SMARCC2
ARID1B	SMARCC1
ARID1B	SMARCA4
ARID1B	TCEB1
CDKN2A	KAT5
MYC	TRRAP
MYC	MAX
EHMT2	WIZ
WIZ	EHMT2
EHMT2	CTBP1
EHMT2	CTBP2
EHMT1	CTBP1
WIZ	CTBP1
SENP1	RUVBL2
RUVBL2	SENP6
RUVBL2	CTNNB1
RUVBL2	HDAC1
HDAC1	TP53
MDM2	RPL5
RPL5	MDM2
MDM2	RPL23
MDM2	TP53
RPL23	MDM2
RPL23	RPL11
RPL23	RPL5
RPL5	RPL11
RPL5	RPL23
RPL11	MDM2
RPL11	RPL5
RPL11	RPL23
RPL11	TP53
RPL5	TP53
RPL23	TP53
TP53	RPL23
TP53	RPL11
TP53	MDM2
TP53	RPL5
HIST1H4A	DEK
RUVBL2	APPL1
RUVBL2	APPL2
APPL2	RUVBL2
APPL1	RUVBL2
RUVBL1	RUVBL2
RUVBL2	HDAC1
CBX5	HIST1H3A
WWC1	DLC1
SUPT16H	SSRP1
SSRP1	SUPT16H
PROP1	CTNNB1
SUV39H1	RUNX1
HDAC1	RUNX1
HDAC3	RUNX1
JUND	MEN1
NFKB1	MEN1
ESR1	MEN1
HDAC1	NUP98
SP1	CEBPB
SP1	ESR1
CEBPB	SP1
CEBPB	ESR1
ESR1	SP1
ESR1	CEBPB
GRIP1	GRIP1
RB1	KDM5B
KDM5B	RB1
ESR1	MTA2
ESR1	NCOA2
MTA2	HDAC1
SATB1	KAT2B
KAT2B	SATB1
HDAC1	SATB1
SATB1	HDAC1
MAGED1	AATF
AATF	MAGED1
TP53	YY1
EP300	TP53
TP53	MDM2
PKD1	SIAH1
MED12	EHMT2
MED30	MED12
MED30	MED1
MED30	MED23
MED30	CDK8
MED30	MED6
SIRT1	CLOCK
SIRT1	ARNTL
MCPH1	E2F1
E2F1	MCPH1
RCOR1	HSPA4
ING1	KPNA2
ING1	KPNB1
SUV39H1	MECOM
SETD7	RELA
ESR1	NCOA3
HDAC2	PML
HDAC1	PML
MDM2	TP53
ETV2	KDM3A
SMAD3	CITED2
CITED2	SMAD3
KMT2A	MEN1
SIRT7	POLR1A
POLR1A	SIRT7
LRIG1	EGFR
LRIG1	ERBB4
EGFR	CBL
KEAP1	CUL3
CUL3	KEAP1
NFE4	KAT2B
KAT2B	NFE4
NFE4	HDAC1
RUNX2	EP300
EP300	RUNX2
EP300	SMAD1
EP300	SMAD5
MAPK8	HDAC9
MAPK9	HDAC9
MAPK10	HDAC9
HDAC1	HDAC9
BAZ1B	SMARCA5
BAZ1B	RHD
BAZ1B	DEK
BAZ1B	MYBBP1A
BAZ1B	SF3B1
BAZ1B	ERCC6
BAZ1B	MYO1C
TNFAIP3	RIPK1
GMNN	CDT1
MEN1	HSPA4
NDFIP2	NEDD4
TELO2	PRKDC
TELO2	RUVBL2
TELO2	ATR
TELO2	TTI1
TELO2	ATM
TELO2	MTOR
TELO2	TTI2
DVL3	KLHL12
CUL3	KLHL12
EP400	RUVBL2
TP53	KAT5
KAT5	TP53
SMAD2	WWP1
SMAD3	WWP1
SMAD1	WWP1
SMAD5	WWP1
SMAD6	WWP1
SMAD7	WWP1
SMAD2	SMURF1
SMAD3	SMURF1
SMAD1	SMURF1
SMAD5	SMURF1
SMAD6	SMURF1
SMAD7	SMURF1
SMAD2	SMURF2
SMAD3	SMURF2
SMAD1	SMURF2
SMAD5	SMURF2
SMAD6	SMURF2
SMAD7	SMURF2
BIRC5	XIAP
MDM2	YY1
YY1	MDM2
YY1	TP53
TP53	MDM2
CDKN2A	YY1
MAX	MYC
MAX	MXD1
RBBP8	RB1
CHMP1B	USP8
UBASH3A	CBL
MYSM1	HIST2H2AC
KAT2B	MYSM1
GLI3	BTRC
VRK2	TP53
EGFR	CBLB
CBLB	EGFR
NEDD4	NTRK1
NTRK1	NEDD4
TRAF6	HSPA4
HSPA4	SOD1
HTT	AGO2
XIAP	DIABLO
ING1	YWHAH
YWHAH	ING1
SP1	CCNA2
INSM1	CCND1
CCND1	INSM1
SMARCB1	AKT1
SMARCB1	SMARCC1
AKT1	SMARCB1
AKT1	ACTA1
AKT1	SMARCC1
BRCA1	ARNT
ARNT	BRCA1
HSF4	SMARCA4
NCAPD2	PARP1
PARP1	NCAPD2
HDAC6	MAPT
YY1	HDAC1
YY1	HDAC5
SP1	HDAC4
UBE2I	HDAC7
ZNF217	RCOR1
ZNF217	KDM1A
ZNF217	HDAC2
ZNF217	CTBP1
SUV39H1	MECOM
CEBPD	HDAC1
CEBPD	HDAC3
REPIN1	HDAC1
EP300	TP53
CREBBP	TP53
KAT2B	TP53
SAP18	RNPS1
SAP18	ACIN1
SRC	HDAC3
HDAC3	SRC
GCM1	HDAC3
HDAC3	GCM1
CREBBP	HDAC1
CREBBP	HDAC3
HDAC1	CREBBP
HDAC3	CREBBP
H2AFX	HIST2H2BE
H2AFX	CALR
H2AFX	PARP1
H2AFX	NPM1
MYO1C	SMARCA5
SMARCA5	MYO1C
APC	CTBP1
CREBBP	CREB1
CCNB1	TSPYL2
HDAC6	HSP90AA1
CBX1	TRIM28
KLF15	KAT2B
CBFA2T3	NCOR1
FBXO2	STUB1
CDKN2A	NPM1
VHL	TP53
TP53	VHL
EP300	TP53
EP300	VHL
KAT2B	VHL
TP53	KAT2B
MDM2	AKT1
RARA	RXRA
SH3KBP1	CBL
CBL	SH3KBP1
SH3KBP1	SH3KBP1
CBL	UBASH3A
UBASH3A	CBL
UBASH3B	CBL
UBASH3A	EGFR
EGFR	UBASH3B
EGFR	UBASH3A
EGFR	CBL
HSPA4	HIF1A
HIF1A	HSP90AA1
MGEA5	OGT
SIN3A	OGT
ESR1	RELA
RELA	CARM1
UPF1	UPF2
UPF2	UPF1
FBXW7	MYC
HIF1A	HSP90AA1
FBXO7	CUL1
FBXO7	SKP1
NFKB2	CHUK
NFKB2	BTRC
GMNN	CDT1
CDT1	GMNN
CDT1	CCNA1
RUNX3	CBFB
RUNX3	SMAD3
MALT1	TRAF6
CBL	MET
HUS1	RAD1
TP53	MDM2
RELA	HDAC1
RERE	HDAC1
RERE	HDAC2
NCOR2	HDAC3
NCOR2	HDAC1
NCOR2	HDAC2
SP1	EP300
SP1	HDAC1
SP1	JUN
SET	GAPDH
GAPDH	CCNB1
RFX1	HDAC1
HTT	CREBBP
CBL	UBASH3A
EGFR	UBASH3A
EGFR	CBL
MYC	FBXW7
LCK	PTPRC
PRLR	FBXW11
HIPK2	MYB
NLK	MYB
UBA5	UFM1
UFC1	UFM1
BTRC	WEE1
FBXW11	WEE1
BTRC	SKP1
FBXW11	SKP1
SKP2	SKP1
RAD23A	TP53
RAD23A	MDM2
MDM2	TP53
MDM2	RAD23A
SNCAIP	SIAH1
SIAH1	SNCAIP
ITCH	NEDD9
TP53	HABP4
HABP4	TP53
SMARCA4	SMARCC1
SMARCA2	SMARCC1
SMARCC1	SMARCA4
SMARCC1	SMARCA2
CEBPA	SMARCA4
CEBPA	SMARCA2
PARP1	BUB1B
BUB1B	PARP1
SAP25	SIN3A
SIN3A	SAP25
PRAM1	SUV39H1
HDAC3	PRAM1
MBD3	HDAC1
PRMT5	MBD2
ZBTB2	TP53
ZNF420	TP53
TP53	ZNF420
SMARCA2	CDX2
TRIM27	NFYC
TRIM27	TRIM27
KDM1A	TP53
SMARCA4	MYOG
SMARCA4	MYEF2
RARA	SKI
NCOR1	UBE2I
PIAS1	NCOR1
HDAC6	CFTR
JUNB	SMARCA4
ATF3	SMARCA4
SNAI1	HDAC2
SNAI1	HDAC1
SNAI2	HDAC1
HDAC1	SNAI1
HDAC1	SNAI2
HDAC2	SNAI1
HDAC6	PPP1CC
NFKB1	EP300
IRF1	EP300
EP300	NFKB1
EP300	IRF1
CDT1	SKP2
CDT1	CCNA1
CDT1	CDK2
SKP2	CDT1
KLF2	WWP1
NKX3-2	HDAC1
NKX3-2	SMAD1
NKX3-2	SMAD4
SMARCA1	BPTF
SMARCA1	RBBP4
BPTF	RBBP7
BPTF	SMARCA1
TACC3	MBD2
MBD2	HDAC2
MORF4L1	MRFAP1
MORF4L1	MRGBP
SERPINB2	RB1
RB1	SERPINB2
POU1F1	GATA2
MED1	GATA2
MED1	POU1F1
GATA2	POU1F1
RAD51C	RAD51
SMARCA2	SIN3A
SMARCA2	SMARCC1
SMARCA2	PRMT5
SMARCA2	HDAC2
SMARCA4	SIN3A
SMARCA4	SMARCC1
SMARCA4	PRMT5
SMARCA4	HDAC2
PRMT5	SMARCA4
PRMT5	SMARCA2
PRMT5	SIN3A
MEN1	SIN3A
TRIM27	CHD4
TRIM27	HDAC1
CHD4	SMARCA4
SMARCA4	CHD4
NR3C1	NFKB1
DNMT1	EZH2
DNMT3A	EZH2
DNMT3B	EZH2
EZH2	DNMT1
EZH2	DNMT3A
EZH2	DNMT3B
EED	DNMT1
EED	DNMT3A
EED	DNMT3B
HDAC1	ESR1
HDAC1	NFKB1
HDAC3	NFKB1
GAS7	GAS7
EPS15	EPS15
RXRA	VDR
HDAC4	MEF2D
SMARCA2	KHDRBS1
UFD1L	NPLOC4
YY1	HDAC4
HDAC3	HDAC4
HDAC3	YY1
HDAC4	YY1
EZH2	EED
DNAJB5	TBPL2
BCL3	HDAC1
CREBBP	ATF2
HMGA1	PRMT6
RELA	ATF3
LMO4	MTA1
LMO4	ESR1
LMO4	HDAC2
SYK	HDAC1
SYK	HDAC3
SYK	HDAC6
SYK	HDAC9
HDAC1	SYK
DAXX	CREBBP
MYC	MAX
MYC	EP300
MAX	EP300
EP300	MYC
EP300	YY1
EP300	HDAC3
YY1	EP300
YY1	HDAC3
SMARCA4	ARID1A
SMARCA4	SMARCC1
SMARCA4	SMARCE1
SMARCA4	SMARCB1
MAPK8	JUND
JUND	EP300
NFE4	TFCP2
TFCP2	NFE4
SIN3A	PA2G4
PA2G4	SIN3A
HSPA8	CCND1
CCND1	HSPA8
CCND1	CDK4
CDK4	CCND1
RSF1	SMARCA5
FOS	NCOA1
FOS	NCOA2
FOS	NCOA3
FOS	CARM1
NFX1	SIN3A
SIN3A	NFX1
ESCO2	RCOR1
RCOR1	ESCO2
MRGBP	TRRAP
MRGBP	KAT5
MRGBP	DMAP1
ATRX	DAXX
DAXX	ATRX
RAD9A	TOPBP1
KMT2A	MEN1
SMARCC1	ARID1A
SMARCC1	ARID1B
SMARCC1	SMARCA4
SMARCC1	SMARCA2
SMARCC1	SMARCC2
SIN3A	RUNX1T1
NCOR1	RUNX1T1
EP300	PCNA
KAT8	MSL1
KAT8	MSL2
MSL1	MSL2
MSL3	MSL1
MSL3	MSL2
KAT8	MSL3
USF1	TCFL5
EP300	ETV1
KAT2B	ETV1
KAT8	HCFC1
PIAS4	SMAD1
PIAS4	SMAD2
PIAS4	SMAD3
PIAS4	SMAD4
SMAD3	PIAS4
NUP107	KPNB1
NUP153	KPNB1
RANBP2	KPNB1
NUP62	KPNB1
KAT2B	HSD11B2
KAT2A	HSD11B2
HSD11B2	CTBP1
MGMT	HSP90AA1
SMAD3	MYOCD
EZH2	AKT1
AKT1	EZH2
EZH2	HIST1H3A
HDAC5	GNB1
HDAC4	GNB1
SMARCA4	CHD4
SMARCA4	SMARCC1
CHD4	SMARCA4
CHD4	SMARCC1
NCOR2	HIST1H4A
MAX	MYC
MYC	MAX
SMAD4	SMAD2
YY1	SMAD4
NR0B1	AR
NR0B1	PGR
NCOR2	PGR
TGS1	NCOA6
TGS1	EP300
RAD54L2	AR
CTNNB1	HDAC1
CTNNB1	LEF1
PARP1	EP300
PARP1	GTF2F1
PARP1	MED14
PARP1	CDK8
PARP1	MED6
PARP1	HDAC1
PARP1	HDAC2
PARP1	HDAC3
EP300	SOX9
E4F1	HDAC1
HDAC1	E4F1
MTA3	CHD3
MTA3	MBD3
MTA3	HDAC1
MTA3	HDAC2
YY1	ILF3
SMARCC1	SMARCE1
KMT2A	POLR2A
KMT2A	MEN1
SAFB	NCOR1
NCOR1	SAFB
HDAC3	SAFB
THAP7	TAF1B
RUNX2	HES1
HES1	RUNX2
MDC1	RAD51
RAD51	MDC1
PROKR2	PROKR2
YY1	NPM1
SP1	TP53
TP53	SP1
SRF	HDAC4
UBE2I	HDAC4
MRE11A	MDC1
MRE11A	RAD50
MRE11A	NBN
RAD50	MDC1
RAD50	MRE11A
RAD50	NBN
MDC1	RAD50
MDC1	MRE11A
MDC1	NBN
NBN	RAD50
NBN	MRE11A
NBN	MDC1
HDAC6	TUBB2B
MEF2D	HDAC4
SIRT1	HDAC4
PDX1	XRCC6
PDX1	XRCC5
CCNB1	CDK1
CCNA1	CDK2
SRRM1	SMC1A
SRRM1	RAD21
NCOA1	ESR1
EP300	ESR1
FOXO1	SIRT1
FOXO1	CREBBP
CREB1	HDAC1
CREB1	HDAC2
PPP1CC	HDAC1
HDAC1	CREB1
HDAC1	PPP1CC
ESR1	LCOR
HDAC3	LCOR
HDAC6	LCOR
CTBP1	LCOR
CTBP2	LCOR
ESR1	TAF1B
MAPT	PARK2
MAPT	HSPA4
MAPT	STUB1
MDM2	KAT2B
CDKN1A	MDM2
MDM2	CDKN1A
PITX2	CTNNB1
CTNNB1	PITX2
SIN3A	SMARCA2
SIN3A	SMARCC1
SIN3A	HDAC1
SIN3A	HDAC2
SIN3A	RBBP4
SIN3A	RBBP7
SIN3A	SMARCB1
SIN3A	SAP30
SMARCA2	SIN3A
SMARCA2	SMARCC2
SMARCA2	SMARCC1
SMARCA2	HDAC1
SMARCA2	HDAC2
SMARCA2	RBBP4
SMARCA2	SMARCB1
TAF6	TAF1
TAF6	TBP
TAF6	TAF9
SKI	GLI3
MTA1	HDAC2
MTA1	CHD3
EP300	STAT1
EP300	RELA
EP300	BCL6
POU2F1	CREB1
AR	EP300
AR	SMARCA2
AR	SMARCA4
MYC	HDAC3
EZH2	SUZ12
SUZ12	EED
SUZ12	EZH2
HNRNPUL1	RPA1
BRPF1	KAT6A
BRCA1	TP53BP1
ATXN3	CREBBP
ATXN3	EP300
ATXN3	KAT2B
SP1	SP3
SP1	HDAC1
SP3	HDAC1
SP3	SP1
HDAC1	SP1
HDAC1	SP3
EP300	SP1
EP300	SP3
SMARCA4	SP1
SP1	SMARCA4
ENDOG	HSPA4
TMPO	HDAC3
PPARG	PIAS1
CTBP1	CREBBP
CTBP1	EP300
CTBP1	KAT2B
ATXN1	ATXN1L
NCOR2	ATXN1L
SP1	HDAC1
SETD2	POLR2A
SP1	HSP90AA1
PML	HDAC7
HDAC7	PML
MEF2C	HDAC7
NR0B2	ONECUT1
SMARCE1	SMARCA4
RCOR1	SMARCE1
SMARCA4	REST
REST	SMARCA4
RCOR1	HDAC1
SMARCA4	HDAC1
RCOR1	HDAC2
SMARCA4	HDAC2
SMAD1	SMAD4
SMAD2	SMAD4
SMAD3	SMAD4
NFKBIA	RELA
NFKB1	RELA
XRCC6	XRCC5
XRCC5	NAA15
XRCC5	XRCC6
DEK	HIST1H4A
DAXX	HDAC2
DAXX	HIST1H4A
TRRAP	TP53
MSH2	TP53
TP53	MSH2
SUV39H1	CBX4
CBX4	SUV39H1
NCOA3	NCOR1
NCOR1	NCOA3
CTBP1	HSD11B2
BCL11B	CHD4
BCL11B	MTA2
BCL11B	MTA1
BCL11B	RBBP7
BCL11B	RBBP4
BCL11B	HDAC2
BCL11B	HDAC1
BCL11B	MBD3
CHD4	BCL11B
MTA2	BCL11B
MBD3	BCL11B
HDAC2	BCL11B
MTA1	BCL11B
BCL11A	MTA1
BCL11A	HDAC1
CLNS1A	LSM10
CLNS1A	LSM11
LSM11	CLNS1A
UPF1	UPF2
UPF1	SLBP
SLBP	UPF1
BAZ2A	SMARCA5
CCND1	ESR1
BRCA1	ESR1
SETD1A	CREBBP
CBX3	POLR2A
GTF2IRD1	HDAC3
VHLL	HIF1A
ATXN3	VCP
UBE4B	VCP
UHRF2	PCNP
PCNP	UHRF2
HIF1A	HSPA4
HIF1A	HSP90AA1
RARA	EP300
EP300	JUN
NCOR1	AR
EP300	STAT3
EP300	STAT1
STAT3	EP300
HDAC1	HDAC2
HDAC2	HDAC1
POLR2A	ITCH
TCERG1	DIAPH1
ITCH	POLR2A
CPSF6	ITCH
ITCH	CPSF6
ITCH	NUDT21
NLK	MYBL1
CREBBP	MYBL1
CREBBP	NLK
CREBBP	MYBL2
NCOR1	ZBTB16
NCOR2	ZBTB16
ZBTB16	HDAC1
HDAC1	ZBTB16
DNMT1	RB1
E2F1	RB1
HDAC1	RB1
SKP2	E2F1
FZR1	CDC27
CCNB1	CDC27
VHL	USP20
SOCS6	TCEB2
SOCS6	TCEB1
TP53	AURKA
AURKA	TP53
TP53	MDM2
VHL	CUL2
VHL	RBX1
VHL	TCEB2
TCEB2	CUL2
TCEB2	RBX1
TCEB2	TCEB3
TCEB2	VHL
VHL	HIF1A
HIF1A	EP300
SH3GL2	ITCH
CDC25A	CUL1
CDC25A	BTRC
STK11	HSP90AA1
STK11	CDC37
BRF1	TBP
XIAP	AKT1
TAB2	MAP3K7
TAB2	TRAF2
MAP3K7	TRAF6
MAP3K7	TAB2
MAP3K7	TRAF2
EP300	SREBF1
HGS	ITCH
HIF1A	VHL
TERF2	TERF2IP
TERF2	DCLRE1B
ZMIZ2	AR
HDAC4	ESR1
ESR1	HDAC4
RPGR	SMC1A
RPGR	SMC3
HDAC2	SP1
HDAC2	CTBP1
POU1F1	NCOR1
KEAP1	NFE2L2
MYC	GSK3A
MYC	GSK3B
GSK3A	MYC
GSK3B	MYC
KDM4A	NCOR1
NCOR1	KDM4A
SMARCA4	GMNN
GMNN	SMARCA4
ZBTB16	ZBTB16
NCOR2	NR4A1
SMARCA4	POLR2A
POLR2A	SMARCA4
MYC	CDCA7L
PELP1	STAT3
SMAD3	KAT2B
HTT	CREBBP
SMAD3	HDAC5
SMAD3	HDAC4
CREBBP	SMAD3
HDAC5	RUNX2
RUNX2	HDAC5
HDAC1	HDAC2
ESR1	SP1
HDAC4	RFXANK
HDAC5	RFXANK
HDAC9	RFXANK
KAT7	CDK11B
ABL1	TOPBP1
TOPBP1	ABL1
KAT8	WDR5
KAT8	KAT8
RBBP5	KMT2A
HIST1H3A	WDR5
HIST1H3A	CBX1
WDR5	HIST1H3A
WDR5	ASH2L
WDR5	RBBP5
WDR5	KMT2D
RBBP5	ASH2L
RBBP5	WDR5
RBBP5	KMT2D
FBXW11	IFNAR1
XIAP	DIABLO
DIABLO	XIAP
CASP9	XIAP
XIAP	CASP9
ABL1	HSP90AA1
ABL1	HSPA4
HSP90AA1	HDAC6
SIN3B	HDAC2
HDAC1	SIN3B
ATXN7	TRRAP
ATXN7	KAT2A
ATXN7	SUPT3H
ATXN7	CCDC101
ATXN7	TAF12
CREBBP	FGFR1
FGFR1	CREBBP
CREBBP	RPS6KA1
KDM4A	RB1
ATM	KAT8
KAT8	ATM
HDAC6	HSP90AA1
HSP90AA1	PTGES3
HSP90AA1	NR3C1
NBN	ATF2
TRIM27	PIAS1
TRIM27	PIAS3
TRIM27	PIAS2
TRIM27	PIAS4
ATF6	YY1
YY1	ATF6
YY1	PRMT1
RCOR1	HDAC1
RCOR1	REST
CREBBP	STAT1
YAP1	TP73
TP73	EP300
ESR1	MSH2
ESR2	MSH2
BRCA1	MSH2
MSH2	ESR1
MSH2	ESR2
CBX5	NIPBL
CBX5	SMARCA4
CBX5	TRIM28
CBX5	CHAF1A
CBX5	RBBP4
CBX5	CHAF1B
SP100	CBX5
SP1	NCOR2
SP1	NCOR1
SP1	BCOR
TAF1	TAF2
TAF1	TBP
NCOR2	NR3C1
NCOR2	CEBPB
NCOR2	NFE2L2
CEBPB	NCOR2
NFE2L2	NCOR2
NCOR1	NR3C1
NCOR1	PPARA
SMARCA4	MYOD1
SMARCA4	MYEF2
MYEF2	SMARCA4
STAT3	DNMT1
STAT3	HDAC1
DNMT1	STAT3
DNMT1	HDAC1
TFAP2A	YY1
TP53	SFN
BTRC	CTNNB1
NR2F1	BCL11B
SP1	BCL11B
SNCAIP	SIAH1
ARHGEF7	CBL
CDC42	CBL
CDC42	ARHGEF7
EGFR	CBL
HNF4A	CTNNB1
AR	CTNNB1
MDM2	TP53
PARK2	TUBG1
SMAD3	MECOM
SMAD3	CREBBP
NCOR2	HDAC3
NR0B2	HDAC1
AR	HDAC1
CTBP1	EP300
HDAC1	SMAD7
HDAC2	SMAD7
HDAC3	SMAD7
HDAC5	SMAD7
HDAC6	SMAD7
HIF1A	VHL
NFYA	TP53
TP53	NFYA
TP53	NFYB
BLM	UBE2I
HDAC1	NR3C1
PARP1	THRA
CDK8	MED6
CDK8	PARP1
HDAC3	PPP4C
RUNX1	KAT6A
KAT6A	RUNX1
CARM1	CREBBP
CARM1	EP300
CYLD	IKBKG
CYLD	TRAF2
IKBKG	CYLD
VHL	POLR2G
HECW2	TP73
TP73	HECW2
BIRC2	IKBKG
TRAF2	IKBKG
RELA	NFKBIA
ARF1	COPB1
COPB1	ARF1
