Official Symbol Interactor A	Official Symbol Interactor B
KLF5	SMURF2
PRKCQ	CHUK
PRKCQ	IKBKB
PRKCQ	MAP3K7
PRKCQ	CARD11
FBXW8	CUL1
FBXW8	CUL7
MAP3K7	PRKCQ
MAP3K7	CARD11
PRKCQ	BCL10
MDM2	RCHY1
RCHY1	MDM2
WWP2	SMAD2
WWP2	SMAD3
WWP2	SMAD7
SMAD2	WWP2
SMAD3	WWP2
SMAD7	WWP2
PIAS2	HUWE1
RFWD2	YWHAZ
YWHAZ	RFWD2
FBXW7	SKP1
FBXW7	FBXW7
ITGB1	ITGA5
ITGA5	FN1
ITGA5	ITGB1
CHMP5	ISG15
VPS4A	VTA1
EGFR	CAV1
BCL3	GSK3B
HDAC1	BCL3
HDAC3	BCL3
BCL3	HDAC1
MDM2	MDM4
MDM2	CDKN2A
NOS2	UCHL5
ARAP1	SH3KBP1
SH3KBP1	ARAP1
UBD	PSMA6
SOCS2	PTK2B
PTK2B	SOCS2
CALM1	AKT1
CALM1	CDC5L
FAM175B	BRCC3
FAM175B	BRE
FAM175B	BABAM1
FAM175A	BRCC3
FAM175A	BRE
FAM175A	BABAM1
FAM175A	UIMC1
FAM175A	BRCA1
BABAM1	UIMC1
BABAM1	BRE
BABAM1	BRCC3
BABAM1	FAM175B
BABAM1	FAM175A
BRE	UIMC1
BRE	FAM175A
BRE	FAM175B
BRE	BRCC3
BRE	BABAM1
BRCC3	UIMC1
BRCC3	FAM175A
BRCC3	FAM175B
BRCC3	BRE
BRCC3	BABAM1
ATXN3	RAD23B
ATXN3	VCP
CHFR	HLTF
RLIM	LDB1
MAPT	STUB1
MDM2	SMURF1
SMURF1	MDM2
MDM4	MDM2
MDM2	MDM2
MDM2	MDM4
MVB12A	TSG101
MVB12A	CD2AP
MVB12A	SH3KBP1
RFWD2	YWHAB
YWHAG	MDM4
MDM4	CDKN1A
CDKN1A	MDM4
MDM4	YWHAG
ESR1	TUBB1
ESR1	HSPA4
TP53	UTP14A
CASP8	RIPK1
TNFRSF1A	RIPK1
CASP8	FADD
CASP8	CFLAR
NFE2L1	FBXW7
SQSTM1	KEAP1
MDM2	CSNK1A1
TP53	CSNK1A1
TNFRSF10A	CFLAR
TNFRSF10B	CFLAR
TNFRSF10A	CASP8
TNFRSF10B	CASP8
BCL2L1	PARK7
BCL2L1	BAX
MC1R	MGRN1
BAG1	CBL
ABL1	BAG1
CBL	BAG1
USP9X	MCL1
HSPA8	BCR
HSPA8	ABL1
HSP90AA1	BCR
HSP90AA1	ABL1
MAVS	TRAF5
MAVS	IKBKG
CRBN	DDB1
CRBN	CUL4A
CRBN	RBX1
CDK5RAP3	CDH4
CDK5RAP3	DDRGK1
SH3KBP1	CBL
SQSTM1	KEAP1
KEAP1	NFE2L2
KEAP1	SQSTM1
KEAP1	CUL3
KEAP1	RBX1
HIPK2	CXCL1
MEF2D	CABIN1
BRE	BRCC3
BRE	UIMC1
BRE	FAM175A
BRE	BABAM1
FAM175A	BRCC3
FAM175A	UIMC1
FAM175A	BABAM1
PSMD14	PSMD7
BRCC3	FAM175A
BRCC3	BRE
BRCC3	UIMC1
UBE2N	RNF8
RNF8	UBE2N
RNF8	UBE2E2
UBE2E2	RNF8
SGK1	RICTOR
CUL1	RICTOR
RICTOR	CUL1
RICTOR	MAPKAP1
MAPKAP1	RICTOR
CUL1	SKP1
CUL1	RBX1
LATS1	ITCH
ITCH	LATS1
FBXO11	BCL6
EGFR	SMURF2
SMURF2	EGFR
FBXO11	SKP1
FBXO11	CUL1
MINOS1	IMMT
MINOS1	CHCHD3
MINOS1	HSPA9
FBXW7	KLF5
KLF5	FBXW7
INCENP	BIRC5
TP53	HSPB1
TP53	HSPA4
TP53	HSPA9
TP53	HSPA5
INCENP	AURKB
INCENP	CDCA8
SPEN	CTBP1
PACS1	GGA3
SP1	HIF1A
CHEK2	AATF
MAPK14	MAP2K3
MAPK14	MAP2K6
MAPK1	PEA15
GLIS2	CTNNB1
SPEN	RBBP8
BIRC5	XPO1
BIRC5	AURKB
BIRC5	INCENP
BIRC5	CDCA8
CDCA8	AURKB
CDCA8	INCENP
CDCA8	BIRC5
MED25	RXRA
MED25	RARA
RARA	MED25
NOD2	RIPK2
RAC1	HACE1
PTK2	SOCS3
SOCS3	PTK2
FADD	CASP8
FADD	RIPK1
KHDRBS1	RIPK1
ASB9	TCEB2
ASB9	CKMT1B
ASB9	CKMT1A
ASB9	CKB
CKMT1B	ASB9
CKMT1A	ASB9
CKB	ASB9
MYLIP	MYLIP
TRAF2	USP4
TRAF6	USP4
USP4	TRAF6
CREBBP	MED25
MED25	CREBBP
MED25	MED1
MED25	MED6
IFNAR2	STAT2
STAT1	STAT2
FOXO4	MDM2
DDB2	DDB1
DDB2	CUL4A
DDB2	RBX1
STAM	USP8
ITCH	LAPTM5
PRKAR2A	PJA2
PRKAR1A	PJA2
TRAF6	TRAF6
MCL1	BCL2L11
BABAM1	UIMC1
BABAM1	BRE
BABAM1	BRCC3
BRE	BABAM1
BRE	FAM175A
BRE	BRCC3
BABAM1	FAM175A
FAM175A	BRE
FAM175A	UIMC1
FAM175A	BABAM1
FAM175A	BRCC3
UIMC1	BRE
UIMC1	BABAM1
UIMC1	BRCC3
UIMC1	FAM175A
BRE	UIMC1
BRCA1	UIMC1
BRCA1	ESR1
ESR1	BRCA1
ESR1	EP300
BRCA1	EP300
MAPK8	PIAS2
CHUK	IKBKG
IKBKB	IKBKG
SYVN1	TP53
SYVN1	SEL1L
TP53	SYVN1
HNRNPD	HSPB1
HNRNPD	HSPB2
IGBP1	MID1
IGBP1	PPP2CA
UBXN1	BRCA1
RBBP8	BARD1
UBXN1	BARD1
RBBP8	BRCA1
PDGFRA	GRB2
EGFR	GRB2
CBL	SPRY2
STRAP	GSK3B
GSK3B	STRAP
GSK3B	AXIN1
AXIN1	GSK3B
EIF3B	EIF3E
EIF3B	EIF3F
EIF3B	EIF3H
EIF3B	EIF3K
EIF3B	EIF3L
EIF3B	EIF3M
EIF3E	EIF3B
EIF3F	EIF3B
EIF3H	EIF3B
EIF3K	EIF3B
EIF3L	EIF3B
EIF3M	EIF3B
MAP3K7	TAB1
MAP3K7	TAB2
MAP3K7	IRAK1
PSMC5	CIITA
RBBP6	HSPA4
IKBKG	IKBKB
IKBKG	RIPK1
IKBKG	TNFAIP3
ADRB2	EGLN3
TP53	OTUB1
OTUB1	TP53
OTUB1	UBE2D1
TINF2	SIAH2
SIAH2	TINF2
TRAF6	IRF7
SYVN1	HERPUD1
HERPUD1	SYVN1
SYVN1	SYVN1
INPPL1	EGFR
EGFR	CBL
EIF3B	MTOR
EIF3B	RPTOR
RPTOR	MTOR
RPTOR	EIF3B
MTOR	RICTOR
ZFP91	MAP3K14
ATP1B1	NDRG2
MAP3K14	ZFP91
MDM2	PDLIM7
MDM2	TP53
PDLIM7	MDM2
PDLIM7	TP53
TP53	MDM2
TP53	PDLIM7
AMFR	HMGCR
AMFR	ERLIN2
AMFR	VCP
ERLIN1	AMFR
ERLIN2	AMFR
ERLIN2	SYVN1
ERLIN1	SYVN1
HMGCR	ERLIN2
HMGCR	AMFR
INSIG1	ERLIN2
INSIG1	AMFR
ERLIN2	TMUB1
TMUB1	AMFR
TMUB1	ERLIN2
NCAPH	SMC2
HIST2H2AC	NCAPH
MTOR	RPTOR
RICTOR	MTOR
RICTOR	MAPKAP1
MAPKAP1	MTOR
MAPKAP1	RICTOR
GRB2	PRKAB1
ASXL1	AKT1
CLEC4G	IFI35
CLEC4G	EIF3I
SRSF7	RBBP6
KCNQ1	NEDD4
KCNQ1	USP2
RASSF1	DDB1
DDB1	RASSF1
PAWR	HSPA5
HSPA5	PAWR
XRCC6	PRKDC
HLA-A	DERL1
NPHS1	SH3KBP1
IFNAR1	PRKD2
IFNAR1	BTRC
SH3KBP1	PIK3R1
SH3KBP1	CD2AP
SH3KBP1	NPHS1
LATS1	WWC1
LATS2	LATS1
NPHS2	CD2AP
IKBKB	NFKBIA
BTRC	NFKBIA
NFKBIA	RELA
NBN	RAD18
NBN	MRE11A
ABCB1	PIM1
USP33	ROBO1
SMAD3	CTNNB1
MKL1	SRF
SENP3	MDM2
SENP3	TP53
MDM2	SENP3
MDM2	TP53
BTRC	NFKBIA
BTRC	IKBKB
NFKBIA	BTRC
HNRNPU	BTRC
MAPK14	BTRC
KLF5	WWP1
TRIM25	RBCK1
TRIM25	RNF31
TRIM25	DDX58
DDX58	MAVS
DDX58	TRIM25
CDK9	TCEA1
CDK9	UBR5
UBR5	CDK9
UBR5	TCEA1
HIST1H3A	BRD4
HIST1H3A	HIST1H4A
BRD4	CDK9
YWHAZ	KAT8
YWHAZ	YWHAE
YWHAZ	HIST1H3A
YWHAE	KAT8
YWHAE	YWHAZ
YWHAE	HIST1H3A
KAT8	YWHAE
KAT8	YWHAZ
KAT8	HIST1H3A
KAT8	HIST1H4A
BRD4	HIST1H3A
BRD4	HIST1H4A
ZAP70	TUBA1A
VAV1	TUBA1A
VAV1	TUBB
TUBA1A	VAV1
TUBA1A	ZAP70
ZAP70	VAV1
USP4	HUWE1
HUWE1	USP4
DDB2	CUL4A
L3MBTL1	VCP
CCP110	CEP97
CEP97	CCP110
TBP	CPSF1
TBP	TAF5
TBP	TAF7
IRF3	CREBBP
IRF3	EP300
MAVS	DDX58
MAVS	TRAF3
FOXO3	SKP2
CDK10	PIN1
PIN1	CDK10
POLK	PCNA
RAD18	ANKRD32
ANKRD32	RAD18
MDM4	TP53
MDM4	CSNK1A1
MDM4	RN5S1@
MDM4	YWHAB
MDM4	MDM2
MDM2	MDM4
MDM2	TP53
MDM2	RPL5
TP53	MDM4
TP53	MDM2
RELA	NFKBIB
RELA	NFKBIA
NFKBIA	NFKBIB
NFKBIA	RELA
NFKBIB	RELA
NFKBIA	IKBKG
NFE2L2	KEAP1
ASB2	CUL5
CUL5	ASB2
TCEB2	ASB2
TCEB1	ASB2
TCEB1	SOCS1
ASB2	TCEB2
TCEB2	CUL5
SKP2	CUL1
SKP2	CUL5
CD8A	LNX2
CD8A	LNX1
LNX2	CD8A
LNX1	CD8A
PPARG	EP300
UBE2S	FZR1
UBE2S	CDC20
UBE2S	CDC27
CDC20	UBE2S
FZR1	UBE2S
RNF20	RNF40
RNF40	RNF20
GBA	TCP1
MDM2	TP53
NUMB	TP53
MGRN1	TSG101
TSG101	MGRN1
ARRB1	PDE4D
MDM2	PDE4D
PDE4D	MDM2
PDE4D	GNB2L1
ATXN3	PARK2
SNAI1	NOTCH1
NOTCH1	SNAI1
MDM2	NOTCH1
NOTCH1	MDM2
SNAI1	MDM2
UNG	HSPB1
IKBKG	AKT1
WRN	XRCC6
WRN	XRCC5
XRCC5	XRCC6
XRCC6	XRCC5
XRCC6	WRN
XRCC5	WRN
POLE3	POLE4
POLE3	POLE2
RAF1	HSPA5
HSPA5	RAF1
AKT1	PPP2CA
AKT1	ARRB2
GATA2	SPI1
SP1	RB1
CDC37	EIF2AK1
HDAC1	SMAD2
HDAC1	TGIF1
TGIF1	PML
SMAD2	TGFBR1
ZFYVE9	SMAD2
CSNK2A1	KIF5C
SMAD4	USP9X
SMAD4	SMAD2
SMAD4	SMAD3
PEBP4	RAF1
XRCC5	XRCC6
XRCC5	COIL
COIL	XRCC5
TAF6	TAF9
TAF9	TAF2
TAF1	TBP
EP300	MYOD1
HSPA1A	TP53
HSPA8	TP53
TBP	TAF1
FEN1	PCNA
SMAD3	EP300
SMAD4	EP300
RAN	KPNB1
SMAD2	SMAD4
SMAD2	SMAD2
PLK1	TUBB3
ESR1	AKT2
CDKN1A	PCNA
CDKN1A	CDK1
CDKN1A	CCNB1
PCNA	CDC25C
PCNA	CDKN1A
CALM1	KRAS
SP1	NFYA
NFYA	SP1
PTPRR	MAPK1
PRKCD	STAT3
SMAD4	SMAD2
SMAD4	SMAD3
SP1	SMAD2
SP1	SMAD3
CHEK2	CHEK2
CDC27	BUB1B
CDC27	BUB3
CDC27	CDC20
CDC27	MAD2L1
ZC3HC1	SKP1
RNF139	INSIG1
AMFR	INSIG1
XIAP	04-Sep
USP2	RIPK1
USP2	TRAF2
TNFRSF1A	RIPK1
TNFRSF1A	TRAF2
PCNA	RPA1
PCNA	CDK4
PCNA	CDK5
PCNA	CDKN1A
CASP8	RIPK1
CASP8	TRAF2
CASP8	FADD
HESX1	TLE1
CHEK2	CHEK2
RFC1	RAD17
PCNA	RFC1
CBL	PXN
CBL	EGFR
CBL	SRC
PARK2	PARK2
TRAF2	PIAS2
TRAF2	UBE2N
UBE2N	TRAF2
PIAS2	TRAF2
SMC2	LIG4
AHR	CTNNB1
DDB1	CUL4B
GTF2H2	ERCC2
JDP2	PGR
KRIT1	PLCB3
KRIT1	FAS
PDS5A	SMC1A
PDS5A	SMC3
PDS5A	RAD21
PDS5A	STAG1
PDS5A	STAG2
PDS5B	SMC1A
PDS5B	SMC3
PDS5B	RAD21
PDS5B	STAG1
PDS5B	STAG2
SMC3	RAD21
SMC3	STAG1
SMC3	STAG2
SMC3	PDS5A
SMC3	PDS5B
HCFC1	BAP1
HCFC1	YY1
YY1	BAP1
YY1	HCFC1
RAG1	VPRBP
RAG1	DDB1
BRCA1	BARD1
SMURF1	PARD6A
DDX58	TRIM25
DDX58	MAVS
DDX58	PRKCA
DDX58	PRKCB
PRKCA	DDX58
PRKCB	DDX58
IRF3	IRF3
ACTB	CTGF
KPNA1	HSPA4
SMAD4	SMAD3
HNF4A	SMAD3
EP300	AHR
GTF2H1	ERCC5
GTF2H1	CCNH
GTF2H1	ERCC3
WRN	XRCC5
NOS3	CALM1
NDFIP1	PTEN
PTEN	NDFIP1
FBXO4	YWHAE
FBXO4	FBXO4
BIRC2	TRAF2
BIRC3	TRAF2
TNF	RIPK1
AMER1	KEAP1
KEAP1	AMER1
KEAP1	FBXW11
FBXO7	BIRC2
TRAF2	FBXO7
XIAP	TRIM32
TRIM32	XIAP
HEXIM1	CDK9
HEXIM1	CCNT1
CDK9	CCNT1
CDK9	HEXIM1
HSP90AA1	HSF1
FKBP4	HSF1
CXCL8	EP300
EP300	CXCL8
VDR	PPP1CC
STUB1	MAPT
XRCC6	XRCC5
TRAF6	USP7
IKBKG	USP7
STUB1	SGK1
SGK1	STUB1
SGK1	TSC22D3
TSC22D3	SGK1
SGK1	RAF1
USO1	USO1
TP53	MAPK3
TP53	MAPK1
UBE2L6	FLT3
SIAH1	FLT3
EGLN1	SRC
SRC	EGLN1
MYC	CDR2
PIWIL1	DICER1
DICER1	AGO2
AGO2	DICER1
RBM8A	EIF4A3
MAGOH	EIF4A3
ESR1	MPG
STAMBP	STAM
USP8	STAM
MAGEA11	EP300
MAGEA11	NCOA2
NCOA2	MAGEA11
NCOA2	EP300
KDR	BTRC
EGFR	CALM1
NTRK1	HSP90AA1
NTRK1	HSPA4
NTRK1	CDC37
DAXX	DMAP1
DMAP1	DAXX
DAXX	DNMT1
DNMT1	DAXX
TK1	FZR1
FOXO4	ATXN3
ATXN3	FOXO4
PIAS4	KNTC1
KNTC1	PIAS4
KNTC1	ZW10
PIAS4	ZW10
CAV1	PTGS2
SCNN1B	NEDD4
COMMD1	SCNN1B
COMMD1	AKT1
STAT3	PIAS3
PGR	NCOA1
NCOA1	PGR
RARA	MAPK1
ETS1	MAPK7
HDAC2	SIN3A
MED10	MED8
MED10	MED17
MED8	TCEB2
CUL2	RBX1
CUL2	TCEB2
RBX1	TCEB2
GATA1	SPI1
CD40	HSPA4
CAV1	EGFR
POLR2A	XRCC5
POLD1	PCNA
SMAD1	SKI
SMAD3	SKI
SMAD3	SKIL
SMAD2	SKIL
GP6	CALM1
GP6	LYN
TP53	SMAD2
TP53	SMAD3
ALK	ZC3HC1
ESR1	BCAR1
ESR1	SRC
SRC	BCAR1
SRC	SRC
CDKN1B	KPNA1
CDKN1B	YWHAE
CPSF3L	INTS9
HIST1H3A	YWHAZ
HIST1H3A	YWHAE
LIG3	PARP1
PARP1	XRCC1
SF1	NFKB1
HDAC5	NFKB1
HDAC5	SF1
NUP214	SMAD2
NUP214	SMAD3
NUP214	SMAD4
SMAD3	SMAD4
S1PR1	WWP2
WWP2	S1PR1
UBE2I	TSC22D3
LLGL1	RANBP9
RANBP9	LLGL1
MDM2	RPL26
RPL26	MDM2
RPL26	TP53
MDM2	TP53
MITF	PSMD14
SETD8	UBE2I
UBE2I	SETD8
TP53	UBE2I
APC	ZRANB1
ZRANB1	UBC
KCNIP3	UBE2I
UBE2I	KCNIP3
TCF4	CTNNB1
VAV1	CBL
TNFRSF1A	RIPK1
TNFRSF1A	TRAF2
TNFRSF1A	TNFAIP3
FADD	CASP8
FADD	TNFAIP3
PSME3	TP53
TP53	TP53
TP53	MDM2
PAX3	TAF1
TAF1	PAX3
CCNB1	CDK2
CCNA2	CDK2
CCNA2	CDC20
CDC20	CCNA2
CDC20	BUB1B
BUB1B	CDC20
CBL	UBC
ZNF346	ILF3
ILF3	ZNF346
SYK	TUBG1
STUB1	HSPA4
STUB1	HSP90AA1
ERBB2	STUB1
BTRC	CUL1
BTRC	NEDD8
NEDD8	BTRC
DCX	USP9X
USP9X	DCX
KAT5	MDM2
MDM2	KAT5
FYN	CBL
PARK2	ABL1
ABL1	PARK2
MDM2	RASSF1
MDM2	DAXX
DAXX	USP7
MDM2	USP7
MDM2	TP53
KEAP1	CUL3
UBE2N	UBE2V1
SOCS6	KIT
SOCS6	CUL5
SOCS6	TCEB1
SOCS6	TCEB2
MAP3K2	STUB1
BAG5	STUB1
BAG5	HSPA4
SNCA	STUB1
SNCA	HSPA4
SNCA	BAG5
ARRB2	MDM2
MDM2	ARRB2
HOXB7	XRCC5
HOXB7	XRCC6
XRCC5	HOXB7
PRKDC	HOXB7
XRCC6	HOXB7
UBE2B	RAD18
UBE2A	RAD18
RAD18	POLH
RAD18	PCNA
XRCC6	XRCC5
XRCC5	XRCC6
ESR1	NCOA3
CREBBP	NCOA3
CARM1	NCOA3
NOD2	RIPK2
RIPK2	NOD2
OBSL1	CUL7
CUL7	OBSL1
DIABLO	UBE2K
UBE2K	DIABLO
RAC1	PIAS3
XIAP	ARHGDIA
TRIM27	UBE2I
TRIM27	MDM2
TRIM27	TP53
TP53	BCL2
PIAS4	PRKCZ
NOD2	RIPK2
RIPK2	NOD2
MAP3K5	STUB1
STUB1	MAP3K5
STUB1	HSPA4
HSPA4	STUB1
DVL2	NHLRC1
SAFB	NCOR1
SAFB	HDAC3
SAFB	ESR1
KEAP1	NFE2L2
KEAP1	KPNA6
KPNA6	KEAP1
PIAS4	ETS1
TRIM41	PRKCB
TRIM41	PRKCZ
PIDD1	PCNA
PIDD1	RFC5
PCNA	PIDD1
PCNA	CDKN1A
PHLPP1	AKT1
CDKN1A	PCNA
PCNA	CDKN1A
CBL	GRB2
EGFR	CBL
STAG1	RAD21
STAG1	SMC3
STAG2	RAD21
STAG2	SMC3
MDM2	TP53
POLR2A	ACTB
ACTB	POLR2A
TAF11	POLR2A
FKBPL	CDKN1A
CDKN1A	FKBPL
FKBPL	HSP90AA1
CUL1	CAND1
CUL2	CAND1
CUL3	CAND1
CUL4A	CAND1
CUL5	CAND1
CUL1	COPS5
CUL1	SKP2
CUL1	BTRC
CUL1	SKP1
PSMC2	PSMD1
PSMC2	PSMD8
IKBKG	CHUK
MAP1LC3A	SQSTM1
CASP8	SQSTM1
PSMA1	PSMC5
PSMA1	PSME1
PSMC5	PSME1
PSME1	PSMC5
PSME1	PSMA1
PSMC5	PSMA1
SPSB2	NOS2
PCK1	UBR5
PCK1	BAG6
BAG6	PCK1
UBR5	PCK1
PA2G4	MDM2
MDM2	PA2G4
TP53	MDM2
MDM2	TP53
BCL3	NFKB1
BCL3	NFKB2
NFKBIA	NFKB1
NFKBIA	BTRC
HSP90AA1	FKBPL
RAD18	HLTF
RAD18	SHPRH
RAD18	POLH
RAD18	POLK
HLTF	RAD18
SHPRH	RAD18
MYC	FBXO8
FBXO8	MYC
AR	ERCC3
GTF2H3	AR
CALM2	IQCB1
TRIAP1	HSPA4
HSPA4	TRIAP1
CALM1	GRB7
TRIM28	MAGEA2
TRIM28	MAGEA2B
TRIM28	MAGEC2
TRIM28	MAGEE1
TRIM28	MAGEB2
LNX1	MAGEB18
NSMCE1	NDNL2
MAGED1	PJA1
TRIM28	MAGEA3
TRIM28	MAGEA6
TNFRSF25	TRADD
SIRT3	HSPD1
CDKN2A	VHL
VHL	TP53
PML	AXIN1
AXIN1	PML
AXIN1	TP53
PML	TP53
TP53	PML
TP53	AXIN1
AXIN1	HIPK2
TP53	HIPK2
BCL10	CARD11
MALT1	BCL10
SKP2	VHL
VHL	SKP2
SKP2	AKT1
MAP3K5	PSMC1
NEDD4	GRIA1
PCNA	DTL
PCNA	MSH6
DTL	PCNA
TRIM28	CHD3
CHD3	TRIM28
BCL2	BECN1
BCL2	HSP90AA1
HSP90AA1	BCL2
GCM1	SENP1
SENP1	GCM1
PAK1	RAC1
SMAD1	NEDD4
MDM2	TP53
TP53	MDM2
FCHO2	EPS15
DDB1	SALL2
SALL2	DDB1
NNAT	NHLRC1
MCL1	HUWE1
BBC3	MCL1
S100A10	ANXA2
KMT2A	MLLT1
AFF4	AFF1
L3MBTL2	E2F6
L3MBTL2	CBX3
L3MBTL2	RNF2
E2F6	L3MBTL2
RNF2	HIST3H3
RNF2	HIST4H4
RNF2	L3MBTL2
PCGF6	L3MBTL2
CBX3	L3MBTL2
NONO	PPP1CA
SFPQ	PPP1CA
PPP1CA	NONO
PPP1CA	SFPQ
NONO	HDAC1
NONO	U2AF2
SFPQ	SIN3A
SFPQ	HDAC1
SFPQ	SNRPA
SFPQ	U2AF2
SMARCA2	NR0B2
HDAC1	NR0B2
SIN3A	NR0B2
HSP90AA1	CHEK1
NCOR1	CORO2A
EGFR	VAV2
VAV2	EGFR
CBL	VAV2
CBL	EGFR
VAV2	CBL
EGFR	CBL
SMAD1	USP15
SMAD2	USP15
SMAD3	USP15
SMAD4	USP15
PCNA	REV1
RNF146	PARP1
RNF146	XRCC6
RNF146	XRCC5
RNF146	XRCC1
RNF146	IPO7
RNF146	NCL
RNF146	HIST1H1C
RELA	SOCS1
SOCS1	RELA
PCNA	POLH
CCNF	CCP110
TP53	MDM2
MDM2	TP53
RFWD2	ETV1
FZR1	PIM1
FZR1	CDC27
SKP2	FZR1
PIM1	FZR1
NFYA	EP300
NFYA	JUN
GRB2	ERBB2
GRB7	ERBB2
SRC	ERBB2
STUB1	ERBB2
NCOA6	CREBBP
SIRT1	ZEB1
SMC3	SMC1A
SMC3	RAD21
SMC3	STAG1
SMC3	STAG2
STAG1	SMC1A
STAG1	SMC3
STAG1	RAD21
STAG2	SMC1A
STAG2	SMC3
STAG2	RAD21
DDIT3	HDAC1
SMAD3	CTNNB1
MSH6	CHAF1A
MSH6	PCNA
RNF20	SMURF2
CHAF1A	HIST1H3A
SP1	SMAD2
SP1	SMAD3
SKIL	ESR1
EP300	ESR1
BRD4	WHSC1L1
BRD4	JMJD6
BRD4	CHD4
BRD4	ATAD5
WHSC1L1	BRD4
JMJD6	BRD4
CHD4	BRD4
ATAD5	BRD4
GLTSCR1	BRD4
RAD21	FHL3
RAD21	CDC34
RAD21	DAPK3
RAD21	SMC1A
RAD21	DDB1
RAD21	PPP1R15A
RAD21	UBA1
CCAR2	RAD21
RAD21	CCAR2
GTF2I	POU2AF1
AXIN1	SMURF2
SMARCAD1	TRIM28
SMARCAD1	HDAC1
SMARCAD1	HDAC2
SMARCAD1	EHMT2
SMARCAD1	PARP1
SMARCAD1	CBX3
TRIM28	SMARCAD1
HDAC1	SMARCAD1
EHMT2	SMARCAD1
YY1	NEDD4
YY1	NEDD4L
WBP2	NEDD4
CACNB1	NEDD4L
ACVR1B	NEDD4L
RTF1	NEDD4
HCFC1	SNRPB
GATA4	JARID2
YY1	ACTR8
YY1	RUVBL2
SREK1	SRSF3
KLF16	SIN3A
TRIM33	SMAD2
TRIM33	SMAD3
H3F3A	HIRA
HIST1H3E	CHAF1A
HIST1H3E	CHAF1B
CABIN1	HIRA
CABIN1	UBN1
UBN1	HIRA
UBN1	CABIN1
PTEN	SLC9A3R1
HIF1A	GNB2L1
HIF1A	HSP90AA1
TCEB1	GNB2L1
HIF1A	TCEB1
HRAS	BTRC
BTRC	HRAS
CTNNB1	GSK3B
CTNNB1	APC
CTNNB1	COPS5
BAG5	HSPA4
FOXO3	SMAD3
FOXO3	SMAD4
SMAD4	FOXO3
SMAD4	SMAD2
SMAD4	SMAD3
SOX2	CHD4
SOX2	MTA2
SOX2	CHD7
CUL4A	VPRBP
BAG1	HSPA4
HSPA4	BAG5
PARK2	BAG5
PARK2	HSPA4
NBN	ATM
NBN	RAD50
NBN	MRE11A
ATM	NBN
ATM	MRE11A
PRKDC	XRCC5
XRCC5	PRKDC
ATR	ATRIP
ATRIP	ATR
NBN	ATR
XRCC5	ATR
ATRIP	ATM
XRCC5	XRCC6
XRCC5	ORC3
XRCC5	ORC2
XRCC5	ORC6
XRCC6	XRCC5
ORC4	XRCC5
ORC3	XRCC5
ORC2	XRCC5
ORC6	XRCC5
ORC4	ORC3
ORC2	ORC3
ORC6	ORC3
ORC4	ORC2
ORC3	ORC2
ORC6	ORC2
ORC4	ORC6
ORC3	ORC6
ORC2	ORC6
ACTN1	TUBA1A
TUBA1A	ACTN1
DAG1	TUBA1A
DAG1	ACTN1
DAG1	MAP2
ACTN1	DAG1
TUBA1A	MAP2
TUBA1A	ITGB1
DAG1	ITGB1
ITGB1	TUBA1A
VCL	DAG1
VCL	TUBA1A
LCK	HSP90AA1
FYN	HSP90AA1
MAP2K1	BRAF
CD4	LCK
LCK	KHDRBS1
FYN	KHDRBS1
PARP1	XRCC6
PARP1	XRCC5
TCF7L2	CTNNB1
FKBP8	HSP90AA1
HSP90AA1	FKBP8
WDR5	RBBP5
WDR5	ASH2L
CLNS1A	SNRPB
CLNS1A	WDR45
CLNS1A	SNRPD1
CLNS1A	PRMT5
CLNS1A	SNRPD3
RFFL	TP53
ADRM1	UCHL5
SMARCA4	SMARCB1
SMARCB1	SMARCA4
ADORA2A	ADORA2A
ATXN3	VCP
VCP	UFD1L
SYVN1	VCP
VCP	UBC
RPS6KA4	MAPK1
TTN	ACTN1
LAMB1	LAMC1
LAMC1	LAMB1
DMD	DAG1
SMARCA4	SMARCB1
SMARCC1	SMARCB1
SMARCA4	SMARCC1
SMARCC1	SMARCA4
DYSF	HDAC6
KLF6	SP1
TLE4	PRMT5
TLE4	PPM1B
TLE4	WDR77
WDR77	PRMT5
PRMT5	WDR77
SUZ12	WDR77
MPDZ	SSTR3
E2F3	HELLS
E2F3	RBL1
UBTF	SIRT7
UBTF	POLR1A
UBTF	MYBBP1A
POLR1A	SIRT7
POLR1A	UBTF
POLR1A	MYBBP1A
POLR1A	SMARCA5
MYBBP1A	SIRT7
MYBBP1A	UBTF
MYBBP1A	SMARCA5
MYBBP1A	POLR1A
CHD1L	PARP1
KAT7	JADE1
ING5	JADE1
MEAF6	JADE1
KDM1A	RCOR1
KDM1A	HDAC1
RCOR1	KDM1A
HSPA4	APAF1
RELA	SP1
RELA	NFKB1
BANF1	EHMT2
PML	MAGEA2
STAT3	HDAC1
STAT3	HDAC3
EP300	STAT3
JARID2	SETDB1
SETDB1	JARID2
HAUS4	HAUS6
HAUS3	HAUS6
HAUS1	HAUS6
HAUS2	HAUS6
HAUS5	HAUS6
HAUS7	HAUS6
HAUS8	HAUS6
CDK8	SMAD1
SMAD1	CDK8
SMAD1	YAP1
YAP1	SMAD1
SMURF1	SMAD1
SMURF1	SMAD5
HSPA4	RELA
VAV1	CBL
CDC42	CBL
KAT8	KAT8
SIRT1	KAT8
RELA	NFKBIA
KDM4B	WDR5
KDM4B	RBBP5
KDM4B	ASH2L
