Official Symbol Interactor A	Official Symbol Interactor B
Cdkn2a	Mdm2
Ikbkg	Ikbkb
Inpp5d	Shc1
Shc1	Inpp5d
Inpp5d	Abl1
Inpp5d	Cbl
Abl1	Cbl
Mapk8	Jun
Ikbkg	Nfkbia
Mafa	Psme3
Pik3r1	Cbl
Ube2l3	Arih2
Ksr1	Map2k1
Uimc1	Ube2i
Pparg	Ubc
Cbl	Grb2
Btrc	Skp1a
Dnmt1	Ubc
Ubc	Dnmt1
Nedd4	Adrbk1
Scnn1b	Nedd4l
Scnn1b	Nedd4
Adrbk1	Nedd4l
Wrnip1	Wrnip1
Trp53	Skil
Skil	Trp53
Skil	Pml
Trp53	Mdm2
Egfr	Erbb2
Pdgfrb	Cbl
Pdgfrb	Ubc
Mapk8	Trp53
Sumo1	Irf1
Rnf6	Limk1
Limk1	Rnf6
Sh2b2	Insr
Sh2b2	Cbl
Cbl	Sh2b2
Sorbs1	Cbl
Crk	Cbl
Cbl	Fyn
Fyn	Cbl
Hck	Cbl
Lyn	Cbl
Cbl	Pik3r1
Cdkn1b	Cops5
Gps1	Cops2
Gps1	Cops8
Crk	Cbl
Sorbs1	Cbl
Fadd	Ripk1
Cyld	Ikbkg
Ikbkg	Ripk1
Ripk1	Ubc
Tbrg1	Cdkn2a
Gspt1	Cdkn2a
Zfp91	Cdkn2a
Hsp90ab1	Cdkn2a
Rabl6	Cdkn2a
Cdkn2a	Eif3a
Cdkn2a	Hsp90ab1
Cdkn2a	Gspt1
Cdkn2a	Tbrg1
Cdkn2a	Rabl6
Cdkn2a	Ankrd12
Trim28	Cbx5
Trim28	Cbx1
Trim28	Cbx3
Cbx5	Trim28
Cbx3	Trim28
Numb	Lnx1
Polk	Rev1
Rev1	Polk
Poli	Rev1
Polh	Rev1
Mad2l2	Rev1
Map3k7	Map3k7
Map3k7	Tab2
Map3k7	Tab3
Ksr1	Map2k1
Ggn	Fancl
Fancl	Ggn
Cbl	Pik3r1
Pdx1	Pcif1
Lck	Pik3r1
Lck	Cbl
Bcl10	Tlr4
Fos	Tro
Cblb	Cblb
Trim21	Fcgr2b
Keap1	Nfe2l2
Ticam1	Traf6
Mdm2	Ccng1
Socs6	Kit
Kit	Socs6
Cdk2	Ccne1
Rela	Nfkb2
Crkl	Abl1
Crkl	Rapgef1
Crkl	Cbl
Nanog	Rela
Nanog	Rel
Nanog	Nanog
Lrrk2	Hsp90aa1
Htt	Dnajb1
Htt	Dnaja1
Htt	Hspa8
Htt	Hspa1b
Traf6	Nr0b2
Nr0b2	Traf6
Tnfrsf11a	Traf6
Ubc	Gch1
Gch1	Ubc
Lrrk2	Ywhaq
Lrrk2	Ywhaq
Ywhaq	Lrrk2
Lrrk2	Lrrk2
Traf6	Ubc
Rab33b	Atg16l1
Cbl	Hck
Prame	Rara
Irf7	Traf6
Jdp2	Hdac3
Bap1	Hcfc1
Bap1	Ogt
Btrc	Nfe2l2
Trim17	Mcl1
Mcl1	Trim17
Snca	Kcnj11
Kcnj11	Snca
Irs1	Pik3r1
Snap25	Stx1a
Snap25	Vamp2
Snap25	Dnajc5
Snap25	Snca
Snca	Stx1a
Snca	Vamp2
Snca	Snap25
Vamp2	Stx1a
Vamp2	Snca
Vamp2	Snap25
Chuk	Ikbkb
Chuk	Ikbkg
Hist1h1e	Cbx1
Hist1h1e	Cbx5
Hist1h1e	Cbx3
Jun	Sirt1
Src	Kdr
Kdr	Src
Efnb1	Nck2
Keap1	Sqstm1
Keap1	Nfe2l2
Sqstm1	Keap1
Nfe2l2	Ubc
Atg7	Atg3
Atg3	Atg7
Atg7	Atg7
Smc3	Smc1a
Smc3	Smc1b
Mapk8	Daxx
Mapk8	Slc2a4
Slc2a4	Daxx
Slc2a4	Mapk8
Mid1	Mid1ip1
Mid1ip1	Mid1
Lipc	Canx
Lipc	Calr
Cbl	Pxn
Vegfa	Kdr
Cbl	Abl1
Cbl	Crkl
Cbl	Pik3r1
Crkl	Cbl
Pik3r1	Cbl
Abl1	Cbl
Park7	Syp
Syp	Vamp2
Stx1a	Snap25
Stx1a	Vamp2
Vamp2	Snap25
Vamp2	Stx1a
Zbtb16	Cul3
Zbtb16	Zbtb16
Zbtb16	Hdac1
Zbtb16	Satb1
Zbtb16	Lmnb1
Cul3	Zbtb16
Rab3a	Rph3a
Trim63	Zbtb24
Bax	Park2
Cul1	Skp1a
Cul1	Skp2
Cul1	Rbx1
Ror2	Gsk3a
Ror2	Gsk3b
Wnt1	Lrp6
Dkk1	Lrp6
Mesdc2	Lrp6
Ror2	Wnt5a
Ctnnb1	Neurl2
Neurl2	Ctnnb1
Hif1a	Vhl
Skil	Ubc
Lims1	Ilk
Ilk	Lims1
Ilk	Parva
Parva	Ilk
Cbl	Pik3r1
Cbl	Crk
Socs6	Flt3
Flt3	Socs6
Pcdha1	Pcdhgb1
Pcdhgb1	Pcdha1
Traf6	Ubc
Ywhab	Sptan1
Nfe2l2	Keap1
Keap1	Keap1
Smad3	Myod1
Myod1	Tcf3
Polg	Dnaja3
Htt	Snap25
Htt	Cacna2d1
Htt	Pkm
Sirt1	Ncor1
Cacna1a	Cacnb3
Cacna1b	Cacnb3
Spi1	Ep300
Cry2	Per3
Rad23b	Xpc
Bad	Prkaca
Egfr	Jak2
Atf2	Jdp2
Jdp2	Atf2
Npm1	Rpl7
Rpl7	Npm1
Prkcz	Pard6a
Trp53	Ep300
Trp53	Mdm2
Mdm2	Trp53
Ikbkg	Chuk
Ikbkg	Ikbkb
Cd40	Traf6
Cd40	Traf2
Bcl10	Map3k7
Klrk1	Hcst
Klrk1	Tyrobp
Ncor1	Zbtb7c
Zbtb7c	Ncor1
Rims1	Rab3a
Rims2	Rab3a
Mib1	Dll1
Mib1	Dll4
Psen1	Ncstn
Psen1	Aph1a
Aph1a	Psen1
Rnf11	Tnfaip3
Nxf1	Nup62
Grb2	Egfr
Smad1	Hoxd13
Ehmt2	Dnmt3a
Prkce	Fbxw7
Fbxw7	Prkce
Irs1	Pik3r1
Irs2	Pik3r1
Ubtf	Polr1b
Ubtf	Polr1e
Mdm2	Trp53
Pdx1	Pcif1
Igbp1	Ppp2cb
Whsc1	Smarca4
Whsc1	Sall1
Whsc1	Ogt
Tbp	Taf1a
Tbp	Taf1b
Tbp	Taf1c
Taf1a	Tbp
Taf1b	Tbp
Taf1c	Tbp
Ighm	Vcp
Pcp2	Gnao1
Bloc1s3	Bloc1s6
Lin7c	Apba1
Lin7c	Ppfia2
Lin7c	Cask
Bhlha15	Bhlha15
Mtmr2	Sbf2
Sbf2	Mtmr2
Ush1c	Cdh23
Gata4	Ubc
Ikbkg	Ubc
Ctnnb1	Cdh1
Hdac1	Sin3a
Hdac1	Sin3b
Bcl2l1	Bax
Bax	Bcl2l1
Nfkb1	Map3k8
Ptpn11	Sirpa
Smad2	Smad4
Smad3	Smad4
B4galt1	Ube2q1
Ube2q1	B4galt1
Tbata	Uba3
Zap70	Lck
Lck	Zap70
Ift20	Ift88
Gipc1	Plekhg5
Plekhg5	Gipc1
Ift20	Ift88
Sufu	Gli1
Bcl6b	Bcl6
Bcl6	Bcl6b
Src	Ptk2b
Sgca	Dag1
Sgca	Sgcb
Utrn	Snta1
Ep300	Hif1a
Cdkn1b	Ccnd1
Cdkn1b	Cdk4
Cdkn1b	Ccne1
Cdk2	Cdkn1b
Stat1	Ubc
Stat1	Mapk1
Dok2	Rasa1
Rasa1	Dok2
Klrb1c	Nr0b2
Npm1	Rpl5
Rpl5	Npm1
Dnmt3l	Dnmt3b
Nfkbia	Rela
Nfkb1	Nfkbia
Sirpa	Ptpn11
Nr3c1	Hsp90ab1
Rad51	Brca2
Brca2	Brca1
Grin1	Grin2a
Grin1	Grin2b
Zfp106	Fyn
Dmd	Snta1
Dmd	Sntb1
Dmd	Sntb2
Dmd	Ptrf
Dmd	Cryab
Dmd	Ldb3
Itgb5	Mapk1
Foxp3	Foxp1
Foxp3	Gata3
Foxp3	Cbfb
Foxp3	Ash2l
Foxp3	Bcl11b
Foxp3	Ikzf3
Foxp3	Smarcc1
Foxp3	Smarce1
Foxp3	Smarca5
Foxp3	Smarca4
Foxp3	Chd4
Foxp3	Hdac2
Foxp3	Rcor1
Foxp3	Kdm1a
Gata3	Foxp3
Gmnn	Cdt1
Tbp	Gtf2b
Insr	Sh2b2
Dll1	Mib1
Dll4	Mib1
Mapk1	Sqstm1
Rbpj	Notch1
Usp2	Per1
Usp2	Cry1
Usp2	Arntl
Trp53	Trp63
Trp53	Trp73
Cul1	Skp1a
Trp53	Mdm2
Trp53	Mapk8
Trp53	Ep300
Trp53	Cdkn2a
Mapk14	Supt20
Supt20	Mapk14
Fam175b	Atf4
Atf4	Fam175b
Smad2	Foxh1
Crebbp	Ctnnb1
Spag9	Pikfyve
Cdc20	Cdc27
Ube4b	Vcp
Jak2	Cav1
Ranbp10	Tubb1
Ranbp10	Ran
Pi4ka	Efr3b
Pi4ka	Ttc7b
Ttc7b	Pi4ka
Efr3b	Pi4ka
Il17rb	Act1
Csrp2bp	Kat2a
Csrp2bp	Mbip
Csrp2bp	Wdr5
Kat2a	Csrp2bp
Mbip	Csrp2bp
Wdr5	Csrp2bp
Ndel1	Nefl
Ndel1	Nefh
Ndel1	Pafah1b1
Nefl	Ndel1
Nefh	Ndel1
Dmd	Dag1
Csf1r	Thoc5
Vldlr	Pafah1b3
Vldlr	Pafah1b2
Rac1	Pak1
Kcnab2	Kcna2
Nup62	Nxf1
Hs1bp3	Hcls1
Pard3	Pard6a
Prkcz	Pard6a
Pard6a	Pard3
Prkcz	Gsk3b
Brca2	Rad51
Map3k1	Map2k7
Jun	Mafb
Mafb	Jun
Dmd	Cav3
Pcgf2	Phc2
Raf1	Hras
Sh3gl2	Synj1
Klrb1c	Nr0b2
Gtf3c1	Ighmbp2
Ruvbl2	Ighmbp2
Ruvbl1	Ighmbp2
Ikbkg	Chuk
Ikbkg	Ikbkb
Hdac1	Mta2
Mta2	Mta1
Timeless	Tipin
Ctbp2	Zfpm1
Cbx5	Trim24
Cbx1	Trim24
Irs1	Pik3r1
Gria2	Gria1
Kif5a	Kif5b
Kif5a	Kif5c
Kif5b	Kif5a
Kif5b	Kif5c
Kif5c	Kif5b
Kif5c	Kif5a
Tcf3	Ralgapa1
Ralgapa1	Tcf3
Inppl1	Shc1
Thrb	Ncor1
Fbxl2	Tcp1
Rasa1	Dok1
Grb2	Met
Rangap1	Sumo1
Dlg3	Nedd4l
Dlg3	Ppp1cc
Dlg3	Tjap1
Dlg3	Dync1i1
Psen1	Gsk3b
Gipc1	Myo6
Ppargc1a	Mybbp1a
Igbp1	Ppp2cb
Igbp1	Mid1
Abi1	Abl2
Mpl	Jak2
Skil	Map3k7
Skil	Ubc
Dlg4	Arc
Ndfip1	Pten
Pten	Ndfip1
Nr5a1	Nfya
Nfya	Nr5a1
Crkl	Dab1
Crkl	Rapgef1
Rnf123	Ubc
Rb1	Cebpb
Cebpb	Rb1
Vps4b	Vta1
Pcbd1	Hnf1a
Twsg1	Bmp7
Atg5	Atg16l1
Atg16l1	Atg5
Irs1	Pik3r1
Tnfrsf1a	Bre
Myo6	Gipc1
Mapk6	Mapkapk2
Dusp2	Mapk1
Dusp2	Mapk14
Prkcz	Jak1
Bcl2l1	Trp53
Btrc	Cul1
Fbxw2	Cul1
Fbxw7	Cul1
Skp2	Cul1
Btrc	Skp1a
Fbxw2	Skp1a
Fbxw7	Skp1a
Skp2	Skp1a
Stat3	Stat3
Dlg4	Grin1
Dlg4	Grin2a
Dlg4	Grin2b
Grin1	Grin2a
Grin1	Grin2b
Grin2a	Grin1
Grin2a	Grin2b
Grin2b	Grin1
Grin2b	Grin2a
Cdkn1a	Pcna
Cdk4	Cdkn1a
Cdk4	Ccnd1
Cdk2	Cdkn1a
Cdk2	Ccne1
Lnpep	Uso1
Src	Cav3
Tle1	Tle1
Cdk2	Cdkn1b
Kitl	Kit
Stx1a	Cacna1d
Map1b	Nxf1
Map1b	Nxf2
Chd8	Kpna3
Chd8	Kpna2
Gkap1	Prkg1
Bid	Bax
Tax1bp1	Traf6
Traf6	Tax1bp1
Traf6	Ubc
Ubc	Traf6
Ripk1	Tnfaip3
Grb2	Spry1
Grb2	Spry2
Sos1	Spry2
Bcl2	Ppp3r1
Bcl2	Ppp2ca
Tipin	Timeless
Cry1	Timeless
Timeless	Timeless
Mapkapk2	Phc2
Bmi1	Phc2
Mapkapk2	Rnf2
Tet1	Sin3a
Sin3a	Tet1
Eid3	Smc6
Pin1	Irak1
Aes	Tle1
Axin1	Gsk3b
Axin1	Ctnnb1
Fzr1	Cdc27
Cdc20	Cdc27
Tbp	Pias1
Tbp	Pias3
Tbp	Gtf2a1
Pias1	Tbp
Tsc1	Tsc2
Tctn2	Mks1
Ahi1	Mks1
Rbbp5	Ash2l
Ezh2	Eed
Pard6a	Pard3
Egfr	Cbl
Ywhaz	Ak5
Ywhaz	Ldb1
Ywhaz	Pde1a
Ywhaz	Madd
Ywhaz	Smarcb1
Ywhaz	Mark3
Mark3	Ywhaz
Arhgef7	Ywhaz
Ywhaz	Arhgef7
Ywhaz	Git1
Git1	Ywhaz
Cbl	Grb2
Cbl	Egfr
Egfr	Cbl
Bag6	Havcr2
Traf6	Map3k7
Sod1	Pdia2
Pdia2	Sod1
Creb1	Sox9
Sox9	Creb1
Mta1	Sh3gl3
Mpl	Jak2
Sgcb	Sgcg
Sgcb	Sgcd
Rock2	Npm1
Npm1	Rock2
Fgfrl1	Fgf2
Pik3r1	Cbl
Mapk8ip3	Mapk8
Spag9	Mapk8
Map2k7	Mapk8ip3
Mapk8	Mapk8ip3
Mapk8	Spag9
Igf1r	Grb10
Kat2b	Hnf1b
Crebbp	Hnf1b
Stx4a	Stxbp3a
Crkl	Cbl
Kit	Pik3r1
Pik3r1	Kit
Vldlr	Dab1
Lrp8	Dab1
Dab1	Lrp8
Sun1	Lmna
Sun2	Lmna
Pik3c2b	Itsn1
Itsn1	Pik3c2b
Itsn1	Cbl
Sox2	Pou5f1
Sox2	Sox2
Sin3b	Hdac1
Gab1	Ptpn11
Rad51	Brca2
Asb6	Sh2b2
Sh2b2	Asb6
Shb	Shb
Hdac4	Mef2a
Hdac5	Mef2a
Hdac5	Ankra2
Gata6	Lmcd1
Per2	Btrc
Per2	Csnk1e
Stx3	Stxbp2
Cdx2	Pou5f1
Tcf3	Tcf3
Nova2	Ptbp2
Nova1	Ptbp2
Ubc	Nfkbia
Dpysl5	Dpysl2
Dpysl5	Dpysl3
Dpysl5	Dpys
Hoxa13	Meis1
Trim28	Sertad1
Phyh	Acsl6
Abhd5	Plin1
Pparg	Ppargc1a
Csf1r	Pik3r1
Src	Cbl
Cbl	Pik3r1
Vps18	Stx6
Vps18	Stx7
Vps18	Vps45
Gab1	Ptpn11
Vps18	Vps45
Vps18	Stx6
Vps18	Stx7
Nrap	Actn3
Nrap	Flnc
Nrap	Klhl41
L3mbtl2	Chd4
L3mbtl2	Hdac1
L3mbtl2	Mbd3
L3mbtl2	Mta3
L3mbtl2	Hdac2
L3mbtl2	Rbbp4
L3mbtl2	Rbbp7
L3mbtl2	E2f6
L3mbtl2	Rnf2
L3mbtl2	Cbx3
L3mbtl2	Rybp
L3mbtl2	Ehmt2
L3mbtl2	Pou5f1
Swi5	Sfr1
Sfr1	Swi5
Stx3	Stxbp2
Socs1	Pim2
Pim2	Socs1
Cdkn2a	Npm1
Npm1	Cdkn2a
Cdkn2a	Mdm2
Klhl24	Grik2
Trpm7	Myh2
Rph3al	Rab3a
Rph3al	Rab3b
Rph3al	Rab3c
Rph3al	Rab3d
Pkd2	Ubc
Runx1	Cbfb
Acvr2a	Magi2
Sufu	Gli1
Sufu	Gli2
Sufu	Gli3
Gli1	Sufu
Hsp90ab1	Htt
Htt	Ubc
Grin1	Grin2a
Grin1	Grin2b
Grin2b	Grin2a
Grin2b	Grin1
Grin2a	Grin2b
Grin2a	Grin1
Myod1	Ubc
Fbxo32	Myod1
Vim	Ubc
Fbxo32	Des
Fbxo32	Vim
Raver2	Ptbp1
Rara	Pura
Rara	Pabpc1
Rara	Sfpq
Rara	Nono
Rara	Hnrnpu
Rara	Ywhaz
Syp	Vamp2
Syp	Syngr3
Neurl2	Pdcd6ip
Neurl2	Ctnnb1
Pdcd6ip	Neurl2
Ubc	Traf6
Jakmip1	Kif1b
Sumo1	Mdm2
Mapk8	Trp53
Trp53	Mapk8
Rtkn	Rhoa
Sdc1	Topors
Ntrk1	Sqstm1
Stx1a	Stxbp1
Bax	Bax
Bax	Bcl2
Bcl2	Bax
Grin1	Myl12a
Grin1	Calm1
Grin1	Grin2a
Grin1	Grin2b
Grin1	Dlg4
Grin2b	Myl12a
Grin2a	Dlg4
Grin2b	Dlg4
Apbb1	Enah
Lyn	Cbl
Fyn	Cbl
Src	Cbl
Abl1	Cbl
Crk	Cbl
Nck1	Cbl
Cbl	Grb2
Svip	Vcp
Vcp	Svip
Vcp	Nsfl1c
Vcp	Ufd1l
Nsfl1c	Vcp
Ufd1l	Vcp
Pxn	Mapk1
Mapk1	Pxn
Pxn	Src
Spry1	Grb2
Sos1	Spry2
Grb2	Spry2
Cacna1a	Cacnb2
Cacna1b	Cacnb2
Cacna1a	Cacnb3
Cacna1b	Cacnb3
Traf6	Ubc
Pcgf2	Rnf2
Rnf2	Rnf2
Phc1	Rnf2
Bcl2l11	Bcl2
Bcl2l11	Bcl2l1
Hoxa9	Meis1
Nfkbia	Hoxa9
Crebbp	Hoxa9
Irs1	Pik3r1
Arhgap35	Fzr1
Fzr1	Arhgap35
Nr3c2	Ubc
Raf1	Hras
Stxbp3a	Stx4a
Ep300	Spi1
Atp6v1g1	Atp6v0a1
Atp6v1g1	Atp6v0c
Atxn1	Rora
Rora	Atxn1
Kat5	Atxn1
Atxn1	Kat5
Nap1l1	Nap1l2
Nap1l4	Nap1l2
Nap1l2	Nap1l1
Nap1l2	Nap1l4
Nap1l2	Tceal8
Nfkb1	Map3k8
Ccne1	Calm1
Ilk	Stub1
Stub1	Ilk
Ilk	Parva
Ilk	Lims1
Fbxl3	Cry2
Tnfrsf1a	Ripk1
Nr3c2	Tsg101
Cdkn2a	Mdm2
Mdm2	Trp53
Daxx	Trp53
Daxx	Mdm2
Akt1	Akt1
Rtkn	Rhoa
Mdm2	Rpl11
Trp53	Cdkn2a
Rpl11	Mdm2
Myod1	Map2k1
Myod1	Ubc
Myod1	Fbxo32
Zbtb16	Hdac1
Ppp3ca	Gabrg2
Als2	Grip1
Grip1	Als2
Rnf2	Pcgf2
Pcgf2	Rnf2
Phc1	Rnf2
Car1	Lnx1
Fbxo32	Nfkbia
Ubc	Nfkbia
Shc1	Egfr
Shc1	Grb2
Ifi204	Runx2
Foxh1	Nkx2-5
Nkx2-5	Foxh1
Hsp90ab1	Hsf1
Hsp90ab1	Hdac6
Rxra	Trim24
Cul1	Skp1a
Cul1	Rbx1
Ccnd1	Cdk4
Ccnd1	Hspa8
Cdkn1a	Ccnd1
Ube2b	Rad18
Rad18	Ube2b
Hcst	Klrk1
Tyrobp	Klrk1
Klrk1	Hcst
Klrk1	Tyrobp
Ccna2	Cdk2
Cdkn1b	Cdk2
Ndel1	Arhgap1
Arhgap1	Ndel1
Cdkn2a	Trp53
Rbm3	Rpl4
Yy1	Hdac1
Prpf40a	Fmn1
Tcerg1	Fmn1
Axin1	Prmt1
Axin1	Gsk3b
Axin1	Ctnnb1
Prmt1	Axin1
Ndn	Ccar1
Ccar1	Ndn
Clock	Arntl
Clock	Crebbp
Vgll2	Mef2c
Ikzf1	Chd3
Ikzf1	Hdac1
Ikzf1	Hdac2
Ikzf1	Smarca4
Cdh1	Ctnnd1
Trp53	Bcl2l1
Bcl2l1	Trp53
Cdh2	Grin1
Cbl	Crk
Cbl	Pik3r1
Ngly1	Vcp
Mapt	Efhd2
Gria2	Gria1
Gria2	Dlg4
Il1r1	Irak4
Crkl	Rapgef1
Crkl	Cbl
Crk	Cbl
Itgb1bp2	Hsp90ab1
Hsp90ab1	Itgb1bp2
Trim11	Pax6
Tal1	Sin3a
Hnf1b	Crebbp
Hnf1b	Kat2b
Hnf1b	Hdac1
Mxd4	Max
Cxadr	Lnx2
Crk	Cbl
Fyn	Cbl
Klc3	Crocc
Clcn7	Ostm1
Ostm1	Clcn7
Rps6ka5	Atf2
Mapk1	Atf2
Dok2	Rasa1
Raf1	Rabgef1
Raf1	Hras
Grin2a	Grin1
Kdm2b	Rnf2
Kdm2b	Pcgf1
Rnf2	Kdm2b
Rnf2	Pcgf1
Rnf2	Rybp
Rnf2	Cbx7
Pcgf1	Kdm2b
Pcgf1	Rnf2
Pcgf1	Rybp
Sqstm1	Map1lc3a
Sqstm1	Ubc
Smad7	Cblb
Cdk4	Ccnd1
Ccnd1	Cdk4
Fbxl12	Camk1
Camk1	Fbxl12
Dnmt1	Uhrf1
Traf6	Itch
Traf6	Cyld
Cyld	Itch
Cyld	Ikbkg
Ikbkb	Ikbkg
Ikbkg	Cyld
Ubc	Vcp
Fbxl19	Rhoa
Nanog	Sall4
Nanog	Mta2
Nanog	Sox2
Bcl2l11	Bcl2
Bcl2	Bcl2l11
Ikbkg	Chuk
Ikbkg	Ikbkb
Skp2	Skp1a
Skp2	Cul1
Nanog	Nacc1
Nanog	Polr2a
Sox2	Nanog
Egfr	Cbl
Egfr	Grb2
Cbl	Egfr
Egfr	Erbb2
Dok1	Inpp5d
Inpp5d	Dok1
Abl1	Inpp5d
Crkl	Inpp5d
Inpp5d	Crkl
Spi1	Jun
Smurf2	Smad1
Fbxw7	Skp1a
Ikbkg	Traf2
Hsp90ab1	Hdac6
Hsp90ab1	Hsf1
Traf6	Akt1
Traf6	Tlr4
Rasa1	Khdrbs1
Tec	Dok1
Dok1	Tec
Abl1	Dok1
Snta1	Utrn
Rasa1	Dok1
Myo5b	Rab11fip2
Rab11fip2	Myo5b
Smad2	Smad4
Smad3	Smad4
Wwtr1	Yap1
Abhd5	Pnpla2
Pnpla2	Plin5
Mllt3	Rnf2
Dlg4	Pik3c2a
Dnmt1	Uhrf1
Arhgap22	Vezf1
Agtr1a	Agtrap
Trim25	Ddx58
Ptpn11	Sirpa
Tbk1	Ubc
Lrrk2	Hsp90aa1
Lrrk2	Ywhaq
Ywhaq	Lrrk2
Traf6	Arrb2
Traf6	Map3k7
Akt1	Hsp90aa1
Hyou1	Sec61a1
Sec61a1	Hyou1
Atg3	Atg7
Ptpn11	Itsn1
Cdh1	Skp2
Skp2	Cdh1
Lrp5	Axin1
Rnf20	Tfap2a
Map3k7	Traf6
Kcnmb1	Trim63
Trim63	Kcnmb1
Smarcc1	Wwp2
Wwp2	Smarcc1
Trp53bp1	Rnf168
Rnf168	Trp53bp1
Mdc1	Trp53bp1
Trp53bp1	Mdc1
Rnf31	Vcp
Rnf31	Otulin
Rnf31	Cyld
Rnf31	Rbck1
Rnf31	Sharpin
Suz12	Eed
Suz12	Ezh2
Ezh2	Suz12
Egfr	Ubc
Raf1	Hras
Igsf5	Lnx1
Map1lc3b	Atg10
Atg10	Map1lc3b
Htt	Ubc
Htt	Sqstm1
Htt	Hspa1b
Htt	Hsp90ab1
Smad2	Smad4
Ikbkg	Rnf31
Tnf	Ripk1
Tnf	Tnfrsf1a
Mdm4	Ywhag
Hdac11	Bub1b
Bax	Bcl2
Cdkn1a	Pcna
Skp2	Skp1a
Skp2	Cul1
Fbxl16	Ppp2r1a
Ppp2r2a	Fbxl16
Ppp2cb	Ppp2r1a
Uhrf1	Parp1
Uhrf1	Dnmt1
Parp1	Uhrf1
Rnf25	Ube2d2a
Havcr2	Bag6
Rhbdd3	Ikbkg
Ikbkg	Rhbdd3
Ikbkg	Tnfaip3
Park2	Becn1
Ezh2	Suz12
Ezh2	Eed
Trim3	Cdkn1a
Ets1	Prdm1
Prdm1	Ets1
Mafk	Bach2
Prnp	Dpp6
Dpp6	Prnp
Becn1	Park2
Park2	Becn1
Ikbkg	Chuk
Ikbkg	Ikbkg
Ikbkg	Ikbkb
Ikbkb	Chuk
Ikbkb	Ikbkg
Kmt2d	Rbbp5
Per2	Cry1
Cry2	Per2
Cry1	Clock
Cry1	Arntl
Cry1	Per1
Cry1	Per2
Traf3	Cd40
Cd40	Traf3
Cd40	Traf2
Htt	Htt
Stx7	Stx6
Ywhae	Ctnnd1
Yy1	Mtor
Yy1	Ppargc1a
Ppargc1a	Yy1
Bcl2	Becn1
Akt1	Ccdc88a
Ccdc88a	Akt1
Akt1	Hsp90aa1
Mapkap1	Mtor
Mapkap1	Rictor
Sirt1	Per2
Clock	Cry1
Clock	Arntl
Clock	Per2
Mtor	Rictor
Mtor	Rptor
Rictor	Mtor
Jun	Sirt1
Tlr4	Ticam1
Tlr4	Myd88
Bcl2	Becn1
Becn1	Bcl2
Mapkap1	Mtor
Mapkap1	Rictor
Mtor	Rictor
Mtor	Rptor
Mtor	Mlst8
Atg5	Casp8
Atg5	Fadd
Fadd	Atg5
Fadd	Casp8
Fadd	Ripk1
Akt1	Arrb1
Akt1	Arrb2
Ppp2r2b	Arrb2
Fbxo43	Anapc2
Fbxo43	Cdc20
Arrb1	Akt1
Arrb2	Akt1
Akt1	Arrb2
Ighm	Vcp
Kcnma1	Anxa5
Kcnma1	Apoa1
Kcnma1	Cfl1
Kcnma1	Ywhag
Kcnma1	Gapdh
Kcnma1	Hpcal1
Kcnma1	Lin7c
Atf2	Brca1
Atf2	Pou2f1
Brca1	Pou2f1
Pcna	Gadd45a
Gadd45a	Apex1
Vms1	Vcp
Atg16l1	Atg16l1
Ikbkg	Hspa1b
Isg15	Serpina3g
Serpina3g	Isg15
Isg15	Acly
Isg15	Eno1
Acly	Isg15
Eno1	Isg15
Ldha	Isg15
Gpi1	Isg15
Actb	Isg15
Myh9	Isg15
Isg15	Ldha
Isg15	Gpi1
Isg15	Actb
Isg15	Myh9
Isg15	Vars
Isg15	Lars
Isg15	Iars
Isg15	Samhd1
Isg15	Uba7
Isg15	Anxa6
Vars	Isg15
Lars	Isg15
Iars	Isg15
Samhd1	Isg15
Uba7	Isg15
Anxa6	Isg15
Smad1	Smurf2
Scmh1	Gmnn
Gmnn	Scmh1
Rnf2	Scmh1
Rnf2	Phc1
Rnf2	Bmi1
Crebbp	Ctnnb1
Ddrgk1	Ascc1
Ascc1	Ddrgk1
Pparg	Pias2
Sox2	Parp1
Sox2	Tlx1
Pparg	Vim
Vim	Pparg
Dlg4	Bai1
Anp32a	E4f1
E4f1	Anp32a
Wwtr1	Yap1
Yap1	Wwtr1
Trp53	Crebbp
Pycard	Pycard
Pml	Skil
Skil	Pml
Skil	Trp53
Mdm4	Mdm2
Mdm4	Trp53
Csk	Dok1
Rasa1	Dok1
Clec16a	Rnf41
Rnf41	Clec16a
Bax	Bax
Crkl	Rapgef1
Vamp2	Snap25
Vamp2	Stx1a
Vamp2	Dnm1
Vamp2	Syp
Snap25	Vamp2
Snap25	Stx1a
Stx1a	Vamp2
Stx1a	Snap25
Kcnma1	Dnm1
Dnm1	Kcnma1
Stx1a	Stxbp1
Eed	Ezh2
Rnf2	Ring1
Ezh2	Eed
Ring1	Rnf2
Eed	Rnf2
Eed	Bmi1
Nfkbia	Btrc
Ccne1	Cdk2
Itch	Notch1
Tab2	Map3k7
Wwp2	Polr2a
Cdh1	Ctnnd1
Cdh1	Ctnnb1
Skp2	Cdh1
Sirt1	Dyrk3
Hcn3	Kctd3
Kctd3	Hcn3
Mapk1	Nanog
Mapk3	Nanog
Siva1	Tnfrsf18
Tnfrsf18	Siva1
Pik3cb	Rad17
Rad17	Pik3cb
Pik3cb	Nbn
Dlg4	Sh3kbp1
Mdm2	Trp53
Mdm2	Rpl11
Mdm2	Cdkn2a
Trp53	Mdm2
Axin1	Pias1
Axin1	Pias2
Map2k1	Axin1
