Official Symbol Interactor A	Official Symbol Interactor B
POLR2C	CCHCR1
NCOA6	LAMTOR5
NCOA6	TXNRD2
AR	RNF14
AR	NCOA2
KAT7	AR
HRAS	RAF1
ABL1	NCK1
ABL1	GRB2
ABL1	CRKL
DCC	PTK2
CHEK1	CDC25A
CHEK2	CDC25A
EEF1A1	ABTB2
DHFR	MDM2
MDM2	DHFR
AIMP1	SMURF2
HGS	IL2RB
ATXN1	UBE2E1
UBE2E1	ATXN1
COIL	ATXN1
CUL3	ABTB2
DNTT	ABTB2
ABTB2	DNTT
GNL3	MDM2
ETV6	FBXL6
HIF1A	VHL
PPP2R4	PPP2R3A
CDC6	PPP2R3A
BTRC	BORA
RPS6KB1	POLDIP3
ZIC2	RNF180
RNF180	ZIC2
IKBKG	IRAK1
ITCH	ERBB4
PSMD10	MDM2
NF2	VPRBP
VPRBP	NF2
HLTF	UBE2V2
HLTF	UBE2N
HLTF	RAD18
TRIM5	TRIM5
MDM2	PSME3
PSME3	MDM2
TP53	PSME3
PSME3	TP53
MDM2	TP53
CBL	UBE2D1
NEDD4L	NEDD4L
NEDD4L	NEDD4L
NEDD4	UBE2L3
NEDD4	PTEN
PTEN	NEDD4
NEDD4	UBE2D3
FBXO7	PSMF1
PSMF1	FBXO7
VHL	NR4A1
VHL	HIF1A
RBCK1	RBCK1
PRKCB	RBCK1
TAB2	NUMBL
UBE3A	TSC2
NEDD4	NEDD4
NEDD4	UBE2E1
IKBKG	BCL10
FANCM	C19orf40
RBX1	RPS6KB1
KAT5	FANCD2
NUAK1	USP9X
MARK4	USP9X
USP9X	NUAK1
USP9X	MARK4
CUL3	KEAP1
MAPK1	CIITA
HSP90B1	BIRC2
SMURF1	ARHGEF9
ARHGEF9	SMURF1
PTK2	TP53
FBXW7	PPARGC1A
TRIOBP	HECTD3
C3	CFH
RUNX1T1	GFI1
ELL	SNF8
WASL	WIPF1
IKBKG	IRAK1
IKBKG	TRAF6
ABL1	EPHB2
GRIN2B	DLG4
SAP130	CUL2
MDM2	TP53
MDM2	NUMB
SMAD3	GSK3B
EP300	TP53
CREBBP	TP53
TP53	MDM2
MDM2	TP53
MDM4	TP53
STUB1	STUB1
STUB1	UBE2D1
STUB1	UBE2E2
USP5	UBC
STUB1	GUCY1A2
STUB1	UBE2D1
CDT1	CDC23
CDT1	ANAPC7
CDT1	SMARCA5
CDT1	BAZ1B
CDT1	PCNA
CDT1	MCM4
CDT1	GRWD1
CDT1	NPM1
CDT1	SKP2
CDT1	CDC6
CDT1	GMNN
CDT1	TOP1
CDT1	TOP2A
CDT1	FZR1
NEDD4	POLR2A
OTUD5	UBC
BTRC	TP63
BTRC	TP63
GRIN2B	MIB2
BAG1	HSPA8
BAG1	MAPT
PPP3CB	JUN
JUN	PPP3CB
ITCH	ARRB2
UHRF1	DNMT1
TRIM41	PRKCA
AKT1	NF2
NF2	AKT1
EZR	NF2
TP53	COPS5
MDM2	COPS5
HIF1A	GNB2L1
RBCK1	BACH1
RBCK1	UBE2D3
AMFR	UFD1L
CBL	UBC
PIN1	MCL1
TBC1D7	TSC1
TBC1D7	TSC2
ARIH2	GFI1
UBE2I	GCM1
RNF181	ITGA2B
RNF181	ITGA2B
MECP2	SIN3A
SP100	CBX5
PRDM1	HDAC2
MECP2	SIN3A
VRK1	VRK1
VRK1	TP53
EP300	NAP1L4
ZMYND11	MYB
SP100	CBX5
PADI4	HDAC1
AR	WHSC1
RAD18	RAD51
UBQLN1	PSEN2
MECP2	DNMT1
ETV6	L3MBTL1
STK4	HIST2H2BE
MECP2	PRPF40A
MECP2	PRPF40B
SPI1	MECP2
CDC14A	KIF20A
AURKB	KIF20A
TTF1	BAZ2A
SIPA1	BRD4
ATRX	RAD51
EED	EZH2
EED	SUZ12
EED	AEBP2
SUZ12	AEBP2
SUZ12	RBBP4
RBBP4	EED
RBBP4	SUZ12
AEBP2	SUZ12
MECP2	SMARCA2
EGLN1	ING4
MBD4	SIN3A
MBD4	HDAC1
C11orf30	CBX1
MED28	MED13
MED28	MED12
MED28	MED17
MED28	MED20
MED28	MED21
MED28	MED1
MED29	MED13
MED29	MED12
MED29	MED1
MED29	MED17
MED29	MED20
MED29	MED21
MED18	MED13
MED18	MED12
MED18	MED1
MED18	MED17
MED18	MED20
MED18	MED21
CCNT1	BRD4
HUWE1	MCL1
SPI1	DNMT3A
SPI1	DNMT3B
SPI1	MECP2
HDAC1	SPI1
HDAC1	SIN3A
HDAC1	DNMT3B
HDAC1	MECP2
RING1	BMI1
RING1	RNF2
RNF2	BMI1
HIF1A	NAA10
HIF1A	MTA1
MED1	GABPA
GABPA	MED1
MLLT3	DOT1L
WDR77	SUZ12
SUZ12	WDR77
CTCF	CHD8
MED1	GATA1
KDM5C	HIST2H3A
KDM5C	HIST2H3A
MLLT3	DOT1L
KDM5C	HIST2H3A
L3MBTL1	CBX3
HUWE1	CDC6
ZMIZ1	TP53
LBR	MECP2
ITCH	N4BP1
ITCH	ITCH
ITCH	TP73
RCHY1	COPE
SMURF2	UBE2L3
NEDD4	UBE2L3
ITCH	UBE2L3
WWP2	UBE2L3
RNF111	SKIL
TP53	CDK5
OFD1	RUVBL1
VRK1	HIST2H3C
VRK1	HIST2H3C
TP53	KAT7
RECQL5	RAD50
RECQL5	NBN
RECQL5	MRE11A
TP53BP1	RAD18
RAD18	TP53BP1
RNF2	PCGF2
WHSC1	HDAC1
WHSC1	HDAC2
WDR5	CHD8
CTNNB1	CHD8
SETD7	L3MBTL1
DNMT3B	TDG
MBD3	MECOM
UBE2I	SUZ12
CTCF	SUZ12
CRYAA	CRYAA
UBA6	UBE2D2
TRIM21	IRF8
TRIM21	IRF8
CTNNB1	PSEN1
SLA2	CBL
TERF2	ORC1
TERF2	ORC2
RELA	ING4
RCOR1	ZMYM2
RCOR1	KDM1A
RCOR1	HDAC1
HDAC1	REST
SUMO2	ZMYM2
SUMO2	PIAS1
CDK9	CDK9
MAPRE1	CSN3
CUEDC2	PGR
CDK5	PARK2
HIF1A	SAT2
VHL	HIF1A
HIF1A	VHL
VHL	TCEB1
MDM2	SFN
MLH1	EXO1
MSH2	EXO1
MLH1	BLM
MLH1	EXO1
SIAH2	PIAS1
SIAH1	PIAS1
SIAH2	PIAS1
MDM2	TP53
USP7	TP53
UIMC1	UBC
UBC	UIMC1
UBC	BRCA1
PAM16	DNAJC19
PAM16	DNAJC19
DNAJC19	HSPA9
USP16	UBC
BRCA1	PPP1CB
AMER1	CTNNB1
AMER1	AXIN1
AMER1	BTRC
AMER1	FBXW11
AMER1	KEAP1
GH1	GHR
BTRC	GHR
ITCH	ERBB4
ITCH	ERBB4
DIO2	UBE2G1
DIO2	WSB1
DIO2	USP33
TP73	CHUK
SIAH1	SIAH1
TRIM25	ESR1
TRIM25	ESR1
SKP2	CKS1B
TRIM27	MBD4
MBD4	TRIM27
G3BP1	CAPRIN1
DDX58	TRIM25
TRIM25	DDX58
MBD1	RNF2
MBD1	CBX4
PADI4	TP53
TP53	PADI4
PRDM1	KDM1A
LPAR2	SIVA1
ZC3HC1	CCNB1
CBL	KDR
GFER	GFER
SARNP	DDX39A
CUL3	CUL3
CUL2	COMMD1
SOCS1	COMMD1
COMMD1	RELA
RELA	SOCS1
SOCS1	RELA
CUL2	RBX1
CUL2	TCEB1
LYN	FASLG
FYN	FASLG
CHMP3	STAMBP
VHL	JADE1
TP53	ING4
CDKL5	MECP2
MDM2	TP53
NR4A1	TP53
TP53	NR4A1
TRAF6	IKBKG
TP53	FBXO11
CDKL5	CDKL5
STAM	STAMBP
STAM	UBC
NDEL1	TACC3
TACC3	NDEL1
UBE2N	AURKA
SYVN1	GPR37
SYVN1	GPR37
CCNA1	SKP2
SKP2	CCNA1
SKP2	CDKN1B
CDKN1B	CCNA1
E2F1	CCNA1
ITCH	USP9X
ITCH	ITCH
MAPK8	NR4A1
SIVA1	PXMP2
GTF3C6	GTF3C5
GTF3C6	GTF3C4
TP53	UBE2N
GGA1	VPS18
GGA2	VPS18
GGA3	VPS18
VPS18	GGA3
PSMD2	ADRM1
PSMD1	ADRM1
UCHL5	ADRM1
CEBPA	SPI1
CEBPA	MAPK8
JUN	MAPK8
MAPK8	CEBPA
CDH1	MDM2
HIST1H3E	DNMT3A
HIST1H3E	DNMT3A
HIST1H3A	PHF8
PHF8	HIST1H3A
HCFC1	THAP3
THAP1	HCFC1
ACTN4	INO80
MYOD1	RUNX1
HDAC2	PADI4
PADI4	HDAC2
TP53	HDAC2
PKN2	HDAC5
RNF220	SIN3B
RNF220	SIN3B
DCAF11	DDB1
DCAF8	DDB1
PRKCB	HSPA4
NASP	HIST1H3A
NASP	HIST1H4A
PIAS3	ZMIZ2
BCAP31	APP
FRA10F	HDAC1
CDKN1A	HDAC1
CDK1	HMGB1
CDK1	HMGB1
CDK1	CCNA1
RARA	AJUBA
KAT7	HIST1H4A
JARID2	EZH2
ANXA2	STAT6
PPM1D	H2AFX
KAT5	KAT5
SIRT1	KAT5
PLAGL1	DAXX
TP53	TAF6
CHD8	WDR5
CHD8	ASH2L
CHD8	RBBP5
CREBBP	STAT1
KDM2A	RELA
CDC6	ATR
TBP	HMGB1
RAN	RCC1
RBL1	CCNA2
CDKN1B	COPS5
COPS5	CDKN1B
CREBBP	NCOA3
TSHZ3	APBB1
MYOCD	SMARCA4
KDM5B	CBX4
CBX4	KDM5B
PCGF1	BCOR
PCGF1	RING1
PCGF1	RNF2
RYBP	RING1
RYBP	RNF2
RING1	RNF2
KDM2B	SKP1
CHEK2	MDM2
RFWD2	RFWD2
CBL	ITSN1
UCHL5	ADRM1
ITCH	JUN
TRIM25	PITX2
FBXW11	TRIM21
TRIM21	SKP2
TRIM21	CUL1
MDM2	TP53
UBC	PSMD4
UBQLN1	PSMD4
PARK2	EPS15
PARK2	EPS15
MDM2	TP53
TLE4	CUX1
HDAC10	HSPA8
HDAC10	PAX3
PAX3	HDAC10
HDAC10	TRIM28
EGFR	HSP90B1
EGFR	HSPA4
EGFR	ARF6
EGFR	PTPN12
EGFR	PRDX1
EGFR	AHNAK
EGFR	MAP3K12
EGFR	HSPA8
EGFR	HSPA1A
EGFR	AP2M1
EGFR	VAPA
EGFR	HDAC6
EGFR	STUB1
MAPK8	SIRT1
STUB1	ATXN1
PSMA6	CUL1
PSMA7	CUL1
VPS4A	NPC1
BRCA1	RBBP8
CSK	JUN
MAPK8	JUN
STUB1	MST1R
FBXW7	CCNE1
MDM2	MDM2
BCR	TSG101
RHOA	SMURF1
DIABLO	BIRC7
IKBKG	SYT1
IKBKG	CALB1
IKBKG	IKBKB
IKBKG	TBK1
IKBKG	CHUK
IKBKG	CDK2
IKBKG	FGR
IKBKG	AKT1
IKBKG	RNF7
IKBKG	RBCK1
IKBKG	KRT8
IKBKG	RPAP3
IKBKG	SENP2
SMURF1	PDLIM7
SMURF1	SMAD1
CDC25C	MAPK3
CDC25C	MAPK1
MDM2	TP53
ID1	GATA4
ID2	GATA4
ID3	GATA4
GATA4	ID2
GATA4	ID3
TP53	CUL7
YWHAG	MDM4
CHEK1	MDM4
CTNNB1	ASH2L
CTNNB1	KMT2D
CTNNB1	KMT2A
CTNNB1	MEN1
CTNNB1	RBBP5
CTNNB1	TRRAP
CTNNB1	KAT2A
CTNNB1	SMARCA5
LEF1	CTNNB1
APC	CTNNB1
USP25	ACTA1
TRIM28	NR4A1
TRIM21	USP4
DAZAP2	TCF7L2
PARK2	PARK2
STUB1	STUB1
MDM2	MDM2
BMI1	HIST2H2AC
EVI5	FBXO5
MUC1	ESR1
BANP	TP53
BANP	MDM2
EP300	RECQL4
EP300	RECQL4
SETD7	DNMT1
ARHGEF7	CBL
SOCS1	MAP3K5
AMFR	UBE2G2
HIF1A	EGLN1
EPAS1	EGLN1
RAD23A	UBC
USP7	TP53
USP7	MDM2
MDM2	USP7
FYN	ITCH
VPS25	SNF8
VPS25	VPS25
VPS25	VPS36
UBC	POLH
IGKV2D-29	USP4
TP53	RNF20
PARK2	RANBP2
PARK2	RANBP2
BRCA1	ACACA
CREBBP	ANAPC5
CREBBP	ANAPC7
PARP1	FOXO1
YY1	HDAC3
YY1	EP300
CDT1	HDAC11
SETD7	RELA
SETD7	RELA
ZBTB7A	TP53
SNCA	SNCA
TBP	TAF1
TBP	TAF2
TBP	TAF3
TBP	TAF4
TBP	TAF5
TBP	TAF6
TBP	TAF7
TBP	TAF9
TBP	TAF10
TBP	TAF11
TBP	TAF12
TBP	TAF13
POLR2A	POLR2B
POLR2A	POLR2C
POLR2A	POLR2E
POLR2A	POLR2F
POLR2A	POLR2G
POLR2A	POLR2H
POLR2A	POLR2I
POLR2A	POLR2J
SNCA	SNCAIP
SNCAIP	SNCAIP
HSPA1A	SNCA
SNCA	HSPA1A
HDAC6	FNTA
HDAC6	FNTB
AURKB	RB1
AURKB	RB1
CDK2	RB1
CDK4	RB1
SMARCB1	KMT2C
NR2C1	HDAC3
RNF168	HIST2H2AC
SIRT1	KAT2B
PRMT5	MYOD1
HDAC1	CHFR
RUVBL2	RPAP3
SIRT7	UBTF
TP53	CREBBP
PML	KAT5
EHMT2	HIST1H1E
POLR2A	SUPT6H
IWS1	SUPT6H
SIRT6	RELA
RELA	SIRT6
BRCA1	SUMO1
BRCA1	UBE2I
PIAS1	BRCA1
PIAS4	BRCA1
UBE2I	BRCA1
TCF3	ID1
RPS3	HSP90AA1
UBE2N	STUB1
UBE2V1	STUB1
UBE2V1	UBE2N
HSP90AA1	STUB1
NFKB2	BTRC
HERPUD1	SYVN1
SYVN1	SYVN1
DERL1	SYVN1
HERPUD1	VCP
SYVN1	VCP
DERL1	VCP
HIF1A	NAA10
BIRC3	TRAF2
BIRC2	TRAF2
SP1	ATF7IP
SATB1	CTBP1
FBXO4	TERF1
TERF1	FBXO4
HUWE1	MYC
HUWE1	MYC
SH3KBP1	MAP3K4
PJA1	SPTBN1
SPTBN1	PJA1
WWP1	KLF5
WWP1	KLF5
ATF4	EP300
SYVN1	VCP
AMFR	VCP
VCP	DERL1
VIMP	DERL1
REL	CREBBP
REL	EP300
DDX17	CREBBP
DDX17	EP300
HDAC4	NR1H2
HDAC4	NR1H2
EP300	MAX
PRKDC	POU2F1
GSK3B	SNCAIP
STUB1	BAG2
STUB1	HSPA4
BAG2	STUB1
CTCF	POLR2A
GCM1	CREBBP
CREBBP	GCM1
CREBBP	GCM1
CHEK1	MDM4
AIMP2	PARK2
SUMO2	CHAF1A
SUMO3	CHAF1A
CHAF1A	SUMO3
UBE2V2	UBE2N
UBE2V1	UBE2N
TMEM189	UBE2N
CDC34	CUL1
CDC34	RBX1
TLE1	HDAC1
VDR	NCOR1
SMARCA4	SS18L1
ARIH2	UBE2L3
ATXN3	UBC
PIN1	PLK1
PLK1	PIN1
MEN1	TCF3
MEN1	CTNNB1
HDAC4	HIF1A
HDAC5	HIF1A
KAT8	TP53
NLK	MYB
HIPK2	MYB
NLK	MYB
CREBBP	MYB
FBXW7	SREBF1
CAMK2D	HDAC4
CDYL	REST
CDYL	EHMT2
WRN	CHAF1A
CHAF1A	WRN
SATB1	PML
SUV39H1	CABIN1
UBE2I	MITF
MITF	PIAS3
SMAD3	UCHL5
SMAD7	UCHL5
CSNK1A1	MDM4
EP300	HDAC3
KAT2B	HDAC3
HDAC3	MEF2D
RUVBL2	RUVBL1
BRD2	HIST1H4A
PBK	H2AFX
PBK	H2AFX
MAPK8	H2AFX
SERTAD1	SUPT7L
SERTAD2	SUPT7L
SERTAD1	KAT2B
SERTAD2	KAT2B
TRIM28	SERTAD1
TRIM28	SERTAD2
XPO1	SERTAD2
CYLD	HDAC6
ESR1	HDAC4
SETD7	RELA
MLLT6	DOT1L
PSMD10	MDM2
MDM2	UBC
SKP1	ZC3HC1
ZC3HC1	CUL1
ZC3HC1	SKP1
USP15	UBC
BIRC2	RIPK1
KAT8	TP53
NPM1	PADI4
PADI4	NPM1
ATAD2	MYC
DNMT3A	HIST1H3A
NR1H4	PRKDC
NR1H4	XRCC6
NR1H4	XRCC5
CHAF1A	PCNA
DTX3L	HIST1H4A
SNW1	MEN1
MYC	MEN1
BAP1	HCFC1
BRCA1	TOP2A
CREBBP	TP53
EP300	TP53
EP300	HIST1H3A
SIRT2	HIST1H3A
WSB1	DIO2
DIO2	WSB1
SKP2	RAG2
PIAS4	PARP1
PARP1	PIAS4
CDCA4	KAT2B
CDCA4	SUPT7L
TRIM28	CDCA4
CDCA4	XPO1
CCNDBP1	SIRT6
ATR	ATM
LCOR	HDAC6
ZNF224	PRMT5
LMNA	RBBP4
TP53	ATF3
ATF3	TP53
MDM2	TP53
MDM2	ATF3
EPM2A	NHLRC1
NHLRC1	EPM2A
MBTPS1	HDAC1
CBX7	HDAC2
CBX7	HDAC2
EHMT2	CBX1
EGFR	PCNA
BRD2	TBP
SMYD2	TP53
SETD7	TP53
FOXP3	IKZF4
IKZF4	FOXP3
HDAC2	CIITA
PA2G4	RNF20
PKN1	HDAC6
UBD	HDAC6
MAZ	FOS
MAZ	JUN
EHMT2	RELB
APPL1	HDAC1
APPL1	HDAC2
APPL1	HDAC2
PTK2B	MBD2
MAFK	KAT6A
CEBPA	MAX
MAX	CEBPA
TP53	BACH1
MAFK	BACH1
ATXN3	HDAC3
KAT6A	TP53
HDAC3	ATXN3
NCOR1	ATXN3
ATXN3	NCOR1
ATM	TP53BP1
SIRT2	EP300
ADD1	SMARCC1
MDC1	TP53BP1
EGLN1	HIST1H3A
PER1	CSNK1E
BTRC	PER1
FBXW11	PER1
BRCA1	POLR2A
PARP2	TNP2
PARP2	HSPA2
TNP2	PARP2
PARP1	HSPA2
PRMT1	TERF2
KAT8	BAZ2A
KLF5	ESR1
MBD1	PIAS1
MBD1	PIAS2
EP300	EP300
CHRM3	SET
CREM	HDAC1
HDAC1	CREM
PRMT1	NRIP1
HNF4A	PRMT1
PRMT1	HNF4A
BIRC2	UBE2J1
PPARGC1A	LRPPRC
LRPPRC	PPARGC1A
MEN1	HIST1H3A
CTCFL	PRMT7
PRMT7	CTCFL
HIST1H1A	CTCFL
HIST2H2AC	CTCFL
HIST1H3A	CTCFL
HIST1H1A	CTCFL
HIST2H2AC	CTCFL
HIST1H3A	CTCFL
NR4A2	SMARCA2
NR4A2	SMARCA4
CDCA5	SMC3
CDCA5	PDS5A
CDCA5	PDS5B
CDCA5	RAD21
HDAC1	SMAD7
PSMD4	UBC
SMAD4	SMAD7
SMAD4	SMAD2
VHL	DNAJA3
BCL6	SPI1
SPI1	BCL6
HELLS	HDAC1
MXD1	AKT1
AKT1	MXD1
AKT1	MXD1
MCPH1	SMARCC2
MCPH1	SMARCB1
USP20	HIF1A
PSMC4	RNF2
CARM1	NCOA3
CARM1	CREBBP
CARM1	HIST1H3A
PRMT1	HIST1H4A
CLNS1A	SNRPD3
PRMT5	CLNS1A
XIAP	CASP9
HIF1A	OS9
HIF1A	EGLN1
HIF1A	EGLN3
HIF1A	VHL
HIST1H3A	DDB1
HIST1H3A	CUL4A
HIST1H3A	WDR5
ATR	RPA2
ATR	CHEK2
CHEK1	CDC25C
XRCC5	BRCA1
MRFAP1	MORF4L1
NKX2-5	HDAC1
GLI3	MED12
SIRT1	CTTN
SIRT1	CTTN
RELA	BRMS1
KMT2A	WDR5
CDT1	KAT7
WDR5	MLLT1
SENP8	AKIP1
HDAC1	SERPINB5
HIRA	ASF1A
HIRA	ASF1B
CHAF1B	ASF1A
MARK2	HDAC7
MARK3	HDAC7
HDAC7	ACTN4
ACTN4	MEF2A
MEF2A	ACTN4
MEF2A	HDAC7
MTA1	HIF1A
YY1	HOXA11
CHEK1	CLSPN
CHEK1	CLSPN
CLSPN	CHEK1
KDM1A	HIST1H3A
RCOR1	KDM1A
ESR1	SMYD3
SYF2	MCM3
MCM3	SYF2
MEN1	FOXN3
FOXN3	MEN1
MLANA	NEDD4
MLANA	ITCH
DTX1	MAP3K1
ITCH	TP73
ITCH	TP73
SKP2	FOXO1
PPARD	EP300
GMNN	REPIN1
CARM1	EP300
CARM1	NCOA2
CARM1	NCOA3
CARM1	NCOA3
SIRT1	AR
SIRT1	AR
HIPK2	RUNX1
HIPK2	EP300
EP300	HIPK2
HIPK2	HIPK2
STUB1	CFTR
KEAP1	NFE2L2
KEAP1	CUL3
TRIM63	TNNC1
TRIM63	TNNC1
RANBP9	TP73
MDM2	HIST2H2BE
MDM2	HIST2H2BE
VRK1	TP53
MCM4	SUPT16H
MCM4	SSRP1
MAPK8	TP53
TP53	MAPK8
ESR1	STUB1
RNF123	UBAC1
CDKN1B	RNF123
SIRT1	NCOR1
BRPF1	ING5
BRPF1	MEAF6
AURKA	INCENP
KAT7	JUN
JUN	KAT7
EDF1	JUN
IRS1	HDAC2
PRKCD	IRS1
YWHAQ	E2F1
FBXO5	BTRC
NCOA2	BRCA1
NCOA3	BRCA1
MYOD1	SUV39H1
TP53	MAGEA2
KAT5	HIST1H4A
KLF4	HDAC2
SUV420H2	CBX1
SUV420H2	CBX5
CDC7	CHAF1A
CDC7	MCM2
PCNA	CHAF1A
CHAF1A	PCNA
CDK2	CHAF1A
CDK2	CHAF1A
NCOA3	ABL1
JUN	UBC
SIAH2	DLST
STUB1	NOS1
SAP30L	SIN3A
SAP30	SIN3A
SAP30L	SAP30L
BRCA1	BRCA1
SET	TREX1
PLAGL1	EP300
MTA1	ESR1
EP300	SIRT2
SIRT3	XRCC6
SIRT3	XRCC6
ATM	DDX1
MED12	EHMT2
HDAC4	CAMK2D
CAMK2D	HDAC4
RB1	HMGA2
RB1	HMGA2
EVI5	INCENP
EVI5	AURKB
EVI5	BIRC5
DHX9	EWSR1
SH3KBP1	PDCD6IP
SKP1	SKP2
SKP1	CUL1
SKP1	RBX1
SKP2	CKS1BP7
GSK3B	SNAI1
CDT1	DDB1
STUB1	MAPT
BRCA1	TUBG1
PPP4C	MAP4K1
MYD88	IRF7
MBD3	GATAD2A
MBD3	GATAD2B
HDAC1	GATAD2A
HDAC1	GATAD2B
RBBP4	GATAD2A
RBBP4	GATAD2B
RBBP7	GATAD2A
RBBP7	GATAD2B
CDK9	POLR2A
KDM4A	HIST1H3A
SKP2	USP18
EP300	TP53
AMFR	UBC
MDM2	RPL23
SKP2	SMAD4
USP11	BRCA2
ARID1B	CUL2
ARID1B	TCEB1
CHEK1	CDC25C
CHEK2	CDC25C
CDKN2A	KAT5
MDM2	RPL5
MDM2	RPL11
NCF2	NCF4
APPL2	RUVBL2
APPL1	RUVBL2
DLC1	WWC1
WWC1	HIST1H3A
HIST1H3A	WWC1
PROP1	CTNNB1
HDAC1	NUP98
CREBBP	NUP98
GRIP1	GRIP1
MTA2	ESR1
ESR1	MTA2
EP300	ESR1
KAT2B	SATB1
KAT2B	SATB1
TP53	YY1
SIRT1	CLOCK
SIRT1	ARNTL
RCOR1	HSPA4
SUV39H1	MECOM
ETV2	KDM3A
KDM3A	ETV2
SMAD3	CITED2
CITED2	SMAD3
AKT1	NCOR2
NCOR2	AKT1
PSMD4	UBQLN4
KAT2B	NFE4
NFE4	KAT2B
KAT2B	NFE4
NFE4	HDAC1
MAPK8	HDAC9
MAPK9	HDAC9
MAPK10	HDAC9
TNFAIP3	RIPK1
TNFAIP3	RIPK1
TOPORS	TP53
KDM4A	HIST1H3A
XIAP	BIRC5
BIRC2	BIRC5
SCN5A	NEDD4
NEDD4	SCN5A
MDM2	YY1
TP53	YY1
YY1	TP53
YY1	CDKN2A
STAMBP	CHMP1B
STAMBP	CHMP3
USP8	CHMP1B
USP8	CHMP1A
USP8	CHMP4C
STAMBP	CHMP1A
MYSM1	HIST2H2AC
VRK2	TP53
NEDD4	NTRK1
YWHAH	ING1
INSM1	CCND1
CCND1	INSM1
AKT1	SMARCB1
AKT1	SMARCC1
SMARCC1	AKT1
SMARCB1	AKT1
SMARCC1	SMARCB1
BRCA1	ARNT
HSF4	SMARCA4
NCAPD2	PARP1
HDAC6	MAPT
HDAC7	UBE2I
REPIN1	HDAC1
SMARCE1	ESR1
SMARCE1	NCOA1
SRC	HDAC3
HDAC3	GCM1
HDAC3	CREBBP
GCM1	HDAC3
CREBBP	HDAC3
CTNNB1	KMT2A
CTNNB1	KMT2D
CTNNB1	MEN1
CTNNB1	ASH2L
CTNNB1	RBBP5
LEF1	CTNNB1
APC2	CTNNB1
CCNB1	TSPYL2
CBX1	TRIM28
KLF15	KAT2B
FBXO2	STUB1
FBXO2	STUB1
CDKN2A	NPM1
VHL	TP53
FBXO2	AHSG
UBASH3B	CBL
UBC	UBASH3B
UBC	UBASH3A
MGEA5	OGT
OGT	MGEA5
FEZ1	FEZ1
FEZ1	SAP30L
FEZ1	CLASP2
FEZ1	DRAP1
FEZ1	WWC1
FEZ1	RAI14
FEZ1	SMC3
SMARCD1	FEZ1
MALT1	TRAF6
MALT1	TRAF2
CBL	MET
FBXO18	CUL1
FBXO18	SKP1
FBXO18	RBX1
EP300	SP1
SP1	EP300
CDKN1A	SET
CDKN1A	PCNA
CDKN1A	GAPDH
GAPDH	SET
GAPDH	CCNB1
UBASH3A	CBL
FBXW7	MYC
MYC	FBXW7
PRLR	FBXW11
FBXW11	PRLR
HIPK2	NLK
NLK	MYB
MDM2	RAD23A
SNCAIP	SIAH1
SIAH1	SNCAIP
SIAH2	SNCA
FASN	USP2
USP2	FASN
TP53	HABP4
CEBPA	SMARCA4
CEBPA	SMARCA2
SAP25	SIN3A
SIN3A	SAP25
SUV39H1	HIST1H3A
NRIP1	ESRRA
NRIP1	ESRRG
ESR1	NRIP1
ESRRA	NRIP1
ESRRG	NRIP1
SP1	ESR1
OGT	NUP62
OGT	MGEA5
OGT	CSNK2A1
EZH2	HIST1H3A
HIST1H1C	SUZ12
HIST1H1C	EED
SP1	RARA
KAT7	HIST1H4A
MEF2A	HDAC4
ZBTB2	TP53
ZNF420	TP53
TP53	ZNF420
CDX2	SMARCA2
SET	HIST1H3A
NCOR2	BCL6
ESR1	RBBP7
ESR1	RBBP4
KDM1A	TP53
EP300	HSP90AA2P
EP300	HSP90AA2P
AR	SMARCE1
NCOR1	PIAS1
NCOR1	UBE2I
SETD7	TAF10
SETD7	HIST1H3A
HDAC6	PPP1CC
HDAC6	PPP1CC
PRKDC	H2AFX
PRKDC	POU2F1
SMAD1	NKX3-2
HDAC1	NKX3-2
NKX3-2	SMAD1
NKX3-2	SMAD4
NKX3-2	HDAC1
TPX2	AURKA
MBD2	GATAD2A
EP300	HIST2H2AC
EP300	HIST1H3A
EP300	HIST1H4A
KAT2B	HIST1H3A
KAT2B	HIST1H4A
SUV39H1	HIST1H3A
POU1F1	MED1
GATA2	MED1
GATA2	POU1F1
PRMT5	SMARCA4
PRMT5	SMARCA2
PRMT5	SIN3A
SMARCA4	PRMT5
SMARCA2	PRMT5
SIN3A	PRMT5
PRMT5	HIST1H3A
PRMT5	HIST1H4A
SIN3A	SMARCA4
SIN3A	SMARCA2
SIN3A	SMARCB1
MYC	SMARCA4
MYC	SMARCC1
MYC	SMARCB1
MEN1	SIN3A
NCOR2	RELA
CHUK	RELA
CHUK	NCOR2
CDT1	PCNA
EZH2	DNMT1
EZH2	DNMT3A
EZH2	DNMT3B
HDAC1	ESR1
SRCAP	CARM1
GAS7	GAS7
KHDRBS1	SMARCA2
FEN1	WRN
FEN1	BLM
EP300	FEN1
TBPL2	DNAJB5
DNAJB5	TBPL2
ATF7IP	SP1
SP1	ATF7IP
PRMT6	HMGA1
PRMT6	HMGA2
HMGA2	PRMT6
HMGA2	NPM1
HMGA1	PRMT6
HMGA1	NPM1
ATF3	RELA
MTA1	LMO4
LMO4	MTA1
LMO4	ESR1
ESR1	LMO4
HDAC2	LMO4
SYK	HDAC1
SYK	HDAC3
SYK	HDAC6
SYK	HDAC9
MYC	EP300
KAT2A	HIST1H3A
EP300	HIST1H3A
