Official Symbol Interactor A	Official Symbol Interactor B
ATRIP	ATM
ATRIP	ATR
ATM	NBN
PPFIA1	PPFIA1
ACTN1	TUBA1A
TUBA1A	DAG1
ACTN1	DAG1
ITGB1	DAG1
ITGB1	TUBA1A
DAG1	TUBA1A
DAG1	MAP2
VCL	DAG1
VCL	TUBA1A
PARP1	PARP1
BCL2	FKBP8
FKBP8	CALM1
RAD18	PCNA
RAD18	UBE2B
RAD18	PCNA
UCHL5	ADRM1
UCHL5	PSMD4
CCND1	FBXO4
FBXO4	CCND1
CRYAB	CCND1
CLNS1A	SNRPD1
CLNS1A	SNRPD2
CLNS1A	SNRPE
CLNS1A	SNRPF
CLNS1A	SNRPG
RCAN3	TNNI3
RCAN3	TNNI3
DDN	MAGI1
DDN	ACTN1
RPS6KA4	MAPK1
VLDLR	RELN
LRP8	RELN
TTN	ACTN1
LAMB1	LAMC1
LAMC1	LAMB1
LRP8	APOE
SETD6	RELA
PJA1	EZH2
GEMIN2	SNRPN
PJA1	PJA1
E2F3	HELLS
MCPH1	H2AFX
JADE1	KAT7
JADE1	MEAF6
JADE1	ING4
MAGEA2	PML
SETDB1	JARID2
CDK8	SMAD1
CDK9	CTDP1
CDK8	CTDP1
MAPK1	SMAD1
MAPK1	SMAD3
HSPA4	RELA
KAT8	KAT8
SIRT1	KAT8
SIRT1	KAT8
TRAF6	NTRK1
PIN1	CCNE1
NFKBIA	BTRC
CTNNB1	BTRC
CTNNB1	SKP1
BTRC	NFKBIA
BTRC	NFKB1
SKP1	BTRC
BTRC	NFKBIA
CTNNB1	CHD8
SUV39H1	CBX4
UHRF1	HIST1H3A
UHRF2	HIST1H3A
PRKCA	HIST1H1A
PRKCA	HIST1H1B
HDAC6	CSNK2A2
CSNK2A2	HDAC6
CSNK2A2	CSNK2B
TOPBP1	MDC1
NCAPH	NCAPD2
NCAPH	NCAPG
NCAPD2	NCAPH
NCAPG	NCAPH
CKS1B	SKP2
SH3KBP1	SPRY2
CDC25B	BTRC
SENP3	NPM1
CENPU	CENPQ
PLK1	CSN2
SMYD2	HSP90AA1
ATRX	ZBED1
MAPK14	KAT2B
MAPK14	EP300
KAT2B	MAPK14
EP300	MAPK14
HDAC3	MAPK14
MAPK14	ATF2
MAPK14	ATF2
MAPK8	ATF2
PHF8	HIST1H3A
PHF8	HIST1H3A
PHF8	HIST1H3A
PHF8	HIST1H3A
PHF8	HIST1H3A
PHF8	HIST1H3A
POLR2A	PHF8
PRKDC	CTDP1
PRKDC	CTDP1
EP300	HIST1H3A
EP300	HIST1H4A
CHD8	AR
SND1	STAT6
KAT5	RRM1
HJURP	CENPA
HJURP	HIST1H4A
RWDD1	DRG2
MAPK3	MAPK3
RUNX3	NOTCH1
KAT5	HIST3H3
KAT5	HIST3H3
KAT5	HIST1H4A
CBX5	HIST1H3A
KAT2B	CDK2
KAT2B	CDK2
RUNX2	RBM14
PYGO2	CREBBP
ESR1	NCOA3
ATM	RNF40
ATM	RNF20
ITCH	SMAD2
DACH1	SMAD4
TACC2	KAT2A
SETD7	E2F1
KDM1A	E2F1
STUB1	HSPA8
CREBBP	MDM2
EP300	MDM2
MDM2	TP53
RCOR1	SNAI1
STAT1	DOT1L
ATF3	PDX1
CSNK2B	SIRT1
EP300	HBP1
CREBBP	HBP1
MCM3	CDK2
MCM3	CCNE1
PRKCA	HDAC6
PRKCA	HDAC6
SIRT1	DNMT1
NCOA6	HNF4A
NCOA6	NR1I2
NCOA6	NCOA1
CDKN1A	MDM2
HOXA9	CUL4A
LEF1	SETD8
SKP1	MED21
MED21	SKP1
MED21	SKP1
KDM5B	KDM1A
KDM5B	MBD3
KDM5B	HDAC1
HDAC1	KDM5B
EP300	JUN
EP300	FOS
EP300	FOSL1
EP300	JUNB
EP300	JUND
CDT1	SMARCA5
KAT5	MYOD1
SETD7	HIST3H3
FYN	WAS
MDM2	TP53
SKP2	CKS1B
SKP2	CDKN1B
APOBEC3G	APOBEC3G
TERF1	TINF2
POT1	TINF2
TERF2	TINF2
CDK2	CCNB1
KAT8	MSL1
CHEK2	PPP2R5E
CHEK2	PPP2R5A
CHEK2	PPP2R5D
CHEK2	PPP2R5C
CHEK2	PPP2R5C
PPP2R5C	CHEK2
MSL3	KAT8
KAT8	KANSL1
EZH2	HIST3H3
SMAD2	SKI
SMAD3	SKI
SMAD3	CREBBP
SMAD2	CREBBP
SMAD3	SMAD4
SMAD2	SMAD4
VDR	SRC
NCOA3	TP53BP1
SET	TP53
SETD6	RELA
SETD7	RELA
SETD6	RELA
RELA	EHMT1
RELA	EHMT1
PRKCZ	RELA
UBD	PSMD4
NUB1	PSMD4
PDCD6IP	F2R
KAT2B	CDKN1B
CDKN1B	KAT2B
KAT2B	CDKN1B
MYC	STUB1
NUB1	UBD
PSMD4	UBD
PSMD4	NUB1
NUP88	NUP98
VHL	CLU
CLU	VHL
CHD4	RNF8
KDM1A	STAT3
SETD7	STAT3
HDAC6	UBD
CDK2	HIST1H1A
CTBP2	MDM2
ATM	TELO2
ATM	TERF1
MTOR	TELO2
ATM	EIF3E
HIST3H3	PHF8
HIST3H3	CBX5
TP53	ARID1A
RPS6KA1	YBX1
RAC1	NEDD4
TRAF6	SRC
TRAF6	IRAK1
CHUK	NFKBIA
TP53	YY1
ESR1	NCOA3
SPEN	RUNX1T1
PRKCZ	NCOA3
AR	ZBTB7A
RAN	XPO7
RAN	KPNB1
NR3C1	NCOA3
NR3C1	PPARGC1A
CDK2	CDC7
TWIST1	MTA2
TWIST1	RBBP7
MTA2	RBBP7
MTA2	HDAC2
PRKCE	KAT5
GHR	STUB1
PTEN	STUB1
CDK2	CDKN1B
CDK2	HIST1H1B
UBE2I	SKI
PPARG	NCOR1
PPARG	EP300
PPARG	MED1
CDK2	CDK2
CDK2	H1F0
KDM5D	HIST3H3
PHLPP1	USP46
AMOT	YAP1
AMOT	NEDD4
TTF1	MDM2
DESI1	ZBTB46
CDK2	H1F0
KAT5	TP53
EP300	TP53
KAT2B	TP53
KAT5	KAT5
CBX5	HIST1H1B
CDK2	HIST1H1B
BPTF	H3F3A
CDK2	MCM4
CCNA1	MCM4
KAT5	RB1
MAPK14	ATF2
MAPK14	NCOA3
MAPK1	NCOA3
CDC7	MCM2
CDK2	MCM2
HOXC4	POU2F1
POU2F1	HOXC4
XRCC6	HOXC4
XRCC6	POU2F1
RELA	EZH2
RELB	EZH2
EZH2	RELA
EZH2	RELB
PARP1	XRCC5
PARP1	XRCC6
PARP1	WRN
PARP1	PARP1
PARP1	XRCC6
PARP1	XRCC5
NCOA3	PIN1
PIN1	NCOA3
YWHAG	APP
CDK4	RB1
CDK2	HIST1H1B
CDK1	HIST1H1B
CDK2	HIST1H1B
CCNA1	HIST1H1B
CDK2	CDC25A
CDK2	CDC25B
CDK2	CDC25C
CDK7	CDK2
PPP2CA	CDK2
CDK2	HIST1H1B
MERTK	MERTK
CDK2	HIST1H1B
CCNE1	HIST1H1B
CDK2	HIST1H1B
APP	KAT5
BRCA1	BARD1
BRCA1	HIST2H2AC
BRCA1	BRCA1
BRCA1	BARD1
CDK2	HIST1H1B
CCNE1	HIST1H1B
APP	KAT5
CDK4	RB1
CDK2	HIST1H1B
KAT5	UBTF
CDK2	HIST1H1B
CDK2	HIST1H1B
CDK2	RB1
CDK2	HIST1H1B
CDK2	H1F0
CDK2	RB1
CCNA1	CDK2
CDK4	RB1
CDK2	H1F0
CDK2	RB1
CDK2	H1F0
MDC1	PRKDC
MDC1	XRCC5
KAT5	AR
MTA1	BLOC1S1
BLOC1S1	MTA1
ESR1	MTA1
ESR1	BLOC1S1
H2AFX	MDC1
ESR1	ESR1
ESR1	NCOA1
ESR2	NCOA1
ESR1	NCOA2
ESR1	NCOA3
ESR2	NCOA2
ESR2	NCOA3
CCND1	MCM7
CDK4	RB1
H2AFX	NBN
ACTB	HNRNPU
ESR1	NCOA1
ESR2	NCOA1
ESR1	NCOA2
ESR2	NCOA2
ESR1	NCOA3
ESR2	NCOA3
CCNA1	FZR1
CDK2	FZR1
ITSN1	ITSN1
ITSN1	ARFIP2
ITSN1	PDE4D
CEBPA	PARP1
CEBPA	XRCC5
CEBPA	XRCC6
XRCC6	PARP1
XRCC5	PARP1
PARP1	XRCC6
PARP1	XRCC5
CREBBP	TP73
CDK2	HIST1H1A
CDK4	HIST1H1A
NCOR1	VDR
RXRA	VDR
RXRA	NCOR1
VDR	NCOR1
RXRA	NCOA1
VDR	NCOA1
CDC37	CDK4
CSNK2B	CSNK2B
MAPK1	MAP2K1
MAPK1	MAP2K2
JUN	FOS
JUN	JUN
MAPKAPK2	MAPK14
MAPKAPK2	PHC2
MAPKAPK2	MAPK1
MAPKAPK5	MAPK4
PSMC3	PSMC3
MAPK14	MAPK1
MAPK14	MAPK3
TP53	MAPK14
TP53	MAPK1
CDC37	CDC37
CSNK2B	MAPKAPK2
HSF2BP	HSF2BP
MAPKAPK2	MAPKAPK2
MAPKAPK2	MAPK3
MAPKAPK5	MAPKAPK2
ESR1	TRAM1
ESR2	TRAM1
ESR1	NCOA2
ESR2	NCOA2
ESR1	NCOA1
ESR2	NCOA1
NPAT	CCNE1
NPAT	CDK2
NPAT	CCNE1
NPAT	CDK2
RNF4	SUMO2
BCL3	CTBP1
CTBP1	BCL3
UBR2	HIST2H2AC
HACE1	RAC1
CDK9	UBE2A
VPRBP	MCM10
USP2	CRY1
RNF8	UBE2N
TP53	NCOA1
TP53	CREBBP
RAD23A	PSMD4
RAD23A	UBC
H3F3A	CBX3
CDK2	RB1
CCNE1	RB1
RAD23A	PARK2
CDK7	CDK2
CCNH	CDK2
CDK2	CDKN1B
CCNE1	CDKN1B
CDK2	HIST1H1A
CCNE1	HIST1H1A
CDK2	CDKN1B
CCNE1	CDKN1B
CDK19	SMARCA4
CDK19	BCL6
SUZ12	CDK19
CDK19	SUZ12
SMARCA4	CDK19
SMARCA4	MED17
BCL6	CDK19
KMT2A	WDR5
KMT2D	WDR5
KMT2C	WDR5
KMT2B	WDR5
SETD1A	WDR5
SETD1B	WDR5
EED	EHMT1
HOTAIR	EZH2
HIPK2	HIST2H2BE
HIPK2	HIST2H2BE
HIPK2	HIPK2
CDK1	HIST1H1A
CCNB1	HIST1H1A
CDK1	GADD45A
CDK2	CCNE1
CCNE1	RB1
ANKRA2	HDAC4
ANKRA2	RFX5
RFXANK	HDAC4
RFXANK	RFX5
YWHAQ	HDAC4
ANKRA2	HDAC5
YWHAQ	HDAC5
YWHAQ	ABL1
HAT1	HIST1H4A
CBX1	HIST3H3
DNMT1	PCNA
DNMT1	PCNA
HUWE1	HDAC2
TWIST1	SETD8
SETD8	TWIST1
GPS2	NR0B2
NR0B2	GPS2
GPS2	HDAC1
NR0B2	HDAC1
GPS2	HDAC3
NR0B2	HDAC3
SSRP1	H3F3A
SSRP1	HIST1H4A
MTA1	UBE2I
RPL34	CDK5
CCND2	RB1
CCNE1	HIST1H1A
CDK2	HIST1H1A
CCNE2	HIST1H1A
EP300	STAT5A
CHD4	CHD4
SETD8	PCNA
CDKN1B	CCNA2
CDKN1B	CDK2
ABL2	PSMA7
ABL1	PSMA7
PRPF19	PSMB4
CBX3	HIST1H1E
CBX3	EHMT2
PRMT1	HIST1H4A
PRMT1	RUNX1
UBQLN1	TICAM1
UBQLN1	UBXN4
UBQLN1	VCP
UBQLN1	TARDBP
UBQLN1	APP
PSEN1	UBQLN1
CDK2	HIST1H1A
CCNE1	HIST1H1A
RNF168	HIST2H2AC
PPP4C	TRIM28
FOXO3	CREBBP
HIST2H2AC	HIST1H2BA
HIST2H2AC	HIST1H3A
HIST2H2AC	HIST1H4A
CARM1	HIST1H3A
PAF1	HIST1H3A
TRIM5	PSMC2
CDK2	HIST1H1A
CCNE1	HIST1H1A
CCNA2	HIST1H1A
CCNE1	CDKN1B
CDK2	CDKN1B
UBE2I	FOS
UBE2I	TP53
UBC	PSMC5
RAD23A	PSMC5
PPARG	NCOA1
RARA	NCOR1
ASF1A	CDAN1
ASF1B	CDAN1
CDAN1	ASF1A
HJURP	CENPA
SETD7	HIST1H3A
UBN1	HIRA
CCND1	RB1
CCND2	RB1
CCND2	HIST1H1A
CCNE1	HIST1H1A
CDK2	HIST1H1A
CCNA2	HIST1H1A
CCNE1	RB1
CDK2	RB1
CCNA2	RB1
CDK1	RB1
CDK1	HIST1H1A
UBC	IKBKG
UBC	TNIP2
USP5	UBC
USP2	UBC
USP15	UBC
CYLD	UBC
ZRANB1	UBC
STAMBP	UBC
TARDBP	SQSTM1
RNPS1	ACIN1
RNPS1	SAP18
ACIN1	RNPS1
ACIN1	SAP18
SAP18	RNPS1
SAP18	ACIN1
EHMT2	HIST2H3C
CDKN1A	PCNA
CDK8	CDK8
KHDRBS1	LYN
KHDRBS1	FYN
KHDRBS1	YES1
KHDRBS1	PIK3R1
KHDRBS1	ITSN2
KHDRBS1	SRC
KHDRBS1	HCK
KHDRBS1	NCK1
KHDRBS1	OSTF1
KHDRBS1	SH3KBP1
KHDRBS1	LYN
KHDRBS1	YES1
KHDRBS1	SRC
KHDRBS1	HCK
KHDRBS1	ITSN2
KHDRBS1	OSTF1
KHDRBS1	PIK3R1
KHDRBS1	PPP1R13B
KHDRBS1	BTK
KHDRBS1	FGR
KHDRBS1	GRB2
KHDRBS1	ITK
KHDRBS1	NCF1
KHDRBS1	PACSIN1
CSNK2A1	SQSTM1
AURKB	AURKB
NPM3	NPM1
CDK2	HIST1H1A
CDK2	RB1
CCNA2	HIST1H1A
CCNA2	RB1
CCNE1	HIST1H1A
CCNE1	RB1
CDK4	RB1
CCND1	RB1
CDK2	CCND1
CDK2	CCNE1
CDK2	CDK7
CDK2	CCNH
CCND1	RB1
CDK4	RB1
CDK2	HIST1H1A
CD2AP	CTTN
CD2AP	SH3GL2
DPF2	RELA
DPF3	RELA
DPF2	NFKB1
DPF3	NFKB1
DPF3	SMARCA2
DPF3	SMARCA4
DPF3	SMARCD1
DPF3	SMARCB1
SYNJ1	AMPH
CBX5	KLF11
BRCA1	BARD1
BRCA1	PALB2
BRCA2	BRCA1
BRCA2	PALB2
PALB2	BRCA1
DNM1	AMPH
DNM1	SH3GL2
DNM1	ITSN1
DNM2	AMPH
DNM2	ITSN1
DNM2	GRB2
DNM1	SRC
DNM1	GRB2
VPS36	UBC
VPS25	CHMP6
VPS36	UBC
TRIML1	USP5
POLI	POLH
HIST2H3C	NRD1
TSG101	HGS
HGS	TMEM189
TSG101	TSG101
TSG101	VPS37B
TSG101	HGS
TSG101	PDCD6IP
UBE3C	UBC
ETS1	CREBBP
TSG101	TSG101
TSG101	HGS
LCOR	KLF6
CDK1	SP1
RNF8	RNF8
RNF8	CHEK2
WDR5	KMT2A
WDR5	KMT2D
WDR5	KMT2C
WDR5	KMT2B
WDR5	SETD1A
WDR5	SETD1B
KMT2C	HIST2H3C
CDK2	HIST1H1A
CDK1	HIST1H1A
CDK1	CCNB1
CEP55	PDCD6IP
CEP55	TSG101
CDK1	RPA1
RNF8	PCNA
UBE2N	TRAF6
UBE2D3	TRAF6
RNF41	BIRC6
UBE2D3	NFKBIA
CAPN1	RAD21
AFF4	MLLT1
AFF4	MLLT3
MLLT1	PAF1
CDK2	HIST1H1A
CCNA1	HIST1H1A
CDK1	RPA1
CDK1	HIST1H1A
CCNB1	HIST1H1A
THRA	NRIP1
THRA	MED1
CDK8	NRIP1
BID	RPA1
RPA1	ATRIP
CDK2	HIST1H1A
UBE2I	SUMO1
UBE2I	SUMO2
STUB1	ATCAY
CDC25C	CDK2
AMFR	UBE2G2
UBE2K	UBC
VCP	UBXN6
RNF168	UBC
RNF169	UBC
UBE2A	RAD18
RAD18	PCNA
RAD18	UBE2A
UBE2A	RAD18
ADRBK1	HDAC6
VAMP7	ANKRD27
SUMO2	UIMC1
SUMO2	BRCC3
SUMO2	FAM175A
SUMO2	BRE
UIMC1	SUMO2
UIMC1	UBC
TP53	STUB1
TP53	MDM2
STUB1	AR
STUB1	TP53
STUB1	ATXN3
EP300	EP300
EP300	NOTCH1
KAT5	HIST1H4A
EP300	HIST1H4A
KAT2B	HIST2H3C
NPM1	UBC
UBC	GGA3
CSNK1D	KDR
BTRC	KDR
EHMT2	DNMT3A
EHMT1	DNMT3A
MPHOSPH8	DNMT3A
BTRC	NFKB2
EHMT1	MPHOSPH8
EHMT1	DNMT3A
EHMT2	DNMT3A
TP53	CCDC8
YEATS4	MYC
PAXIP1	H2AFX
BACE1	GGA1
GGA1	BACE1
RANBP2	RANGAP1
RANBP2	UBE2I
RANBP2	TOP2B
RANBP2	SP100
RAD18	PCNA
STAMBP	UBC
GGA1	M6PR
UBQLN1	UBQLN1
UBQLN1	PSEN1
UBQLN1	PSEN2
CRK	BCR
SETD7	MYOD1
AR	LCOR
HDAC6	CTTN
HIST3H2BB	CDKN2A
HDAC1	CDKN2A
SETD3	MYOD1
PIK3R1	CBL
MAPK8	CBL
MAP3K7	MAP2K6
GGA3	RABEP1
IRAK1	IRAK1
CBL	BLNK
CSNK2A1	CSNK2B
CSNK2A1	CSN1S1
CSNK2B	CALM1
CSNK2A1	CALM1
ATXN3	UBC
ATXN3	UBC
LATS2	YAP1
STK3	MOB4
TAB2	MAP3K7
TAB2	TAB1
TAB3	MAP3K7
TAB3	TAB1
LIMK1	CFL1
STK3	MOB1A
STK3	LATS1
CSNK2B	ATXN3
BRPF1	HIST2H3C
HDGFRP2	HIST2H3C
IRAK1	IRAK1
POLE2	POLE
POLE3	POLE
GINS4	GINS3
GINS4	GINS1
GINS4	GINS2
GINS1	GINS3
GINS1	GINS4
GINS2	GINS3
GINS2	GINS4
TBK1	IRF3
TBK1	TBK1
ATXN3	ATXN3
CRKL	CBL
MYCN	SIRT1
IKBKG	UBC
BRCA1	TP53
ALG2	SHISA5
SYK	PIK3R1
PIK3R1	SYK
CBL	SYK
GGA1	BACE1
GGA1	IGF2R
BMI1	H2AFX
RNF2	H2AFX
SIN3A	SAP30
BRCA2	RAD51
KAT5	HIST2H3C
KAT5	HIST1H4A
ATRX	HIST2H3C
PIK3R1	CBL
NEDD8	NUB1
RASSF1	SAV1
GGA3	UBC
TDRD3	FXR1
TDRD3	FXR2
TDRD3	FMR1
CHUK	IKBKG
ATRX	HIST2H3C
AURKB	AURKB
AURKB	HIST2H3C
STAM	ITCH
ITCH	STAM
IKBKG	NFKBIA
MAPK8	JUN
MYO6	TAX1BP1
MYO6	CALCOCO2
MAPK8	JUN
PIK3R1	CBL
IKBKG	SENP2
MAPK14	AKT1
LATS2	AURKB
GGA1	CLTC
GGA2	CLTC
RAF1	MAP2K1
GRB2	CBL
SRC	CBL
CBL	PIK3R1
CHUK	NFKBIA
MAPK8	JUN
MAP3K7	MAP2K6
TNRC6C	PABPC1
ARHGEF7	CALM1
MET	DCN
MAFIP	IKBKG
LCK	KHDRBS1
USP10	UBC
HIST1H4I	BPTF
HIST1H4I	BPTF
BPTF	HIST1H4I
RABGEF1	RABGEF1
RABGEF1	UBC
HTRA2	LATS1
RAB5A	EEA1
RAB5A	RABEP1
RAB5A	RABGEF1
RAB4A	RABEP1
SRC	CBL
FYN	CBL
ABL1	CBL
GRB2	CBL
NCK1	CBL
CBL	ABL1
BACE1	GGA1
BACE1	GGA2
BACE1	GGA3
CDK4	PSMD10
CDK4	CDKN2A
YWHAZ	BAD
YWHAB	BAD
SFN	BAD
YWHAH	BAD
YWHAQ	BAD
YWHAE	BAD
GGA3	TBC1D3
BTK	CBL
GGA1	CCDC91
GGA1	SYNRG
RABGEF1	UBC
EPHB2	EPHB2
GRB2	CBL
CBL	CBL
ABL1	SORBS1
IKBKB	IKBKG
BACE1	GGA1
MAP3K7	IKBKB
PINK1	PINK1
RAD23A	MPG
IKBKG	IKBKB
LATS1	YAP1
PABPC1	TNRC6A
GGA1	ARF3
UBE2K	UBC
UBE2K	UBC
EHMT2	HIST2H3C
PADI4	ING4
FHL2	RUNX2
MOB1A	LATS1
MOB1B	LATS1
MOB1A	LATS2
MOB1B	LATS2
CHEK1	LATS2
LATS2	YWHAG
CDK2	HIST1H1A
CDK4	HIST1H1A
JAK2	CDKN1B
XIAP	DIABLO
BIRC6	DIABLO
CCNA1	HIST1H1A
NGLY1	VCP
SUMO1	TDG
ZEB2	CBX4
CBX4	ZEB2
KEAP1	NFE2L2
CDK2	HIST1H1A
PSME3	AICDA
UBE2C	PSMB5
TCEB2	TCEB1
TCEB1	TCEB2
SPEN	UBE2E2
SPEN	UBE2L6
OTUB1	UBE2N
UBE2N	OTUB1
FAF1	FAS
MDM2	TP53
MAP1LC3A	SQSTM1
UBE2V2	UBE2N
RNF25	UBE2D1
RNF25	UBE2D2
UBE2N	UBC
DIO2	UBE2G1
UBE2I	PLAGL1
UBE2I	GRIP1
TP53	MDM2
MDM2	TP53
NEDD4L	SCNN1G
SGK1	NEDD4L
SUGT1	HSP90AA1
PTGES3	HSP90AA1
GSK3B	TAZ
CDK2	HIST1H1A
TBC1D25	GABARAP
TBC1D25	GABARAPL2
TBC1D25	MAP1LC3B
MDM2	UBE2D1
MAPK8	FZR1
CDK1	FZR1
CTNNB1	UBE2B
UBE2B	CTNNB1
UBE2B	CTNNB1
UBE2S	UBC
UBE2G2	UBC
UBE2L3	UBE3A
GNAI1	RGS14
GGA3	UBC
PLK1	TRIOBP
CDKN2A	WRN
CDKN2A	MDM2
SRC	KHDRBS1
FYN	KHDRBS1
YES1	KHDRBS1
FGR	KHDRBS1
LYN	KHDRBS1
OTUD5	UBC
USP5	UBC
UBD	NUB1
RUNX2	HIVEP3
VCP	FAF1
UBE2V2	UBC
UBE2V2	UBE2N
FAF1	UBC
UIMC1	UBC
C1orf86	FANCA
STUB1	STUB1
SORBS2	PALLD
UBE2I	RANGAP1
IPO11	RAN
IPO11	UBE2E1
UBE2E1	IPO11
KPNA1	KPNB1
SCNN1A	NEDD4L
SCNN1B	NEDD4L
SCNN1G	NEDD4L
BTRC	EEF2K
CREBBP	TP53
MDM2	TP53
AR	COPS2
UBA1	UBE2B
UBA1	CDC34
UBA1	UBE2D1
UBA1	UBE2D2
UBA1	UBE2D3
UBA1	UBE2L3
UBA1	UBE2E1
UBA1	UBE2E3
UBA1	UBE2S
UBA1	UBE2E2
PINK1	PGAM5
SGK1	WNK4
WNK1	NEDD4L
SGK1	NEDD4L
MAPK1	KARS
UBE2E3	IPO11
RAN	IPO11
IPO11	UBE2E3
IPO11	UBE2E1
ITCH	TP63
UBE2I	MEF2A
UBE2I	TP53
ITCH	ARHGEF7
UBE3A	UBE2L3
RPS6KA1	NFKBIA
CHUK	NFKBIA
IKBKB	NFKBIA
MAP1LC3B	OPTN
CHUK	IKBKB
IKBKB	IKBKB
IKBKB	IKBKE
PTPN11	KIT
GRB2	KIT
GRB7	KIT
RAD23A	UBC
UBE2G2	UBC
USP7	TP53
UIMC1	ESR1
HSF2	PCGF2
UBE2I	HSF2
UBE2I	PCGF2
AKT1	SKP2
UIMC1	UBC
IKBKG	UBC
CBL	UBC
HGS	EPS15
PTPRJ	EGFR
CDK1	UBE2I
UBE2D2	UBE2D2
TRIM32	TMEM173
AHR	STUB1
TP53	PPARGC1A
PCNA	POLH
PCNA	PARP1
UBC	POLH
UBC	HDAC6
CDC20	PTTG1
CDC20	CCNB1
SPAST	CHMP1B
SPAST	IST1
TP53	MDM2
TP53	CREBBP
AURKA	USP2
USP2	AURKA
NPLOC4	UBC
USP2	AURKA
STUB1	RAF1
PARK2	PARK2
PARK2	SNCAIP
RCHY1	GORAB
VHL	HIF1A
VHL	HIF1A
SKP2	CDKN1B
CDC20	CCNB1
CDC20	PTTG1
PIAS1	PML
PIAS2	PML
ATXN3	UBC
CHMP3	CHMP3
CHMP3	STAMBP
NBR1	UBC
NBR1	MAP1LC3A
USP8	NBR1
UBC	SQSTM1
UBC	SQSTM1
HECW1	TP53
UBC	UBQLN1
UBC	RAD23A
UBC	RABGEF1
UBC	USP5
ASB2	UBC
SQSTM1	SQSTM1
UBC	IKBKG
SMAD1	SMURF1
SMAD1	YAP1
SMAD3	PIN1
SMAD3	NEDD4
SMAD3	NEDD4
KDM2B	HIST1H3A
MDM2	TP53
IKBKB	NFKBIA
SUMO1	DAXX
MDM2	TP53
EGLN1	EPAS1
SMURF1	PDLIM7
CCNE1	FBXW7
NEDD4L	SCNN1A
NEDD4L	SCNN1B
NEDD4L	SCNN1G
RNF114	UBC
TOPORS	TOP1
MAPK8	JUN
HIF1A	VHL
SRSF1	TP53
CDKN2A	TP63
UBE2I	SP100
PIAS1	TP53
TAB2	UBC
TAB3	UBC
TAB3	TRAF6
TAB3	IKBKG
SQSTM1	UBC
MDM4	TP53
MDM4	MDM2
SMURF2	SMAD7
AMFR	BAG6
SQSTM1	UBC
UBC	IKBKG
UBE2I	USP25
USP25	SUMO2
GABARAPL1	TBC1D1
GABARAPL1	TBC1D2
GABARAPL1	TBC1D2B
GABARAPL1	TBC1D5
GABARAPL1	TBC1D7
GABARAPL1	TBC1D9
GABARAPL1	TBC1D9B
GABARAPL1	TBC1D10A
GABARAPL1	TBC1D10B
GABARAPL1	RABGAP1
GABARAPL1	TBC1D16
GABARAPL1	TBC1D17
GABARAPL1	RABGAP1L
GABARAPL1	TBC1D25
MAP1LC3A	TBC1D1
MAP1LC3A	TBC1D2
MAP1LC3A	TBC1D2B
MAP1LC3A	TBC1D5
MAP1LC3A	TBC1D7
MAP1LC3A	TBC1D9
MAP1LC3A	TBC1D9B
MAP1LC3A	TBC1D10A
MAP1LC3A	TBC1D10B
MAP1LC3A	RABGAP1
MAP1LC3A	TBC1D16
MAP1LC3A	TBC1D17
MAP1LC3A	RABGAP1L
MAP1LC3A	TBC1D25
TBC1D5	VPS29
TBC1D5	MAP1LC3A
STAM2	UBC
FHL1	USP15
USP10	AR
SUMO1	RNF4
RNF4	RNF4
CKS1B	SKP2
CKS1B	SKP1
SGK3	ITCH
ITCH	TXNIP
BIRC2	TRAF1
BIRC2	TRAF2
DNMT1	UHRF1
PSMA3	YWHAQ
PSMA3	CDKN1A
MDM2	YWHAQ
YWHAQ	CDKN1A
FZR1	E2F3
FBXW7	EBNA1BP2
TTN	NBR1
TTN	TCAP
FBXO2	SKP1
FBXO2	GJB2
JUN	MAPK8
IRF1	NPM1
IRF1	YBX1
IRF1	TRIM28
SIAH1	HIPK2
MAPK8	ITCH
ITCH	ITCH
UBC	RAD23A
MAK	MAK
MAK	FZR1
PRKCZ	SQSTM1
STUB1	RAF1
RCHY1	KRT18
RCHY1	KRT8
AFF1	SIAH1
AFF1	SIAH2
AFF1	SIAH1
AFF1	SIAH2
ARIH1	ARIH1
PARK2	PARK2
PARK2	PARK2
ITCH	DVL2
TP53	MDM4
TP53	MDM2
MDM4	TP53
UBXN1	VCP
DDB2	XPC
MDM2	ESR1
ESR1	MDM2
S100A6	CACYBP
TP53	USP7
MDM2	USP7
USP7	TP53
USP7	MDM2
BIRC2	BIRC2
BIRC3	BIRC3
BIRC2	BIRC2
BIRC3	BIRC3
BIRC3	UBE2D2
PML	EIF4E
MDM2	TP53
RNF31	RBCK1
CDK2	UHRF2
CCNE1	HIST1H1B
DNAJA1	ERG
DNAJA2	ERG
TBK1	XIAP
TBK1	IRF3
IKBKE	IRF3
LAPTM5	TNFAIP3
UBC	UIMC1
UBC	UIMC1
SQSTM1	SQSTM1
UBC	SQSTM1
BECN1	NEDD4
NEDD4	BECN1
FANCL	UBE2T
FANCI	FANCL
FANCD2	FANCL
TBK1	PELI1
IRAK4	PELI1
PELI1	UBC
IRAK1	PELI1
NR0B2	TP53
HIF1A	VHL
USP4	PDK1
MDM2	TP53
MDM2	TP53
SENP8	NEDD8
FBXO33	YBX1
USP8	RNF41
PIM1	MDM2
SETD7	E2F1
USP28	MYC
DAXX	SUMO1
BTRC	CDC25A
UBR5	UBC
