Source	Target
OLQVL 	 RMDDL       
OLQVR 	 CEPVR       
OLQVR 	 RIBR        
OLQVR 	 RIGR        
OLQVR 	 URBR        
OLQVR 	 RMDVL       
OLLL 	 IL2L        
OLLL 	 OLLR        
OLLL 	 RIGL        
OLLR 	 OLLL        
OLLR 	 RIGR        
CEPDL 	 OLQDL       
CEPDR 	 OLQDR       
CEPVL 	 OLQVL       
CEPVL 	 RIH         
CEPVL 	 URAVL       
CEPVR 	 IL2VR       
CEPVR 	 OLQVR       
CEPVR 	 AIMR        
ALML 	 AVM         
ALML 	 BDUL        
ALML 	 RMGL        
ALML 	 PVR         
ALML 	 RMDDR       
ALML 	 SMBDR       
ALMR 	 AVM         
ALMR 	 BDUR        
ALMR 	 SDQR        
ALMR 	 PVR         
ALMR 	 AVDR        
AVM 	 ALML        
AVM 	 ALMR        
AVM 	 PVR         
AVM 	 AVDL        
PVM 	 PVM         
PVM 	 PDEL        
PVM 	 PDER        
PVM 	 AVKL        
PVM 	 DVA         
PVM 	 PVR         
PVM 	 DB03        
PVM 	 VD09        
PLML 	 PLNL        
PLML 	 PDEL        
PLML 	 PDER        
PLML 	 PHCL        
PLML 	 PVCL        
PLML 	 LUAL        
PLML 	 hyp         
PLMR 	 PLNR        
PLMR 	 PDEL        
PLMR 	 PDER        
PLMR 	 PVR         
PLMR 	 PVCR        
PLMR 	 LUAR        
PLMR 	 hyp         
ALNL 	 SMBDR       
ALNL 	 SMDDR       
ALNL 	 SMDVL       
ALNL 	 hyp         
ALNR 	 ADER        
ALNR 	 RMGR        
ALNR 	 PVR         
ALNR 	 SMDDL       
PLNL 	 PLML        
PLNL 	 PHAL        
PLNL 	 PHBL        
PLNL 	 PHCL        
PLNL 	 PVWL        
PLNL 	 VA02        
PLNL 	 hyp         
PLNR 	 PLMR        
PLNR 	 PHAR        
PLNR 	 PHBR        
PLNR 	 hyp         
FLPL 	 FLPR        
FLPL 	 SDQL        
FLPL 	 AIBL        
FLPL 	 RIH         
FLPL 	 AVDL        
FLPL 	 SIADR       
FLPL 	 DD01        
FLPR 	 FLPL        
FLPR 	 ADER        
FLPR 	 AVDL        
FLPR 	 AVDR        
FLPR 	 DA01        
FLPR 	 DA02        
FLPR 	 DA03        
FLPR 	 AS01        
BDUL 	 ALML        
BDUL 	 PVNL        
BDUR 	 ALMR        
BDUR 	 PVR         
BDUR 	 HSNR        
SDQL 	 FLPL        
SDQL 	 SDQR        
SDQL 	 DVA         
SDQL 	 SIADR       
SDQR 	 ALMR        
SDQR 	 SDQL        
SDQR 	 AIBL        
SDQR 	 DVA         
SDQR 	 AVBL        
SDQR 	 RIVL        
SDQR 	 RIVR        
SDQR 	 SAADL       
SDQR 	 SIAVR       
SDQR 	 SIBDL       
PVDL 	 PVDR        
PVDL 	 AVG         
PVDL 	 PVCR        
PVDL 	 AVAR        
PVDL 	 VA10        
PVDR 	 PVDL        
PVDR 	 PDER        
PVDR 	 DVC         
PVDR 	 PVCR        
PVDR 	 AVAL        
PVDR 	 VD09        
BAGL 	 BAGR        
BAGL 	 AINR        
BAGL 	 RIGL        
BAGL 	 RIGR        
BAGL 	 RIR         
BAGR 	 BAGL        
BAGR 	 RIR         
BAGR 	 AVEL        
URXL 	 IL2L        
URXL 	 RMGL        
URXR 	 IL2R        
URXR 	 AUAR        
URXR 	 RICR        
URXR 	 RMGR        
URYDL 	 RIGL        
URYDL 	 AVAL        
URYDR 	 RIGR        
URYDR 	 AVAR        
URYDR 	 URADR       
URYVL 	 RIGL        
URYVR 	 AVAL        
AQR 	 RIGR        
AQR 	 AVKL        
AQR 	 AVKR        
AQR 	 PVPL        
AQR 	 PVPR        
AQR 	 AVBL        
PQR 	 PHBL        
PQR 	 AVJL        
PQR 	 AVJR        
PQR 	 PVNL        
PQR 	 PVNR        
PQR 	 PVPL        
PQR 	 PVPR        
PQR 	 PVWL        
PQR 	 PVCL        
PQR 	 AVDL        
PQR 	 AVDR        
PQR 	 hyp         
AUAL 	 AWBL        
AUAL 	 AWCL        
AUAL 	 AUAR        
AUAL 	 AINR        
AUAL 	 RMDVL       
AUAR 	 AWBR        
AUAR 	 URXR        
AUAR 	 AUAL        
AUAR 	 AIYR        
AUAR 	 AINL        
ADEL 	 AINL        
ADEL 	 RIGR        
ADER 	 ALNR        
ADER 	 FLPR        
ADER 	 AINR        
ADER 	 AVJR        
ADER 	 AVKL        
ADER 	 PVQR        
PDEL 	 PVM         
PDEL 	 PLML        
PDEL 	 PLMR        
PDEL 	 PDER        
PDEL 	 AVKL        
PDEL 	 AVKR        
PDEL 	 DVA         
PDEL 	 PVR         
PDEL 	 PVCR        
PDEL 	 VB10        
PDEL 	 VB11        
PDEL 	 VD06        
PDER 	 PVM         
PDER 	 PLML        
PDER 	 PLMR        
PDER 	 PVDR        
PDER 	 PDEL        
PDER 	 DVA         
PDER 	 PVR         
PDER 	 PVCL        
PDER 	 VB09        
PDER 	 VB10        
PDER 	 VD09        
PDER 	 hyp         
PHAL 	 PLNL        
PHAL 	 PHAR        
PHAL 	 PHCL        
PHAL 	 AVG         
PHAL 	 AVHL        
PHAL 	 PVPR        
PHAL 	 PVQL        
PHAL 	 hyp         
PHAR 	 PLNR        
PHAR 	 PHAL        
PHAR 	 PHBR        
PHAR 	 AVG         
PHAR 	 AVHR        
PHAR 	 PVPL        
PHAR 	 PVR         
PHAR 	 PVCR        
PHAR 	 hyp         
PHBL 	 PLNL        
PHBL 	 PQR         
PHBL 	 PHBR        
PHBL 	 AVHL        
PHBL 	 AVHR        
PHBL 	 AVJR        
PHBL 	 PVQL        
PHBL 	 PVCL        
PHBL 	 AVAR        
PHBL 	 hyp         
PHBR 	 PLNR        
PHBR 	 PHAR        
PHBR 	 PHBL        
PHBR 	 PHCR        
PHBR 	 AVHL        
PHBR 	 AVHR        
PHBR 	 PVPL        
PHBR 	 PVQR        
PHBR 	 PVR         
PHBR 	 PVT         
PHBR 	 PVWR        
PHBR 	 hyp         
PHCL 	 PLML        
PHCL 	 PLNL        
PHCL 	 PHAL        
PHCL 	 PHCR        
PHCL 	 AVAL        
PHCL 	 DA08        
PHCL 	 VA12        
PHCL 	 hyp         
PHCR 	 PHBR        
PHCR 	 PHCL        
PHCR 	 AVG         
PHCR 	 AVHL        
PHCR 	 AVJR        
PHCR 	 PVCR        
PHCR 	 AVAL        
PHCR 	 AVAR        
PHCR 	 LUAR        
PHCR 	 DA09        
AIAL 	 ASIL        
AIAL 	 ASIR        
AIAL 	 ASJL        
AIAL 	 ASKL        
AIAL 	 AWBL        
AIAL 	 AWCR        
AIAL 	 AIAR        
AIAL 	 AIBL        
AIAR 	 ADFR        
AIAR 	 ASGR        
AIAR 	 ASHR        
AIAR 	 ASIR        
AIAR 	 ASKR        
AIAR 	 AWAR        
AIAR 	 AWCR        
AIAR 	 AIAL        
AIAR 	 AIAR        
AIBL 	 ASKL        
AIBL 	 AFDL        
AIBL 	 FLPL        
AIBL 	 SDQR        
AIBL 	 AIAL        
AIBL 	 AIZR        
AIBL 	 RIGR        
AIBL 	 RIS         
AIBL 	 DVC         
AIBL 	 RIMR        
AIBL 	 RMED        
AIBL 	 SIADR       
AIBL 	 SMDDR       
AIBR 	 ASKR        
AIBR 	 AIZL        
AIBR 	 RICR        
AIBR 	 RIGL        
AIBR 	 RIS         
AIBR 	 DVC         
AIBR 	 PVPL        
AIBR 	 PVT         
AIBR 	 RIML        
AIBR 	 RIVR        
AIBR 	 SIAVL       
AIBR 	 SMDDL       
AIYL 	 AFDL        
AIYL 	 AIYR        
AIYL 	 AVKL        
AIYL 	 RIML        
AIYR 	 ASIR        
AIYR 	 AUAR        
AIYR 	 AIYL        
AIYR 	 RIMR        
AIZL 	 ADFL        
AIZL 	 ASGL        
AIZL 	 ASHL        
AIZL 	 AWAL        
AIZL 	 AIBR        
AIZL 	 AIZR        
AIZL 	 RIGL        
AIZL 	 RIH         
AIZR 	 ASGR        
AIZR 	 ASHR        
AIZR 	 AWAR        
AIZR 	 AIBL        
AIZR 	 AIZL        
AIZR 	 SIBVL       
ADAL 	 ADFL        
ADAL 	 OLQVL       
ADAL 	 ADAR        
ADAL 	 PVQL        
ADAL 	 AVDR        
ADAR 	 ADFR        
ADAR 	 ASHR        
ADAR 	 ADAL        
ADAR 	 PVQR        
ADAR 	 AVDL        
AIML 	 ASGL        
AIML 	 SIBVR       
AIMR 	 ASJR        
AIMR 	 CEPVR       
AIMR 	 AVKR        
AIMR 	 SMBVR       
AINL 	 ASGR        
AINL 	 AUAR        
AINL 	 ADEL        
AINL 	 AINR        
AINR 	 ASGL        
AINR 	 ASIL        
AINR 	 BAGL        
AINR 	 AUAL        
AINR 	 ADER        
AINR 	 AINL        
AINR 	 RIAL        
ALA 	 ASJL        
ALA 	 ASKR        
ALA 	 RID         
ALA 	 AVAL        
ALA 	 AVER        
ALA 	 HSNR        
RIAL 	 ADFL        
RIAL 	 AINR        
RIAL 	 RIBL        
RIAL 	 SMDVL       
RIAR 	 RMDDL       
RIAR 	 RMDDR       
RIAR 	 SAAVR       
RIAR 	 SIAVL       
RIAR 	 SIAVR       
RIAR 	 SMDDL       
RIAR 	 SMDVR       
RIBL 	 OLQDL       
RIBL 	 OLQVL       
RIBL 	 RIAL        
RIBL 	 RIBL        
RIBL 	 RIBR        
RIBL 	 RIGL        
RIBL 	 AVBL        
RIBL 	 AVBR        
RIBL 	 RMEV        
RIBL 	 SIADL       
RIBL 	 SIAVL       
RIBL 	 SIBDL       
RIBL 	 SIBVL       
RIBL 	 SIBVR       
RIBL 	 SMDDL       
RIBR 	 OLQDR       
RIBR 	 OLQVR       
RIBR 	 RIBL        
RIBR 	 RIBR        
RIBR 	 RIGR        
RIBR 	 AVBL        
RIBR 	 AVBR        
RIBR 	 SIADR       
RIBR 	 SIAVR       
RIBR 	 SIBDR       
RIBR 	 SIBVR       
RIBR 	 SMBDR       
RIBR 	 SMDDL       
RIBR 	 SMDDR       
RICL 	 ASHL        
RICL 	 AWBR        
RICL 	 AVKR        
RICR 	 ASHR        
RICR 	 URXR        
RICR 	 AIBR        
RICR 	 RMHR        
RIFL 	 AVDL        
RIFL 	 AVER        
RIFL 	 HSNL        
RIFR 	 RMGR        
RIFR 	 AVG         
RIFR 	 AVJL        
RIFR 	 DD01        
RIGL 	 OLQDL       
RIGL 	 OLQVL       
RIGL 	 OLLL        
RIGL 	 BAGL        
RIGL 	 URYDL       
RIGL 	 URYVL       
RIGL 	 AIBR        
RIGL 	 AIZL        
RIGL 	 RIBL        
RIGL 	 RIGR        
RIGL 	 RMFL        
RIGL 	 AVKL        
RIGL 	 PVPL        
RIGL 	 RMEL        
RIGL 	 VD01        
RIGR 	 OLQDR       
RIGR 	 OLQVR       
RIGR 	 OLLR        
RIGR 	 BAGL        
RIGR 	 URYDR       
RIGR 	 AQR         
RIGR 	 ADEL        
RIGR 	 AIBL        
RIGR 	 RIBR        
RIGR 	 RIGL        
RIGR 	 RMFL        
RIGR 	 AVKL        
RIGR 	 AVKR        
RIGR 	 VD01        
RIH 	 ADFR        
RIH 	 OLQDR       
RIH 	 CEPVL       
RIH 	 FLPL        
RIH 	 AIZL        
RIR 	 BAGL        
RIR 	 BAGR        
RIS 	 AIBL        
RIS 	 AIBR        
RIS 	 AVJL        
RIS 	 AVEL        
RIS 	 RIML        
RIS 	 RIMR        
RIS 	 RMDR        
RIS 	 RMEV        
RIS 	 SMDDL       
RIS 	 SMDDR       
RIS 	 SMDVL       
RMFL 	 RIGL        
RMFL 	 RIGR        
RMFL 	 RIML        
RMFL 	 SAADR       
RMFL 	 SAAVR       
RMGL 	 ADLL        
RMGL 	 ASHL        
RMGL 	 AWBL        
RMGL 	 IL2L        
RMGL 	 ALML        
RMGL 	 URXL        
RMGL 	 AVFR        
RMGL 	 AVEL        
RMGL 	 RMDDR       
RMGL 	 RMHL        
RMGR 	 ASHR        
RMGR 	 ASKR        
RMGR 	 AWBR        
RMGR 	 IL2R        
RMGR 	 ALNR        
RMGR 	 URXR        
RMGR 	 RIFR        
RMGR 	 PVPR        
RMGR 	 RMHL        
RMGR 	 RMHR        
RMGR 	 SMBVR       
URBL 	 ADFL        
URBL 	 AFDL        
URBL 	 IL1L        
URBL 	 IL2L        
URBL 	 OLQDL       
URBR 	 AFDR        
URBR 	 IL2R        
URBR 	 OLQDR       
URBR 	 OLQVR       
URBR 	 SMBVR       
RIPL 	 I1L         
RIPL 	 ADFL        
RIPL 	 IL1L        
RIPL 	 RIPL        
RIPL 	 RIPR        
RIPL 	 RMED        
RIPL 	 URAVL       
RIPR 	 I1R         
RIPR 	 RIPL        
RIPR 	 RMED        
AVFL 	 AVFR        
AVFL 	 AVG         
AVFL 	 AVHL        
AVFL 	 AVHR        
AVFL 	 PVNR        
AVFL 	 PVPL        
AVFL 	 PVPR        
AVFL 	 PVQR        
AVFL 	 PVCL        
AVFL 	 AS11        
AVFL 	 VA11        
AVFL 	 VD12        
AVFL 	 hyp         
AVFL 	 VC05        
AVFR 	 RMGL        
AVFR 	 AVFL        
AVFR 	 AVG         
AVFR 	 AVHL        
AVFR 	 AVHR        
AVFR 	 PVPL        
AVFR 	 PVQL        
AVFR 	 PVQR        
AVFR 	 VB01        
AVFR 	 hyp         
AVG 	 PVDL        
AVG 	 PHAL        
AVG 	 PHAR        
AVG 	 PHCR        
AVG 	 RIFR        
AVG 	 AVFL        
AVG 	 AVFR        
AVG 	 AVHR        
AVG 	 AVJR        
AVG 	 AVL         
AVG 	 DVC         
AVG 	 PVPL        
AVG 	 PVPR        
AVG 	 PVQL        
AVG 	 PVT         
AVG 	 AS11        
AVG 	 DD06        
AVG 	 hyp         
AVHL 	 ASHR        
AVHL 	 ASKL        
AVHL 	 PHAL        
AVHL 	 PHBL        
AVHL 	 PHBR        
AVHL 	 PHCR        
AVHL 	 AVFL        
AVHL 	 AVFR        
AVHL 	 AVHR        
AVHL 	 AVJR        
AVHL 	 DVB         
AVHL 	 PVNL        
AVHL 	 PVNR        
AVHL 	 PVPL        
AVHL 	 PVPR        
AVHL 	 AVDL        
AVHL 	 LUAL        
AVHL 	 DB07        
AVHL 	 AS10        
AVHL 	 AS11        
AVHL 	 VD12        
AVHL 	 hyp         
AVHR 	 ASKR        
AVHR 	 PHAR        
AVHR 	 PHBL        
AVHR 	 PHBR        
AVHR 	 AVFL        
AVHR 	 AVFR        
AVHR 	 AVG         
AVHR 	 AVHL        
AVHR 	 AVJL        
AVHR 	 AVJR        
AVHR 	 AVL         
AVHR 	 DVC         
AVHR 	 PVNL        
AVHR 	 PVNR        
AVHR 	 PVPL        
AVHR 	 PVPR        
AVHR 	 PVQL        
AVHR 	 PVQR        
AVHR 	 PVT         
AVHR 	 SIAVL       
AVHR 	 DA08        
AVHR 	 AS11        
AVHR 	 DD06        
AVHR 	 VA11        
AVHR 	 VD12        
AVHR 	 hyp         
AVJL 	 PQR         
AVJL 	 RIFR        
AVJL 	 RIS         
AVJL 	 AVHR        
AVJL 	 AVJR        
AVJL 	 PVNL        
AVJL 	 PVNR        
AVJL 	 PVWL        
AVJL 	 PVWR        
AVJL 	 PVCL        
AVJL 	 PVCR        
AVJL 	 AVAL        
AVJL 	 AVDR        
AVJL 	 LUAL        
AVJL 	 LUAR        
AVJL 	 PDB         
AVJL 	 hyp         
AVJR 	 PQR         
AVJR 	 ADER        
AVJR 	 PHBL        
AVJR 	 PHCR        
AVJR 	 AVG         
AVJR 	 AVHL        
AVJR 	 AVHR        
AVJR 	 AVJL        
AVJR 	 PVNR        
AVJR 	 PVT         
AVJR 	 PVWR        
AVJR 	 PVCL        
AVJR 	 PVCR        
AVJR 	 AVAL        
AVJR 	 AVAR        
AVJR 	 AVBR        
AVJR 	 AVDL        
AVJR 	 LUAR        
AVJR 	 VA11        
AVJR 	 hyp         
AVKL 	 PVM         
AVKL 	 AQR         
AVKL 	 ADER        
AVKL 	 PDEL        
AVKL 	 PDER        
AVKL 	 AIYL        
AVKL 	 RIGL        
AVKL 	 RIGR        
AVKL 	 AVKR        
AVKL 	 AVL         
AVKL 	 DVA         
AVKL 	 PVPL        
AVKL 	 PVPR        
AVKL 	 PVT         
AVKL 	 SMBDL       
AVKL 	 SMBDR       
AVKL 	 SMBVL       
AVKL 	 SMBVR       
AVKL 	 AS10        
AVKL 	 AS11        
AVKL 	 VB10        
AVKL 	 hyp         
AVKR 	 AQR         
AVKR 	 PDEL        
AVKR 	 AIMR        
AVKR 	 RICL        
AVKR 	 RIGR        
AVKR 	 AVKL        
AVKR 	 PVPL        
AVKR 	 PVQL        
AVKR 	 PVT         
AVKR 	 AVER        
AVKR 	 RIMR        
AVKR 	 SMBDL       
AVKR 	 SMBDR       
AVKR 	 SMBVR       
AVKR 	 hyp         
AVL 	 AVG         
AVL 	 AVHR        
AVL 	 AVKL        
AVL 	 DVB         
AVL 	 DVC         
AVL 	 PVNR        
AVL 	 PVPL        
AVL 	 PVPR        
AVL 	 PVT         
AVL 	 PVWR        
AVL 	 AVEL        
AVL 	 DA09        
AVL 	 PDA         
AVL 	 DD06        
AVL 	 VD11        
AVL 	 VD12        
AVL 	 VD13        
AVL 	 VC06        
DVA 	 PVM         
DVA 	 SDQL        
DVA 	 SDQR        
