Official Symbol Interactor A	Official Symbol Interactor B
AKR7A3	AKR7A3
DRG1	RWDD1
OPTN	CCDC53
APIP	LNX1
HOXA1	KRTAP4-12
ZNF232	ZNF446
UBE2D4	DTX2
GSE1	RCOR3
RABAC1	DUSP12
VPS33B	VIPAS39
UBE2D4	RNF126
TRAF2	USP2
KRT15	NOC4L
PTS	PTS
SF3B4	SF3B2
MDFI	SPG7
GABARAPL2	UBA5
TRIM37	PRC1
NUP62	CCDC53
ZNF263	TRIM41
KRT15	WAC
PUF60	PUF60
GFAP	SH3YL1
MDFI	ZNF136
AP2B1	NECAP2
MCRS1	CCDC85B
NECAB2	LNX1
RUNX1T1	C19orf57
APPBP2	RRS1
PRPS1	SPG21
BET1	USHBP1
TEX11	HYI
PITPNC1	AGTRAP
MAGEA11	TMEM123
MAGEA11	BEX2
EMD	BEND7
NME5	DYDC2
STK16	RPIA
DNMT3L	RSL24D1
TRAF2	EXOC3-AS1
CSNK1E	DVL2
CCDC85B	C19orf25
MAGEA11	TCF25
EEF1B2	EEF1G
EEF1G	ILF2
DAZAP2	UBAC1
ZAK	ZNF567
MDFI	PGLS
STX4	VAMP3
SNAP23	SCGN
ZNF408	CEP70
PDLIM7	WWP2
SAT1	LNX1
RPE	RPE
ARR3	ZNF496
CUTC	CUTC
NADSYN1	MYO15B
PAICS	PAICS
BNIP3	TMEM11
DPEP1	KIAA1279
MDFI	GLIDR
NCK2	NCKIPSD
TLK1	ASF1A
TRIP13	LOXL4
STK16	KCTD17
CTBP2	TGIF1
UBE2I	CHMP4B
NCALD	DTX2
PSMC5	TNNT1
MCM7	MBIP
MAPRE2	MAPRE2
RAI2	SGTB
PSME3	PSME3
E2F6	TFDP1
RBPMS	TEX37
NRBP1	TSC22D4
DVL2	TP53
CTH	CTH
NAGK	NAGK
RPL23	BCCIP
CUTC	SPG21
STK25	PDCD10
TRIM2	SIRPA
STAC3	STAC3
USHBP1	USHBP1
MAGEA11	ACMSD
GOLGA2	TRIM29
HOOK2	CCDC33
RBM7	KHDRBS3
MDFI	NPDC1
MAGEA11	C18orf54
ZNF471	ZNF471
SEC13	SEC16B
ZCCHC10	STAC3
LDB1	SSBP2
DAZAP2	RHOXF2
SUFU	ZNF764
DVL2	BAG3
UBQLN1	RIC8A
MAGEA4	TRIM69
AMOTL2	KRT20
SCAND1	ZKSCAN7
RUVBL2	DPCD
DYNLT3	DYNLT3
TCL1A	CALCOCO2
NMI	HDDC3
PSMD2	UBLCP1
ZNF263	SCAND1
HOOK2	AKTIP
CLK2	CLK3
MDFI	ZNF417
SDCBP2	PRR13
NXT1	NXF3
MDFI	TRPV6
ABI2	IFT20
TRIM29	CEP70
HGS	DAZAP2
GALE	GALE
SORD	SORD
HNRNPK	KHDRBS3
HNRNPK	KHDRBS2
MDFI	PVRL2
ZNF24	ZSCAN32
MDFI	FAM27E3
NUDT21	CPSF6
EWSR1	MRPS18B
UBE2I	ZBED1
NECAB2	KANSL1
SMARCD1	CALCOCO2
COPS4	C19orf57
TPRKB	TP53RK
AP1M1	RUNDC3A
SERPINI2	UBQLN1
MCRS1	CCDC53
BNIP3	BNIP3L
IFIT3	CCDC67
EWSR1	CUEDC2
XAGE2	EHMT2
UBQLN1	EFEMP2
IFIT3	IFIT3
SGTA	C1QTNF1
USHBP1	C1orf216
TAF9	DRAP1
RGS2	NINL
CALCOCO2	CALCOCO2
TRIM23	ZNF581
RAD54B	TCEANC
RABGEF1	KXD1
MBIP	PLEKHF2
DR1	POLE3
STX5	NAPA
NEK6	NECAB2
AHSP	ZC3H12A
RSG1	FUZ
TRIM37	ZNF417
FAM160A2	REEP6
CALCOCO2	C20orf195
TSG101	CEP55
RXRB	SPOP
MDFI	ZNF440
HCLS1	SH2D4A
MAGEA11	RADIL
SIGLEC5	TRIP13
RABAC1	SNX15
NONO	NONO
RUNX1T1	NECAB2
UGP2	UGP2
ZNF165	FAM124A
METTL1	WDR4
SULT2B1	ALS2CR12
SRI	CALCOCO2
HSD17B14	HSD17B14
NT5C2	NT5C2
ACTG1	DSTN
PIN1	RBPMS
KHDRBS3	KHDRBS2
MCM6	ING5
MAGEA4	TEKT4
WBP11	C5orf22
SMCP	KRTAP4-12
ZBTB32	RHOXF2
MTUS2	C1orf216
GLRX3	CIAPIN1
CPSF4	FIP1L1
PRPS1	PRPS1
CTBP2	NRIP1
NMI	HHLA3
NCK2	SF3B4
DRG2	RWDD1
MTMR8	MTMR9
TRIP13	PBLD
PPP3CA	C16orf74
DDX19A	MIF4GD
TRIM37	MCM10
CIRBP	RBMX
TRAF2	ANKRD36BP1
CBLB	NCK2
RABAC1	RABAC1
VSNL1	FAM131C
FHL5	DNAL4
PPIE	XAB2
ALX1	IPO13
CCND2	CDKN1B
COL4A3BP	ITGB3BP
DPPA4	DPPA2
STAT1	EIF1AD
DVL2	OTULIN
POM121	TEX11
BIRC2	TRAF2
GPRIN2	DYNLL2
PDCD6	PDCD6
RBPMS	RBFOX2
MDFI	ZNF581
PIN1	RBBP8
SGTA	SPPL2A
APPBP2	TBL3
UBE2D3	TRIM39
PLSCR1	TFG
RBPMS	SMUG1
ASS1	ASS1
UBQLN1	MIEF2
RAP2B	RUNDC3A
HGS	STAM2
HSPA13	UBQLN1
UBQLN1	KLHL42
TRIM37	MCRS1
EWSR1	CPSF7
NUP62	THAP1
NAA10	EHMT2
BAG3	HSPB8
MBIP	CSRP2BP
MAGEA11	SH2D4A
AMOTL2	AMOTL2
GMPPB	GMPPA
BAG3	DAZAP2
NMI	EMILIN1
BNIP3L	TMEM11
NINL	MCM10
SSSCA1	CCT5
DDIT3	SPOP
TEAD3	WWTR1
ILF3	PLSCR1
ERCC1	UBL7
PSMC6	PSMD9
NOC4L	USHBP1
CDKN1B	TRAF2
CPSF6	WWP2
ETF1	KEAP1
CEP70	KANSL1
ING5	NAV2
SEPHS1	SEPHS1
MAGEA11	CCDC14
RBPMS	NEU4
TRIP13	SEMA4G
ZNF581	KRTAP4-12
SLU7	PPIL3
HPCAL1	HMG20A
RBPMS	HEYL
MAGEA11	TCEA2
GABPB1	TDRD7
CHAC1	RHOXF2
SGTA	SYT4
HNRNPK	RBMX
SP100	SUMO1
TRIP13	PLSCR3
CEP70	ENKD1
MAD1L1	TRIM29
EFEMP1	SGTA
TRIP13	CPSF3L
YIPF2	YIPF6
FANCG	USHBP1
KCTD17	KCTD17
ZCCHC10	THAP1
YIPF3	YIPF4
PTBP1	PTBP1
MDFI	CBFA2T2
GLUL	GLUL
MDFI	ZNF101
FTH1	FTL
HOMER1	C1orf116
UBXN11	C6orf165
KRT15	AMOTL2
RABAC1	WDYHV1
RAD54B	RAD54B
GPS2	MAP3K7CL
DAZAP2	CALCOCO2
EWSR1	MAPK1IP1L
NMI	SNAPC5
HMG20A	HMG20A
NINL	RCOR3
NONO	PIN1
AQP1	TRIP6
EIF3E	RUNDC3A
ZNF24	SCAND1
HNRNPK	QKI
EFEMP2	RHOXF2
KRT15	KIAA1217
EWSR1	PLSCR1
POM121	RBPMS
KCNIP3	CD177
ZSCAN9	ZNF446
CSTF2	UBQLN1
HGS	UBQLN1
UBE2D3	RNF126
HOXB9	SAT1
XIAP	XIAP
PHC2	MCRS1
RUNDC3A	TFPT
USHBP1	EXOC8
APIP	APIP
MINA	MINA
CTDSP1	CDCA3
TCEA2	TRAF2
DRAP1	TAF9B
DTNB	HMG20A
DCTPP1	DCTPP1
ZKSCAN7	TCEANC
HNRNPC	UBE2I
KRT15	PSMA1
CSNK1D	DVL3
GAGE2E	GMCL1P1
HNRNPK	SORBS3
ITGB3BP	ARFIP2
MYD88	SPOP
TRIP6	EXOC3-AS1
KRT15	ABI2
PCM1	CEP72
U2AF2	THAP1
AIMP2	C19orf57
TPM3	TFPT
ABI3	CEP44
OTX1	RBPMS
PUF60	SAP30BP
PDE9A	PDE9A
IL11	MAGEA11
DAZAP2	RBPMS
RTN3	RTN3
FAM115A	SF3B4
RBM41	RALYL
NDC80	CALCOCO1
GRN	HOXA1
DPY30	DPY30
RAD23A	TRAF2
BTRC	TRIM9
DBNL	SH2D4A
S100A14	S100A16
RHOXF2	RHOXF2
KRTAP4-12	CATSPER1
IGLC1	SGTA
SNAP23	NAPA
OPTN	TBC1D17
CALCOCO2	GABARAPL1
USHBP1	CCDC120
STX11	STX11
MDFI	VPS72
PHC2	SFMBT1
UBE2I	ZNF451
SRSF1	U2AF2
HNRNPK	UBE2I
PLSCR1	GLRX3
THAP1	STRBP
PLK4	PLK4
KCTD4	KCTD4
TRIP6	VCL
UBA7	ISG15
PLSCR1	DAZAP2
OGT	NUP62CL
PSMF1	RHOXF2
HPRT1	PRTFDC1
NASP	HIST1H3H
ENOX2	ENOX1
USP5	TADA3
FTL	FTL
DVL2	ZNF165
FAM208B	FAM208B
PHYKPL	PHYKPL
ACY1	ACY1
NUDT21	NUDT21
PHC1	PHC2
SNX7	TEX11
01-Sep	01-Sep
CALCOCO2	KANSL1
RAB2A	FAM71C
SUFU	PEX26
STX4	NAPA
CIAO1	FAM96A
KRT20	C9orf16
MAPK9	WDR62
DVL2	DVL2
SPRY2	KRTAP4-12
CEP44	SPERT
NCK2	CPSF7
NOL4	SNAPC5
TUBA3C	NMI
DVL3	PRPF3
APEH	IST1
EXOC7	PRPF19
PSMC1	PSMD2
FXR2	FXR2
PRKCZ	PARD6A
TRAF2	TIFA
NXT2	NXF3
NME1	NME3
PSMC2	PSMD5
SAT1	SAT1
RFC4	RFC5
BNIP3	BNIP3
DCTD	DCTD
SUV39H1	CBX5
PRKAR1A	AKAP10
IKZF5	IKZF5
SF1	U2AF2
PRPS1	PRPSAP1
RALB	RALBP1
PEX19	PEX3
TADA2A	TADA3
ALDH1A1	ALDH1A1
PSME1	PSME2
PSMC4	PSMD10
GYS1	GYG2
CCND3	CDKN1B
RAB1A	RABAC1
S100A2	S100A2
MAX	MXI1
SIAH1	KHDRBS3
RBBP8	RBL1
BCL2L1	BIK
CDK4	CDKN2B
AP2B1	AP1M2
E2F6	TFDP2
GRAP2	STAMBP
STAM2	STAMBP
STX11	SNAP23
EIF4E	EIF4EBP1
GEMIN7	GEMIN6
ACTN4	PDLIM1
GOLGA2	RAB2A
RING1	RYBP
EPS8	BAIAP2
GNMT	GNMT
HSPA8	HSPBP1
HNRNPK	NCK2
STAM	HGS
EPS8	EPS8
TRIM29	TRIM29
MCM2	MCM6
XIAP	CASP9
CBS	CBS
JUNB	FOSL1
BHMT	BHMT
S100A1	S100B
TRAF2	TRAF2
LSM3	LSM2
DDIT3	BATF
UBE2I	PIAS2
ARL2	PDE6D
U2AF1	U2AF2
RHOA	ARHGAP1
BAK1	BCL2L1
SNRPA	SNRPA
LSM3	LSM10
SMAD4	UBE2I
TCEB1	TCEB2
NME1	NME1
RRAGA	RRAGC
JUP	CTNNBIP1
NXF1	NXT1
FBP1	FBP1
CCND3	CDKN1A
TSG101	VPS28
BLMH	BLMH
IMPA1	IMPA1
CCND3	CDK4
MCM6	MCM6
TSG101	HGS
FANCA	FANCG
POT1	ACD
S100A1	S100A4
LCP2	GRAP2
SRI	SRI
MCM6	MCM10
MAD2L1	MAD1L1
SMN1	SMN1
GSTA4	GSTA4
CEBPG	DDIT3
AP2B1	AP2M1
CDKN1A	PCNA
RBM8A	MAGOHB
MCM7	MCM7
TXNRD2	PSMC3
GOLGA1	ARL1
GOLGA4	ARL1
EP300	JMY
CCDC33	ZBTB8A
RALYL	CEP170P1
CCDC120	CEP170P1
ZBTB48	ZBTB8A
AIMP2	CEP170P1
CENPO	CEP170P1
HOMER3	FRYL
CEP170P1	CEP170P1
ZNF276	ZBTB8A
ZBTB8A	ZBTB8A
AP1M1	ZBTB8A
ARF3	GGA1
ARF3	GGA3
TRAK2	KCNJ2
ATF4	POLR2C
ATP7A	GLRX
ATP7B	GLRX
XRCC4	NHEJ1
XRCC4	XRCC4
NHEJ1	XRCC4
XRCC4	LIG4
TNFRSF1A	SUMO1
APTX	XRCC1
XRCC1	APTX
APTX	PARP1
NF2	SGSM3
POLB	TAF1D
POLB	XRCC1
TSG101	VPS37C
U2AF1	RP9
MPRIP	PPP1R12C
NF2	MED28
MBD3	MBD3L1
MBD3	MBD3
MBD3	MBD2
MBD3L1	MBD2
ACVR2A	SYNJ2BP
LCP2	PIK3R1
HDAC5	YWHAQ
FANCC	FANCE
BRCA1	BARD1
BRCA1	MAP3K3
BRCA1	KPNA2
C11orf30	BRCA2
GSK3B	AXIN1
AXIN1	GSK3B
NCOA4	AR
RAD9A	AR
NCOA6	AR
CTNNB1	AXIN1
AXIN1	CTNNB1
LAMTOR5	NCOA6
NCOA6	ESR2
NCOA6	RARA
NCOA6	CREBBP
NCOA6	ESR1
NCOA6	RARA
NCOA6	THRA
NCOA6	CREBBP
CTNNB1	AR
BRCA1	FHL2
JUNB	BRCA1
JUND	BRCA1
BRCA2	FANCG
BRCA1	CDK16
BRCA1	RBBP8
BLM	MLH1
NCOA4	AR
NCOA6	NR1H2
BRCA1	RBBP8
BMPR2	TGFBR1
FKBP1A	TGFBR1
BMPR2	ACVR1
ACVR1	BMPR2
DAXX	AR
BRCA2	SHFM1
BRCA2	RAD51
AR	AR
NCOA6	RB1
RBM39	ESR2
RBM39	ESR1
BARD1	EWSR1
NCOA4	AR
C11orf30	CBX1
UXT	AR
CAV1	AR
BLM	TP53
BRCA2	BCCIP
NCOA6	RXRA
APC	MAPRE2
CREBBP	AR
E2F1	NCOA6
AR	CTNNB1
AR	CTNNB1
CREBBP	CREB1
AR	NCOA1
AR	NCOR1
AR	NCOR1
AR	NCOR1
AR	SMAD3
AR	NCOR2
AR	NCOR2
AR	NCOR2
AR	NCOA2
BCR	CRKL
AR	FOXO1
USH1C	USHBP1
RAD51D	BLM
BARD1	BRCA1
RNF14	AR
C11orf30	ZMYND11
AR	AR
NCOR1	AR
BRCA1	RAD50
NCOA6	RXRA
AR	AR
CDC20	MAD2L1
BRCA2	BUB1B
BRCA2	RAD51
BRCA2	RAD51
RAD51D	XRCC2
RBBP7	BRCA1
BRCA1	NELFB
BRCA2	FANCD2
PML	DAXX
RAD51	BLM
DCC	AR
BCR	CRKL
DYNLL1	TP53BP1
BCL3	N4BP2
AXIN1	APC
APC	AXIN1
BRCA1	RBBP8
AR	TGFB1I1
FANCA	AKT1
KAT7	AR
NR2C1	AR
FANCD2	ATM
FANCA	SMARCA4
HRAS	BRAF
BRCA2	BRCA1
FANCD2	BRCA1
LMO4	BRCA1
ETS2	ZMYND11
BLM	CHAF1A
ARHGEF7	CBL
FANCC	CDK1
GADD45G	CDKN1A
PCNA	GADD45G
HRAS	RAF1
ABL1	CRKL
ABL1	CRKL
BARD1	CSTF1
TGIF1	CTBP1
LMO4	RBBP8
FANCG	CYP2E1
APC	DLG3
BCR	ERCC3
FANCA	FANCA
FANCG	FANCA
FANCA	FANCC
FANCE	FANCC
FANCD2	FANCE
FANCD2	FANCE
FANCG	FANCF
FANCA	FANCG
FANCA	FANCG
FANCA	FANCG
FANCF	FANCG
FANCG	FANCG
FANCC	ZBTB32
BRCA1	FHL2
FANCC	HSP90B1
FANCC	GSTP1
FANCC	HSPA1A
FANCC	HSPA8
FANCA	CHUK
RBM39	JUN
APC	KIFAP3
AR	MAGEA11
RASSF1	MAP1B
RANBP9	NR3C1
BRCA1	NUFIP1
RBBP8	RBL2
TFAP2A	TP53
GADD45A	PCNA
RAD51C	RAD51B
HRAS	RGL4
RAF1	HRAS
RBBP8	SIAH1
AR	SRC
FANCC	STAT1
PTK2B	TGFB1I1
CDKN1A	BCCIP
E2F1	TOPBP1
NCOA6	THRB
RNF11	UBC
RASSF1	MAP1S
RAD51D	XRCC2
RAD51C	XRCC3
PNN	PPIG
CDC20	SPATC1
APAF1	APIP
NEIL1	LIG3
TSG101	LRSAM1
SUMO4	NFKBIA
SMYD3	HELZ
POT1	ACD
TINF2	ACD
TSG101	VPS37A
TSG101	VPS37B
VPS37B	TSG101
TSG101	VPS28
NCOA3	ANKRD11
SCP2	CAV1
ACD	POT1
NSD1	ZNF496
KHDRBS3	SIAH1
CCNA1	GPS2
CCNA1	GNB2L1
CCNA1	INCA1
CCNA1	PROCA1
SH3KBP1	ARHGAP27
VGLL4	TEAD1
CLTCL1	SNX5
ITGA7	FHL2
ITGA7	FHL3
MAFB	MAFB
BBS4	DCTN1
MYD88	TLR4
MYD88	TLR9
PPP1CA	PHACTR1
BLOC1S6	BLOC1S1
BLOC1S1	BLOC1S6
BLOC1S6	BLOC1S6
BLOC1S6	DTNBP1
BLOC1S5	BLOC1S2
BLOC1S5	DTNBP1
SNAPIN	BLOC1S2
SNAPIN	DTNBP1
BLOC1S1	BLOC1S2
BLOC1S2	SNAPIN
BLOC1S3	BLOC1S2
TAF15	SAFB
TRPV1	SNAPIN
CASK	TSPYL2
AKAP9	TRIP10
TSSK2	TSKS
HRAS	RIN1
HRAS	RALGDS
HRAS	RASIP1
HRAS	RGL2
ZW10	RINT1
ID1	MYOD1
DLG1	GPR124
ULK1	SYNGAP1
SDCBP	ULK1
SDCBP	RAB5A
ZYX	NEBL
ZYX	LASP1
BTRC	SMAD4
NCOR2	RUNX1T1
RXRA	RNF8
BCL2	NR4A1
RXRA	NR4A1
ZFP36	NUP214
RNF11	STAMBP
DNMT3A	PIAS1
DNMT3A	PIAS2
HSPH1	CFL1
MAPK1	FHL2
KLF7	FBXO38
FOXP2	CTBP1
SIM2	ARNT
SIM2	ARNT2
CLOCK	ARNTL
CLOCK	ARNTL2
STARD13	TUBA1A
STARD13	TAX1BP1
FEN1	HNRNPA1
MAPK7	YWHAE
ELANE	NOTCH2NL
DNAJC1	SERPINA3
GRM3	PPM1A
ARF6	EXOC5
RNF128	OTUB1
RRAGA	NOL8
NIP7	NOL8
ZHX3	ZHX2
GNB2L1	EIF6
SREBF1	TWIST2
BRCA2	C11orf30
GLE1	NUP155
NUP155	GLE1
AKAP8	CCND3
MAGI1	FCHSD2
BPY2	MAP1S
ZNF423	PARP1
ARIH1	UBE2L3
ARIH1	EIF4E2
ZFYVE16	TOM1
AR	ZMIZ1
UBE2I	PIAS1
UBE2I	PIAS2
UBE2I	HIPK2
SUMO1	PIAS1
SUMO1	PIAS2
SUMO1	HIPK2
SUMO1	TDP2
SMARCA2	SS18
TACC1	LSM7
TACC1	TDRD7
TACC1	CKAP5
FNBP1	SNX2
HSPB8	HSPB8
HSPB8	HSPB7
HSPB8	HSPB2
E2F1	NDN
NGFR	NDNL2
TTN	ANKRD23
TTN	ANKRD1
ANKRD1	MYPN
MYPN	ANKRD1
ANKRD23	TTN
ANKRD1	TTN
DST	DCTN1
PNN	SRRM2
PNN	SRSF4
PNN	PNISR
SNCG	BUB1B
APOBEC1	BAG4
PARK2	05-Sep
VHL	PSMC3
HCK	RAPGEF1
PDZK1	PDZK1IP1
PDZK1	FARP2
PDZK1	SLK
PDZK1	SLC9A3R1
LRP2	LDLRAP1
EXOC8	RALB
RALBP1	RALA
RALBP1	RALB
EXOC2	EXOC8
EXOC2	RALB
TRPV4	MAP7
TOPORS	SUMO1
TCF12	ASCL4
LHCGR	GIPC1
MIB2	ACTA1
AKT2	SH3RF1
DYRK1B	RANBP9
DRD3	CLIC6
ARL1	GOLGA1
ARL1	ARFIP2
ARL1	GOLGA4
SPINK7	MT2A
SPINK7	MT1H
SPINK7	MT1G
SPINK7	EPB42
SPINK7	MRPS12
SPINK7	RABL6
NIF3L1	NIF3L1
BRCA1	BARD1
EGR1	CEBPB
CCNT1	CDK9
CCNT1	MDFIC
MDFIC	CCNT1
NR2C1	HDAC3
ESR1	PHB2
PHB2	PTMA
AR	GSN
POU4F1	RIT2
OGG1	XRCC1
PARK2	SYT11
PPFIA4	ERC2
PPFIA1	GIT1
PPFIA4	GIT1
PPFIA2	GIT1
PPFIA2	ERC2
PPFIA3	GIT1
PPFIA3	ERC2
IL16	PPP1R12B
IL16	PPP1R12C
NR5A1	ZNF653
IPCEF1	CYTH1
IPCEF1	CYTH3
IPCEF1	CYTH4
CYTH2	IPCEF1
AHR	CCNT1
DAPK3	PAWR
EPM2A	NFU1
STAR	CCHCR1
BNIPL	BNIPL
PNN	ZCCHC17
CHD1	NCOR1
NEUROD1	MAP3K10
YWHAH	RIMS1
KCNA5	ACTN2
TRPC5	STMN3
GRIN2B	ARHGAP32
VAMP7	AP3D1
VAMP7	SNAP29
ARHGAP5	RND1
ARHGAP5	RND2
NUFIP2	FMR1
NUFIP1	FMR1
CYFIP2	FMR1
CDK5	LMTK2
CDK9	CCNT1
CCNT1	CDK9
STX4	STXBP3
STX4	STXBP5
STX2	SNAP23
STX3	SNAP23
STX3	VAMP2
STX3	VAMP3
STX4	VAMP3
STX4	SNAP23
MYLIP	CNPY2
OSTM1	RGS19
UBL5	CLK4
GAB2	ARHGAP32
PIAS4	SMAD6
DISC1	ATF5
DISC1	CEP63
DISC1	ITSN1
DISC1	TRAF3IP1
DISC1	NDEL1
DISC1	RANBP9
KIF4A	HMG20B
HMG20B	KIF4A
STK11	STRADA
SRI	GCA
TPR	NUP153
TSG101	HGS
NDEL1	YWHAE
NDEL1	PAFAH1B1
NGFR	FSCN1
YY1	SAP30
FYN	ARHGAP32
RAB1A	GOLGA2
RAB1A	MICAL1
DNTTIP2	DNTT
PARK2	AIMP2
RHOA	CIT
RHOA	ROCK1
RHOA	PKN1
RHOA	DIAPH1
RHOA	KTN1
GRB10	GIGYF1
TP73	GNB2L1
EMD	LMNA
EMD	YTHDC1
EMD	PSME1
GNA15	TTC1
E2F1	CREBBP
E2F3	TFE3
ETS1	TDP2
DLG3	EXOC4
LRP2	DLG4
PKP3	DSG1
PKP3	DSG2
PKP3	DSG3
PKP3	DSC3
CTNND1	CDH1
UBL5	CLK4
HIPK1	TP53
TP53	HIPK1
FADD	MBD4
S100A7	COPS5
CHAF1B	CBX5
MCM2	MCM6
TP63	GNB2L1
TP63	HNRNPAB
CD47	BNIP3
CALB1	RANBP9
AR	AR
VHL	ZNF197
BNIPL	GFER
BNIPL	MIF
TRAPPC2	CLIC1
FERMT2	FBLIM1
FBLIM1	FLNA
ITPR1	EPB41L1
PGR	KLF9
ENAH	ZYX
SIN3A	HCFC1
MBD2	DHX9
TAF7L	TAF1
H2AFZ	INCENP
S100A10	TRPV5
SNAPIN	RGS7
TP53RK	TPRKB
ZHX1	ZMYND11
ZHX1	ATXN1
ZHX1	ZHX1
ZHX3	ZHX1
ZHX3	ZHX3
SORBS3	DLG5
SPINK7	MT2A
SPINK7	MT1H
SPINK7	MT1G
SPINK7	EPB42
SPINK7	MRPS12
SPINK7	RABL6
MVD	HSPA9
DAB1	SIAH1
RBM7	SF3B2
RBM7	SRSF3
PRKAR1B	PRKAR1B
PRKAR1A	PRKAR1A
PRKAR1B	PRKAR1A
SGK1	KPNA2
PPFIA4	GIT1
GIT1	PPFIA4
GIT1	PPFIA1
PHB	ANXA2
ARHGEF7	SHANK3
HSF1	RALBP1
ARAF	NELFCD
ARAF	PRPF6
ARAF	TIMM44
ARAF	RRAS
RAF1	YWHAB
RAF1	HRAS
PKP4	CDH1
SH3YL1	SH3D19
ORC1	ORC2
ORC1	ORC4
ORC1	ORC5
ORC2	ORC1
ORC2	ORC3
ORC2	ORC4
ORC2	ORC5
ORC3	ORC2
ORC3	ORC5
ORC3	ORC6
ORC4	ORC1
ORC4	ORC2
ORC4	ORC5
ORC4	ORC6
ORC5	ORC1
ORC5	ORC2
ORC5	ORC3
ORC5	ORC4
ORC6	ORC4
MCM2	MCM3
MCM2	MCM4
MCM2	MCM5
MCM2	MCM6
MCM2	MCM7
MCM3	MCM7
MCM4	MCM2
MCM4	MCM6
MCM5	MCM3
MCM5	MCM7
MCM6	MCM2
MCM6	MCM4
MCM6	MCM6
MCM6	MCM7
MCM7	MCM2
MCM7	MCM3
MCM7	MCM6
MCM2	ORC2
MCM2	ORC5
MCM4	ORC6
MCM5	ORC2
ORC2	MCM5
ORC3	MCM7
ORC4	MCM3
ORC5	MCM3
ORC6	MCM4
CDC6	ORC1
CDC7	ORC6
DBF4	ORC2
DBF4	ORC6
ORC1	CDC6
ORC2	CDC6
CDC6	MCM7
CDC7	MCM4
CDC7	MCM7
DBF4	MCM4
DBF4	MCM7
CDC45	MCM7
MCM2	CDC7
MCM7	CDC6
MCM7	CDC45
RPA2	MCM3
MCM2	RPA1
EFCAB6	PARK7
STEAP3	BNIP3L
STEAP3	PKMYT1
AKAP4	AKAP3
AKAP4	PRKAR1A
DAXX	NR3C1
MSH4	VBP1
VBP1	MSH4
MSH5	MSH4
MSH4	MSH5
NCOR2	RELA
CCNT1	CDK9
HTT	PRPF40A
HTT	PRPF40B
HTT	FICD
HTT	UBE2K
HTT	HYPK
HTT	OPTN
HTT	HYPM
ORC1	KAT7
KAT5	HDAC7
BCL3	PIR
BCL3	KAT5
BCL3	COPS5
KAT5	AR
AR	HDAC1
PLA2G4A	KAT5
EDNRA	KAT5
EDNRA	HDAC7
HDAC3	NR2C1
NCOR1	TAB2
MORF4L1	MRFAP1
DAXX	SUMO1
PML	SUMO1
CIR1	SNW1
SNW1	CIR1
RBPJ	SND1
PAK1	CDK11A
UNC13B	STX1B
GRID2	GRID2IP
EIF3F	CDK11A
MTA1	MNAT1
DNMT1	HDAC2
DNMT1	DMAP1
DMAP1	TSG101
RBPJ	SND1
PML	NCOR1
HDAC1	PML
TOP2A	HDAC1
TOP2B	HDAC1
NUMA1	YEATS4
YEATS4	NUMA1
TACC1	CKAP5
MYC	MAX
SMARCB1	MYC
MYC	SMARCB1
PPARD	NCOR2
PPARD	NCOR1
BCL6	NCOR2
BCL6	BCOR
BCL6	NCOR1
CBX5	SMARCA4
PML	DAXX
SIN3A	HBP1
SMAD2	TGIF1
SIN3A	ZBTB16
SIN3B	ZBTB16
UBE2I	TP53
UBE2I	SUMO1
CHD3	TP53
CHD3	SUMO1
HIPK3	TP53
TDG	SUMO1
HDAC3	NCOR1
HDAC1	HUS1
SIN3A	PHF12
PHF12	SIN3A
AR	NSD1
YY1	EP300
EP300	RORA
NCOR2	HDAC5
DTX1	EP300
ZRANB2	U2AF1
ZRANB2	SNRNP70
RB1	EID1
TARBP2	RBM14
EP300	CITED4
THRB	NCOA6
TADA3	TADA2A
TADA2A	TADA3
BRCA1	CSNK2B
CSNK2A1	CSNK2B
CSNK2A2	CSNK2B
CSNK2A1	PLEKHO1
HIRA	HIST1H2BK
BCL3	JUN
BCL3	FOS
BCL3	EP300
BCL3	NCOA1
ESR1	CDC25B
CTNNB1	SMARCA4
CREBBP	HOXB7
FLII	LRRFIP1
ESR1	MGMT
RELA	CREBBP
CREBBP	ATF2
FOXO1	CREBBP
CREBBP	RBBP4
CREBBP	SERTAD1
NCOA1	TRIP4
HIF1A	CREBBP
CREBBP	STAT2
CREBBP	NCOA1
CREBBP	KMT2A
CREBBP	KHDRBS1
KHDRBS1	CREBBP
CBX4	RING1
RING1	BMI1
RING1	RING1
PHC1	PHC2
RING1	CBX8
MAPK14	RPS6KA4
RBPJ	KAT2B
RBPJ	NCOR2
SNW1	NOTCH1
KAT2B	NCOA1
PRDM2	ESR1
UBE2E2	RNF14
UBE2E2	RNF8
UBE2E1	RNF14
UBE2E1	RNF8
UBE2E3	RNF14
UBE2E3	RNF8
RING1	RYBP
ARHGEF11	PLXNB2
PPIE	KMT2A
IFNAR1	PRMT1
PRMT1	ILF3
BTG2	PRMT1
BTG2	PRMT1
KAT2A	XRCC6
CREBBP	XRCC6
KAT2A	TADA2A
EZH2	ATRX
ATRX	EZH2
EED	EZH2
PHF1	EZH2
EED	EZH2
CREBBP	RELA
EP300	RELA
PPARA	NCOA1
PPARA	EP300
CEBPB	EP300
GSK3B	AKAP11
DRD2	PPP1R9B
MYC	MLH1
MYC	MAX
MLH1	PMS2
