Official Symbol Interactor A	Official Symbol Interactor B
msl-1	msl-3
msl-1	mof
grim	th
p53	RpS27A
UbcD6	p53
UbcD6	p53
p53	UbcD6
sinah	ebi
ebi	sinah
sina	ebi
ebi	sina
sinah	ebi
sina	ebi
Vps28	TSG101
ttk	MEP-1
MEP-1	ttk
MEP-1	Mi-2
MEP-1	MTA1-like
MEP-1	simj
MEP-1	Caf1
MEP-1	Doc1
MEP-1	MBD-like
Mi-2	ttk
Mi-2	MEP-1
Mi-2	Mi-2
Mi-2	MTA1-like
Mi-2	simj
Mi-2	Caf1
Mi-2	MBD-like
Doc1	MEP-1
Mi-2	Rpd3
MEP-1	ttk
MEP-1	MEP-1
MEP-1	Mi-2
MEP-1	Rpd3
MEP-1	Doc1
MEP-1	Mi-2
MEP-1	MEP-1
MEP-1	MTA1-like
MEP-1	simj
MEP-1	Rpd3
MEP-1	ttk
MEP-1	Caf1
MEP-1	MBD-like
Mi-2	Mi-2
Mi-2	MEP-1
Mi-2	MTA1-like
Mi-2	simj
Mi-2	Rpd3
Mi-2	ttk
Mi-2	Caf1
Mi-2	MBD-like
Mi-2	CG18292
PCNA	dap
mi	CycE
Cul1	Nedd8
Den1	Nedd8
KLHL18	Cul3
KLHL18	CG10324
KLHL18	CG5808
KLHL18	l(2)37Cb
KLHL18	l(2)37Cb
KLHL18	Cul3
KLHL18	CG5808
KLHL18	CG10324
ebi	sina
Roc1a	Cul1
Roc1a	Cul1
Roc1a	Cul2
Roc1b	Cul3
Roc2	Cul5
dpn	dgrn
dgrn	dpn
Trl	Hira
mtrm	cort
CycA	fzy
cort	mtrm
lwr	Med
lwr	Med
SAK	slmb
SAK	SAK
SAK	RpS27A
SAK	slmb
SAK	SAK
nopo	DNApol-eta
nopo	DNApol-eta
DNApol-eta	nopo
Ubpy	Hrs
Hrs	Ubpy
Apc2	arm
Ubqn	Rpn10
th	EndoG
th	EndoG
not	Gcn5
Sgf11	Atxn7
Sgf11	not
Atxn7	Ada2b
Atxn7	Gcn5
Atxn7	Ada2b
Atxn7	Gcn5
Atxn7	Saf6
Atxn7	Sgf11
Atxn7	Ada2b
th	Ice
th	Ice
th	grim
th	W
FK506-bp1	FK506-bp1
FK506-bp1	FK506-bp1
sqa	Atg1
Atg1	sqa
Atg1	sqa
RagA-B	gig
RagC-D	gig
RagA-B	gig
RagC-D	gig
gw	Not1
gw	Rga
gw	CG11486
Mer	wts
Mer	wts
sav	hpo
Caf1	MTA1-like
Caf1	MBD-like
nsl1	mof
nsl1	wds
nsl1	Rcd5
nsl1	MBD-R2
dgt1	Rcd5
dgt1	wds
Rcd5	dgt1
mof	nsl1
MBD-R2	nsl1
Rcd5	nsl1
wds	nsl1
wds	dgt1
nsl1	MBD-R2
gw	Not1
gw	Rga
gw	CG11486
gw	pAbp
gw	AGO1
sgg	CG11523
flw	Pp1-87B
flw	RpS8
Dcr-2	r2d2
AP-1gamma	Afti
Afti	AP-1gamma
AP-1gamma	Afti
AP-1gamma	Afti
Dcr-2	r2d2
ci	Usp7
ci	Usp7
Usp7	ci
Usp7	ci
Usp7	bur
bur	Usp7
Su(var)205	Stat92E
Stat92E	Su(var)205
Su(var)205	Stat92E
