miRNA	Target Gene  # filtered 'homo sapiens' from http://mirtarbase.mbc.nctu.edu.tw/cache/download/6.1/miRTarBase_WE_MP.xls
hsa-miR-335-5p	GAGE1
hsa-miR-335-5p	NAB1
hsa-miR-335-5p	KLHL35
hsa-miR-335-5p	THSD4
hsa-miR-335-5p	ANKRD20A11P
hsa-miR-335-5p	FAM83B
hsa-miR-335-5p	ARHGEF1
hsa-miR-335-5p	SLC25A1
hsa-miR-335-5p	CCNA1
hsa-miR-335-5p	CCR2
hsa-miR-335-5p	MYO7A
hsa-miR-335-5p	KRTAP10-12
hsa-miR-335-5p	TMEM181
hsa-miR-335-5p	CEACAM5
hsa-miR-335-5p	G6PD
hsa-miR-335-5p	PPP2R5A
hsa-miR-335-5p	INSIG1
hsa-miR-335-5p	VPS9D1
hsa-miR-335-5p	VILL
hsa-miR-335-5p	CERCAM
hsa-miR-335-5p	GCH1
hsa-miR-335-5p	TPPP3
hsa-miR-335-5p	LILRA3
hsa-miR-335-5p	BMP1
hsa-miR-335-5p	TMEM140
hsa-miR-335-5p	NUTM2A
hsa-miR-335-5p	RHOT1
hsa-miR-335-5p	FGFRL1
hsa-miR-335-5p	ADAMTS12
hsa-miR-335-5p	TNFRSF10D
hsa-miR-335-5p	PLA2G10
hsa-miR-335-5p	LEMD3
hsa-miR-335-5p	AMT
hsa-miR-335-5p	PDE4D
hsa-miR-335-5p	GLTSCR1L
hsa-miR-335-5p	RASD1
hsa-miR-335-5p	C1orf168
hsa-miR-335-5p	SLC39A2
hsa-miR-335-5p	PPP4R1L
hsa-miR-335-5p	RICTOR
hsa-miR-335-5p	FAM211A
hsa-miR-335-5p	EGR3
hsa-miR-335-5p	LSAMP
hsa-miR-335-5p	COL21A1
hsa-miR-335-5p	TMEM239
hsa-miR-335-5p	HLA-DMA
hsa-miR-335-5p	SNCB
hsa-miR-335-5p	EDEM1
hsa-miR-335-5p	SH3PXD2B
hsa-miR-335-5p	PGLYRP1
hsa-miR-335-5p	CLIP3
hsa-miR-335-5p	HSPG2
hsa-miR-335-5p	KLHL11
hsa-miR-335-5p	ACSS2
hsa-miR-335-5p	DACT1
hsa-miR-335-5p	VPS13B
hsa-miR-335-5p	CST1
hsa-miR-335-5p	CXCL3
hsa-miR-335-5p	ZNF467
hsa-miR-335-5p	PAGE2B
hsa-miR-335-5p	PDZD4
hsa-miR-335-5p	CCDC30
hsa-miR-335-5p	SREBF2
hsa-miR-335-5p	AGFG2
hsa-miR-335-5p	RGPD3
hsa-miR-335-5p	DOK6
hsa-miR-335-5p	ACBD3
hsa-miR-335-5p	RGL2
hsa-miR-335-5p	ADH6
hsa-miR-335-5p	ZKSCAN8
hsa-miR-335-5p	VLDLR
hsa-miR-335-5p	C6orf141
hsa-miR-335-5p	GXYLT1
hsa-miR-335-5p	NDP
hsa-miR-335-5p	SLC16A4
hsa-miR-335-5p	CD9
hsa-miR-335-5p	RNF19B
hsa-miR-335-5p	AGRP
hsa-miR-335-5p	COL3A1
hsa-miR-335-5p	KALRN
hsa-miR-335-5p	FAM65C
hsa-miR-335-5p	WBP2
hsa-miR-335-5p	PAQR6
hsa-miR-335-5p	LINC00319
hsa-miR-335-5p	PUS10
hsa-miR-335-5p	CTXN1
hsa-miR-335-5p	INO80B
hsa-miR-335-5p	KIAA1217
hsa-miR-335-5p	SHC3
hsa-miR-335-5p	PPP1R1A
hsa-miR-335-5p	IFT81
hsa-miR-335-5p	RDH5
hsa-miR-335-5p	HIP1R
hsa-miR-335-5p	WFDC3
hsa-miR-335-5p	FBLN2
hsa-miR-335-5p	NLRP7
hsa-miR-335-5p	CXCL2
hsa-miR-335-5p	PML
hsa-miR-335-5p	TRAV12-2
hsa-miR-335-5p	NEURL3
hsa-miR-335-5p	ITGB5
hsa-miR-335-5p	CEND1
hsa-miR-335-5p	TFF2
hsa-miR-335-5p	HTN3
hsa-miR-335-5p	GPR153
hsa-miR-335-5p	SREBF1
hsa-miR-335-5p	CALML6
hsa-miR-335-5p	GZMK
hsa-miR-335-5p	ARMC12
hsa-miR-335-5p	CASKIN2
hsa-miR-335-5p	OR1J2
hsa-miR-335-5p	MUC6
hsa-miR-335-5p	BCHE
hsa-miR-335-5p	GIP
hsa-miR-335-5p	C17orf98
hsa-miR-335-5p	SLC26A7
hsa-miR-335-5p	HS6ST3
hsa-miR-335-5p	TNNT2
hsa-miR-335-5p	APOC1
hsa-miR-335-5p	MYO6
hsa-miR-335-5p	HAVCR1
hsa-miR-335-5p	TFPI
hsa-miR-335-5p	FADS1
hsa-miR-335-5p	GGT5
hsa-miR-335-5p	ANG
hsa-miR-335-5p	GPR17
hsa-miR-335-5p	C2orf81
hsa-miR-335-5p	DST
hsa-miR-335-5p	TVP23C
hsa-miR-335-5p	RGS13
hsa-miR-335-5p	UNC5CL
hsa-miR-335-5p	FNDC7
hsa-miR-335-5p	NUTM2D
hsa-miR-335-5p	NPY1R
hsa-miR-335-5p	ABHD2
hsa-miR-335-5p	VASN
hsa-miR-335-5p	EFNA5
hsa-miR-335-5p	IL36RN
hsa-miR-335-5p	XAF1
hsa-miR-335-5p	SDR16C5
hsa-miR-335-5p	OLIG3
hsa-miR-335-5p	ATL1
hsa-miR-335-5p	ACVR1
hsa-miR-335-5p	KIAA1109
hsa-miR-335-5p	ZBTB20
hsa-miR-335-5p	ADORA2A-AS1
hsa-miR-335-5p	NCOA3
hsa-miR-335-5p	PLEKHG4
hsa-miR-335-5p	SPIC
hsa-miR-335-5p	PAK3
hsa-miR-335-5p	KIF13B
hsa-miR-335-5p	FPGT
hsa-miR-335-5p	ZDHHC19
hsa-miR-335-5p	LONRF1
hsa-miR-335-5p	ZCWPW2
hsa-miR-335-5p	PKD2L1
hsa-miR-335-5p	RGPD1
hsa-miR-335-5p	DOCK11
hsa-miR-335-5p	EGFR
hsa-miR-335-5p	ENTHD1
hsa-miR-335-5p	NEUROD2
hsa-miR-335-5p	SMTNL2
hsa-miR-335-5p	SLC2A11
hsa-miR-335-5p	ACE
hsa-miR-335-5p	OR3A1
hsa-miR-335-5p	PCSK4
hsa-miR-335-5p	GRM3
hsa-miR-335-5p	CLCA4
hsa-miR-335-5p	INSC
hsa-miR-335-5p	TMEM41B
hsa-miR-335-5p	AGO4
hsa-miR-335-5p	PPM1E
hsa-miR-335-5p	KLF7
hsa-miR-335-5p	FOXQ1
hsa-miR-335-5p	ZNF829
hsa-miR-335-5p	KLHDC7B
hsa-miR-335-5p	APCDD1L
hsa-miR-335-5p	BEX2
hsa-miR-335-5p	CALHM3
hsa-miR-335-5p	SQSTM1
hsa-miR-335-5p	LINC00684
hsa-miR-335-5p	AGR2
hsa-miR-335-5p	ZNF800
hsa-miR-335-5p	GLS
hsa-miR-335-5p	EFNA2
hsa-miR-335-5p	LOX
hsa-miR-335-5p	RPH3AL
hsa-miR-335-5p	CDHR2
hsa-miR-335-5p	CYP7A1
hsa-miR-335-5p	TBX22
hsa-miR-335-5p	MFNG
hsa-miR-335-5p	TLR4
hsa-miR-335-5p	PCDHGA2
hsa-miR-335-5p	CST6
hsa-miR-335-5p	NDRG1
hsa-miR-335-5p	ARSF
hsa-miR-335-5p	FIZ1
hsa-miR-335-5p	SEC61A1
hsa-miR-335-5p	SNAI1
hsa-miR-335-5p	SPTBN2
hsa-miR-335-5p	NKAIN1
hsa-miR-335-5p	NPHS2
hsa-miR-335-5p	LOH12CR1
hsa-miR-335-5p	SMIM14
hsa-miR-335-5p	EVC
hsa-miR-335-5p	FDFT1
hsa-miR-335-5p	ART3
hsa-miR-335-5p	H6PD
hsa-miR-335-5p	ZMAT1
hsa-miR-335-5p	BNC1
hsa-miR-335-5p	ASCL2
hsa-miR-335-5p	SNAP91
hsa-miR-335-5p	RN7SK
hsa-miR-335-5p	ZEB1
hsa-miR-335-5p	C17orf78
hsa-miR-335-5p	COL6A6
hsa-miR-335-5p	TMC8
hsa-miR-335-5p	GOT1L1
hsa-miR-335-5p	CFI
hsa-miR-335-5p	ITGA1
hsa-miR-335-5p	PSAP
hsa-miR-335-5p	FZD8
hsa-miR-335-5p	TSTD1
hsa-miR-335-5p	RASGEF1C
hsa-miR-335-5p	MMEL1
hsa-miR-335-5p	COL9A3
hsa-miR-335-5p	TRAV39
hsa-miR-335-5p	ABCC8
hsa-miR-335-5p	RBM43
hsa-miR-335-5p	PIK3C2B
hsa-miR-335-5p	WWTR1
hsa-miR-335-5p	PDP1
hsa-miR-335-5p	MEOX2
hsa-miR-335-5p	MIR192
hsa-miR-335-5p	FOXD2
hsa-miR-335-5p	KRTAP3-2
hsa-miR-335-5p	ANKIB1
hsa-miR-335-5p	SQLE
hsa-miR-335-5p	BAAT
hsa-miR-335-5p	MAP1LC3B
hsa-miR-335-5p	HIPK3
hsa-miR-335-5p	ZNF135
hsa-miR-335-5p	P2RY2
hsa-miR-335-5p	MLN
hsa-miR-335-5p	NR4A2
hsa-miR-335-5p	FGF4
hsa-miR-335-5p	STX19
hsa-miR-335-5p	HCRTR1
hsa-miR-335-5p	ZNF442
hsa-miR-335-5p	ACPL2
hsa-miR-335-5p	C20orf96
hsa-miR-335-5p	KIFC2
hsa-miR-335-5p	KLHL5
hsa-miR-335-5p	TRPV4
hsa-miR-335-5p	IL21R
hsa-miR-335-5p	CA5A
hsa-miR-335-5p	IBTK
hsa-miR-335-5p	NT5DC3
hsa-miR-335-5p	HRCT1
hsa-miR-335-5p	PLEKHA8P1
hsa-miR-335-5p	KLK7
hsa-miR-335-5p	POM121L1P
hsa-miR-335-5p	POFUT2
hsa-miR-335-5p	CHST9
hsa-miR-335-5p	P4HA3
hsa-miR-335-5p	OLFM4
hsa-miR-335-5p	AXIN1
hsa-miR-335-5p	AQP5
hsa-miR-335-5p	SYTL1
hsa-miR-335-5p	ATP6AP1L
hsa-miR-335-5p	RASIP1
hsa-miR-335-5p	DMRT3
hsa-miR-335-5p	PRDM11
hsa-miR-335-5p	LAPTM5
hsa-miR-335-5p	RHOBTB1
hsa-miR-335-5p	BHLHE41
hsa-miR-335-5p	CYTIP
hsa-miR-335-5p	TIAM1
hsa-miR-335-5p	TNKS2
hsa-miR-335-5p	LIM2
hsa-miR-335-5p	GRIA1
hsa-miR-335-5p	B3GNT3
hsa-miR-335-5p	WNT3
hsa-miR-335-5p	CHRM3
hsa-miR-335-5p	SRGAP2C
hsa-miR-335-5p	PROX2
hsa-miR-335-5p	RXFP3
hsa-miR-335-5p	LRP5
hsa-miR-335-5p	SPTB
hsa-miR-335-5p	DAP
hsa-miR-335-5p	ARID4A
hsa-miR-335-5p	KCNH1
hsa-miR-335-5p	CTSD
hsa-miR-335-5p	ZNRD1-AS1
hsa-miR-335-5p	CDH19
hsa-miR-335-5p	LINC00238
hsa-miR-335-5p	PLEKHH2
hsa-miR-335-5p	FBLN5
hsa-miR-335-5p	OPN1LW
hsa-miR-335-5p	DEFB4A
hsa-miR-335-5p	SIRT5
hsa-miR-335-5p	GJB4
hsa-miR-335-5p	MAFF
hsa-miR-335-5p	PTPN7
hsa-miR-335-5p	ANKZF1
hsa-miR-335-5p	IGIP
hsa-miR-335-5p	PLXNA1
hsa-miR-335-5p	SCN4A
hsa-miR-335-5p	AKR1E2
hsa-miR-335-5p	FGFBP3
hsa-miR-335-5p	ZNF292
hsa-miR-335-5p	USF2
hsa-miR-335-5p	AFF4
hsa-miR-335-5p	SLC37A2
hsa-miR-335-5p	CCSER2
hsa-miR-335-5p	MRGPRX3
hsa-miR-335-5p	VWA7
hsa-miR-335-5p	KIAA0319L
hsa-miR-335-5p	AREG
hsa-miR-335-5p	ZBTB7C
hsa-miR-335-5p	MROH9
hsa-miR-335-5p	FGF10
hsa-miR-335-5p	IFT122
hsa-miR-335-5p	INPP5F
hsa-miR-335-5p	DNMT3B
hsa-miR-335-5p	GSE1
hsa-miR-335-5p	CYP26A1
hsa-miR-335-5p	NFIL3
hsa-miR-335-5p	EMR3
hsa-miR-335-5p	EXD2
hsa-miR-335-5p	C16orf46
hsa-miR-335-5p	B4GALT6
hsa-miR-335-5p	CCDC42
hsa-miR-335-5p	IL7
hsa-miR-335-5p	RCSD1
hsa-miR-335-5p	GAL3ST4
hsa-miR-335-5p	DACH1
hsa-miR-335-5p	SLC6A10P
hsa-miR-335-5p	CA12
hsa-miR-335-5p	HSPA5
hsa-miR-335-5p	EMR1
hsa-miR-335-5p	CDH11
hsa-miR-335-5p	HLA-DRB5
hsa-miR-335-5p	DCAF5
hsa-miR-335-5p	SMAD3
hsa-miR-335-5p	FRK
hsa-miR-335-5p	H1FX-AS1
hsa-miR-335-5p	C20orf173
hsa-miR-335-5p	BPTF
hsa-miR-335-5p	BACH2
hsa-miR-335-5p	GNA14
hsa-miR-335-5p	GATA5
hsa-miR-335-5p	NHLRC3
hsa-miR-335-5p	ITGB4
hsa-miR-335-5p	ATP8A1
hsa-miR-335-5p	PDE6G
hsa-miR-335-5p	RTBDN
hsa-miR-335-5p	ANKRD53
hsa-miR-335-5p	TBC1D27
hsa-miR-335-5p	RPS6KA2
hsa-miR-335-5p	SIRT7
hsa-miR-335-5p	RTN2
hsa-miR-335-5p	OCLN
hsa-miR-335-5p	CDRT15L2
hsa-miR-335-5p	CHL1
hsa-miR-335-5p	SLC2A10
hsa-miR-335-5p	ADSSL1
hsa-miR-335-5p	FOXO4
hsa-miR-335-5p	PIFO
hsa-miR-335-5p	VTN
hsa-miR-335-5p	SCARA5
hsa-miR-335-5p	TRDC
hsa-miR-335-5p	ARID3B
hsa-miR-335-5p	RGPD2
hsa-miR-335-5p	LSMEM2
hsa-miR-335-5p	NT5C1A
hsa-miR-335-5p	SLC1A1
hsa-miR-335-5p	SEC14L3
hsa-miR-335-5p	TF
hsa-miR-335-5p	PTPRM
hsa-miR-335-5p	ANKRD29
hsa-miR-335-5p	C12orf60
hsa-miR-335-5p	CXorf48
hsa-miR-335-5p	ZDHHC11
hsa-miR-335-5p	KIAA0430
hsa-miR-335-5p	VAMP5
hsa-miR-335-5p	MACF1
hsa-miR-335-5p	SNX9
hsa-miR-335-5p	LSS
hsa-miR-335-5p	KDM5D
hsa-miR-335-5p	ALDH8A1
hsa-miR-335-5p	ANO1
hsa-miR-335-5p	ATP7A
hsa-miR-335-5p	CCDC120
hsa-miR-335-5p	SLC17A5
hsa-miR-335-5p	SRGAP1
hsa-miR-335-5p	EBF1
hsa-miR-335-5p	FBLIM1
hsa-miR-335-5p	TRIM29
hsa-miR-335-5p	OLFML2A
hsa-miR-335-5p	MGA
hsa-miR-335-5p	HBP1
hsa-miR-335-5p	ITIH1
hsa-miR-335-5p	SERPINB9
hsa-miR-335-5p	LCOR
hsa-miR-335-5p	HSD11B1
hsa-miR-335-5p	PDZD2
hsa-miR-335-5p	FAM46C
hsa-miR-335-5p	MARK4
hsa-miR-335-5p	GRM5
hsa-miR-335-5p	DUSP6
hsa-miR-335-5p	ZDHHC20
hsa-miR-335-5p	PLEKHA4
hsa-miR-335-5p	PIWIL4
hsa-miR-335-5p	NAB2
hsa-miR-335-5p	ANXA1
hsa-miR-335-5p	DKK2
hsa-miR-335-5p	LSMEM1
hsa-miR-335-5p	UHRF2
hsa-miR-335-5p	GCNT4
hsa-miR-335-5p	CD177
hsa-miR-335-5p	DOCK6
hsa-miR-335-5p	MOCOS
hsa-miR-335-5p	EEA1
hsa-miR-335-5p	TRIM69
hsa-miR-335-5p	MCHR2
hsa-miR-335-5p	ZNF341
hsa-miR-335-5p	PXN
hsa-miR-335-5p	RAB6A
hsa-miR-335-5p	GJB1
hsa-miR-335-5p	FKBP14
hsa-miR-335-5p	PNPLA6
hsa-miR-335-5p	KIAA0825
hsa-miR-335-5p	SCN3B
hsa-miR-335-5p	CXorf27
hsa-miR-335-5p	EFCAB13
hsa-miR-335-5p	NUP210
hsa-miR-335-5p	SNORD114-10
hsa-miR-335-5p	GTSF1L
hsa-miR-335-5p	CHI3L2
hsa-miR-335-5p	ITGB6
hsa-miR-335-5p	HERPUD1
hsa-miR-335-5p	FAM198B
hsa-miR-335-5p	SPRED1
hsa-miR-335-5p	MPND
hsa-miR-335-5p	TTLL13
hsa-miR-335-5p	INSM2
hsa-miR-335-5p	CDX2
hsa-miR-335-5p	NKTR
hsa-miR-335-5p	GAB3
hsa-miR-335-5p	RP1
hsa-miR-335-5p	KLF9
hsa-miR-335-5p	SGCD
hsa-miR-335-5p	LMBRD2
hsa-miR-335-5p	PTPN14
hsa-miR-335-5p	GIPC2
hsa-miR-335-5p	ESX1
hsa-miR-335-5p	SLITRK1
hsa-miR-335-5p	POLM
hsa-miR-335-5p	MXRA8
hsa-miR-335-5p	NPC1
hsa-miR-335-5p	KHDC3L
hsa-miR-335-5p	CBX4
hsa-miR-335-5p	BIN1
hsa-miR-335-5p	KLHL17
hsa-miR-335-5p	GOLGA8B
hsa-miR-335-5p	YPEL2
hsa-miR-335-5p	CASQ1
hsa-miR-335-5p	KCNK9
hsa-miR-335-5p	UTS2
hsa-miR-335-5p	FCHSD1
hsa-miR-335-5p	CHRNB4
hsa-miR-335-5p	BTBD17
hsa-miR-335-5p	SLC5A1
hsa-miR-335-5p	WBP2NL
hsa-miR-335-5p	SPDEF
hsa-miR-335-5p	MYO18A
hsa-miR-335-5p	SCN9A
hsa-miR-335-5p	NINL
hsa-miR-335-5p	MESDC1
hsa-miR-335-5p	GDF15
hsa-miR-335-5p	PLEKHH3
hsa-miR-335-5p	HTR1A
hsa-miR-335-5p	LTBP2
hsa-miR-335-5p	TBC1D17
hsa-miR-335-5p	MDFI
hsa-miR-335-5p	FICD
hsa-miR-335-5p	CCND2
hsa-miR-335-5p	MROH8
hsa-miR-335-5p	RALGAPA2
hsa-miR-335-5p	KAT6B
hsa-miR-335-5p	GALNTL5
hsa-miR-335-5p	CCDC141
hsa-miR-335-5p	MAP2K5
hsa-miR-335-5p	TMEM135
hsa-miR-335-5p	SAMD8
hsa-miR-335-5p	ZNF148
hsa-miR-335-5p	MROH1
hsa-miR-335-5p	MOB3A
hsa-miR-335-5p	PVRL2
hsa-miR-335-5p	OR2W1
hsa-miR-335-5p	TEX101
hsa-miR-335-5p	TRPM8
hsa-miR-335-5p	C11orf65
hsa-miR-335-5p	REST
hsa-miR-335-5p	MTUS1
hsa-miR-335-5p	SLA2
hsa-miR-335-5p	GCK
hsa-miR-335-5p	SLC22A18
hsa-miR-335-5p	IFITM1
hsa-miR-335-5p	C15orf56
hsa-miR-335-5p	TMCC2
hsa-miR-335-5p	CGNL1
hsa-miR-335-5p	PLCD3
hsa-miR-335-5p	CTSW
hsa-miR-335-5p	CYP39A1
hsa-miR-335-5p	SEL1L
hsa-miR-335-5p	ADH7
hsa-miR-335-5p	SLCO1B1
hsa-miR-335-5p	CGA
hsa-miR-335-5p	CPEB4
hsa-miR-335-5p	SLC7A13
hsa-miR-335-5p	CALB2
hsa-miR-335-5p	ASIC4
hsa-miR-335-5p	TMEM53
hsa-miR-335-5p	ASPN
hsa-miR-335-5p	MPDZ
hsa-miR-335-5p	EXTL3
hsa-miR-335-5p	DCAKD
hsa-miR-335-5p	ZC3H12A
hsa-miR-335-5p	ZBTB7B
hsa-miR-335-5p	CADPS2
hsa-miR-335-5p	GAGE12E
hsa-miR-335-5p	SOAT2
hsa-miR-335-5p	TPO
hsa-miR-335-5p	LRRC8A
hsa-miR-335-5p	IGLC2
hsa-miR-335-5p	TNS4
hsa-miR-335-5p	C10orf10
hsa-miR-335-5p	LGALS9B
hsa-miR-335-5p	SLC5A10
hsa-miR-335-5p	NOBOX
hsa-miR-335-5p	C19orf73
hsa-miR-335-5p	SLC5A4
hsa-miR-335-5p	WDFY4
hsa-miR-335-5p	TBCK
hsa-miR-335-5p	SERPIND1
hsa-miR-335-5p	HSH2D
hsa-miR-335-5p	CYP7B1
hsa-miR-335-5p	COL4A5
hsa-miR-335-5p	RASA4B
hsa-miR-335-5p	TBC1D8B
hsa-miR-335-5p	SEPT1
hsa-miR-335-5p	MS4A8
hsa-miR-335-5p	CD37
hsa-miR-335-5p	GPR87
hsa-miR-335-5p	CNTD2
hsa-miR-335-5p	C1orf172
hsa-miR-335-5p	FGL2
hsa-miR-335-5p	ZNF597
hsa-miR-335-5p	STX1A
hsa-miR-335-5p	KDM4B
hsa-miR-335-5p	HMHA1
hsa-miR-335-5p	PLEKHF1
hsa-miR-335-5p	PEG3
hsa-miR-335-5p	MIR124-2
hsa-miR-335-5p	PPFIA2
hsa-miR-335-5p	CPNE4
hsa-miR-335-5p	TBX5
hsa-miR-335-5p	REEP3
hsa-miR-335-5p	BAI3
hsa-miR-335-5p	AVP
hsa-miR-335-5p	CA5B
hsa-miR-335-5p	CNDP1
hsa-miR-335-5p	PARP11
hsa-miR-335-5p	B4GALT5
hsa-miR-335-5p	TENM4
hsa-miR-335-5p	RBP1
hsa-miR-335-5p	CYP51A1
hsa-miR-335-5p	ZNF747
hsa-miR-335-5p	PLEKHA7
hsa-miR-335-5p	CCDC147
hsa-miR-335-5p	GJA8
hsa-miR-335-5p	PITPNC1
hsa-miR-335-5p	ZNF83
hsa-miR-335-5p	VAT1L
hsa-miR-335-5p	ZPLD1
hsa-miR-335-5p	LPCAT1
hsa-miR-335-5p	SIGLEC16
hsa-miR-335-5p	MYLPF
hsa-miR-335-5p	WFIKKN1
hsa-miR-335-5p	HPDL
hsa-miR-335-5p	ASB2
hsa-miR-335-5p	LPIN3
hsa-miR-335-5p	C12orf40
hsa-miR-335-5p	CST2
hsa-miR-335-5p	TLR1
hsa-miR-335-5p	GPR112
hsa-miR-335-5p	INHBB
hsa-miR-335-5p	KRCC1
hsa-miR-335-5p	AATK
hsa-miR-335-5p	NKX3-2
hsa-miR-335-5p	LAMA5
hsa-miR-335-5p	HOXB1
hsa-miR-335-5p	SCGB3A1
hsa-miR-335-5p	AQP10
hsa-miR-335-5p	TMOD2
hsa-miR-335-5p	NLGN4Y
hsa-miR-335-5p	MAP1LC3A
hsa-miR-335-5p	ZDHHC14
hsa-miR-335-5p	PCED1A
hsa-miR-335-5p	PROS1
hsa-miR-335-5p	FTCD
hsa-miR-335-5p	CFB
hsa-miR-335-5p	EMILIN3
hsa-miR-335-5p	NR2F6
hsa-miR-335-5p	CCDC112
hsa-miR-335-5p	PCDHGA1
hsa-miR-335-5p	GAGE2C
hsa-miR-335-5p	VTCN1
hsa-miR-335-5p	SLC33A1
hsa-miR-335-5p	NLRP14
hsa-miR-335-5p	KLRC3
hsa-miR-335-5p	VPS8
hsa-miR-335-5p	SERPING1
hsa-miR-335-5p	CCDC180
hsa-miR-335-5p	TOR1AIP2
hsa-miR-335-5p	SYNE3
hsa-miR-335-5p	NUP62CL
hsa-miR-335-5p	CEP85L
hsa-miR-335-5p	MAT1A
hsa-miR-335-5p	GNGT2
hsa-miR-335-5p	DAB2
hsa-miR-335-5p	GRASP
hsa-miR-335-5p	TRPC5OS
hsa-miR-335-5p	SBF2
hsa-miR-335-5p	SOX18
hsa-miR-335-5p	DENND6B
hsa-miR-335-5p	KLC4
hsa-miR-335-5p	SLC6A4
hsa-miR-335-5p	BTN3A3
hsa-miR-335-5p	F13B
hsa-miR-335-5p	ABCB9
hsa-miR-335-5p	RORB
hsa-miR-335-5p	GPR108
hsa-miR-335-5p	KIAA1522
hsa-miR-335-5p	DHCR24
hsa-miR-335-5p	FGF17
hsa-miR-335-5p	FPR1
hsa-miR-335-5p	HMGA1
hsa-miR-335-5p	CXorf31
hsa-miR-335-5p	CLCN3
hsa-miR-335-5p	PRSS8
hsa-miR-335-5p	AMPD3
hsa-miR-335-5p	TRPC1
hsa-miR-335-5p	TRIM8
hsa-miR-335-5p	AMY1B
hsa-miR-335-5p	LPPR5
hsa-miR-335-5p	EDEM2
hsa-miR-335-5p	SYN1
hsa-miR-335-5p	WNT10B
hsa-miR-335-5p	HSD17B7
hsa-miR-335-5p	C1S
hsa-miR-335-5p	XIRP2
hsa-miR-335-5p	SLC25A31
hsa-miR-335-5p	HMGCR
hsa-miR-335-5p	CCR9
hsa-miR-335-5p	SH2B3
hsa-miR-335-5p	TMEM30B
hsa-miR-335-5p	SDC3
hsa-miR-335-5p	TMEM159
hsa-miR-335-5p	ENHO
hsa-miR-335-5p	CMTM3
hsa-miR-335-5p	JAKMIP1
hsa-miR-335-5p	LZTS3
hsa-miR-335-5p	TPD52L1
hsa-miR-335-5p	KCNH4
hsa-miR-335-5p	DCSTAMP
hsa-miR-335-5p	BZRAP1
hsa-miR-335-5p	ZBTB10
hsa-miR-335-5p	CST9L
hsa-miR-335-5p	ZNF76
hsa-miR-335-5p	PLCD1
hsa-miR-335-5p	UNC93B1
hsa-miR-335-5p	ISG20
hsa-miR-335-5p	SPRR2G
hsa-miR-335-5p	ADCY7
hsa-miR-335-5p	PDK4
hsa-miR-335-5p	DNAJC3
hsa-miR-335-5p	ZNF474
hsa-miR-335-5p	UGGT1
hsa-miR-335-5p	IAPP
hsa-miR-335-5p	LTN1
hsa-miR-335-5p	CPE
hsa-miR-335-5p	CXorf57
hsa-miR-335-5p	NLRP2
hsa-miR-335-5p	CRTAM
hsa-miR-335-5p	GPX2
hsa-miR-335-5p	PDLIM4
hsa-miR-335-5p	GPR34
hsa-miR-335-5p	OGDHL
hsa-miR-335-5p	GPRC5C
hsa-miR-335-5p	NR4A1
hsa-miR-335-5p	ACR
hsa-miR-335-5p	TSPAN5
hsa-miR-335-5p	PTK2B
hsa-miR-335-5p	SYT17
hsa-miR-335-5p	UVSSA
hsa-miR-335-5p	TPCN1
hsa-miR-335-5p	FAM227B
hsa-miR-335-5p	CD36
hsa-miR-335-5p	LPIN1
hsa-miR-335-5p	PARP15
hsa-miR-335-5p	WASF4P
hsa-miR-335-5p	RASA2
hsa-miR-335-5p	CD38
hsa-miR-335-5p	GPR162
hsa-miR-335-5p	DOPEY2
hsa-miR-335-5p	TSC22D3
hsa-miR-335-5p	HSD3B7
hsa-miR-335-5p	INPPL1
hsa-miR-335-5p	TM7SF2
hsa-miR-335-5p	B3GNT8
hsa-miR-335-5p	PRH2
hsa-miR-335-5p	MYBPH
hsa-miR-335-5p	FILIP1L
hsa-miR-335-5p	SPO11
hsa-miR-335-5p	LTK
hsa-miR-335-5p	MSMO1
hsa-miR-335-5p	CALML5
hsa-miR-335-5p	ZNF605
hsa-miR-335-5p	IGHV1-69
hsa-miR-335-5p	RCAN1
hsa-miR-335-5p	ARHGAP36
hsa-miR-335-5p	MOV10L1
hsa-miR-335-5p	ATE1
hsa-miR-335-5p	RAB3D
hsa-miR-335-5p	GNS
hsa-miR-335-5p	DEFB4B
hsa-miR-335-5p	SEL1L3
hsa-miR-335-5p	KIAA0195
hsa-miR-335-5p	CLIC4
hsa-miR-335-5p	RSPO2
hsa-miR-335-5p	SPNS2
hsa-miR-335-5p	PPP1R9A
hsa-miR-335-5p	ZFYVE1
hsa-miR-335-5p	IGF2BP2
hsa-miR-335-5p	IRF6
hsa-miR-335-5p	PREX2
hsa-miR-335-5p	RORC
hsa-miR-335-5p	CLEC14A
hsa-miR-335-5p	FAM187A
hsa-miR-335-5p	CD160
hsa-miR-335-5p	IL18BP
hsa-miR-335-5p	MAGEB1
hsa-miR-335-5p	TENC1
hsa-miR-335-5p	LPPR4
hsa-miR-335-5p	PCSK9
hsa-miR-335-5p	FIGF
hsa-miR-335-5p	DFNB31
hsa-miR-335-5p	DEFB104B
hsa-miR-335-5p	FGD6
hsa-miR-335-5p	OXGR1
hsa-miR-335-5p	SPDYA
hsa-miR-335-5p	FABP1
hsa-miR-335-5p	TACC2
hsa-miR-335-5p	HES2
hsa-miR-335-5p	HMGB3
hsa-miR-335-5p	TTC39B
hsa-miR-335-5p	C3orf30
hsa-miR-335-5p	ABHD12B
hsa-miR-335-5p	SC5D
hsa-miR-335-5p	CSN3
hsa-miR-335-5p	GNGT1
