miRNA	Target Gene  # filtered 'homo sapiens' from http://mirtarbase.mbc.nctu.edu.tw/cache/download/6.1/miRTarBase_WE_MP.xls
hsa-miR-26b-5p	CYP2D6
hsa-miR-26b-5p	TRIM22
hsa-miR-26b-5p	SMG6
hsa-miR-26b-5p	NAA50
hsa-miR-26b-5p	LIF
hsa-miR-26b-5p	SH3GL2
hsa-miR-26b-5p	CIB1
hsa-miR-26b-5p	PRPS2
hsa-miR-26b-5p	MAP1LC3C
hsa-miR-26b-5p	GABRA3
hsa-miR-26b-5p	DOCK10
hsa-miR-26b-5p	PCCA
hsa-miR-26b-5p	MAP3K12
hsa-miR-26b-5p	MLNR
hsa-miR-26b-5p	TSKU
hsa-miR-26b-5p	SP4
hsa-miR-26b-5p	PARP6
hsa-miR-26b-5p	KEAP1
hsa-miR-26b-5p	REPIN1
hsa-miR-26b-5p	MT1HL1
hsa-miR-26b-5p	TGFB1I1
hsa-miR-26b-5p	MRPS34
hsa-miR-26b-5p	PCBP3
hsa-miR-26b-5p	ZNF195
hsa-miR-26b-5p	HIST1H2BI
hsa-miR-26b-5p	MFSD9
hsa-miR-26b-5p	CARS2
hsa-miR-26b-5p	PNKP
hsa-miR-26b-5p	DPPA4
hsa-miR-26b-5p	MB
hsa-miR-26b-5p	TYMS
hsa-miR-26b-5p	RAMP2-AS1
hsa-miR-26b-5p	KDELC1
hsa-miR-26b-5p	IFI44
hsa-miR-26b-5p	SND1
hsa-miR-26b-5p	FBXL6
hsa-miR-26b-5p	FCGR1B
hsa-miR-26b-5p	ARNT2
hsa-miR-26b-5p	EVI2A
hsa-miR-26b-5p	CASP3
hsa-miR-26b-5p	BTG2
hsa-miR-26b-5p	PDLIM1
hsa-miR-26b-5p	ATAT1
hsa-miR-26b-5p	RGS3
hsa-miR-26b-5p	DGKZ
hsa-miR-26b-5p	TAF9
hsa-miR-26b-5p	FCN2
hsa-miR-26b-5p	FAM105A
hsa-miR-26b-5p	FAM3A
hsa-miR-26b-5p	ATP6AP2
hsa-miR-26b-5p	RBMS2
hsa-miR-26b-5p	CLINT1
hsa-miR-26b-5p	ENDOG
hsa-miR-26b-5p	CATSPERB
hsa-miR-26b-5p	LRFN3
hsa-miR-26b-5p	WFDC6
hsa-miR-26b-5p	SF3B3
hsa-miR-26b-5p	SHFM1
hsa-miR-26b-5p	SMC4
hsa-miR-26b-5p	WDHD1
hsa-miR-26b-5p	SPAG1
hsa-miR-26b-5p	JOSD1
hsa-miR-26b-5p	RNASEH1
hsa-miR-26b-5p	JUN
hsa-miR-26b-5p	HSPA12A
hsa-miR-26b-5p	CDH1
hsa-miR-26b-5p	USP6
hsa-miR-26b-5p	CD28
hsa-miR-26b-5p	MME
hsa-miR-26b-5p	TMX4
hsa-miR-26b-5p	RAB30
hsa-miR-26b-5p	GPC4
hsa-miR-26b-5p	NCAM2
hsa-miR-26b-5p	CHORDC1
hsa-miR-26b-5p	FBXO28
hsa-miR-26b-5p	SAFB
hsa-miR-26b-5p	DRD3
hsa-miR-26b-5p	TTI2
hsa-miR-26b-5p	CD248
hsa-miR-26b-5p	MEGF8
hsa-miR-26b-5p	G6PD
hsa-miR-26b-5p	ZNHIT1
hsa-miR-26b-5p	ARFIP2
hsa-miR-26b-5p	PCDHA11
hsa-miR-26b-5p	PAQR4
hsa-miR-26b-5p	GCH1
hsa-miR-26b-5p	C1D
hsa-miR-26b-5p	SIX1
hsa-miR-26b-5p	RNF187
hsa-miR-26b-5p	DHODH
hsa-miR-26b-5p	NDUFS8
hsa-miR-26b-5p	EMC7
hsa-miR-26b-5p	ADAMTS12
hsa-miR-26b-5p	RTCB
hsa-miR-26b-5p	THAP10
hsa-miR-26b-5p	KRT18
hsa-miR-26b-5p	KCTD9
hsa-miR-26b-5p	HSD17B11
hsa-miR-26b-5p	PRY2
hsa-miR-26b-5p	UBB
hsa-miR-26b-5p	SEC61A2
hsa-miR-26b-5p	MRPL18
hsa-miR-26b-5p	FAHD2B
hsa-miR-26b-5p	ACBD3
hsa-miR-26b-5p	S100A2
hsa-miR-26b-5p	TOP2B
hsa-miR-26b-5p	SSX7
hsa-miR-26b-5p	EGR3
hsa-miR-26b-5p	PANK3
hsa-miR-26b-5p	ZNF548
hsa-miR-26b-5p	SPECC1L
hsa-miR-26b-5p	MED9
hsa-miR-26b-5p	POTEJ
hsa-miR-26b-5p	SCAND2P
hsa-miR-26b-5p	CACNA1S
hsa-miR-26b-5p	IL22RA1
hsa-miR-26b-5p	CARD14
hsa-miR-26b-5p	CTSL2
hsa-miR-26b-5p	HGD
hsa-miR-26b-5p	SLC35F5
hsa-miR-26b-5p	WDR25
hsa-miR-26b-5p	IFIH1
hsa-miR-26b-5p	HDAC5
hsa-miR-26b-5p	AGMAT
hsa-miR-26b-5p	RAPGEF4
hsa-miR-26b-5p	TEX2
hsa-miR-26b-5p	ABCA6
hsa-miR-26b-5p	STUB1
hsa-miR-26b-5p	SRP9P1
hsa-miR-26b-5p	LCAT
hsa-miR-26b-5p	TCN1
hsa-miR-26b-5p	C1QTNF9B-AS1
hsa-miR-26b-5p	CXCL6
hsa-miR-26b-5p	GHSR
hsa-miR-26b-5p	ARL8B
hsa-miR-26b-5p	RRS1
hsa-miR-26b-5p	OXA1L
hsa-miR-26b-5p	C1orf216
hsa-miR-26b-5p	ZNF584
hsa-miR-26b-5p	ANXA5
hsa-miR-26b-5p	MARC2
hsa-miR-26b-5p	CSGALNACT2
hsa-miR-26b-5p	LSAMP
hsa-miR-26b-5p	ANKRD36BP1
hsa-miR-26b-5p	GREB1L
hsa-miR-26b-5p	SMARCE1
hsa-miR-26b-5p	GABRB3
hsa-miR-26b-5p	ZNF136
hsa-miR-26b-5p	ELF4
hsa-miR-26b-5p	KIF21B
hsa-miR-26b-5p	CTNS
hsa-miR-26b-5p	STARD5
hsa-miR-26b-5p	NKX2-2
hsa-miR-26b-5p	SMYD2
hsa-miR-26b-5p	TRANK1
hsa-miR-26b-5p	MARCH1
hsa-miR-26b-5p	PAK1
hsa-miR-26b-5p	KIAA0947
hsa-miR-26b-5p	MFHAS1
hsa-miR-26b-5p	HADH
hsa-miR-26b-5p	FDFT1
hsa-miR-26b-5p	ANAPC1
hsa-miR-26b-5p	PMP22
hsa-miR-26b-5p	BNC1
hsa-miR-26b-5p	SNAP91
hsa-miR-26b-5p	EED
hsa-miR-26b-5p	CAV2
hsa-miR-26b-5p	GALK1
hsa-miR-26b-5p	CFI
hsa-miR-26b-5p	HSD3B1
hsa-miR-26b-5p	APOO
hsa-miR-26b-5p	COQ9
hsa-miR-26b-5p	SLC16A4
hsa-miR-26b-5p	POU4F3
hsa-miR-26b-5p	TSFM
hsa-miR-26b-5p	ACAA2
hsa-miR-26b-5p	GRTP1
hsa-miR-26b-5p	RPGRIP1
hsa-miR-26b-5p	GATA2
hsa-miR-26b-5p	PAQR6
hsa-miR-26b-5p	NAA40
hsa-miR-26b-5p	RAB3A
hsa-miR-26b-5p	C1orf63
hsa-miR-26b-5p	SNRPD1
hsa-miR-26b-5p	OXSR1
hsa-miR-26b-5p	METRN
hsa-miR-26b-5p	FSTL1
hsa-miR-26b-5p	HAGH
hsa-miR-26b-5p	CNNM2
hsa-miR-26b-5p	SERPINI2
hsa-miR-26b-5p	WBP5
hsa-miR-26b-5p	ACTR5
hsa-miR-26b-5p	CLSTN2
hsa-miR-26b-5p	ANXA8
hsa-miR-26b-5p	IL1R2
hsa-miR-26b-5p	FASLG
hsa-miR-26b-5p	ASF1B
hsa-miR-26b-5p	TPM3
hsa-miR-26b-5p	CEND1
hsa-miR-26b-5p	STXBP3
hsa-miR-26b-5p	TRAM2
hsa-miR-26b-5p	ETV4
hsa-miR-26b-5p	IL7R
hsa-miR-26b-5p	PNOC
hsa-miR-26b-5p	RAD51D
hsa-miR-26b-5p	CSPG5
hsa-miR-26b-5p	DDX25
hsa-miR-26b-5p	ADRA2A
hsa-miR-26b-5p	IKZF1
hsa-miR-26b-5p	GPR17
hsa-miR-26b-5p	KIAA0101
hsa-miR-26b-5p	FKBP9
hsa-miR-26b-5p	BMP8B
hsa-miR-26b-5p	F3
hsa-miR-26b-5p	TRMT2A
hsa-miR-26b-5p	IL36RN
hsa-miR-26b-5p	TIPARP
hsa-miR-26b-5p	PODNL1
hsa-miR-26b-5p	SLC3A2
hsa-miR-26b-5p	IER5
hsa-miR-26b-5p	KRTAP5-7
hsa-miR-26b-5p	ZBTB20
hsa-miR-26b-5p	AAMDC
hsa-miR-26b-5p	MBIP
hsa-miR-26b-5p	GPR183
hsa-miR-26b-5p	BRDT
hsa-miR-26b-5p	RPS6KB2
hsa-miR-26b-5p	RPLP1
hsa-miR-26b-5p	EIF1AX
hsa-miR-26b-5p	BCHE
hsa-miR-26b-5p	CNTRL
hsa-miR-26b-5p	RRAS2
hsa-miR-26b-5p	CDK5R1
hsa-miR-26b-5p	MAT2B
hsa-miR-26b-5p	DDX60
hsa-miR-26b-5p	SMPDL3A
hsa-miR-26b-5p	PACRG
hsa-miR-26b-5p	ZNF85
hsa-miR-26b-5p	TBCCD1
hsa-miR-26b-5p	CHM
hsa-miR-26b-5p	C7orf10
hsa-miR-26b-5p	CH25H
hsa-miR-26b-5p	SUPT3H
hsa-miR-26b-5p	RFX7
hsa-miR-26b-5p	SEPT7
hsa-miR-26b-5p	ALG9
hsa-miR-26b-5p	RCN2
hsa-miR-26b-5p	PLOD2
hsa-miR-26b-5p	CCR6
hsa-miR-26b-5p	UBL3
hsa-miR-26b-5p	CASD1
hsa-miR-26b-5p	GALNT11
hsa-miR-26b-5p	FAM127B
hsa-miR-26b-5p	STOML2
hsa-miR-26b-5p	EBNA1BP2
hsa-miR-26b-5p	POM121L1P
hsa-miR-26b-5p	POFUT2
hsa-miR-26b-5p	GRHL2
hsa-miR-26b-5p	DHX30
hsa-miR-26b-5p	TPRKB
hsa-miR-26b-5p	RASIP1
hsa-miR-26b-5p	NDUFA5
hsa-miR-26b-5p	LMNB1
hsa-miR-26b-5p	DSC1
hsa-miR-26b-5p	C9orf16
hsa-miR-26b-5p	MEF2D
hsa-miR-26b-5p	CYTIP
hsa-miR-26b-5p	CNTFR
hsa-miR-26b-5p	TMPRSS11E
hsa-miR-26b-5p	RXFP3
hsa-miR-26b-5p	POTEG
hsa-miR-26b-5p	CTSD
hsa-miR-26b-5p	CNPY3
hsa-miR-26b-5p	TNFSF15
hsa-miR-26b-5p	DPM1
hsa-miR-26b-5p	KLHL21
hsa-miR-26b-5p	TNFAIP3
hsa-miR-26b-5p	FBLN5
hsa-miR-26b-5p	DEFB4A
hsa-miR-26b-5p	SETD5
hsa-miR-26b-5p	EPPIN
hsa-miR-26b-5p	LAMP3
hsa-miR-26b-5p	CEP85
hsa-miR-26b-5p	TEAD3
hsa-miR-26b-5p	CTDNEP1
hsa-miR-26b-5p	TRIOBP
hsa-miR-26b-5p	CYP11B2
hsa-miR-26b-5p	DCUN1D2
hsa-miR-26b-5p	DCTPP1
hsa-miR-26b-5p	ZNF480
hsa-miR-26b-5p	NR2E1
hsa-miR-26b-5p	MTHFS
hsa-miR-26b-5p	TMEM41B
hsa-miR-26b-5p	GADD45A
hsa-miR-26b-5p	GGH
hsa-miR-26b-5p	RAB23
hsa-miR-26b-5p	SERPINH1
hsa-miR-26b-5p	IFITM3
hsa-miR-26b-5p	GABARAP
hsa-miR-26b-5p	SLC25A28
hsa-miR-26b-5p	TSPAN12
hsa-miR-26b-5p	IRGC
hsa-miR-26b-5p	TLX1
hsa-miR-26b-5p	CHPF
hsa-miR-26b-5p	SFMBT1
hsa-miR-26b-5p	EFNA2
hsa-miR-26b-5p	TRIM6
hsa-miR-26b-5p	EMC3
hsa-miR-26b-5p	MTCH2
hsa-miR-26b-5p	ACTR8
hsa-miR-26b-5p	SNAI1
hsa-miR-26b-5p	FKRP
hsa-miR-26b-5p	EXT2
hsa-miR-26b-5p	ZKSCAN7
hsa-miR-26b-5p	STAG1
hsa-miR-26b-5p	CNIH4
hsa-miR-26b-5p	MRPS16
hsa-miR-26b-5p	CENPQ
hsa-miR-26b-5p	DTNB
hsa-miR-26b-5p	CCSER2
hsa-miR-26b-5p	WRB
hsa-miR-26b-5p	SLC17A6
hsa-miR-26b-5p	PER3
hsa-miR-26b-5p	CCDC144A
hsa-miR-26b-5p	DPY19L1
hsa-miR-26b-5p	NTNG1
hsa-miR-26b-5p	MTCP1
hsa-miR-26b-5p	JAM2
hsa-miR-26b-5p	PRR5L
hsa-miR-26b-5p	TRPC4
hsa-miR-26b-5p	DCBLD2
hsa-miR-26b-5p	GSPT2
hsa-miR-26b-5p	UNC13A
hsa-miR-26b-5p	NOX3
hsa-miR-26b-5p	TASP1
hsa-miR-26b-5p	GLI2
hsa-miR-26b-5p	PSMB7
hsa-miR-26b-5p	MAPKAP1
hsa-miR-26b-5p	HERPUD1
hsa-miR-26b-5p	ZNF551
hsa-miR-26b-5p	GDF11
hsa-miR-26b-5p	ABCG2
hsa-miR-26b-5p	TCEB3B
hsa-miR-26b-5p	FGGY
hsa-miR-26b-5p	OAZ2
hsa-miR-26b-5p	NRBP1
hsa-miR-26b-5p	KCTD14
hsa-miR-26b-5p	GKN1
hsa-miR-26b-5p	TULP2
hsa-miR-26b-5p	LRRC8D
hsa-miR-26b-5p	ZNF839
hsa-miR-26b-5p	TRPM1
hsa-miR-26b-5p	RELB
hsa-miR-26b-5p	NOP10
hsa-miR-26b-5p	CASQ1
hsa-miR-26b-5p	COLEC12
hsa-miR-26b-5p	SCO2
hsa-miR-26b-5p	FICD
hsa-miR-26b-5p	GREM2
hsa-miR-26b-5p	CYP27B1
hsa-miR-26b-5p	IBSP
hsa-miR-26b-5p	DERA
hsa-miR-26b-5p	SULT1B1
hsa-miR-26b-5p	PSME1
hsa-miR-26b-5p	PRYP3
hsa-miR-26b-5p	ZWINT
hsa-miR-26b-5p	GNB3
hsa-miR-26b-5p	PARK7
hsa-miR-26b-5p	PMF1
hsa-miR-26b-5p	ANKRD36B
hsa-miR-26b-5p	GAL3ST1
hsa-miR-26b-5p	B3GALT1
hsa-miR-26b-5p	FES
hsa-miR-26b-5p	NME5
hsa-miR-26b-5p	GPR39
hsa-miR-26b-5p	TRIM17
hsa-miR-26b-5p	CCNB1IP1
hsa-miR-26b-5p	TOR4A
hsa-miR-26b-5p	MAP4K3
hsa-miR-26b-5p	GMNN
hsa-miR-26b-5p	ECH1
hsa-miR-26b-5p	TSGA10
hsa-miR-26b-5p	UXT
hsa-miR-26b-5p	VTN
hsa-miR-26b-5p	ARID3B
hsa-miR-26b-5p	TNFRSF11A
hsa-miR-26b-5p	HIST2H4B
hsa-miR-26b-5p	KCNF1
hsa-miR-26b-5p	NDUFB1
hsa-miR-26b-5p	OSTF1
hsa-miR-26b-5p	DDB2
hsa-miR-26b-5p	KDM5D
hsa-miR-26b-5p	FOXD2
hsa-miR-26b-5p	PTPN1
hsa-miR-26b-5p	HSF1
hsa-miR-26b-5p	SLC17A5
hsa-miR-26b-5p	GPATCH2
hsa-miR-26b-5p	AFAP1
hsa-miR-26b-5p	TMED5
hsa-miR-26b-5p	URB2
hsa-miR-26b-5p	PAPPA
hsa-miR-26b-5p	EXOC6B
hsa-miR-26b-5p	NET1
hsa-miR-26b-5p	ITGA3
hsa-miR-26b-5p	TMEM62
hsa-miR-26b-5p	RNF111
hsa-miR-26b-5p	HPS4
hsa-miR-26b-5p	PCSK1
hsa-miR-26b-5p	FAM198B
hsa-miR-26b-5p	PLGRKT
hsa-miR-26b-5p	RPS6KC1
hsa-miR-26b-5p	NPTXR
hsa-miR-26b-5p	CCDC41
hsa-miR-26b-5p	TCF12
hsa-miR-26b-5p	TRPS1
hsa-miR-26b-5p	CCDC28A
hsa-miR-26b-5p	NABP1
hsa-miR-26b-5p	IL12A
hsa-miR-26b-5p	MYOG
hsa-miR-26b-5p	HEXB
hsa-miR-26b-5p	BTN3A3
hsa-miR-26b-5p	F13B
hsa-miR-26b-5p	RORB
hsa-miR-26b-5p	PIP5K1C
hsa-miR-26b-5p	TMPRSS6
hsa-miR-26b-5p	MORC4
hsa-miR-26b-5p	RECQL
hsa-miR-26b-5p	PPIC
hsa-miR-26b-5p	TINF2
hsa-miR-26b-5p	OR2W1
hsa-miR-26b-5p	NKX2-5
hsa-miR-26b-5p	INPP5J
hsa-miR-26b-5p	CAV1
hsa-miR-26b-5p	DUSP14
hsa-miR-26b-5p	GABRG3
hsa-miR-26b-5p	TMCC2
hsa-miR-26b-5p	IGFLR1
hsa-miR-26b-5p	SLCO1B1
hsa-miR-26b-5p	LINC00483
hsa-miR-26b-5p	DPYSL3
hsa-miR-26b-5p	FTH1
hsa-miR-26b-5p	TFEB
hsa-miR-26b-5p	TSTA3
hsa-miR-26b-5p	IFNGR2
hsa-miR-26b-5p	HSD17B14
hsa-miR-26b-5p	MATN3
hsa-miR-26b-5p	TPO
hsa-miR-26b-5p	LSM1
hsa-miR-26b-5p	PHGDH
hsa-miR-26b-5p	DPF3
hsa-miR-26b-5p	USP20
hsa-miR-26b-5p	COL4A5
hsa-miR-26b-5p	SKIV2L2
hsa-miR-26b-5p	ODF2
hsa-miR-26b-5p	CYP4F8
hsa-miR-26b-5p	ABCG4
hsa-miR-26b-5p	P2RX2
hsa-miR-26b-5p	LYZ
hsa-miR-26b-5p	RAB40B
hsa-miR-26b-5p	STX1A
hsa-miR-26b-5p	HTT
hsa-miR-26b-5p	APOF
hsa-miR-26b-5p	SERPINB2
hsa-miR-26b-5p	HSD11B1
hsa-miR-26b-5p	PRR7
hsa-miR-26b-5p	SLC28A1
hsa-miR-26b-5p	C12orf5
hsa-miR-26b-5p	NDUFB11
hsa-miR-26b-5p	COASY
hsa-miR-26b-5p	HIST1H2BC
hsa-miR-26b-5p	PQBP1
hsa-miR-26b-5p	CDK2
hsa-miR-26b-5p	GNA13
hsa-miR-26b-5p	ANXA1
hsa-miR-26b-5p	SECISBP2
hsa-miR-26b-5p	GALR3
hsa-miR-26b-5p	MRM1
hsa-miR-26b-5p	TSPAN3
hsa-miR-26b-5p	FOXM1
hsa-miR-26b-5p	KIAA1045
hsa-miR-26b-5p	DEC1
hsa-miR-26b-5p	TNS4
hsa-miR-26b-5p	DUSP12
hsa-miR-26b-5p	GALT
hsa-miR-26b-5p	FKBP14
hsa-miR-26b-5p	MPDZ
hsa-miR-26b-5p	C11orf30
hsa-miR-26b-5p	TM9SF3
hsa-miR-26b-5p	LRRC20
hsa-miR-26b-5p	XK
hsa-miR-26b-5p	CYTH2
hsa-miR-26b-5p	SLAMF1
hsa-miR-26b-5p	TMEM248
hsa-miR-26b-5p	MREG
hsa-miR-26b-5p	FKTN
hsa-miR-26b-5p	SOWAHC
hsa-miR-26b-5p	FGL2
hsa-miR-26b-5p	ASPN
hsa-miR-26b-5p	CA2
hsa-miR-26b-5p	UNC93B1
hsa-miR-26b-5p	CEMP1
hsa-miR-26b-5p	SDHB
hsa-miR-26b-5p	PDK4
hsa-miR-26b-5p	FGFR3
hsa-miR-26b-5p	LPHN2
hsa-miR-26b-5p	IAPP
hsa-miR-26b-5p	POU4F1
hsa-miR-26b-5p	S100A7
hsa-miR-26b-5p	CRTAM
hsa-miR-26b-5p	ATXN2L
hsa-miR-26b-5p	AK4
hsa-miR-26b-5p	TAGLN3
hsa-miR-26b-5p	CIAO1
hsa-miR-26b-5p	CD36
hsa-miR-26b-5p	SLC2A6
hsa-miR-26b-5p	IL13RA2
hsa-miR-26b-5p	UFC1
hsa-miR-26b-5p	CHST15
hsa-miR-26b-5p	BATF3
hsa-miR-26b-5p	CYR61
hsa-miR-26b-5p	KIF1B
hsa-miR-26b-5p	ZNF468
hsa-miR-26b-5p	CCNL2
hsa-miR-26b-5p	AMDHD2
hsa-miR-26b-5p	DEFB4B
hsa-miR-26b-5p	CCT7
hsa-miR-26b-5p	RMI1
hsa-miR-26b-5p	SPC25
hsa-miR-26b-5p	SOX3
hsa-miR-26b-5p	ZNHIT2
hsa-miR-26b-5p	RORC
hsa-miR-26b-5p	NXPH4
hsa-miR-26b-5p	SCARA3
hsa-miR-26b-5p	LPCAT1
hsa-miR-26b-5p	RUVBL1
hsa-miR-26b-5p	AGTR1
hsa-miR-26b-5p	TBC1D2B
hsa-miR-26b-5p	CST2
hsa-miR-26b-5p	TLR1
hsa-miR-26b-5p	TMEM30B
hsa-miR-26b-5p	FAM193A
hsa-miR-26b-5p	GALR2
hsa-miR-26b-5p	CCDC53
hsa-miR-26b-5p	NKX3-2
hsa-miR-26b-5p	ISOC2
hsa-miR-26b-5p	WARS
hsa-miR-26b-5p	PPAT
hsa-miR-26b-5p	HOXB1
hsa-miR-26b-5p	SV2B
hsa-miR-26b-5p	BRD8
hsa-miR-26b-5p	KREMEN2
hsa-miR-26b-5p	KCNA5
hsa-miR-26b-5p	ARMC8
hsa-miR-26b-5p	EPHX1
hsa-miR-26b-5p	TSHB
hsa-miR-26b-5p	EIF4A3
hsa-miR-26b-5p	GRB14
hsa-miR-26b-5p	CDC25B
hsa-miR-26b-5p	ANXA3
hsa-miR-26b-5p	GPR1
hsa-miR-26b-5p	BACE1
hsa-miR-26b-5p	ACE2
hsa-miR-26b-5p	VANGL1
hsa-miR-26b-5p	SSH1
hsa-miR-26b-5p	CRIM1
hsa-miR-26b-5p	SCP2
hsa-miR-26b-5p	CCDC170
hsa-miR-26b-5p	YOD1
hsa-miR-26b-5p	HSPA4
hsa-miR-26b-5p	GUSB
hsa-miR-26b-5p	DAB2
hsa-miR-26b-5p	NUP153
hsa-miR-26b-5p	SLC26A4
hsa-miR-26b-5p	MTERFD2
hsa-miR-26b-5p	TDRD7
hsa-miR-26b-5p	TAF9B
hsa-miR-26b-5p	MSMO1
hsa-miR-26b-5p	PITPNC1
hsa-miR-26b-5p	CRYZ
hsa-miR-26b-5p	HLA-DQB2
hsa-miR-26b-5p	CRYAA
hsa-miR-26b-5p	UGT2A1
hsa-miR-26b-5p	C3
hsa-miR-26b-5p	COX8A
hsa-miR-26b-5p	SLC6A14
hsa-miR-26b-5p	PCOLCE2
hsa-miR-26b-5p	OAZ1
hsa-miR-26b-5p	NUDC
hsa-miR-26b-5p	ERI2
hsa-miR-26b-5p	SLC10A3
hsa-miR-26b-5p	TOM1L2
hsa-miR-26b-5p	C5AR1
hsa-miR-26b-5p	DHRS11
hsa-miR-26b-5p	DCTD
hsa-miR-26b-5p	RNF2
hsa-miR-26b-5p	RPL6
hsa-miR-26b-5p	TENC1
hsa-miR-26b-5p	FIGF
hsa-miR-26b-5p	RPN1
hsa-miR-26b-5p	PSMD5
hsa-miR-26b-5p	NUCB2
hsa-miR-26b-5p	RNASE6
hsa-miR-26b-5p	TAS2R9
hsa-miR-26b-5p	CSN3
hsa-miR-26b-5p	MAGIX
hsa-miR-26b-5p	ITGAX
hsa-miR-26b-5p	TRAPPC3
hsa-miR-26b-5p	GPR22
hsa-miR-26b-5p	RNF38
hsa-miR-26b-5p	LTA4H
hsa-miR-26b-5p	WDR60
hsa-miR-26b-5p	CAMKMT
hsa-miR-26b-5p	HTRA1
hsa-miR-26b-5p	L1CAM
hsa-miR-26b-5p	KCNQ2
hsa-miR-26b-5p	FIG4
hsa-miR-26b-5p	LAMA3
hsa-miR-26b-5p	BATF
hsa-miR-26b-5p	VPREB1
hsa-miR-26b-5p	SMS
hsa-miR-26b-5p	TUBGCP4
hsa-miR-26b-5p	INSL4
hsa-miR-26b-5p	EDN2
hsa-miR-26b-5p	HIST1H1D
hsa-miR-26b-5p	LMAN2L
hsa-miR-26b-5p	KIAA1324
hsa-miR-26b-5p	SMAD6
hsa-miR-26b-5p	KRT8
hsa-miR-26b-5p	FRS3
hsa-miR-26b-5p	CELA3B
hsa-miR-26b-5p	CASP4
hsa-miR-26b-5p	SH2B3
hsa-miR-26b-5p	BCL3
hsa-miR-26b-5p	SDC3
hsa-miR-26b-5p	SNURF
hsa-miR-26b-5p	CASP7
hsa-miR-26b-5p	CXCR4
hsa-miR-26b-5p	KCNH4
hsa-miR-26b-5p	CDK2AP2
hsa-miR-26b-5p	MAST4
hsa-miR-26b-5p	DCSTAMP
hsa-miR-26b-5p	ACADSB
hsa-miR-26b-5p	LDB2
hsa-miR-26b-5p	NFKB1
hsa-miR-26b-5p	GDAP1
hsa-miR-26b-5p	YAP1
hsa-miR-26b-5p	NELFCD
hsa-miR-26b-5p	FAM135A
hsa-miR-26b-5p	GPNMB
hsa-miR-26b-5p	TOX
hsa-miR-26b-5p	CHMP7
hsa-miR-26b-5p	INPP5B
hsa-miR-26b-5p	ALPK3
hsa-miR-26b-5p	LSM3
hsa-miR-26b-5p	DNAJC6
hsa-miR-26b-5p	S100A7A
hsa-miR-26b-5p	VAMP7
hsa-miR-26b-5p	ZBTB38
hsa-miR-26b-5p	CAMK4
hsa-miR-26b-5p	PBLD
hsa-miR-26b-5p	EIF2AK3
hsa-miR-26b-5p	PDHX
hsa-miR-26b-5p	TERF2
hsa-miR-26b-5p	PRSS16
hsa-miR-26b-5p	ABCD4
hsa-miR-26b-5p	INPP5D
hsa-miR-26b-5p	ARPC5
hsa-miR-26b-5p	NT5DC2
hsa-miR-26b-5p	CST3
hsa-miR-26b-5p	TRIB3
hsa-miR-26b-5p	ST18
hsa-miR-26b-5p	MFSD12
hsa-miR-26b-5p	FBXO5
hsa-miR-26b-5p	KRT32
hsa-miR-26b-5p	CCL2
hsa-miR-26b-5p	NSL1
hsa-miR-26b-5p	C1QTNF1
hsa-miR-26b-5p	ENOX1
hsa-miR-26b-5p	TRIP6
hsa-miR-26b-5p	HOXB7
hsa-miR-26b-5p	ADAM9
hsa-miR-26b-5p	PHLPP2
hsa-miR-26b-5p	TAS2R13
hsa-miR-26b-5p	SRPX
hsa-miR-26b-5p	GLRX2
hsa-miR-26b-5p	LIG1
hsa-miR-26b-5p	RAB3GAP1
hsa-miR-26b-5p	RAB8A
hsa-miR-26b-5p	ADAM29
hsa-miR-26b-5p	DFNA5
hsa-miR-26b-5p	TMSB15A
hsa-miR-26b-5p	MPC1
hsa-miR-26b-5p	GPR63
hsa-miR-26b-5p	SIPA1
hsa-miR-26b-5p	PHKA2
hsa-miR-26b-5p	SLC38A6
hsa-miR-26b-5p	CRIP2
hsa-miR-26b-5p	DTL
hsa-miR-26b-5p	SLFN12
hsa-miR-26b-5p	COA4
hsa-miR-26b-5p	MPC2
hsa-miR-26b-5p	FARP1
hsa-miR-26b-5p	C1QB
hsa-miR-26b-5p	DUSP22
hsa-miR-26b-5p	PIM2
hsa-miR-26b-5p	CRLF1
hsa-miR-26b-5p	NAT1
hsa-miR-26b-5p	ZNF423
hsa-miR-26b-5p	PEX11A
hsa-miR-26b-5p	MPV17
hsa-miR-26b-5p	TAGLN
hsa-miR-26b-5p	KANSL3
hsa-miR-26b-5p	TRIM68
hsa-miR-26b-5p	SI
hsa-miR-26b-5p	ATP6AP1
hsa-miR-26b-5p	PDCL3
hsa-miR-26b-5p	MAGEA11
hsa-miR-26b-5p	FMO3
hsa-miR-26b-5p	RNF144A
hsa-miR-26b-5p	ARHGEF5
hsa-miR-26b-5p	PFKP
hsa-miR-26b-5p	TRAPPC6A
hsa-miR-26b-5p	CDH9
hsa-miR-26b-5p	DVL3
hsa-miR-26b-5p	DHX35
hsa-miR-26b-5p	NCAPG2
hsa-miR-26b-5p	ERBB2IP
hsa-miR-26b-5p	FZD5
hsa-miR-26b-5p	TMEM50A
hsa-miR-26b-5p	ERAP1
hsa-miR-26b-5p	CES3
hsa-miR-26b-5p	SLC30A10
hsa-miR-26b-5p	GDF10
hsa-miR-26b-5p	VPS13C
hsa-miR-26b-5p	MPHOSPH8
hsa-miR-26b-5p	RPRD2
hsa-miR-26b-5p	ARL4A
hsa-miR-26b-5p	PKIA
