Official Symbol Interactor A	Official Symbol Interactor B
PAF1	CTR9
PAF1	LEO1
PAF1	WDR61
RBBP5	ASH2L
RBBP5	CXXC1
RBBP5	HCFC1
RBBP5	SETD1A
RBBP5	WDR5
NELFE	NELFB
NELFE	NELFCD
NELFE	NELFA
NELFCD	NELFB
NELFCD	NELFE
NELFCD	NELFA
WDR5	ASH2L
WDR5	CXXC1
WDR5	DPY30
WDR5	HCFC1
WDR5	KMT2A
WDR5	KMT2B
WDR5	RBBP5
WDR5	SETD1A
NELFA	NELFB
NELFA	NELFE
NELFA	NELFCD
NCOA3	ESR1
NPM1	CENPA
NPM1	HIST1H3A
NPM1	HIST1H4A
CENPA	HJURP
CENPA	RUVBL1
CENPA	NPM1
CENPA	HIST1H2AB
CENPA	HIST1H2BB
CENPA	HIST1H4A
HIST1H3E	PRKDC
HIST1H3E	PARP1
HIST1H3E	XRCC5
HIST1H3E	XRCC6
HIST1H3E	RBBP7
HIST1H3E	RBBP4
HIST1H3E	HAT1
HJURP	NPM1
HJURP	CENPA
HJURP	HIST1H4A
MAPK3	VDAC1
MAPK3	HIST1H2AB
MAPK3	HIST1H4A
TERF2IP	POT1
TERF2IP	TERF2
TERF2IP	ACD
TERF2IP	TERF1
TERF2IP	TINF2
HES1	PARP1
TAP1	TAP2
TAP1	CALR
TAP1	PDIA3
TAP1	PDIA2
TAP1	TAPBP
TAP1	B2M
LIN37	LIN9
LIN37	MYBL2
LIN37	RBL1
LIN37	LIN54
TELO2	PRKDC
TELO2	ATR
CTU1	URM1
RAC1	NEDD4
RAN	IPO7
RAN	XPOT
RAN	KPNB1
RAN	TNPO1
RAN	XPO7
CEBPA	KAT5
CEBPA	MRTO4
CEBPA	CEBPA
CEBPA	GRIN3A
TWIST1	HDAC2
TWIST1	RBBP7
TWIST1	MTA2
TWIST1	TCF3
KAT5	MTUS2
KAT5	SENP6
KAT5	KAT5
KAT5	TP53
KAT5	UBE2I
UHRF1	USP7
UHRF1	USP11
UHRF1	HDAC1
KDM5D	PCGF6
CENPH	CENPK
CENPO	CENPI
CENPO	CENPP
CENPO	CENPQ
CENPO	ITGB3BP
CENPO	CENPU
CENPP	CENPO
CENPP	CENPQ
CENPP	ITGB3BP
CENPP	CENPU
CENPO	CENPH
CENPO	CENPN
NCOA3	PSME3
CBX1	CHD4
CBX1	POGZ
CBX1	ADNP
CBX1	ADNP2
CBX1	TRIM28
CBX1	CBX3
CBX1	CBX5
CBX3	POGZ
CBX3	ADNP
CBX3	TRIM28
CBX3	CBX3
CBX3	CBX5
CBX5	TRIM28
WRN	XRCC6
WRN	XRCC5
WRN	PARP1
HMG20B	KDM1A
HMG20B	PHF21A
HMG20B	RCOR1
HMG20B	HDAC1
HMG20B	HDAC2
TAF10	TRRAP
TAF10	TAF2
TAF10	TAF4
TAF10	TAF5
TAF10	KAT2A
TAF10	TAF6
TAF10	TAF6L
TAF10	TAF5L
TAF10	TAF9
MDC1	PRKDC
ACTB	HNRNPU
CEBPA	PARP1
CEBPA	XRCC5
BCL3	CTBP1
BCL3	NFKB1
BCL3	NFKB2
BCL3	RUVBL2
SF3A2	SNRPC
SF3A2	SNRPB
SF3A2	SNRPD1
SF3A2	SNRPD2
SF3A2	SNRPD3
SF3A2	SNRPE
SF3A2	SNRPF
SF3A2	SNRPG
SF3A2	SNRPA
SF3A2	PRPF40A
SF3A2	SNRPA1
SF3A2	SNRPB2
SF3A2	SF3A1
SF3A2	SF3A3
SF3A2	SF3B1
SF3A2	SF3B2
SF3A2	SF3B3
SF3A2	SF3B4
SF3A2	SF3B6
SF3A2	PHF5A
SF3A2	SF3B5
SF3A2	DHX15
SF3A2	RBM17
SF3A2	SMNDC1
SF3A2	U2AF2
SF3A2	U2AF1
SF3A2	DNAJC8
SF3A2	DDX46
SF3A2	U2SURP
SF3A2	CHERP
SF3A2	PUF60
SF3A2	DDX42
SF3A2	PRPF8
SF3A2	SNRNP200
SF3A2	PRPF3
SF3A2	SART1
SF3A2	SRSF1
SF3A2	PRPF19
SF3A2	CDC5L
SF3A2	PLRG1
SF3A2	HSPA8
SF3A2	HTATSF1
SF3A2	TCERG1
ARRB1	ARRB2
ARRB1	SAG
ARRB1	ARR3
ARRB1	YWHAQ
ARRB1	STK38
ARRB1	PPM1A
ARRB1	PPM1B
ARRB1	CLTC
ARRB1	NOLC1
ARRB1	TCOF1
ARRB1	ZRANB2
ARRB1	NCL
ARRB1	GSN
ARRB1	PKM
ARRB1	HSPA8
ARRB1	HDGFRP2
ARRB1	PIK3R2
ARRB1	S100A9
ARRB1	CFL1
ARRB2	ARRB1
ARRB2	ARR3
ARRB2	YWHAQ
ARRB2	STK38
ARRB2	CSNK2A1
ARRB2	MAPK1
ARRB2	PPM1A
ARRB2	PPM1B
ARRB2	AP2B1
ARRB2	CALM3
ARRB2	CHUK
ARRB2	CTNNA1
ARRB1	CALM3
ARRB2	NOLC1
ARRB2	TCOF1
ARRB2	ZRANB2
ARRB2	NCL
ARRB2	FBL
ARRB2	CFL1
ARRB2	FLNA
ARRB2	GSN
ARRB2	CTTN
ARRB2	PKM
ARRB2	HSPA8
ARRB2	UBC
ARRB2	MAP3K1
ARRB2	AP3B2
ARRB2	PDE4D
ARRB2	S100A9
RAD23A	PSMC1
RAD23A	PSMC2
RAD23A	PSMC5
RAD23A	PSMD1
RAD23A	PSMD2
RAD23A	PSMD4
RAD23A	ATXN3
RAD23A	EEF1A1
RAD23A	USP5
RAD23A	USP25
RAD23A	UBE3A
RAD23A	SQSTM1
RAD23A	UBC
RAD23A	SHFM1
SHFM1	PSMD1
SHFM1	PSMD2
SHFM1	PSMD3
SHFM1	PSMC1
SHFM1	PSMD12
SHFM1	PSMD11
SHFM1	PSMD6
SHFM1	PSMD13
SHFM1	PSMD7
SHFM1	PSMD14
SHFM1	PSMD8
SHFM1	PSMD2
SHFM1	PSMD4
SHFM1	PSMD1
SHFM1	PSMD3
SHFM1	PSMC1
SHFM1	PSMC2
SHFM1	PSMC5
SHFM1	PSMC6
SHFM1	PSMD11
SHFM1	PSMD13
SIRT7	MYBBP1A
SIRT7	DDB1
SIRT7	POLR1A
SIRT7	UBTF
TWIST1	RELA
TWIST1	SETD8
SLC2A4	ACTN4
SLC2A4	GAPDH
CTR9	LEO1
CTR9	CDC73
RUNX1	RUNX1T1
RUNX1	CBFA2T2
RUNX1	CBFB
RUNX1	HDAC1
RUNX1	HDAC2
RUNX1	PRMT1
COPS2	GPS1
COPS2	COPS3
COPS2	COPS4
COPS2	COPS5
COPS2	COPS6
COPS2	COPS8
SP1	PRKCD
PSMC5	PAAF1
FKBP8	PSMC1
FKBP8	PSMD2
FKBP8	PSMA1
H2AFZ	RUVBL2
H2AFZ	RUVBL1
H2AFZ	ACTL6A
H2AFZ	KAT5
H2AFZ	EPC1
HIST1H3A	CTR9
HIST1H3A	CDC73
HIST1H3A	WDR61
HNRNPA1	XRN2
HNRNPA1	PTBP1
HNRNPA1	FIP1L1
HNRNPA1	PABPC1
HNRNPA1	NONO
HNRNPA1	SFPQ
HNRNPA1	CPSF6
HNRNPA1	SUGP2
HNRNPA1	CDC5L
HNRNPA1	PRPF19
FOSL1	PSMC3
TRAF4	PRMT5
HNRNPA1	HNRNPD
HNRNPA1	HNRNPH1
HNRNPA1	HNRNPL
HNRNPA1	HNRNPH2
HNRNPA1	HNRNPM
HNRNPA1	HNRNPF
HNRNPA1	HNRNPH3
HNRNPA1	SYNCRIP
HNRNPA1	RBMX
HNRNPA1	HNRNPK
HNRNPA1	HNRNPR
HNRNPA1	DDX1
HNRNPA1	DHX15
HNRNPA1	DDX28
HNRNPA1	DDX5
HNRNPA1	DDX17
HNRNPA1	DHX30
HNRNPA1	DHX9
HNRNPA1	EWSR1
HNRNPA1	ADAR
HNRNPA1	TARDBP
HNRNPA1	RBM14
HNRNPA1	ELAVL1
HNRNPA1	AKAP8
HNRNPA1	SAFB
HNRNPA1	NCBP1
HNRNPA1	G3BP1
HNRNPA1	BRINP1
HNRNPA1	PTCD1
HNRNPA1	PTCD3
HNRNPA1	GADD45GIP1
HNRNPA1	ZNF326
HNRNPA1	ZFR
HNRNPA1	PPIA
HNRNPA1	LRPPRC
SNCAIP	PSMC4
ASF1A	CDAN1
ASF1A	IPO4
ASF1A	NASP
ASF1A	RBBP7
ASF1A	RBBP4
ASF1A	HIST1H3A
ASF1A	HIST1H4A
ASF1A	MCM2
ASF1A	MCM4
ASF1A	MCM6
ASF1A	MCM7
ASF1A	TONSL
BLNK	GRB2
BLNK	SH3KBP1
BLNK	CD2AP
BLNK	CD79A
BLNK	DOK3
BLNK	SYK
BLNK	BTK
BLNK	PLCG2
BLNK	MAP2K4
SH3KBP1	SH3BP2
SH3KBP1	ARHGAP17
SH3KBP1	ARAP1
SH3KBP1	ASAP1
SH3KBP1	DNM2
SH3KBP1	MICALL1
SH3KBP1	GAS2L1
SH3KBP1	09-Sep
SH3KBP1	02-Sep
SH3KBP1	06-Sep
SH3KBP1	CDC27
SH3KBP1	VPS37B
SH3KBP1	SHKBP1
SH3KBP1	SH3D19
SH3KBP1	MVB12A
SH3KBP1	PDCD6IP
SH3KBP1	DAB2
SH3KBP1	KHDRBS1
SH3KBP1	SYNJ2
SH3KBP1	SYNJ1
SH3KBP1	CBL
SH3KBP1	CBLB
TCF3	TCF3
TCF3	ID1
TCF3	ID2
TCF3	TWIST1
TCF3	ELAVL1
TCF3	ID3
MVB12A	CD2AP
DYRK1A	DNM1
PCGF1	RNF2
PCGF1	RING1
PCGF1	RYBP
PCGF1	YAF2
PCGF1	SKP1
PCGF1	BCOR
PCGF1	BCORL1
PCGF1	KDM2B
PCGF1	USP7
PCGF2	RNF2
PCGF2	RING1
PCGF2	RYBP
PCGF2	YAF2
PCGF2	PHC1
PCGF2	PHC2
PCGF2	PHC3
PCGF2	CBX2
PCGF2	CBX4
PCGF2	CBX8
PCGF2	SCMH1
PCGF2	SCML1
PCGF3	RNF2
PCGF3	RING1
PCGF3	RYBP
PCGF3	YAF2
PCGF3	BCORL1
PCGF3	AUTS2
PCGF3	CSNK2A2
BMI1	RNF2
BMI1	RING1
BMI1	RYBP
BMI1	YAF2
BMI1	PHC1
BMI1	PHC2
BMI1	PHC3
BMI1	CBX2
BMI1	CBX4
BMI1	CBX6
BMI1	CBX8
BMI1	SCMH1
PCGF5	RNF2
PCGF5	RING1
PCGF5	RYBP
PCGF5	YAF2
PCGF5	AUTS2
PCGF5	FBRS
PCGF5	CSNK2A1
PCGF5	CSNK2A2
PCGF5	CSNK2B
PCGF6	RNF2
PCGF6	RING1
PCGF6	RYBP
PCGF6	YAF2
PCGF6	L3MBTL2
PCGF6	CBX3
PCGF6	E2F6
PCGF6	TFDP1
PCGF6	WDR5
PCGF6	MAX
PCGF6	MGA
PCGF6	HDAC1
RNF2	PCGF1
RNF2	PCGF2
RNF2	PCGF3
RNF2	BMI1
RNF2	PCGF5
RNF2	PCGF6
RNF2	RING1
RNF2	RYBP
RNF2	YAF2
RNF2	PHC1
RNF2	PHC2
RNF2	PHC3
RNF2	CBX2
RNF2	CBX4
RNF2	CBX6
RNF2	CBX8
RNF2	SCMH1
RNF2	SCML2
RNF2	L3MBTL2
RNF2	CBX3
RNF2	E2F6
RNF2	WDR5
RNF2	MGA
RNF2	HDAC1
RNF2	SKP1
RNF2	BCOR
RNF2	BCORL1
RNF2	KDM2B
RNF2	USP7
RNF2	AUTS2
RNF2	FBRS
RNF2	FBRSL1
RNF2	CSNK2A1
RNF2	CSNK2A2
RNF2	CSNK2B
PHC1	RNF2
PHC1	PCGF2
PHC1	BMI1
PHC1	RING1
PHC1	PHC2
PHC1	PHC3
PHC1	CBX2
PHC1	CBX4
PHC1	CBX6
PHC1	CBX8
PHC1	SCMH1
PHC1	SCML1
PHC2	RNF2
PHC2	PCGF2
PHC2	BMI1
PHC2	RING1
PHC2	PHC1
PHC2	CBX2
PHC2	CBX4
PHC2	CBX6
PHC2	CBX8
PHC2	SCMH1
PHC3	RNF2
PHC3	PCGF2
PHC3	BMI1
PHC3	PHC1
PHC3	CBX4
PHC3	CBX8
CBX2	RNF2
CBX2	BMI1
CBX2	RING1
CBX2	PHC1
CBX2	PHC2
CBX2	CBX4
CBX4	RNF2
CBX4	PCGF2
CBX4	BMI1
CBX4	RING1
CBX4	PHC1
CBX4	PHC2
CBX4	PHC3
CBX4	CBX8
CBX6	RNF2
CBX6	BMI1
CBX6	RING1
CBX6	PHC1
CBX6	PHC2
RYBP	RNF2
RYBP	PCGF1
RYBP	PCGF2
RYBP	PCGF3
RYBP	BMI1
RYBP	PCGF5
RYBP	PCGF6
RYBP	RING1
RYBP	L3MBTL2
RYBP	E2F6
RYBP	TFDP1
RYBP	WDR5
RYBP	MGA
RYBP	BCOR
RYBP	BCORL1
RYBP	KDM2B
RYBP	USP7
RYBP	FBRS
RYBP	FBRSL1
RYBP	CSNK2A1
RYBP	CSNK2A2
RYBP	CSNK2B
YAF2	RNF2
YAF2	PCGF1
YAF2	PCGF2
YAF2	PCGF3
YAF2	BMI1
YAF2	PCGF5
YAF2	PCGF6
YAF2	RING1
YAF2	L3MBTL2
YAF2	CBX3
YAF2	E2F6
YAF2	TFDP1
YAF2	WDR5
YAF2	MGA
YAF2	BCOR
YAF2	BCORL1
YAF2	KDM2B
YAF2	USP7
YAF2	FBRS
YAF2	CSNK2A1
YAF2	CSNK2A2
PALB2	BRCA2
PALB2	BRCA1
NRD1	NCOR1
NRD1	HDAC3
TSG101	HGS
TSG101	EIF4B
TSG101	LRSAM1
TSG101	PABPC1
TSG101	PDCD6IP
TSG101	TFG
TSG101	UBC
TSG101	CEP55
TSG101	IQGAP1
MVB12A	CD2AP
CEP55	TSG101
CEP55	VPS37C
CEP55	PDCD6IP
HOXA9	PRMT5
SP1	CREBBP
SP1	MYH10
RNF41	BIRC6
AUP1	VCP
AUP1	UBE2G2
AUP1	SEL1L
AUP1	OS9
AUP1	FAF2
AUP1	SYVN1
NUP107	NUP160
NUP107	NUP133
NUP107	NUP98
NUP107	NUP85
NUP107	NUP43
NUP107	NUP37
NUP107	SEH1L
NUP107	SEC13
SUMO2	UIMC1
SUMO2	BRE
SUMO2	FAM175A
STUB1	BAG2
TP53	MDM2
TP53	TP53BP1
TP53	CREBBP
TP53	CCDC8
TP53	USP7
RAPGEF3	RANBP2
STAMBP	CLTC
HIST3H2BB	HDAC1
HIST3H2BB	CDKN2A
HIST3H2BB	RPL5
HIST3H2BB	HUWE1
NEDD8	NAE1
NEDD8	UBA3
NEDD8	UBE2M
NEDD8	UCHL3
NEDD8	SKP1
NEDD8	CUL1
NEDD8	CUL2
NEDD8	VHL
NEDD8	CUL3
NEDD8	RBX1
NEDD8	TCEB2
NEDD8	TCEB1
NEDD8	COPS2
NEDD8	COPS3
NEDD8	COPS4
NEDD8	COPS5
NEDD8	COPS6
NEDD8	COPS7A
NEDD8	CUL4A
NEDD8	DDB1
NEDD8	CUL4B
NEDD8	NUB1
CD2AP	INPP5D
CD2AP	CAPZA1
CD2AP	CAPZB
LATS1	ITCH
LATS1	YAP1
SYK	INPP5D
SYK	UBASH3B
SYK	LCP2
SYK	NCK1
SYK	GRB2
GABRR1	TAX1BP1
XRCC5	SUPT16H
XRCC5	XRCC6
XRCC5	WRN
XRCC5	PARP1
H2AFX	RNF2
H2AFX	BMI1
NR2C1	NR2C2
NR2C1	DNMT1
NR2C1	CHD4
NR2C1	HDAC1
NR2C1	HDAC2
NR2C1	RBBP4
NR2C1	MTA1
NR2C1	MTA2
NR2C1	TRIM28
NR2C1	KDM1A
FOXP3	HIST1H1B
USF1	TRRAP
USF1	BPTF
USF1	CHD8
USF1	GTF3C1
USF1	SETD1A
USF1	HCFC1
USF1	SMARCA1
USF1	GTF2I
USF1	TAF6
USF1	ASH2L
USF1	RBBP5
USF1	RBBP4
USF1	USF2
USF1	PRMT1
USF1	WDR5
PARD3	PSME3
PARD3	PSME2
PARD3	KPNA4
ERG	PRKDC
ERG	XRCC5
ERG	XRCC6
ERG	PARP1
ERG	XRCC4
ERG	HSPA8
ERG	PCBP1
ERG	HNRNPA2B1
ERG	RPLP0
ERG	PRPF8
ERG	HNRNPDL
ERG	ACTB
ERG	HNRNPU
FANCA	FANCM
FANCA	BLM
FANCA	FANCA
FANCA	TOP3A
FANCA	C17orf70
FANCA	FANCB
FANCA	RPA1
FANCA	FANCG
FANCA	FANCC
FANCA	FANCE
FANCA	FANCL
FANCA	FANCF
FANCA	C1orf86
FANCA	STRA13
CFTR	HSPA4
CFTR	HSPA8
CFTR	HSP90AA1
CFTR	VCP
DET1	DDA1
DET1	DDB1
DET1	UBE2E3
DET1	UBE2E1
ISG15	ACLY
ISG15	ANXA2
ISG15	CFL1
ISG15	DDX58
ISG15	EEF2
ISG15	ENO1
ISG15	GPI
ISG15	HERC5
ISG15	HSPA8
ISG15	HSP90AA1
ISG15	HSP90AB1
ISG15	HSPD1
ISG15	IFIT1
ISG15	LDHA
ISG15	MSN
ISG15	MX1
ISG15	PKM
ISG15	PRDX1
ISG15	PTBP1
ISG15	SERPINB5
ISG15	CHMP5
ISG15	STAT1
ISG15	TARS
ISG15	TXNRD1
ISG15	UBA7
ISG15	UBE2N
ISG15	VCP
PRAME	TCEB1
PRAME	TCEB2
PRAME	RBX1
PRAME	CUL2
BRCA1	BACH1
BRCA1	RBBP8
BRCA1	UIMC1
FBXO25	PSMD4
FBXO25	ACTB
FBXO25	CUL1
FBXO25	CAND1
FBXO25	SKP1
SQSTM1	WDFY3
MDM2	RAD50
MDM2	NBN
MDM2	MRE11A
PINK1	HSP90AA1
PINK1	HSPA4
PINK1	CDC37
PINK1	PGAM5
NF2	VPRBP
NF2	DDB1
GABARAPL1	OPTN
FBXW7	NFKB2
FBXW7	SKP1
FBXW7	CUL1
TNK2	HSP90AA1
TNK2	WWOX
TDRD3	EWSR1
TDRD3	DDX3X
TDRD3	EEF1A1
TDRD3	FUS
UCHL1	TUBA1A
SMAD7	ITCH
SMAD7	NEDD4
SMAD7	NEDD4L
SMAD7	SMURF1
SMAD7	SMURF2
SMAD7	WWP1
SMAD7	WWP2
TBC1D5	VPS35
TBC1D5	VPS26A
TBC1D5	VPS26B
TBC1D5	VPS29
AR	USP10
OS9	HSP90B1
OS9	HSPA5
OS9	SEL1L
OS9	OS9
OS9	RPN1
ERLEC1	HSP90B1
ERLEC1	HSPA5
ERLEC1	SEL1L
SNCA	SNCA
SNCA	UBC
SNCA	PARK2
SNCA	HSPB1
AXIN1	APC
AXIN1	CTNNB1
AXIN1	AMER1
AXIN1	MAP3K1
RECQL4	UBR1
CDC27	ANAPC2
CDC27	ANAPC1
CDC27	ANAPC4
CDC27	ANAPC5
CDC27	ANAPC7
CDC27	ANAPC11
CDC27	CDC16
CDC27	CDC23
CDC27	CDC26
CDC27	ANAPC10
BRCA1	EZR
VHL	CUL2
VHL	TCEB2
VHL	TCEB1
FEM1B	CUL2
FEM1B	CUL5
FEM1B	TCEB2
FEM1B	TCEB1
APPBP2	CUL2
APPBP2	TCEB2
APPBP2	TCEB1
ZER1	CUL2
ZER1	TCEB2
ZER1	TCEB1
KLHDC2	CUL2
KLHDC2	TCEB2
KLHDC2	TCEB1
KLHDC3	CUL2
KLHDC3	TCEB1
ASB1	CUL5
ASB1	TCEB2
ASB1	TCEB1
ASB3	CUL5
ASB3	TCEB2
ASB3	TCEB1
WSB1	CUL5
WSB1	TCEB1
RAB40B	CUL5
RAB40B	TCEB1
PCMTD2	CUL5
PCMTD2	TCEB2
PCMTD2	TCEB1
TCEB3	TCEB2
TCEB3	TCEB1
NRBP1	TCEB2
NRBP1	TCEB1
KLHDC3	CUL5
PSMD4	USP14
PSMD4	PSMD10
PSMD4	TXNL1
VHL	HIF1A
VHL	EPAS1
VHL	CUL2
VHL	TCEB2
VHL	TCP1
VHL	CCT5
VHL	CCT7
VHL	COL4A1
VHL	COL4A2
FBXO45	MYCBP2
CDKN2A	NPM1
MDM2	RPL5
MDM2	RPL11
IRF7	TRIM28
KIAA0368	TUBA1A
KIAA0368	MYH7
KIAA0368	MYO10
MDM2	RPL5
MDM2	RPL11
MDM2	RPL23
MDM2	CDKN2A
MDM2	TP53
PPP1CC	PDE6B
PPP1CC	VCP
PPP1CC	HSPA8
PPP1CC	SIAH2
PPP1CA	HSPA8
PPP1CA	ACTB
RELA	SOCS1
ASB9	CKB
ASB9	HSPD1
ASB9	CUL5
ASB9	TCEB1
ASB9	TCEB3
CUL1	CUL1
CUL1	CAND1
CUL1	CAND2
CUL1	SKP1
CUL1	RBX1
CUL1	GPS1
TONSL	TONSL
TONSL	MMS22L
TONSL	XRCC6
TONSL	MCM2
TONSL	XRCC5
TONSL	ASF1A
TONSL	MCM6
TONSL	SSRP1
TONSL	MCM4
TONSL	ASF1B
TONSL	SUPT16H
MMS22L	TONSL
CUL4A	VPRBP
CUL4A	CAND1
CUL4A	DDB1
CUL4A	DCAF11
CUL4A	GPS1
CUL4A	COPS3
CUL4A	COPS4
CUL4A	COPS5
CUL4A	COPS6
CUL4A	COPS7A
CUL4A	COPS7B
CUL4A	COPS8
PSMA2	PSMA6
PSMA2	PSMA4
PSMA2	PSMA7
PSMA2	PSMA5
PSMA2	PSMA1
PSMA2	PSMA3
PSMA2	PSMB6
PSMA2	PSMB7
PSMA2	PSMB3
PSMA2	PSMB2
PSMA2	PSMB5
PSMA2	PSMB1
PSMA2	PSMB4
PSMA2	PSMB9
PSMA2	PSMB10
PSMA2	PSMB8
PSMA2	PSMC2
PSMA2	PSMC1
PSMA2	PSMC4
PSMA2	PSMC6
PSMA2	PSMC3
PSMA2	PSMC5
PSMA2	PSMD2
PSMA2	PSMD1
PSMA2	PSMD3
PSMA2	PSMD12
PSMA2	PSMD11
PSMA2	PSMD6
PSMA2	PSMD7
PSMA2	PSMD13
PSMA2	PSMD4
PSMA2	PSMD14
PSMA2	PSMD8
PSMA2	ADRM1
PSMA2	PSME2
PSMA2	PSME4
PSMA2	UCHL5
PSMA2	CUL1
PSMA2	PSMG1
PSMA2	PSMG2
PSMA2	PSMG3
PSMA2	VCP
COPS2	ANAPC1
COPS2	PSMC5
COPS2	PSMC3
COPS2	PSMC1
COPS2	PSMA6
CUL3	KLHL22
CUL3	KLHL13
CUL3	KLHL9
CUL3	KLHL12
CUL3	BTBD2
CUL3	BTBD1
NFX1	PABPC1
ZNRF2	YWHAQ
ZNRF2	ATP1A2
ZNRF2	UBE2N
ZNRF2	ZNRF1
ZNRF1	YWHAQ
ZNRF1	ATP1A2
ZNRF1	UBE2N
ZNRF1	ZNRF2
DDB2	DDB1
DDB2	CUL4A
DDB2	GPS1
DDB2	RBX1
DDB2	COPS2
DDB2	COPS3
DDB2	COPS4
DDB2	COPS5
DDB2	COPS6
DDB2	COPS7A
DDB2	COPS8
ERCC8	DDB1
ERCC8	CUL4A
ERCC8	GPS1
ERCC8	RBX1
ERCC8	COPS2
ERCC8	COPS3
ERCC8	COPS4
ERCC8	COPS5
ERCC8	COPS6
ERCC8	COPS7A
ERCC8	COPS8
WWTR1	PPP1CA
WWTR1	TP53BP2
CUL4A	VPRBP
CUL4A	CAND1
CUL4A	DDB1
CUL4A	GPS1
CUL4A	COPS2
CUL4A	COPS3
CUL4A	COPS4
CUL4A	COPS5
CUL4A	COPS6
CUL4A	COPS7A
CUL4A	COPS7B
CUL4A	COPS8
VPRBP	CUL4A
VPRBP	DDB1
VPRBP	COPS3
VPRBP	COPS4
VPRBP	COPS5
VPRBP	COPS6
VPRBP	COPS7A
CUL9	CUL7
CUL9	TP53
CUL9	RBX1
CEP97	CCP110
CEP97	SUGT1
CCP110	CEP97
CCP110	CEP290
CCP110	NEURL4
CCP110	CEP76
HERC2	NEURL4
HERC2	SSSCA1
HERC2	RPA1
HERC2	CEP170
NEURL4	CCP110
NEURL4	CEP97
NEURL4	HERC2
NEURL4	MAPK6
NEURL4	CEP290
IRF3	HERC5
DDB2	CUL4A
MTOR	USP9X
MTOR	RPTOR
MTOR	RICTOR
MTOR	TTI1
USP9X	07-Mar
TFAP4	USF2
TFAP4	NFATC2
TFAP4	SP1
TFAP4	APEX1
TFAP4	HMGB1
TFAP4	PCNA
TFAP4	CTBP1
TFAP4	CTCF
TFAP4	HDAC1
TFAP4	HDAC2
TFAP4	CABIN1
CUL3	IPP
CUL3	KBTBD2
CUL3	IBTK
CUL3	KCTD9
CUL3	KLHL25
CUL3	KLHL7
CUL3	KLHL5
CUL3	RHOBTB2
CUL3	RHOBTB3
CUL3	KLHL36
CUL3	KLHL11
CUL3	BTBD10
CUL3	KCTD2
CUL3	KCTD20
CUL3	KLHL28
CUL3	LRRC42
CUL3	KLHL26
CUL3	KBTBD4
CUL3	KBTBD6
CUL3	GMCL1
CUL3	KLHL2
CUL3	KLHL20
CUL3	GAN
CUL3	KLHL21
CUL3	KBTBD8
CUL3	KCTD6
CUL3	KBTBD7
CUL3	ARMC5
CUL3	NUDCD3
CUL3	KLHL42
CUL3	KLHL18
CUL3	BTBD2
CUL3	KLHL23
CUL3	COPS5
CUL3	CUL3
CUL3	SHKBP1
CUL3	KLHL13
CUL3	COPS4
CUL3	ANKRD39
CUL3	KCTD7
CUL3	KCTD3
CUL3	KLHL24
CUL3	COPS3
CUL3	COPS2
CUL3	GPS1
CUL3	KLHL22
CUL3	KLHL15
CUL3	RHOBTB1
CUL3	COPS6
CUL3	BTBD1
CUL3	KLHL9
CUL3	COPS7A
CUL3	KCTD10
CUL3	KLHL8
CUL3	COPS7B
CUL3	KEAP1
CUL3	KLHL12
CUL3	CAND1
CUL3	COPS8
CUL3	VCP
CUL3	CUL1
CUL3	PGAM5
CUL3	TCEB1
CUL3	ABTB1
CUL3	ENC1
CUL3	KCTD17
CUL3	KCTD5
CUL3	PIK3R1
CUL3	NEDD8
CUL3	TNFAIP1
CUL3	NUP50
CUL3	KCTD13
CUL3	DCUN1D1
CUL3	RBM45
CUL3	ACBD3
CUL3	PWP2
CUL3	RCBTB1
CUL3	CUL5
CUL3	MYEOV2
CUL3	WDR77
CUL3	MCM7
CUL3	SF3B3
CUL3	HSPA4
CUL3	KHSRP
CUL3	HSP90AA1
CUL3	HSPD1
CUL3	UBC
CUL4A	DCAF6
CUL4A	CUL4A
CUL4A	DCUN1D1
CUL4A	WDTC1
CUL4A	TRPC4AP
CUL4A	DCAF12
CUL4A	COPS4
CUL4A	PHIP
CUL4A	DCAF8
CUL4A	AMBRA1
CUL4A	VPRBP
CUL4A	DDB2
CUL4A	DCAF4
CUL4A	COPS3
CUL4A	GPS1
CUL4A	DCAF11
CUL4A	DDB1
CUL4A	COPS5
CUL4A	COPS2
CUL4A	CRBN
CUL4A	COPS7A
CUL4A	DCAF16
CUL4A	ERCC8
CUL4A	BRWD1
CUL4A	DTL
CUL4A	CUL4B
CUL4A	COPS6
CUL4A	DCAF4L1
CUL4A	CAND1
CUL4A	COPS7B
CUL4A	DDA1
CUL4A	TOR1AIP2
CUL4A	COPS8
CUL4A	DCAF5
CUL4A	NEDD8
CUL4A	RFWD2
CUL4A	DCAF10
CUL4A	HSPA1A
CUL4A	SKP1
CUL4A	UBC
CUL4A	PWP1
CUL4A	EEF1A1
CUL4A	HSP90AA1
CUL4B	CAND1
CUL4B	COPS2
CUL4B	COPS3
CUL4B	COPS4
CUL4B	COPS5
CUL4B	COPS6
CUL4B	COPS7A
CUL4B	COPS7B
CUL4B	COPS8
CUL4B	CUL4A
CUL4B	DCUN1D1
CUL4B	DDB1
CUL4B	DDB2
CUL4B	ERCC8
CUL4B	GPS1
CUL4B	HSP90AA1
CUL4B	HSPA9
CUL4B	KPNA1
CUL4B	NEDD8
CUL4B	PHIP
CUL4B	PRDX3
CUL4B	VPRBP
CUL4B	UBC
CUL5	ASB1
