Official Symbol Interactor A	Official Symbol Interactor B
VAPB	OSBPL3
VAPB	OSBPL2
VAPB	RAB3GAP1
VAPB	OSBPL6
VAPB	OSBP2
VAPB	OSBP
VAPB	PRKACB
VAPB	OSBPL9
VAPB	OSBPL11
VAPB	OSBPL10
VAPB	WDR44
VAPB	VAPA
CCNA2	CDT1
CCNA2	CDK1
CCNA2	CDK3
CCNA2	SAMHD1
CCNA2	ELMSAN1
CCNA2	FZR1
CCNA2	SCAPER
CCNA2	GMNN
CCNA2	RBL1
CCNA2	CDC20
CCNA2	RBL2
CCNA2	SKP2
CCNA2	PKMYT1
CCNA2	CDKN1B
CCNA2	CDKN1A
CCNA2	CKS1B
CCNA2	CKS2
CCNA2	EIF2AK2
CCNA2	ORC1
CCNA2	DNTTIP1
CCNA2	CDKN1C
REL	NFKBIE
REL	NFKB2
REL	NFKB1
REL	RELA
REL	TNIP2
CDK14	CDKN1A
CDKL1	SIRT1
PLK1	BICD2
PLK1	BORA
PLK1	PPP6R2
AURKA	CEP192
AURKA	PPP6R2
AURKA	DICER1
AURKA	TPX2
AURKA	TACC3
AURKA	SORL1
AURKA	PPP6R3
AURKA	MTMR3
AURKA	TP53
AURKB	HSP90AA1
AURKB	HSP90AB1
AURKB	CDC37
CDK8	MED6
CDK8	MED4
CDK8	MED28
CDK8	MED17
CDK8	MED23
CDK8	MED29
CDK8	MED22
CDK8	MED24
CDK8	MED10
CDK8	MED15
CDK8	MED9
CDK8	MED20
CDK8	MED8
CDK8	MED25
CDK8	MED30
CDK8	MED12
CDK8	MED13
CDK8	MED27
CDK8	MED13L
CDK8	MED1
CDK8	MED16
CDK8	MED14
AURKC	HSP90AA1
AURKC	INCENP
FIG4	VAC14
GSTM3	GSTM4
PON2	EGFR
BUB1	BUB1B
BUB1	CASC5
BUB1	CDC20
BUB1	RAE1
BUB1	MIS12
RCAN2	PPP3CA
SPC25	CASC5
SPC25	NDC80
SPC25	NUF2
SPC25	MIS12
UQCRB	COX6B1
YEATS4	EP400
YEATS4	EPC1
YEATS4	EPC2
YEATS4	SRCAP
YEATS4	DMAP1
YEATS4	TRRAP
YEATS4	BRD8
YEATS4	VPS72
YEATS4	ING3
YEATS4	MYC
YEATS4	MRGBP
YEATS4	MBTD1
YEATS4	ACTR6
YEATS4	JAZF1
YEATS4	ZNHIT1
CDK1	CKS1B
CDK1	CKS2
CDK1	CDT1
CDK1	CCNB2
CDK1	CCNB1
CDK1	SKP2
CDK1	CDKN1B
CDK1	CDKN3
CDK1	PKMYT1
CDK1	CDKN1A
CDK15	HSP90AA1
CDK15	FKBP5
CDK16	CCNYL1
CDK16	BRCA1
CDK17	TDRD7
CDK18	HSP90AA1
CDK19	MED13
CDK19	MED27
CDK19	MED31
CDK19	MED16
CDK19	MED14
CDK19	MED12
CDK19	MED13L
CDK19	MED1
CDK19	MED6
CDK19	MED4
CDK19	MED17
CDK19	MED23
CDK19	MED29
CDK19	MED22
CDK19	MED24
CDK19	MED28
CDK19	MED15
CDK19	MED9
CDK19	MED10
CDK19	MED8
CDK19	MED20
CDK19	MED30
CDK4	HSP90AA1
CDK4	HSP90AB1
CDK4	FKBP5
CDK4	CDC37
CDK4	CDKN2B
CDK4	CDKN2A
CDK4	CDKN2C
CDK4	CDKN2D
CDK4	CDKN1B
CDK5	C2CD5
CDK5	CCNB1
CDK5	CDKN1B
CDK5	CABLES1
CDK6	CDKN2B
CDK6	CDKN2A
CDK6	CDKN2D
CDK6	CDKN2C
CDK7	CCNA2
CDK7	HSP90AA1
CDK7	HSP90AB1
CDK7	CDC37
CDK7	ERCC2
CDK7	CCNB1
CDK7	TCEA1
IFI30	DAPK1
CCNDBP1	ZNF627
CDK13	CDK12
CDK3	HSP90AA1
CDK3	CCNE1
CDK3	CCNE2
CDK3	SKP2
CDK3	CDKN1B
CDK3	CDKN1A
CDK3	CKS1B
CDK9	LARP7
CDK9	HSP90AA1
CDK9	HSP90AB1
CDK9	AIP
CDK9	FKBP5
CDK9	AFF1
CDK9	CDC37
CDK9	MLLT1
CDK9	MEPCE
CDK9	HEXIM2
CDK9	CCNT2
CDK9	CCNT1
CDK9	AFF3
CDK9	MLLT3
HTR6	MTOR
HTR6	NF1
HTR6	RPTOR
CYP3A4	AMFR
CYP3A4	STUB1
BTRC	HIVEP1
BTRC	HIVEP2
BTRC	NFE2L2
BTRC	PPP1R15B
BTRC	UBE4B
BTRC	ATF4
BTRC	CDC25A
BTRC	ZNF395
BTRC	ZNF704
BTRC	PDCD4
BTRC	BHLHE40
BTRC	CDC25B
BTRC	PRRC2A
BTRC	DEPTOR
BTRC	SUN2
BTRC	AEBP2
BTRC	RAPGEF2
BTRC	GGNBP2
BTRC	TFAP4
BTRC	FBXO5
BTRC	PER2
BTRC	WWTR1
BTRC	TRIM9
BTRC	FNIP1
BTRC	RIPK4
BTRC	RASSF3
FBXW7	MED13
FBXW7	MED13L
USP7	TRRAP
MUS81	TERF2
MUS81	EME1
KNSTRN	PRPF19
BAG6	UBL4A
CUEDC2	HSPA4
AMOT	AMOTL1
AMOT	DYNLL1
AMOT	DYNLL2
AMOT	LATS1
AMOT	LIN7C
AMOT	NF2
PPP1R13B	PPP1CA
PPP1R13B	PPP1CB
PPP1R13B	PPP1CC
TP53BP2	PPP1CA
TP53BP2	PPP1CB
TP53BP2	PPP1CC
TP53BP2	RASSF7
TP53BP2	RASSF8
EPB41L3	YWHAB
EPB41L3	YWHAH
EPB41L3	YWHAG
EPB41L3	YWHAQ
EPB41L3	CADM1
EPB41L3	EPB41L2
FRMD5	KIAA1467
FRMD6	YWHAB
FRMD6	YWHAG
WWC1	AMOT
WWC1	PTPN14
LLGL2	KBTBD7
LLGL2	PRKCI
LLGL2	PRKCZ
LLGL2	LLGL2
LLGL2	PARD6B
LLGL2	PARD6G
LLGL2	RAD18
LIN7A	CASK
LIN7A	DLG1
LIN7A	MPP2
LIN7A	MPP5
LIN7A	MPP6
LIN7A	SLC20A1
MAP1S	STK4
MAP1S	STK3
NF2	AMOTL1
NF2	TUBA1C
MOB1B	LATS1
MOB1B	MOB1A
MOB1B	STK38L
MPP5	AMOTL1
MPP5	AMOT
MPP5	INADL
MPP5	LIN7A
MPP5	LIN7C
MPP5	MPDZ
STK4	MAP1B
STK4	MAP1S
STK4	STK3
STK4	RASSF1
STK4	RASSF2
STK4	RASSF3
STK4	RASSF4
STK4	RASSF5
STK4	RASSF6
STK4	SAV1
STK4	SLMAP
STK4	STRN
STK4	VAPA
STK3	MAP1B
STK3	MAP1S
STK3	STK4
STK3	RASSF1
STK3	RASSF2
STK3	RASSF3
STK3	RASSF5
STK3	SAV1
RASSF1	ITPRIP
RASSF1	MAP1B
RASSF1	MAP1S
RASSF1	STK4
RASSF1	STK3
RASSF2	YWHAH
RASSF2	YWHAG
RASSF2	STK4
RASSF2	STK3
RASSF3	STK4
RASSF3	STK3
RASSF4	STK4
RASSF4	STK3
RASSF5	MAP1B
RASSF5	MAP1S
RASSF5	STK4
RASSF5	STK3
RASSF6	STK4
RASSF6	STK3
RASSF7	PPP1R13B
RASSF7	TP53BP2
RASSF7	PPP1CA
RASSF7	PPP1CC
RASSF7	SNAP29
RASSF8	PPP1R13B
RASSF8	TP53BP2
RASSF8	PPP1CA
RASSF8	PPP1CC
SAV1	STK4
SAV1	STK3
SLMAP	FGFR1OP2
SLMAP	STK26
SLMAP	PDCD10
SLMAP	MOB4
SLMAP	RABEP1
SLMAP	RABGEF1
SLMAP	SIKE1
SLMAP	STK24
SLMAP	STRN
SLMAP	STRN3
SLMAP	STRN4
SLMAP	STRIP1
STK38L	MOB1A
STK38L	MOB1B
STK38L	MOB2
STRN	PPP2R1B
STRN	CTTNBP2NL
STRN	CTTNBP2
STRN	FGFR1OP2
STRN	STK26
STRN	PDCD10
STRN	MOB4
STRN	SIKE1
STRN	SLMAP
STRN	STRN3
STRN	STRN4
STRN	STRIP1
STRN	STRIP2
STRN	TCP1
STRN	CCT2
STRN	CCT4
STRN	CCT5
STRN	CCT3
STRN	CCT7
STRN	CCT8
STRN	CCT6A
STRN3	PPP2R1B
STRN3	CTTNBP2NL
STRN3	CTTNBP2
STRN3	FGFR1OP2
STRN3	STK26
STRN3	PDCD10
STRN3	MOB4
STRN3	SIKE1
STRN3	SLMAP
STRN3	STK24
STRN3	STRN
STRN3	STRN4
STRN3	STRIP1
STRN3	STRIP2
STRN3	TCP1
STRN3	CCT2
STRN3	CCT4
STRN3	CCT5
STRN3	CCT3
STRN3	CCT7
STRN3	CCT8
STRN3	CCT6A
TEAD3	YAP1
YAP1	YWHAB
YAP1	YWHAE
YAP1	YWHAH
YAP1	YWHAG
YAP1	YWHAQ
YAP1	AMOTL1
YAP1	AMOTL2
YAP1	AMOT
YAP1	TP53BP2
YAP1	INADL
YAP1	LATS1
YAP1	LIN7C
YAP1	NF2
YAP1	MPDZ
YAP1	MPP5
YAP1	PPP1CA
YAP1	PTPN14
YAP1	RAPGEF2
YAP1	TEAD3
YAP1	WBP2
RPS6KB2	ATP5A1
RPS6KB2	BRAF
RPS6KB2	HNRNPA1
RPS6KB2	PDCD4
HNRNPA1	AKAP8
HNRNPA1	DAP3
HNRNPA1	DDX1
HNRNPA1	DDX17
HNRNPA1	DDX28
HNRNPA1	DDX5
HNRNPA1	DHX15
HNRNPA1	DHX30
HNRNPA1	DHX36
HNRNPA1	DHX9
HNRNPA1	EEF1A1
HNRNPA1	ELAVL1
HNRNPA1	EWSR1
HNRNPA1	FAM120A
HNRNPA1	G3BP1
HNRNPA1	HIST1H2AB
HNRNPA1	HNRNPA0
HNRNPA1	HNRNPA2B1
HNRNPA1	HNRNPA3
HNRNPA1	HNRNPAB
HNRNPA1	HNRNPC
HNRNPA1	HNRNPD
HNRNPA1	HNRNPF
HNRNPA1	HNRNPH1
HNRNPA1	HNRNPH2
HNRNPA1	HNRNPH3
HNRNPA1	HNRNPK
HNRNPA1	HNRNPL
HNRNPA1	HNRNPM
HNRNPA1	HNRNPR
HNRNPA1	HNRNPU
HNRNPA1	HNRNPUL2
HNRNPA1	HNRNPDL
HNRNPA1	HSP90AB1
HNRNPA1	HSPA5
HNRNPA1	ICT1
HNRNPA1	IGF2BP2
HNRNPA1	ILF2
HNRNPA1	ILF3
HNRNPA1	KHSRP
HNRNPA1	CCAR2
HNRNPA1	LARP1
HNRNPA1	LARP7
HNRNPA1	LMNA
HNRNPA1	LRPPRC
HNRNPA1	MATR3
HNRNPA1	MOV10
HNRNPA1	MRPL1
HNRNPA1	MRPL15
HNRNPA1	MRPL3
HNRNPA1	MRPL37
HNRNPA1	MRPL44
HNRNPA1	MRPS22
HNRNPA1	MRPS23
HNRNPA1	MRPS27
HNRNPA1	MRPS35
HNRNPA1	MRPS5
HNRNPA1	MRPS7
HNRNPA1	MRPS9
HNRNPA1	NGRN
HNRNPA1	NONO
HNRNPA1	PABPC1
HNRNPA1	PHB2
HNRNPA1	PLOD1
HNRNPA1	PPIA
HNRNPA1	PRMT1
HNRNPA1	PRPF19
HNRNPA1	PTBP1
HIST3H3	PHF1
PHF1	SUZ12
PHF1	EED
PHF1	EZH2
S100A10	ANXA2
S100A10	HLTF
S100A10	SUPT6H
S100A10	AHNAK
S100A10	S100A10
CHD5	GATAD2B
CHD5	RBBP7
CHD5	MTA1
CHD5	GATAD2A
CHD5	MBD3
CHD5	HDAC1
CHD5	HDAC2
CHD5	MTA2
WHSC1	GEMIN5
WHSC1	SMN1
LGALS3	SLC12A2
LGALS3	KIAA1549
LGALS3	LGALS3BP
LGALS3	ECE1
UBR5	BUB3
DCAF7	CCT2
DCAF7	TCP1
DCAF7	CCT3
DCAF7	CCT4
DCAF7	CCT5
DCAF7	CCT6A
DCAF7	CCT7
DCAF7	DYRK1A
DCAF7	MAP3K1
UBE2A	UBE2B
UBE2A	RAD18
UBE2A	RNF20
UBE2A	RNF40
UBE2A	UBR1
UBE2A	UBR2
UBE2A	UBR3
UBE2A	KCMF1
UBE2B	UBE2A
UBE2B	UBC
UBE2B	RAD18
UBE2B	RNF20
UBE2B	RNF40
UBE2B	UBR1
UBE2B	UBR2
UBE2B	UBR3
KCMF1	UBR4
KCMF1	NIPSNAP3A
KCMF1	ABHD10
KCMF1	SARS2
UBR2	PDP2
UBR2	UBE2A
UBR2	UBE2B
KCMF1	UBE2A
ZMYND11	EFTUD2
FBXW11	EEF2K
FBXW11	ATF4
FBXW11	CTNNB1
FBXW11	ACBD5
FBXW11	CDC25A
FBXW11	PDCD4
FBXW11	CLSPN
FBXW11	PER1
FBXW11	NFE2L2
FBXW11	REST
FBXW11	USP37
FBXW11	WEE1
FBXW11	TRIM9
FBXW11	BORA
FBXW11	NFKB1
FBXW11	NFKB2
FBXW11	EML5
FBXW11	PRRC2A
FBXW11	HUWE1
FBXW11	FNIP1
FBXW11	SIPA1L1
FBXW11	UBE2R2
FBXW11	USP54
FBXW11	TFAP4
FBXW11	AEBP2
FBXW11	SUN2
FBXW11	ARIH1
FBXW11	ILF3
FBXW11	ZIC2
FBXW11	LPIN1
FBXW11	AMER1
FBXW11	APC
FBXW11	BHLHE40
FBXW11	HNRNPA3
FBXW11	HNRNPD
FBXW11	HIVEP2
FBXW11	MAP1B
FBXW11	FLNC
FBXW11	GGNBP2
FBXW11	TACC1
FBXW11	GBF1
FBXW11	PTCD1
FBXW11	MOV10
FBXW11	CDC25B
FBXW11	CLPX
FBXW11	RBM19
FBXW11	TBC1D4
FBXW11	HNRNPA2B1
FBXW11	AATF
FBXW11	MAST2
FBXW11	LPIN2
FBXW11	ZFR
FBXW11	DENND4C
FBXW11	USP47
FBXW11	HNRNPH3
FBXW11	ZNF395
FBXW11	CDC34
FBXW11	MTERF3
FBXW11	STK4
FBXW11	MAP1S
FBXW11	CLTC
FBXW11	RAPGEF2
FBXW11	FAM120A
FBXW11	HNRNPA0
FBXW11	DOCK1
FBXW11	HNRNPDL
FBXW11	CACHD1
FBXW11	HNRNPU
FBXW11	FLCN
FBXW11	PFDN4
FBXW11	SUZ12
FBXW11	EZH2
AMBRA1	DDB1
AMBRA1	SUGT1
AMBRA1	TCEB2
AMBRA1	CUL4A
AMBRA1	CUL4B
AMBRA1	DDA1
MAEL	PABPC1
MAEL	YBX1
MAEL	KHSRP
MAEL	SYNCRIP
MAEL	EIF4A1
MAEL	EIF3F
MAEL	ELAVL1
MAEL	DDX39A
AUTS2	PCGF5
AUTS2	RNF2
AUTS2	RYBP
AUTS2	YAF2
AUTS2	CSNK2A1
AUTS2	CSNK2A2
AUTS2	CSNK2B
AUTS2	DCAF7
AUTS2	PCGF3
AUTS2	EP300
AUTS2	PCGF6
NTRK1	SHC1
NTRK1	SH2B2
NTRK1	PLCG1
NTRK1	GRB2
NTRK1	GAREM
NTRK1	SHC3
NTRK1	CBLB
NTRK1	NEDD4
NTRK1	NTRK1
NTRK1	CBL
NTRK1	ARHGAP32
SFN	EIF4B
SFN	EIF2S1
SFN	PPIB
LRRK2	HSPA8
EIF3M	EIF3A
EIF3M	EIF3B
EIF3M	EIF3C
EIF3M	EIF3D
EIF3M	EIF3E
EIF3M	EIF3F
EIF3M	EIF3G
EIF3M	EIF3H
EIF3M	EIF3I
EIF3M	EIF3J
EIF3M	EIF3K
EIF3M	EIF3L
EIF3E	EIF3M
UXT	URI1
UXT	RUVBL2
UXT	RUVBL1
UXT	POLR2E
UXT	PFDN2
NTRK1	SNX27
NTRK1	CDC37
NTRK1	HSP90AA1
NTRK1	HSPA4
RICTOR	MTOR
RICTOR	MAPKAP1
RICTOR	PRR5L
RICTOR	MLST8
RPTOR	MTOR
RPTOR	MLST8
RPTOR	AKT1S1
SOX2	CCAR2
CUL7	GLMN
CUL7	FBXW7
IPO5	KPNA1
WAPAL	PDS5A
WAPAL	PDS5B
WAPAL	SMC3
WAPAL	STAG2
WAPAL	SMC1A
WAPAL	RAD21
PDS5B	WAPAL
PDS5A	WAPAL
SMC3	WAPAL
STAG2	WAPAL
STAG1	WAPAL
NCOA6	TUBA1A
NCOA1	RBBP6
TCERG1	SNRPA1
KLF5	ANP32B
SETD1B	SETD1A
FAP	ADA
FAP	CAV1
FAP	DPP4
FAP	ERLIN2
FAP	STOM
FAP	PHB2
FAP	THY1
CPSF3	FIP1L1
ANKRA2	CCDC8
ANKRA2	RFX7
ANKRA2	RFX5
ANKRA2	CUL7
ANKRA2	HDAC5
RFXANK	RFX5
RFXANK	RFXAP
MAP3K7	NDFIP1
VPS18	VPS11
VPS18	VPS16
VPS18	VPS33A
VPS18	VPS41
MLLT1	AFF1
MLLT1	CDK9
MLLT1	RNF2
KAT2A	YEATS2
KAT2A	UBAP2L
KAT2A	MAP3K7
KAT2A	TADA3
KAT2A	TADA2A
KAT2A	MBIP
KAT2A	WDR5
KAT2A	CCDC101
KAT2A	DR1
KAT2A	SUPT20H
PARK2	ACTB
SREK1	PNN
PTEN	HSPA8
PTEN	WWP2
PTEN	TUBB4B
PTEN	HSP90AB1
PTEN	WWP1
EWSR1	DHX9
EWSR1	ANXA2
EWSR1	PRDX2
EWSR1	HNRNPA3
EWSR1	RPL31
MED4	TXLNG
MED4	AMOT
MED4	GIT2
MED4	CDK8
MED4	MED11
MED4	MED19
MED4	CCNC
MED4	MED18
MED4	MED28
MED4	MED13
MED4	MED26
MED4	MED30
MED4	MED22
MED4	MED31
MED4	MED6
MED4	MED29
MED4	MED20
MED4	MED7
MED4	MED8
MED4	ARHGEF7
MED4	MED16
MED4	MED10
MED4	GIT1
MED4	MED15
MED4	CCDC138
MED4	MED21
MED4	MED27
MED4	TXLNA
MED4	IFT20
MED4	MED24
MED4	MED12
MED4	MED9
MED4	MED23
MED4	MED17
MED4	SNAP29
MED4	PCM1
MED4	MED14
MED4	MED1
MED20	MED19
MED20	MED10
MED20	MED21
MED20	MED12
MED20	MED11
MED20	MED22
MED20	MED4
MED20	MED29
MED20	MED15
MED20	MED1
MED20	MED6
MED20	MED24
MED20	MED23
MED20	MED30
MED20	MED28
MED20	MED8
MED20	MED14
MED20	MED18
MED20	MED17
MED20	MED27
MED23	MED4
MED23	MED17
MED23	ZNF516
MED23	MED14
MED23	MED25
MED23	RBPJ
MED23	FBRS
MED23	CREBBP
MED23	EP300
MED23	RB1
MED23	MED16
MED23	MED24
MED23	SPEN
IBTK	CUL3
IBTK	PDCD4
HERC2	MUS81
HERC2	EME1
HERC2	KIF20A
HERC2	NEURL4
HERC2	FDFT1
HERC2	HLA-A
HERC2	HM13
HERC2	NCOA4
HERC2	FTH1
HERC2	BIRC6
HERC2	BICD2
HERC2	ZFYVE9
HERC2	CEP170
HERC2	UBE3A
HERC2	PCM1
HERC2	USP20
HERC2	PHKG2
HERC2	PHKB
HERC2	EIF3H
HERC2	EIF3E
HERC2	EIF3M
HERC2	EIF3I
CEP135	WRAP73
CEP290	CEP131
CEP290	CCDC138
CEP290	CCP110
CEP290	CEP170
CEP290	CEP72
CEP290	CEP76
CEP290	CEP97
CEP290	IQCB1
CEP290	CEP162
CEP290	MED4
CEP290	MIB1
CEP290	NEURL4
CEP290	OFD1
CEP290	PIBF1
CEP290	SSX2IP
CEP290	ECH1
CEP162	CEP131
CEP162	CCDC138
CEP162	CCP110
CEP162	CEP170
CEP162	CEP97
CEP162	MED4
CEP162	OFD1
CEP162	PCM1
CEP162	PIBF1
CEP162	SSX2IP
CEP162	WRAP73
CEP162	CEP120
CEP162	CEP290
CEP162	CPVL
CEP162	CSPP1
CEP162	HAUS1
CEP162	PYCR1
CEP162	PYCR2
CEP162	SPICE1
CEP162	TBC1D31
CEP162	CEP55
CEP162	HAUS4
CEP162	CEP135
CEP162	KIAA0753
LCA5	PCM1
LCA5	IPO7
LCA5	YWHAH
LCA5	NAP1L4
LCA5	UBE2O
OFD1	PCM1
OFD1	DYNLL1
OFD1	MAPRE1
OFD1	SDCCAG3
OFD1	CEP131
PCM1	CEP131
PCM1	CCDC138
PCM1	CEP170
PCM1	HERC2
PCM1	MED4
PCM1	MIB1
PCM1	OFD1
PCM1	PCNT
PCM1	PIBF1
PCM1	SSX2IP
PCM1	WRAP73
PCM1	CSPP1
PCM1	HAUS1
PCM1	HAUS4
PCM1	KIAA0753
PCM1	CEP72
PCM1	CCDC77
PCM1	CCNB2
PCM1	CEP350
PCM1	CEP95
PCM1	DSP
PCM1	LUZP1
PCM1	MCM10
PCM1	NDC80
PCM1	TPGS1
PCM1	KIF7
PCM1	TSPYL1
PCM1	CSNK1D
PCM1	CEP55
PCM1	IFT20
PCM1	IFT81
PCM1	CCDC14
RPGRIP1L	CSPP1
RPGRIP1L	MPRIP
RPGRIP1L	PCM1
RPGRIP1L	IPO7
RPGRIP1L	CAPZA2
RPGRIP1L	CD2AP
RPGRIP1L	GKAP1
RPGRIP1L	NEK4
RPGRIP1L	NPHP4
RPGRIP1L	RPGR
RPGRIP1L	TRIM37
RPGRIP1L	CEP170
RPGRIP1L	SH3KBP1
SCLT1	SSBP1
SCLT1	CCDC22
SCLT1	COMMD2
SCLT1	KIF23
SCLT1	KIZ
SCLT1	TBK1
SCLT1	LUZP1
SCLT1	COMMD8
SCLT1	EXOC4
SPICE1	PCM1
SPICE1	IPO5
SSX2IP	PCM1
SSX2IP	CEP131
SSX2IP	WRAP73
SSX2IP	CCDC138
XPO1	MYC
XPO1	CRY1
XPO1	HDAC3
XPO1	KEAP1
XPO1	CNOT2
XPO1	PXN
XPO1	CDC37L1
XPO1	DCAF8
XPO1	TSG101
XPO1	FERMT2
XPO1	NMD3
XPO1	SRSF2
XPO1	SIRT2
XPO1	SNUPN
XPO1	AHR
XPO1	TUBB4B
XPO1	STAT1
XPO1	DDX19A
XPO1	HDAC6
XPO1	CRY2
XPO1	VPS37B
XPO1	STRADA
XPO1	BACH1
XPO1	HDAC5
ASF1B	MCM2
ASF1B	MCM4
ASF1B	MCM6
ASF1B	MCM7
ASF1B	CHAF1A
ASF1B	CHAF1B
ASF1B	HIRA
ASF1B	HIST1H3E
HIST1H3E	PRMT5
HIST1H3E	WDR77
HIST1H3E	COPRS
HIST1H3E	HIST4H4
HIST1H3E	CHAF1A
HIST1H3E	CHAF1B
HIST1H3E	RBBP4
HIST1H3E	RBBP7
HIST1H3E	ASF1B
HIST1H3E	NASP
HIST1H3E	NPM1
HIST1H3E	DNAJC9
HIST1H3E	MCM2
HIST1H3E	MCM7
HIST1H3E	TONSL
HIST1H3E	CBX3
HIST1H3E	STK38
HIST1H3E	HAT1
HIST1H3E	ACTG1
ACAD9	ECSIT
ACAD9	PDSS1
ACAD9	NDUFAF1
ACAD9	TIMMDC1
ACAD9	DBT
ACAD9	NDUFS3
ECSIT	MGME1
ECSIT	NDUFAF1
ECSIT	ACAD9
ECSIT	TMEM126B
ECSIT	TIMMDC1
ECSIT	NDUFS2
ECSIT	ND4
NDUFA12	NDUFB9
NDUFA12	NDUFA6
NDUFA12	NDUFA13
NDUFA12	NDUFS6
NDUFA12	NDUFS4
NDUFA12	NDUFS1
NDUFA12	NDUFA9
NDUFA12	NDUFS3
NDUFA12	NDUFB11
NDUFA12	NDUFS8
NDUFA12	NDUFS7
NDUFA12	NDUFA4
NDUFA12	NDUFA2
NDUFS3	ECSIT
NDUFS3	NDUFB7
NDUFS3	NDUFAF3
NDUFS3	ACAD9
NDUFS3	NDUFV3
NDUFS3	NDUFS1
NDUFS3	NDUFS2
NDUFS3	NDUFA13
NDUFS3	NDUFV2
NDUFS3	NDUFA9
NDUFS3	ND6
NDUFS3	NDUFS7
NDUFS3	NDUFB8
NDUFS3	ND5
NDUFS3	NDUFA12
NDUFS3	NDUFA11
NDUFS3	NDUFA2
NDUFS3	NDUFV1
NDUFS3	NDUFA7
NDUFS3	NDUFS8
NDUFS3	NDUFA5
NDUFS3	NDUFB10
NDUFS3	ND1
NDUFS3	NDUFB11
NDUFS3	NDUFB4
NDUFS4	NDUFS1
NDUFS4	NDUFA13
NDUFS4	NDUFA2
NDUFS4	NDUFV1
NDUFS4	NDUFS3
NDUFS4	NDUFA12
NDUFS7	NDUFAF5
NDUFS7	NDUFAF4
NDUFS7	ACAD9
NDUFS7	LONP1
NDUFS7	NDUFS2
NDUFS7	NDUFS3
NDUFS7	NDUFS1
NDUFS7	NDUFS8
NDUFS5	NDUFS6
NDUFS5	NDUFS3
NDUFS5	NDUFB11
NDUFA9	NDUFS6
NDUFA9	NDUFA6
NDUFA9	NDUFB10
NDUFA9	NDUFB8
NDUFA9	NDUFV1
NDUFA9	NDUFB11
NDUFA9	NDUFS1
NDUFA9	NDUFS3
NDUFA9	NDUFA12
NDUFA9	UQCRFS1
NDUFA11	NDUFS3
NDUFA13	NDUFAF1
NDUFA13	ECSIT
NDUFA13	ACAD9
NDUFA13	TMEM126B
NDUFA13	NDUFS7
NDUFA13	NDUFS3
NDUFA13	NDUFC2
NDUFA13	NDUFA12
NDUFA13	NDUFAF4
NDUFAF1	ECSIT
NDUFAF1	ACAD9
NDUFAF1	TMEM126B
NDUFAF1	NDUFB11
NDUFAF1	TIMMDC1
NDUFAF1	NDUFS3
NDUFS6	NDUFV3
NDUFS6	NDUFS1
NDUFS6	NDUFV2
NDUFS6	NDUFA9
NDUFS6	NDUFS2
NDUFS6	NDUFA7
NDUFS6	NDUFS3
NDUFS6	NDUFV1
NDUFS6	NDUFS8
NDUFS6	ND4
NDUFV1	NDUFV2
NDUFV1	NDUFS1
NDUFV1	NDUFA9
NDUFV1	NDUFA2
NDUFV1	NDUFS3
NDUFV1	NDUFS8
NDUFV1	NDUFS2
NDUFV2	NDUFS1
NDUFV2	NDUFV1
NDUFV2	NDUFV3
NDUFV2	NDUFS2
NDUFV2	NDUFS3
NDUFAF3	NDUFAF4
NDUFAF3	NDUFS8
NDUFAF3	NDUFS3
TIMMDC1	ECSIT
TIMMDC1	NDUFAF1
TIMMDC1	NDUFAF4
TIMMDC1	ACAD9
TIMMDC1	TMEM126B
TIMMDC1	NDUFA9
AHSA1	FASN
AHSA1	HSP90AA1
AHSA1	HSPA8
AHSA1	LDHB
AHSA1	HSP90AB1
PPME1	PPP2CB
PPME1	PPP2R1A
PPME1	HRNR
PPME1	FDPS
PPME1	NUDC
PPME1	LMNA
RPL10	AAMP
EED	ABCF1
MYH9	ACTB
IQGAP1	ACTB
PPP1CC	ACTG1
ACTR5	ACTL6A
HNRNPA1	ADAR
CLTC	AP2A2
AP1S2	AP1B1
CLTC	AP2B1
AP1S2	AP2B1
AP1S2	AP1G1
ALDOA	ALDOC
CTNNB1	APC
AXIN1	APC
MAPRE1	APC
RAD21	APOB
ZFC3H1	APP
MAP2K1	ARAF
YWHAH	ARAF
HIF1A	ARNT
JUN	ATF3
HDAC1	RERE
ACKR3	ATP5A1
ACKR3	ATP5B
VAPA	ATP6V1A
ATP6V1C2	ATP6V1A
ATP6V1C2	ATP6V1B2
ATP6AP2	ATP6V0A1
ATP6AP2	ATP6AP1
ACKR3	ATP5O
DAXX	ATRX
PSMC1	BAG1
CDK2	CCND1
BAX	BCL2L1
BCOR	BCL6
RNF2	BMI1
CBX4	BMI1
CBX8	BMI1
POLR2F	POLR3D
POLR3E	POLR3D
MAPRE1	DST
MAP2K1	BRAF
YWHAZ	BRAF
XRCC3	BRCA2
BUB3	BUB1
ZWINT	BUB1
BUB3	BUB1B
PPP2R1A	C1QBP
RSRP1	C1QBP
CCDC132	VPS51
MRPL50	MRPL49
ILK	CAD
IQGAP1	CALM1
RAF1	CALU
CHST15	CANX
CAPN1	CAPNS1
CAPZA2	CAPZA1
MYO5C	CAPZA1
CNOT1	CAPZA2
MYO5C	CAPZA2
CAPN1	CAST
CAPZA2	CAPZB
CBR3	CBR1
CDK2	CCNA2
CDKN1A	CCNA2
CDT1	CCNA2
ELMSAN1	CCNA2
CDK1	CCNB1
CDK2	CCNB1
CDK8	CCNC
