source	target
1025	5430
51343	5347
4792	8454
7329	1616
52615	14056
850554	852003
7249	6009
10134	841
853191	855017
853846	854423
672	5499
842733	830587
142	142
54165	55832
1656	80153
853167	852814
853191	852497
4218	94121
856700	855605
827510	835809
29110	9641
4683	10111
5058	998
120892	4155
9874	9874
850554	856742
7421	6714
55236	65264
851680	854387
2033	2237
856422	852037
851567	851648
851408	856422
852003	851557
672	7325
8065	6923
837479	816394
853886	850300
853712	850613
2017	50807
10273	7321
850623	853509
851071	853877
8036	10075
5193	5192
855950	851623
856659	852903
5976	23049
9112	3065
853271	855700
1326	4790
2099	2100
51659	84296
856251	853011
7316	29979
4771	9730
9656	4361
7157	1026
991	991
8517	8517
851135	856105
856743	854345
84447	7415
817087	834224
825648	843928
23466	6015
853154	851720
85439	2060
851984	850440
7508	5886
856179	856104
6256	5468
853846	851696
898	8452
10075	7321
829541	844164
851100	853750
958	7187
996	246184
851457	854945
855157	854388
856680	853373
80854	1786
1742	3739
856449	855335
856023	856891
51013	54512
850430	852385
8451	7316
22343	12361
841	7189
853376	850820
852982	850920
23466	648
701	4085
856674	852037
4690	10657
7415	7353
854882	854119
856129	852494
1495	1499
60412	23265
855583	856572
5481	3320
855498	852200
7320	1499
1956	10458
79577	9646
852765	853355
831608	834426
694	9337
9146	10254
4144	27430
854428	852469
1432	83987
5713	5700
2071	2967
207	2931
2889	1399
853985	851903
27043	26168
2540735	2539403
856912	853071
3065	55758
3065	3091
853369	850585
852088	852664
856604	851678
219541	23389
854979	854149
7317	7332
29945	701
8837	8772
890	983
79035	58493
5970	6667
110157	15461
367	9611
23054	5914
998	10188
855428	851389
850552	853016
851000	852305
834815	841922
854418	856134
51160	51271
648	7323
1487	84458
3939	3945
5932	7375
856891	851723
6468	8454
8850	155871
55610	738
6502	9978
852079	854142
9846	5781
55054	9474
64708	9318
51514	1026
853264	854465
5071	10273
852732	855463
81620	8467
854937	853976
851641	856021
8666	8662
7416	598
5984	5985
2566	11337
79016	1642
852265	853283
850445	852410
851461	852003
853355	853752
854439	850506
853808	852788
856926	856926
7133	7186
26986	10605
6733	11338
378708	2175
853109	851447
54461	8454
850808	852486
851554	852376
9107	66036
11124	3308
51253	84311
852492	854345
1956	5295
854150	852284
367	9604
852612	855532
855515	855700
853814	853010
856852	851549
855237	850782
851686	854898
7157	9532
599	572
852385	852385
5886	5710
855184	855356
10524	54556
10284	22985
856604	855539
129685	6877
850840	855271
851723	855821
851811	852294
851678	853649
855788	851212
51720	79184
2305	55611
8518	26610
852371	856154
2176	2178
11201	7316
856267	850820
853909	853719
993	8454
8161	6606
843513	830095
3964	3688
3398	6938
854999	854322
29945	4085
5071	8878
855514	854317
8451	9978
6613	7750
84126	545
853301	852013
855492	855492
3745	170850
4609	3065
5111	2547
855399	853060
821718	818265
11091	8290
25898	7322
854106	852871
7025	64919
852611	856571
57215	3054
839248	839248
1642	9730
9646	123169
6009	57521
8314	55252
851723	856096
51514	8451
2475	1978
830987	818174
5928	3066
8065	9616
829541	837805
855386	855920
5728	5747
856425	856016
852457	853966
851928	855300
818581	843407
4615	8405
12443	12567
10273	7322
7189	23118
9314	3066
5711	5701
854265	851061
5883	3364
7157	4194
8452	253980
6907	2874
854697	856020
207	6789
4194	1452
11200	995
6502	6500
1956	4582
850539	851772
51377	283899
9099	2194
852050	855700
856731	854284
5894	2887
4791	8945
853723	855869
3837	5903
23492	10336
851197	854827
852095	853423
8065	865
27125	4298
854273	855237
84937	7334
5682	5683
850793	850980
2185	5829
5516	23141
387	3895
4792	4790
515	509
855739	850349
824410	839789
8409	367
852095	851591
852283	853922
51107	5663
851339	852685
7334	10273
852611	850818
850708	855959
854827	851916
852765	852501
852122	852018
852016	853942
1058	8359
2885	3937
55832	8451
5468	6256
834426	834426
854543	852371
826470	826470
10454	6885
8772	8837
854119	850541
672	11073
851561	850540
3320	5894
855263	851756
853192	855116
330	56616
856862	853848
8751	2885
4609	6502
7415	55968
9690	9690
3927	9319
8772	8717
7334	9025
854827	853090
8451	9730
7124	7186
23291	10726
13649	22190
829541	824214
851159	855310
6464	1441
10482	4928
5591	7520
856076	855201
1163	6502
856311	854697
8945	7074
5594	5894
27101	6500
850520	852885
2188	2178
26471	339287
6622	5071
856731	851408
231201	22059
20416	16331
6416	5599
856267	852549
7295	4217
572	596
8737	8517
852194	853846
851678	851113
3066	23028
856570	850839
851696	856571
5743	857
6615	23028
852881	855350
854331	852042
302	6281
23476	1025
14810	14811
7157	1385
672	5430
3638	7415
852169	856294
7157	3313
2885	50807
11091	23067
10055	10054
856060	856060
25970	3717
4152	10036
867	2885
852685	851339
50813	10980
27338	51343
5468	5604
855937	851585
856831	856831
855782	850414
856891	855312
851085	853528
7329	6672
851800	855224
856746	855838
853192	850720
84246	6837
852624	854795
230	226
1956	6654
10524	25898
851159	855575
856486	851471
854509	852424
4688	4689
853956	855335
850760	856297
856183	855744
850638	855700
114609	4615
3619	9212
2033	7157
818562	843463
7317	997
3020	142
856449	855613
7515	5423
6597	25942
854791	856882
6500	55294
25793	5683
853576	851197
10482	6426
854527	854667
854791	852810
57646	7316
856723	850435
851988	851988
9474	25851
856499	852373
1734	23032
550	7327
10325	57521
852695	851142
4092	64750
991	64682
604	25942
856267	855884
5928	3065
9794	2033
6908	6881
10963	3308
8878	5584
8468	5007
850554	850562
51720	29086
10987	4089
84142	9577
10617	1213
5914	10499
853985	852492
5894	3845
851441	853808
196	9049
5516	11116
6616	6844
54778	54778
8678	5289
854017	851723
2033	3065
843609	830427
573	3312
851671	854063
9531	3303
5867	80230
18999	17192
64127	6885
852037	856607
854977	851470
613	1399
8726	3066
852987	854138
10657	5295
852398	850863
10213	5701
4851	55294
856130	856254
11047	51377
20614	20907
8766	22841
852728	855841
852088	851592
852399	851733
27238	84811
3090	1488
5371	7341
8667	8664
851847	853846
1024	9443
850888	852724
854168	850633
2534	867
5111	10714
5704	5701
851549	852018
11073	9656
855869	853723
1432	80824
5356	10286
2064	1956
7709	4609
856060	852001
64919	9112
1956	2017
115650	7187
9618	64750
856891	850744
856575	854844
851408	851140
856303	853906
10868	63967
855470	851150
10499	2099
9817	9817
852779	855934
852042	851415
5914	6258
855514	853714
5925	3065
850409	852766
8678	8678
4582	1956
112869	93624
79728	675
852713	856831
7290	25842
850409	854993
