Entrez Gene Interactor A	Entrez Gene Interactor B
6297	1642
4826	378884
4170	10075
27113	4170
6281	302
4297	4298
27125	4299
83746	1876
83746	11335
83746	6045
1876	83746
6045	8290
6045	121504
6045	83746
84108	83746
11335	83746
4841	5499
6421	5499
5499	4841
5499	6421
4841	3065
4841	11338
6421	25942
6421	3065
6421	6626
6421	11338
6595	8431
3065	8431
25942	8431
3320	1111
9611	7464
1956	7410
7410	1956
867	7410
867	1956
7410	867
1956	867
4086	9958
4087	9958
4088	9958
4089	9958
5111	51455
81847	142
81847	2547
81847	7520
81847	7515
81847	10527
81847	4691
81847	3006
5970	8651
8651	5970
5111	5429
899	9738
7157	4193
4193	7157
64326	2115
51343	5292
51343	996
6502	51343
5292	51343
4800	2033
4800	3725
23411	6935
1649	3065
4088	1499
2956	10036
2956	5111
56254	64750
10036	8350
6667	4087
6667	4088
6498	2099
2033	2099
23476	54904
23476	23210
23476	1108
23476	79915
54904	23476
23210	23476
1108	23476
79915	23476
29998	23476
5885	2275
5885	997
5885	1613
5885	8243
5885	1642
5885	23645
5885	7317
57805	5885
5885	57805
2969	5450
8312	64750
56916	10155
56916	3065
56916	3066
56916	10919
56916	142
56916	11335
10155	56916
3065	56916
10919	56916
2626	3720
7528	93973
7528	10856
83855	25942
51592	4087
51592	4088
3020	7290
8353	10036
8353	8208
23523	7290
23523	29855
29855	7290
29855	23523
5728	9368
2309	4088
2309	4089
4089	2309
4089	4087
4089	4088
6657	1108
6657	9219
6657	55636
11091	5929
11091	9070
6597	6598
6599	6598
6597	6599
6599	6597
8291	10013
1316	6667
7091	10419
7091	5495
7091	79084
79084	10419
10419	79084
23512	79084
1871	3070
1871	5933
7343	51547
7343	25885
7343	10514
25885	51547
25885	7343
25885	10514
25885	8467
10514	51547
10514	7343
10514	8467
10514	25885
9557	142
11143	79960
84289	79960
64769	79960
23028	23186
23028	3065
23186	23028
3308	317
5970	6667
5970	4790
8815	10919
5371	4101
6774	3065
6774	8841
2033	6774
3720	9869
9869	3720
84148	84148
23411	84148
23030	11091
23030	5929
23030	9070
23030	8085
10765	3065
11091	23030
5929	23030
9070	23030
8085	23030
5929	9757
23030	2099
8085	2099
11091	2099
5929	2099
9070	2099
2099	8085
2099	11091
2099	5929
2099	9070
2099	23030
1499	57680
57680	1499
1869	5925
1108	57504
1108	3065
57504	1108
57504	3065
10013	1080
1786	29128
1788	29128
1789	29128
10919	29128
5885	2130
5885	823
5885	9126
5885	10274
5885	10735
5885	23244
5885	23063
5885	5591
5885	7175
5885	338
11073	9656
10155	1786
9070	5929
5929	9070
54623	1105
1105	54623
10524	23650
2104	8431
3068	1655
3068	6426
3068	3065
3068	6749
3068	142
3068	5591
55166	79682
64946	79682
80152	79682
401541	79682
1058	79682
79682	55166
79682	5347
4089	2033
4089	6667
7157	23309
56254	79577
9810	79577
546	9189
1432	8850
8850	1432
1432	8841
8841	1432
23133	8350
10467	64431
8350	23133
23133	5430
57680	367
23468	79003
23468	79980
25936	23468
25936	79003
25936	79980
25936	57082
25936	699
25936	11130
25936	10403
23468	11335
23468	9212
27044	6778
10524	6240
546	1616
1616	546
4869	1058
4869	8350
4869	8359
55355	1058
55355	8359
1058	55355
1058	4869
3320	2064
3320	1019
3320	6714
3320	10598
3320	10963
3320	10728
3320	11140
864	4851
4851	864
4851	3516
3516	4851
898	1017
9810	56254
9810	472
56254	9810
472	9810
472	56254
4000	4001
6047	6613
6047	10155
6047	5371
580	5932
6667	7528
7157	1958
7157	6667
2932	4088
4609	8841
84444	6772
4193	5925
467	3651
860	4088
10765	5925
860	3065
3608	3609
5591	3609
5591	2547
3609	5591
2547	5591
23411	1460
1460	23411
26959	2033
26959	1387
4172	1017
4172	898
5578	10013
5578	10013
10013	5578
1786	23411
23411	1786
467	6597
6597	467
6597	60
51176	387893
672	3066
10765	23028
10765	3065
10765	53615
23028	1107
23028	23028
23028	9219
23028	57504
23028	3065
23028	3066
23028	5928
23028	53615
3065	10765
81620	8467
8467	81620
10524	4654
996	29945
996	991
996	701
996	9184
996	4085
991	29945
991	701
29945	991
29945	701
29945	9184
29945	4085
56852	5111
142	3280
3280	142
2033	672
2033	1385
2146	8726
2146	23512
6667	6774
6667	5241
8202	1387
8202	7158
6418	7157
7514	5901
5970	79918
79918	5970
79813	5970
2149	10015
8850	1027
10273	4609
4609	10273
23411	3320
23411	10155
23411	23326
23411	2648
23326	23411
7428	1191
1191	7428
9025	1108
1108	9025
6774	80854
6774	23028
2547	2956
2956	2547
2547	4436
4193	6208
4193	7157
1488	4193
8202	367
3646	472
472	3646
9025	8924
4193	7157
1025	22936
1025	27125
1025	4298
1025	904
1025	10614
27125	22936
672	5932
672	5970
5925	3065
7157	8289
7157	6597
4300	84444
4300	4297
4300	4299
5430	6829
5430	10664
6829	5430
9126	8243
9126	5885
5430	4176
867	1080
7874	57654
6502	8454
6502	6500
4683	10111
4683	4361
4683	472
472	4683
688	7706
84461	9738
9738	84461
9738	79959
9738	79598
9738	80184
79959	79598
79959	80184
79959	9738
80184	79598
80184	79959
80184	9738
367	51341
9611	51341
9611	367
9612	51341
9612	367
7291	9219
7291	5931
7291	3066
2690	10273
5728	10273
5728	331
5728	11060
10273	5728
2873	9318
2873	8533
2873	51138
2873	10987
2873	10980
2873	64708
2873	10920
2873	8451
7157	4193
7329	6497
29128	7874
8237	7874
1786	7874
7874	29128
8237	29128
29128	8237
8454	11146
8453	11146
8451	11146
8454	9978
8453	9978
8452	9978
8451	9978
8065	9978
8454	55832
8453	55832
8452	55832
8451	55832
8065	55832
9978	8454
11146	8454
9978	8451
11146	8451
9978	8065
9978	11146
11146	9978
55294	8454
25827	6500
25827	8454
25827	351
64854	23239
29110	147945
147945	29110
3661	29110
5460	11060
4734	154796
154796	4734
154796	83737
83737	154796
154796	10413
7270	4193
140685	27351
9099	2194
23468	23394
10951	23394
11335	23394
10951	22850
11091	9070
11091	5929
5970	5971
5970	2146
5970	23512
5971	5970
5971	2146
2146	5970
2146	5971
2146	23512
83860	6908
6453	23647
6453	5144
6453	27185
699	57082
11077	11077
1460	1460
9261	8550
9261	1460
9099	1407
79884	7157
4193	5710
4193	5702
7528	4193
1017	8851
1020	8851
602	1487
7337	5597
7337	55662
7337	84461
7337	8924
1020	51343
8658	2762
2762	8658
7013	8658
64750	7046
64750	4092
7046	64750
7046	4092
4092	64750
4092	7046
4204	25942
4204	23468
5879	57531
351	2932
2932	351
2932	8312
10987	9024
5300	55294
55294	55294
64127	8767
64127	331
64127	55072
64127	10616
64127	81858
8767	331
7319	1025
1025	7319
1956	867
4792	6500
4792	8454
8945	4792
84148	23411
10524	23411
1869	51343
1869	51433
51343	1869
8452	64410
8431	4193
8431	7157
4193	8431
4193	7157
7157	8431
7157	4193
55388	1642
1642	55388
9730	55388
1407	9099
5710	5071
11335	5430
142	142
26043	8453
26043	6921
26043	9978
26043	4738
26043	3091
8314	3054
267	7415
83932	5111
56852	83932
83932	56852
4297	11091
4297	5929
4297	9070
28996	8349
3094	1499
3094	4286
4204	4904
675	5888
1786	5111
2237	5111
10951	8290
7343	51547
25885	51547
10514	51547
25885	10514
25885	8467
25885	7343
10514	25885
10514	8467
10514	7343
10075	3066
5371	54971
7157	2033
4790	2033
2308	23411
10891	3172
3065	5970
9112	7329
701	9184
701	4601
991	29882
991	701
6597	51129
6597	6601
6597	6598
387893	5111
5111	387893
5111	2237
639	8554
8554	639
639	3066
5687	5530
5530	5687
5687	1017
898	3024
890	3024
891	3024
25939	9730
5534	5688
5688	5534
5879	57630
5071	5710
5071	5708
5071	5705
5071	5702
5702	5705
5701	5708
5700	5704
27289	5693
5693	5683
5693	51371
5693	27289
7157	55693
55693	7157
9612	367
367	9612
3276	861
861	3276
351	29979
5683	5698
5683	5699
5683	5696
148022	29979
29979	84557
84557	29979
23468	10155
10155	23468
10155	1869
1869	10155
7157	3066
3066	25942
10155	5531
5702	5700
5702	5714
5702	5693
5704	5700
5704	5714
5704	5693
5700	5705
5700	5714
5700	5693
5701	5700
5701	5714
5701	5693
5705	5700
5705	5714
5705	5693
10971	9759
9759	10971
9759	5515
8350	9646
8350	79577
8350	80349
8350	54623
80349	9646
80349	123169
80349	54623
80349	79577
85363	5701
5701	9861
5701	5714
5700	9861
5700	5714
5704	9861
5704	5714
5706	9861
5706	5714
5702	9861
5702	5714
5704	5708
5704	5707
5704	5701
5704	5700
5704	5706
5704	5702
5704	5705
5702	5708
5702	5707
5702	5701
5702	5700
5702	5706
5702	5704
5702	5705
5705	5708
5705	5707
5705	5701
5705	5700
5705	5706
5705	5704
5705	5702
5701	5708
5701	5701
5701	5705
5701	5702
8061	5702
5702	8061
284695	1620
284695	3178
1620	3178
1620	23411
5705	5702
3178	22803
3178	4686
3178	81608
3178	4841
3178	6421
3178	11052
3065	3066
3066	3065
6667	2033
5705	9454
25842	146059
25842	79711
146059	25842
146059	55723
25842	55723
5591	7520
1457	5591
5591	1457
29855	23523
29855	7290
29855	25842
7290	29855
9373	7415
8517	1147
8517	3551
8517	3551
8517	8517
8517	7316
8878	7316
8878	23435
5241	2099
2099	5241
8878	8453
8878	10013
23435	8878
860	3065
860	7343
7343	3065
7343	860
10284	22985
10284	10921
5411	10921
126961	5111
5111	126961
3320	1147
4067	10657
2534	10657
7525	10657
6714	10657
3055	10657
50618	10657
4690	10657
26578	10657
5295	10657
30011	867
30011	29760
29760	30011
92799	30011
867	30011
29760	2885
29760	23607
29760	5336
29760	6416
29760	79930
1785	30011
30011	1785
8878	7316
7538	30011
7538	26986
7538	3308
26986	7538
30011	4216
30011	7538
4216	30011
5524	5515
5515	5526
5515	5518
126961	84444
84444	126961
220134	348235
348235	79980
3054	57215
7022	4609
7022	10765
4609	7022
10765	7022
10013	6194
10013	6173
4869	10360
10360	4869
4869	4869
7088	7088
7088	2290
7088	166
4313	3685
4313	3688
3685	4313
3688	4313
8110	5970
8110	6597
8110	6595
8110	6599
8110	4790
8110	6602
55274	6595
55274	6597
55274	6599
5977	6595
5977	6597
5977	6599
5977	5970
5977	4790
6455	6455
6453	6453
6453	867
51147	51147
51147	11143
10013	7514
201501	6720
23411	6304
6304	23411
6045	23429
6045	648
6045	84759
23429	6045
23429	648
23429	84759
648	6045
648	23429
648	84733
648	648
84759	6045
84759	23429
84759	84678
7703	6045
7703	23429
7703	84733
84108	6045
84108	23429
84108	83746
6045	57332
6015	6045
6015	648
6015	84759
6015	23429
6015	84733
6015	10138
6015	7703
648	10138
7703	10138
84108	10138
84108	11091
6908	6874
6908	6877
6908	6878
6908	6879
6908	6881
8837	8772
8837	841
23468	8462
8462	25942
26147	3090
3090	26147
5252	3090
3090	5252
23345	25777
23224	25777
5980	51455
5980	10459
51455	5980
10459	5980
10459	51455
5980	10459
10459	5980
51455	10459
51455	5980
126961	4898
126961	29128
4898	9611
9611	4898
9611	6907
4898	8841
8841	4898
25988	4863
4863	25988
8295	4863
4863	8295
3065	7428
3066	7428
3065	4609
3066	4609
6598	55743
55743	6598
6602	55743
55743	6602
6597	55743
55743	6597
9314	5468
9314	6667
5468	9314
5468	6667
6667	9314
6667	5468
387521	9146
1786	23028
23028	1786
1316	84458
84458	1316
1786	3065
8312	2932
10419	3205
3205	10419
8743	8837
8743	841
8743	8772
6667	983
6667	891
983	6667
6667	4628
2099	2308
9025	11200
7157	2033
7157	3065
2033	7157
10015	128866
10015	10015
10015	6714
7251	10015
85365	10015
85365	7251
85365	310
85365	311
10524	5970
5970	10524
1051	6595
1051	6597
1051	6599
672	672
1025	27125
1025	4298
1025	4300
4298	27125
4298	4300
4298	1025
4298	22936
4300	27125
4300	1025
4300	22936
27125	4298
27125	1025
27125	4300
1025	22936
84444	4298
84444	4300
4298	84444
4298	54623
1025	5430
1025	54623
1024	8204
8841	8204
637	6117
7323	10273
51439	6400
51439	84447
23197	337867
7415	267
7415	55139
7415	80700
7415	258010
11124	55666
11124	7415
11124	7353
267	7415
55139	7415
550	7415
550	6400
550	10956
550	23197
550	84447
550	51465
550	7327
51465	550
7319	56852
23492	3159
3159	23492
10013	156
6722	7403
6910	7403
7403	1482
1482	7403
545	7486
7486	545
84142	51720
84142	79184
23172	79184
55743	142
142	55743
672	29086
84142	29086
51720	6613
3091	3308
10273	378884
10273	3308
10273	378884
4851	2033
4851	9794
9794	4851
4851	3516
11124	8454
11124	6500
23291	11124
8454	11124
6500	11124
3791	8945
3791	23291
1453	3791
8945	55031
23291	55031
8945	8454
8945	1499
54737	1788
1788	54737
8945	2690
79813	54737
54737	79813
7157	83987
83987	7157
7319	7157
7319	4193
7157	7319
4193	7319
7157	4193
2099	10524
126961	10524
8089	4613
6604	4654
4654	6597
4654	6604
6604	6597
6597	6604
10411	5903
5903	10411
5903	10411
5903	5901
11043	7321
11043	7322
11043	7323
11043	7324
11043	7334
81559	7321
81559	7322
81559	7323
81559	7324
81559	7334
4281	7321
4281	7322
4281	7323
4281	7324
4281	7334
22954	7321
22954	7322
22954	7323
22954	7324
22954	7334
5987	7321
5987	7323
5987	7334
22954	7335
22954	7336
8312	1499
8312	2932
80854	4654
5747	9564
5747	6714
7015	7520
2547	10013
2017	10013
128312	3065
128312	1029
128312	6125
128312	10075
3065	1029
1499	51564
84193	4654
3725	4088
2353	4088
8928	4087
8928	4088
672	8626
79004	996
991	4085
6788	9113
29761	6850
6850	29761
8454	9978
10318	8887
8887	10318
9641	7128
7128	29110
23746	51667
23607	3635
23607	867
3635	23607
8409	8725
8725	8409
8409	367
5781	5747
5781	54623
5781	9646
79577	54623
79577	123169
79577	9646
79577	1499
54623	79577
54623	9646
54623	123169
2648	11169
11169	2648
8361	1616
8208	10036
6850	3635
6850	3937
6850	84959
6850	4690
6850	2885
4690	3937
2885	3635
3635	6850
84959	2885
27327	26986
57690	26986
23411	2309
3014	472
472	10524
1956	5295
86	6599
86	6597
64127	2590
64127	51024
64127	7088
64127	7431
64127	10524
64127	5529
23411	4613
4613	23411
5978	25942
3459	3716
3459	3717
2146	6615
2146	3065
2146	3066
6615	2146
6615	3065
6615	3066
3065	2146
3065	6615
3066	2146
3066	6615
6885	1147
6885	23118
6885	10454
23118	8678
257397	8678
23118	6885
257397	6885
7520	7486
7520	1660
7520	11198
7520	6749
7520	2547
7520	3014
7520	5591
3014	6045
3014	648
6045	648
648	472
648	6045
3014	472
3014	9656
3014	4683
6045	3014
7181	7182
7181	1786
7181	23028
7181	3065
7181	3066
7181	9112
7181	9219
7181	1108
7181	5928
7181	8841
7181	10155
1786	7181
1786	23028
1786	3065
1786	3066
1786	9112
1786	9219
1786	1108
8841	7182
8841	7181
10155	7181
10155	1786
9112	7181
9112	1786
9112	23028
9112	3065
9112	3066
9112	9219
9112	1108
9112	5928
9112	53615
3065	7181
3065	1786
3065	23028
3065	3066
3065	9219
3065	9112
3065	1108
3065	5928
3065	53615
1108	7181
1108	1786
1108	3065
1108	3066
1108	9219
1108	9112
1108	1108
1108	5928
1108	53615
5928	7181
5928	23028
5928	3065
5928	3066
5928	9219
5928	9112
5928	1108
5928	53615
23028	7182
23028	7181
23028	1786
23028	23186
23028	3065
23028	3066
23028	9219
23028	9112
23028	5928
23028	8841
3065	10155
10524	7343
11186	60485
4088	4089
1877	3065
324	1499
5594	2002
50943	3009
3009	50943
7391	9739
7391	5929
7391	9070
7391	6594
9739	5929
9739	9070
83737	8027
7251	51271
7251	137492
7251	55048
51160	51271
51160	137492
51160	55048
51160	7251
51271	137492
51271	7251
55048	7251
596	8678
27342	7316
8517	59343
26524	9212
9212	26524
6790	26524
23118	2099
2099	23118
3054	8314
8314	3054
8314	171023
171023	8314
1051	3065
1051	6595
6598	9821
6667	3065
8841	9612
8841	1457
8874	801
8874	867
801	8874
867	8874
23624	6714
10253	84313
84313	51160
727764	8517
4087	2118
5468	9759
23186	23028
23028	23186
8294	2186
6917	54623
6714	867
6714	5295
5295	867
6901	8945
8945	6901
6901	1454
84440	7251
9727	7251
23368	26524
9113	10413
26524	23368
26524	10413
10413	9113
10413	26524
2078	5591
2078	7520
2078	2547
2078	142
2078	7518
1956	6774
1956	6714
6714	6774
6714	1956
6774	6714
6774	1956
7128	79155
79155	7128
867	1969
11186	8945
6927	5092
199990	57697
199990	2175
199990	80233
199990	2187
199990	2189
199990	55120
199990	2188
2189	2175
2189	199990
23569	51147
51147	23569
51147	7157
55233	26524
92597	26524
55233	9113
92597	9113
26524	7532
7532	26524
4170	5366
3717	1027
1027	3717
10197	57379
7993	7415
51588	7428
7428	51588
7428	6921
55611	7334
8878	9817
3091	10869
6478	10869
6774	3065
79139	7415
79139	23197
51009	7415
51009	23197
51009	5265
79139	5265
23532	8453
23532	6921
23532	6923
4734	55353
5111	8451
6901	2932
2932	6901
6901	8945
4193	8626
26260	8454
26260	6500
26260	55832
26260	60
51343	5599
5599	51343
1499	7320
7320	1499
7318	9636
7334	9636
9636	7334
8945	27250
1973	27250
1973	1981
5347	11078
1977	1981
1977	1973
1977	1978
84557	8878
11345	8878
10133	7037
7037	10133
4218	7037
4218	10133
23118	7316
199990	2175
199990	2176
199990	2178
199990	51455
9454	3551
3551	9454
4055	7187
4055	7186
7187	4055
7187	9020
7186	4055
7186	329
9020	7187
9020	1147
7186	9020
8945	29904
23291	29904
29904	8945
8945	27250
23291	27250
2629	6950
6950	2629
65018	192111
192111	65018
6208	4193
4193	6208
7157	4193
65266	6446
65125	6446
65125	23327
3735	3921
2058	3735
3735	5594
7337	2099
899	6500
6241	6240
4771	9730
4771	1642
4771	8451
9730	4771
10133	84557
10133	7316
4194	4193
4194	7157
7157	4193
7157	4194
8878	4077
84557	4077
7329	983
22954	340061
340061	22954
29110	340061
340061	29110
7157	10891
10891	7157
2177	55215
5429	3320
3320	5429
7126	83892
83892	7126
7126	8452
6790	9099
9099	6790
9616	8454
9978	8945
9978	8454
8945	993
6502	8454
6502	6500
6502	1027
6502	1017
6502	890
993	8945
891	29945
891	991
891	983
891	996
8881	996
3725	25
3725	1445
3725	83737
8554	5371
9063	5371
8945	4791
55294	4791
8945	4790
8945	4792
8945	6500
26190	6500
6468	6500
54461	6500
55294	6500
26259	6500
4791	55294
5371	8554
5371	9063
10018	8945
5371	1457
4791	4791
55294	898
55294	4851
55294	8454
4791	5971
5971	4791
7316	11124
11124	3308
51009	7917
57154	4086
10413	4086
4086	57154
4088	4734
4734	4088
3297	3320
7337	8924
6446	23327
6446	4734
51366	10605
51366	51247
2648	6314
56970	6314
23326	6314
672	580
672	83990
6426	7150
6426	7157
51185	5562
5562	51185
5562	5564
5562	5571
23113	7157
23113	9978
9978	23113
267	7917
267	7415
267	23197
267	8266
267	51608
267	55666
267	7327
7917	267
7917	7415
7917	8266
8266	267
8266	7415
8266	7917
6955	7917
8454	10987
6885	8517
6885	8737
8737	6885
10010	9641
4092	8237
84557	23216
84557	55357
84557	23102
84557	9779
84557	51256
84557	23158
84557	23061
84557	83874
84557	26000
84557	23637
84557	125058
84557	79735
84557	9910
84557	4943
23710	23216
23710	55357
23710	23102
23710	9779
23710	51256
23710	23158
23710	23061
23710	83874
23710	26000
23710	23637
23710	125058
23710	79735
23710	9910
23710	4943
9779	55737
9779	51699
55737	9779
51699	9779
9958	2273
2099	79872
2099	8648
10628	83737
83737	10628
3897	7430
8573	5071
9627	5071
9802	64750
1026	10971
1026	4193
1026	5684
10971	4193
10971	5684
10971	1026
991	4085
996	4085
996	991
51343	1871
1871	51343
51676	2316
867	30011
1956	867
6714	30011
30011	867
79872	999
3659	4869
3659	4904
3659	10155
4791	55294
55294	4791
5971	4791
4117	51343
996	51343
51343	996
84557	8878
4170	3308
4170	10075
10075	3308
10075	4170
5071	5071
1856	83737
83737	1856
7157	4194
7157	4193
4194	7157
7157	23411
8805	7157
4193	7157
7332	5071
51035	7415
7415	51035
9246	10425
7332	10425
27246	5886
1499	8312
8312	1499
1499	8945
7428	8453
7428	6923
7428	6921
4193	4193
55072	10616
56852	7319
56852	353497
5111	353497
3301	2078
10294	2078
331	836
7128	7805
29945	996
29945	29945
29945	991
29945	701
29945	890
29945	891
7805	7128
7132	8737
8665	1840
8665	4851
1840	8665
29110	10133
10133	29110
7187	29110
29110	7187
83737	219333
219333	83737
3476	51366
433	9695
433	27248
433	84447
433	26270
433	79139
8678	4734
8678	5289
63967	8924
7157	8431
8431	7157
4193	7157
8312	1499
8312	4214
8312	2932
8312	4040
8312	1857
5163	7375
991	4085
29945	4085
29945	996
29945	8881
991	996
996	4085
996	996
1616	5371
367	6872
8878	5914
5914	8878
26232	8454
29882	51343
8452	154881
7430	672
2060	29924
7295	10628
10628	7295
10273	7015
7015	10273
7015	3320
7015	10728
1387	4193
9817	84557
9817	8878
5071	7332
5071	9246
5071	7186
84133	284654
84133	55366
409	4193
4193	408
4193	156
156	4193
8517	4792
8517	4793
3665	10155
7329	10155
7428	6921
7428	8453
7428	2034
7153	10987
7153	1457
23392	5707
23392	5701
23392	5706
996	8697
996	51433
996	10393
5925	1869
4193	5925
5925	4193
5925	7157
999	1500
999	1499
999	79872
25898	7157
51132	64750
64750	51132
6885	7375
7375	6885
7375	8737
7132	6885
7132	8737
6885	3551
7132	3551
378884	7957
6794	3320
6794	11140
92335	6794
6737	1616
3313	5071
5071	3313
5429	25898
25898	5429
4796	2547
4796	7520
4796	4171
4796	253714
4796	55723
253714	4796
23265	27339
8994	54583
54583	8994
7428	8994
7428	54583
7428	8453
7428	6923
8994	7428
54894	23072
54708	4131
4131	54708
2309	8945
8945	2309
6477	2597
55294	6500
55294	8454
55294	9978
23327	10971
7375	7046
7375	207
10277	7415
7415	10277
7415	55666
7415	7353
7415	4287
7415	84447
7415	55968
8454	6500
8454	9978
8454	10987
8454	55832
10987	8454
81858	5728
5728	81858
7375	7375
7375	8237
7375	9958
57630	6478
26271	996
3320	7048
7048	3320
7046	3320
3320	7046
7874	5371
84708	55872
84708	3739
84708	57449
7157	4193
7157	3313
7157	5601
5601	6416
5601	5591
223082	10971
84937	10971
84937	477
84937	7334
84937	223082
223082	477
223082	7334
223082	84937
25852	9146
55975	8452
2066	6776
2066	51741
286827	51295
51295	286827
3661	3661
3665	3665
6737	3661
4193	7157
2033	7157
2033	4193
25937	5499
5499	25937
8945	25937
25937	8945
25937	7159
5499	7159
25937	7531
7428	10399
7428	6923
7428	6921
3480	10399
10399	7428
10399	3480
1029	10075
1029	4869
1029	9320
7329	3190
4193	3190
4035	55022
4038	55022
55022	4038
1027	6502
701	991
701	9587
2690	3717
6478	4659
9140	64422
51343	64112
8452	8405
8452	55832
8452	10987
6502	8454
26272	8454
8454	55832
8454	10987
10987	8454
8453	9318
8453	10987
331	56616
26994	7128
26994	83737
56616	56616
56616	331
56616	329
56616	330
56616	57448
79598	84461
9738	84461
8924	84461
84461	79598
84461	9738
84461	8924
26043	8453
26043	8451
26043	8454
26043	8452
8454	26043
8453	26043
8452	26043
8451	26043
26043	4738
26043	8450
199990	2175
2175	199990
51191	3661
3661	51191
899	8454
26270	8454
93611	8454
126433	8454
26270	9978
93611	9978
126433	9978
899	6500
26270	6500
93611	6500
115290	6500
126433	6500
51343	57695
57695	51343
57695	51433
57695	51434
57695	996
57695	890
83737	9516
4170	10075
7157	10075
10075	4170
10075	7157
7157	4193
7157	10273
7157	3308
7157	3320
5371	1499
5371	51564
4086	9958
4087	9958
4088	9958
4089	9958
9958	64750
7046	9958
83593	204851
204851	83593
4193	83593
83593	4193
135892	10013
8239	2475
23001	8878
23001	84557
8878	23001
3308	10273
10273	3308
3320	84525
3320	10273
3308	10273
5371	7874
22893	10155
22893	3065
22893	3066
22893	11335
8535	7690
7690	8535
10980	8065
54165	8065
55832	8065
10980	8454
55832	8454
10980	8451
10980	8450
8454	10987
8453	10987
8452	10987
8451	10987
8450	10987
10980	10987
8454	55832
117854	4609
8454	4738
8454	6500
8454	1642
8454	9978
8454	10980
8454	10987
8454	55832
8451	4738
8451	6500
8451	1642
8451	9978
8451	10980
8451	10987
8451	55832
8517	3551
10818	10211
10818	10580
92714	7251
11060	92714
3065	3091
9759	3091
2033	3091
6774	6774
5894	6788
6885	4217
6885	10454
4217	6885
6885	23118
5894	673
9817	4780
10477	4780
4780	9817
5591	7157
166785	4594
27246	2810
9020	329
9020	7186
7186	329
7186	23495
868	7535
27289	5364
8153	5364
390	5364
56155	55165
286	200845
84033	286
8452	200845
23197	5708
338	23197
23197	79139
79139	23197
79139	338
7917	8266
4615	10318
4615	7189
4615	51135
8878	84557
84557	8878
8772	8737
7132	8737
1540	8737
83932	5111
5111	83932
56852	83932
10714	83932
253980	83932
5429	83932
7415	83932
9474	25851
25851	9474
11146	9978
11146	8454
5887	5710
5887	11047
29979	5710
29979	11047
1642	64421
64421	1643
7052	8878
7316	83932
55503	4734
7132	25999
7132	8717
25999	1540
8575	7329
7329	7157
23624	1956
6714	23624
6790	2932
6790	55294
55294	6790
1642	54461
1642	8451
8451	54461
207	79594
6314	23326
6314	56970
2648	112869
2648	56970
2648	23326
7157	4193
7157	10425
7157	7157
4193	7157
4193	10425
6045	7703
57506	7187
9641	57506
57506	9641
57506	5920
8445	6478
6478	8445
7157	4193
4193	7157
7157	4193
10614	1025
7187	29110
10131	5704
5704	10131
5701	5711
5711	5701
5714	5710
5036	2521
5366	4170
4170	5366
4193	1452
1452	4193
5594	5604
4214	7329
51343	6502
2074	672
9817	4780
9817	8452
5784	10413
10413	5784
5879	396
222229	4999
4999	222229
996	29882
996	8697
996	991
5784	8453
5784	122769
23532	55644
23532	8270
253260	55294
253260	2475
28996	5371
28996	8535
23532	8453
23532	6923
23532	6921
55644	6923
55644	6921
55644	23532
55644	51002
55644	8270
8270	55644
51002	112858
112858	51002
112858	55644
7157	79594
79594	7157
596	7157
7157	596
8270	51002
8270	6923
8270	6921
8270	8453
8270	23532
1499	8945
1499	7534
7534	1499
9641	10210
4092	23327
4088	23327
4092	10413
3003	7415
7415	3003
1655	2099
10521	2099
1655	2033
10521	2033
10521	1655
1655	10521
10521	10521
1655	3065
10521	3065
1655	3066
10521	3066
1655	8841
10521	8841
27005	4139
27005	2011
1956	2064
9817	4780
9817	8452
9817	9978
3090	23411
23411	3090
7157	8848
5371	28996
4193	7178
4193	7157
7178	4193
4193	7157
79155	1147
1147	79155
10293	7187
7157	4193
4193	7157
8548	8658
8772	8737
8772	11035
7157	4193
81620	1642
6616	6857
6616	6844
6844	6616
23557	11342
11342	23557
3091	7428
1027	25898
396	331
7157	9141
9141	7157
7157	4193
2309	6502
6502	6500
6502	8454
6502	2309
6045	6045
5879	329
5879	331
331	5879
3757	23327
6885	81603
4233	3320
10273	3308
10273	3320
4193	7157
7157	4193
79365	79365
8452	8452
8452	8405
8452	9817
3556	220972
220972	3556
3554	4615
3554	3654
7187	57506
7189	57506
340061	57506
3661	57506
7187	29110
396	387
8554	9994
10987	1027
8665	3190
701	57082
701	991
701	4085
701	9184
2782	80232
54331	80232
80232	2782
80232	54331
10399	2782
10399	54331
3551	9817
9817	3551
1029	4609
1029	4869
10956	5265
1540	9212
5524	1540
1540	10013
84464	2072
84464	2067
84464	80198
330	7186
7186	330
9020	7186
9020	7185
7186	7185
9531	3308
8517	3551
8517	1147
3551	112399
1861	51138
51138	1861
3741	2273
23363	9820
23363	83987
83987	23363
9820	23363
79980	10910
79980	25936
79980	11243
79980	79003
10040	2534
2534	10040
10987	3362
3362	10987
10987	3725
1191	30835
79004	9021
9021	79004
4193	4194
7157	4194
6921	9021
8878	57521
8878	2475
57521	10325
64121	57521
57521	8878
64121	10325
64121	2475
64121	10670
57521	2475
7337	259266
259266	7337
7161	1147
7161	3551
1147	7161
3551	7161
4214	7157
7157	4214
5080	367
367	5080
8451	1642
23224	5594
5595	23224
5594	23224
5371	23224
5371	5594
23224	5371
6045	84759
6045	7703
6045	10336
6045	84333
6045	648
8517	472
150684	6647
6647	150684
