Entrez Gene Interactor A	Entrez Gene Interactor B
8945	8454
23291	8454
6885	7189
3091	860
860	3091
3091	7428
25827	894
7157	2074
7157	4193
1161	2074
2074	7157
2074	1161
4193	7157
4193	1642
4193	8451
2074	1642
2475	57521
57521	2475
4214	387
5295	5290
57521	2475
57521	64223
57521	84335
57521	64798
7532	4194
10238	28996
28996	10238
4214	28996
26133	7132
3551	7185
6135	4193
81603	3326
7468	8826
7468	7074
5347	10210
50717	7514
7132	7186
6714	1956
2033	5970
2033	207
580	9212
3161	6790
3161	672
22974	6790
22974	672
6790	3161
6790	22974
6790	672
672	3161
672	22974
672	6790
4297	1025
4297	904
4297	27125
4297	84444
84444	4297
57332	10524
83990	672
3751	30819
2034	27252
7132	8717
7468	9656
9656	7468
5071	79586
79586	5071
51343	996
7132	1147
7132	3551
8717	8772
8717	8737
1500	10009
1500	999
10009	1500
6934	10009
10009	6934
1499	10009
1499	6934
10009	1499
2495	1616
30835	3959
5371	1616
7157	1616
7126	1460
1460	7126
7126	5111
672	596
7150	53339
7150	55643
79648	996
996	79648
2288	3320
10286	27339
27339	11338
988	11338
11338	27339
11338	988
153769	5499
10938	51479
3516	4851
4851	3516
4851	9794
4851	182
4851	55294
182	4851
1017	5241
1017	890
23598	604
604	23598
89122	89122
117854	117854
10726	5048
10726	3320
5048	3320
5048	10726
5579	25998
5587	25998
29760	695
29760	6850
329	1660
329	3609
329	3608
329	10642
3608	329
57521	2475
57521	6198
57521	1978
701	1062
4193	10202
10202	4193
4193	6135
9618	4216
4216	9618
64127	8767
7189	8767
958	7188
958	7186
958	7187
958	7189
958	329
581	581
581	578
596	8678
8678	55626
344558	5879
5879	344558
5071	65018
283518	283518
1500	10009
4193	83737
83737	4193
1314	6606
6606	1314
6606	8487
6606	11218
6622	6622
55054	1213
55054	9474
983	890
983	983
983	1026
890	983
890	1026
23704	3751
30819	3751
2316	23704
4193	7157
4193	7161
9817	8452
8452	9817
6772	5747
5747	6772
8408	2475
8408	57521
57521	8408
4085	701
4085	991
4085	996
4085	9184
10155	4193
10155	7157
7187	26146
29110	7187
9641	7187
3661	7187
7187	57506
10010	7187
29110	3661
115650	7187
4613	7709
7709	4613
5300	5371
7157	1385
367	5080
5080	367
367	6942
27101	27101
27101	6277
27101	6500
27101	6477
23468	10155
57521	2475
253260	2475
10459	1211
1211	10459
329	7186
1869	331
9587	991
9587	4085
9587	701
991	9587
991	991
991	4085
991	701
701	9587
701	991
701	4085
701	701
996	991
996	4085
996	701
996	996
701	9184
10238	1859
1859	10238
9149	10238
672	2969
2969	672
9314	7428
326	1616
326	326
4831	4193
10286	5356
10286	988
51503	56259
27339	5356
1500	10009
958	7186
5048	3320
1500	10009
8724	55737
5770	10254
10956	5265
253725	23307
10133	4218
10133	7037
10133	10133
10133	4218
10133	4646
10133	7037
2011	7402
200030	25776
25776	200030
25776	1499
25776	1191
9181	2011
387	9181
5925	10741
5925	5928
5300	5371
5371	5594
5594	5371
8787	10681
8787	401190
401190	8787
401190	10681
26524	51421
51421	26524
51421	10413
26524	23368
23368	26524
26524	10413
1499	6500
1499	8945
1499	27101
3320	10273
3320	2289
3320	2288
3320	5536
3320	7266
3320	9049
3320	10728
2908	10273
2908	2289
2908	2288
5241	2289
367	10273
367	2289
3320	5481
3308	10273
3308	7266
10728	2289
10728	5536
10728	9049
5144	5048
5048	1780
1780	5048
2011	65018
581	2547
1191	2547
23435	3308
29110	8517
8517	29110
57506	8517
8517	57506
57506	29110
8517	301
8737	301
301	8517
301	8737
540	1191
10188	6714
10188	4067
54472	4092
4092	54472
7046	4092
9817	8878
8878	9817
540	1191
540	150684
1191	150684
10971	120892
10971	4140
120892	120892
120892	27161
27161	120892
120892	26523
4055	4055
4055	10771
4055	7186
83932	7415
83932	55666
83932	5111
83932	7353
83932	55968
120892	55738
55738	120892
4131	120892
120892	4131
120892	7846
120892	7846
120892	4137
120892	5606
5606	120892
5606	23542
10140	8317
26259	9820
57695	6500
57695	8945
8945	57695
7128	26994
7128	7189
7128	8887
27250	8945
10210	3014
10210	5347
3014	10210
27248	10956
10956	27248
10956	3091
27248	3309
3309	2081
8874	120892
998	120892
79728	672
79728	675
6047	5371
120892	7168
120892	10096
120892	4642
6338	6337
6337	6338
6338	27230
27230	6338
4194	7157
4193	7157
25936	79003
25936	57082
25936	699
25936	10403
25936	11130
57082	10403
57082	25936
57082	11130
120892	3320
120892	11140
120892	10971
120892	998
120892	55738
55738	120892
4040	120892
30851	80279
80279	1029
120892	5608
120892	5609
4137	2932
2932	4137
64145	11311
51024	10134
10134	51024
841	10134
51185	5692
5692	51185
51177	5705
5705	51177
51177	57154
57154	51177
9695	6400
6400	9695
9695	821
4110	5241
5241	4110
2289	5241
4110	367
4110	5241
10616	2099
2099	10616
10616	5579
596	581
356	355
356	8772
356	841
4763	7415
6502	694
6502	7832
2011	23303
23303	2011
433	27248
7186	9641
7186	29110
7186	329
7186	10010
10010	9641
10010	7186
10010	29110
7186	8737
7186	3551
7186	8517
1956	10952
3091	3320
3320	3091
3320	596
3091	3326
6095	9730
6095	1642
9531	1410
9531	3312
2017	10188
7189	246330
5717	7375
5705	7375
7415	5518
7415	5515
3738	1742
3672	81858
3673	81858
3678	81858
3678	3688
5371	1457
1457	5371
5371	283106
283106	5371
5885	286053
5885	10735
10013	122953
10013	467
84875	8878
8878	84875
83932	5111
7186	1147
7186	3551
7186	9641
7186	29110
958	7186
958	7189
7046	3320
1191	3329
359948	4773
83932	5111
5429	5111
83932	7415
10095	6790
10095	10096
6790	10095
10109	10095
81606	1410
1410	81606
23410	6502
6502	23410
7422	1410
27248	5265
79648	1869
1029	9111
9111	1029
9320	9111
9111	9320
9320	1029
65975	3326
65975	3320
65975	11140
65975	9532
7124	8737
7124	7128
7124	8517
7124	55072
7124	81858
7124	7132
55072	7128
55072	8517
55072	10616
27342	5868
5868	27342
7015	3320
7015	10728
2869	1642
2869	8450
1642	2869
1642	8451
8451	1642
3312	832
3312	829
2812	9618
2812	7041
2812	653361
51206	4067
9618	2812
653361	2812
51206	801
283807	6500
283807	88
283807	2318
4287	5886
7415	4287
4287	7415
5886	4287
1786	5111
1786	29128
5111	1786
29128	1786
3065	1786
4193	4869
4928	8480
55658	1026
1026	55658
9686	359948
359948	9686
55159	6117
55159	6118
55159	6119
6616	6804
1453	4193
4193	1453
8454	54165
9040	8454
821	3757
51343	996
79982	3312
7157	672
7157	580
6591	3065
6615	23028
6615	3065
23239	7398
7398	23239
11315	4131
4131	11315
60684	51112
60684	51693
60684	6399
8517	7128
8517	10616
8517	55072
8517	81858
81858	10616
81858	55072
7124	7128
7124	10616
7124	55072
7124	81858
7124	8517
51112	51112
55288	5071
7128	10616
7128	55072
7128	8517
6622	6711
5577	2773
3364	4436
5810	4436
5883	4436
3364	2956
5810	2956
5883	2956
3364	4437
5810	4437
5883	4437
8454	123228
8451	123228
123228	8454
123228	8451
5595	23513
65018	65018
9804	65018
9804	10452
56993	10452
65018	9804
23118	6885
23118	51701
51701	23118
51701	6885
11329	81532
23012	81532
9113	55233
26524	55233
81532	11329
81532	23012
11329	55233
8517	81858
8517	10616
3320	11140
3320	10963
3320	10728
7919	10189
51592	8861
10426	114791
10426	7283
10254	9146
6452	6850
6452	7409
6452	867
7182	23118
3554	7189
10075	472
4646	22853
4646	10755
1601	4646
4091	90
4092	657
4092	91
4092	7046
4091	7046
23400	10013
23400	665
23400	2580
23400	22848
23400	23208
23400	3312
23400	10897
4233	23163
3054	8473
64006	27033
27033	64006
27033	367
6885	10454
6885	23118
6885	6885
257397	8678
23118	8678
8678	23118
115752	23404
5925	1869
7187	10771
7189	10771
375757	119392
207	6789
6789	207
2309	7529
9113	25937
8737	8772
841	8737
841	8772
8517	8737
8772	8737
207	1655
207	7431
207	3313
207	4193
207	2932
1499	9821
9821	1499
3184	7428
7428	3184
7428	8453
9441	5430
9441	5469
9441	29079
9441	10001
9441	112950
9441	9440
9441	54797
331	5414
5654	331
672	1499
1499	672
64798	8945
8945	64798
64798	2475
8945	1499
28986	4804
5087	2648
891	983
8556	994
2149	10015
6048	1080
6048	79139
6048	51465
55968	7415
79058	7415
23197	7415
11124	7415
80700	7415
4193	7157
8743	8795
8743	8772
8743	841
57154	4091
57154	64750
4091	57154
8795	8737
8795	7186
841	8737
10656	5268
114907	5268
5268	10656
5268	114907
80700	3998
7157	4193
80279	7283
7283	80279
10013	7846
10013	203068
203068	10013
7846	10013
7157	4193
4193	7157
8411	8411
11315	11315
11315	6571
11315	5728
5728	11315
6275	4088
6275	7157
4088	6275
7251	51271
7251	137492
51271	7251
51271	51160
51271	137492
7251	79720
26270	8454
26270	30001
26270	7037
26270	6184
26270	11160
26270	9126
26270	6500
26270	6185
26270	1650
7161	25898
25898	7161
11337	8408
11345	8408
11337	9776
11345	9776
84557	9776
11337	9821
51024	64786
64786	51024
65018	5071
5071	65018
5071	7334
3312	6622
6622	3312
79650	27339
79650	988
79650	5356
4217	7295
7295	4217
84557	55201
55201	84557
6622	207
6622	10567
672	580
672	93611
672	6502
93611	672
6502	672
1642	7161
7161	1642
6502	8945
8945	6502
10445	51366
51366	10445
4217	11315
11315	4217
4217	4217
8452	9886
9886	8452
2597	4869
6477	2597
4869	2597
6477	6477
2475	253260
253260	2475
253260	79109
79109	2475
79109	253260
57521	2475
51343	57154
57154	51343
9656	4683
9994	8554
9474	23001
3064	8878
57680	55636
55636	57680
573	3308
11315	3308
11315	8772
8772	11315
8772	841
6622	2629
5071	7416
4137	6622
4846	351
4846	11140
4846	6767
2639	4846
5663	51295
5663	6767
26092	1861
163590	1861
1861	26092
1861	163590
3437	351
351	5663
348	51295
348	11140
348	6767
348	27250
11140	5663
5664	27250
5664	1778
51295	5664
2672	10036
10036	2672
8487	25929
8487	11218
8487	50628
8487	54960
8487	79833
8487	79760
8487	11171
8487	6606
25929	8487
25929	6606
25929	79833
25929	50628
25929	11218
6726	6730
6726	6729
6726	6727
6729	6730
6729	6726
6606	50628
7272	996
207	8850
23411	207
207	23411
5601	284403
284403	5601
5599	284403
284403	5599
648	7157
6045	7157
5976	23381
5976	9887
5976	23293
5976	26019
5976	65109
5976	9775
5976	26986
5976	54464
253260	207
672	253260
253260	2475
672	5527
672	4123
672	9857
672	7091
672	7288
672	223
672	25927
672	3628
672	9946
672	57096
672	81554
672	23028
672	11112
672	150684
672	8724
672	23020
9656	267
9656	550
9656	1191
9656	6159
7158	9043
7158	6390
7158	5714
7158	49
580	4502
580	375850
580	2280
580	55069
580	150684
580	3958
580	2287
580	10577
580	10487
580	56945
580	3964
1894	6224
1894	4502
1894	199720
1894	23020
1894	9669
22976	653602
22976	3958
22976	3939
22976	10693
22976	26256
22976	6871
22976	80162
22976	11004
22976	6427
22976	51097
22976	51726
22976	57599
22976	5187
22976	348303
22976	51647
3981	4758
3981	7158
3981	3178
3981	54812
3981	10945
3981	3948
3981	5605
3981	1915
3981	8563
3981	694
3981	10856
3981	7453
3981	80127
3981	8836
3981	283871
3981	7840
3981	23022
3981	7091
3981	55325
3981	51056
3981	27095
3981	3098
3981	55074
23468	23126
3619	23468
3619	9212
5300	4088
5300	4087
4087	5300
4088	5300
4851	7874
4851	5515
4851	5594
4851	64919
4851	3065
4851	5591
4851	7155
23028	3516
4851	3516
4851	9794
4851	23028
4851	23133
4851	6597
4851	55193
23028	4851
23133	4851
6597	4851
9794	3516
9794	4851
1111	8451
1111	8454
1111	51514
1111	1642
1111	63967
6880	6208
6208	6880
4193	6208
6208	4193
4193	7157
80705	7431
7431	80705
80311	5521
5521	80311
8452	80311
5515	5521
5515	55844
4780	4097
4780	4609
7157	6045
6045	7157
7157	4193
4193	7157
4609	1029
4609	6502
3551	1147
1147	3551
9775	4116
65018	7189
65018	6885
6885	65018
7189	7189
6885	7189
84433	10892
7375	8737
8737	7375
54778	6613
54778	7341
9994	6613
375484	6613
6095	5725
8878	81631
81631	8878
83737	5460
5460	83737
4193	6125
4193	6135
4193	7157
6125	4193
6125	6135
6125	7157
6135	4193
6135	6125
6135	7157
4137	10273
1994	5578
54708	55669
11201	5429
11201	5111
4851	814
814	4851
3516	4851
55294	9968
55294	9969
55294	9282
55294	5469
55294	9862
55294	23389
55294	8454
5469	9968
5469	9969
5469	23389
5469	5469
5469	1024
1024	9968
1024	9969
1024	9439
1024	5469
1024	1024
1024	9862
6613	51720
6613	84142
6613	79184
6613	9577
51720	6613
51720	7316
7157	5252
5252	7157
7157	4193
56658	7157
7157	56658
5970	7874
7874	5970
4193	367
367	4193
56924	4193
4193	56924
11124	7415
11124	7316
11124	3308
11124	55666
11124	7353
7535	2885
7535	6464
4734	207
1956	9101
10971	9101
3190	4193
4193	3190
3190	7157
7157	3190
7874	5914
5914	7874
84557	8878
1742	57575
5886	5701
1742	4193
4193	1915
8856	10616
10616	8856
7507	545
7507	8924
79035	7157
7157	79035
79035	2033
83667	8878
5581	3551
50813	10980
51138	10980
51138	50813
54764	29888
54764	6801
54764	25831
324	8312
7188	9253
9253	7188
7189	9253
996	25906
996	701
996	991
996	29945
8030	55294
55294	8030
55294	8454
857	7415
857	80700
1643	23358
23358	1643
54532	1643
8797	841
8797	8837
8797	8772
8795	841
8795	8837
8795	8772
8795	7186
841	7186
841	8772
841	8743
841	8797
841	8795
7186	841
8452	841
7398	57599
10537	1915
1915	10537
3091	5315
5315	112399
2033	5315
29128	7874
29128	8945
8945	29128
8626	25898
25898	8626
10459	51455
5563	11059
11059	5563
4296	7189
4296	9479
1956	867
991	996
991	9232
991	891
991	701
991	4085
4193	4851
192111	329
192111	331
165918	7334
7334	9025
5598	5371
5371	5598
8315	7375
8315	9958
5970	5468
546	1616
1616	546
768	7514
768	3842
768	55832
6477	10188
10188	6477
6613	8554
7341	8554
23624	7041
6502	6500
6502	1026
154	4734
154	10868
154	51257
10987	10987
54472	3654
3654	7189
7189	3654
6885	3654
55294	9399
9399	55294
841	8772
841	843
841	8837
355	8772
841	8737
8772	23608
23608	8772
11035	8737
11035	8772
8772	8737
8772	11035
10273	3320
1956	2066
9146	1956
867	1956
9101	1956
10892	9099
7189	9099
9099	10892
9099	7189
10892	7189
50813	10920
1649	10920
1649	8452
3663	2873
3663	64708
682	6566
10956	6400
10956	84447
10956	682
4137	3308
4137	3303
3308	4137
3303	4137
3308	10273
3303	10273
4683	9025
4683	9656
1956	6714
6714	1956
1956	867
867	1956
8874	867
8881	51592
51434	996
51434	51433
991	996
991	51434
991	51433
991	4751
991	5347
51434	701
29945	25906
29945	4085
29945	9184
29945	701
29945	991
3156	3638
7327	550
267	7327
26994	9372
9372	26994
26994	10254
26994	2060
3659	4193
2475	253260
2475	57521
57521	2475
2322	6503
6503	2322
1080	3315
7329	3315
7329	3316
3315	7329
3316	7329
4193	8650
57154	8239
9641	7187
29110	7187
64326	64326
57561	23327
57561	83737
57561	11060
154	57561
57561	409
8878	9817
10576	7415
10576	331
10576	840
7531	5495
7531	6885
7531	3326
7531	29110
7531	9188
7531	10856
4170	8239
54850	8454
54850	6500
6500	54850
6500	8454
5530	1827
1827	5530
898	1017
1017	898
9218	2055
2055	9218
4170	10018
4170	10075
79026	752
752	79026
2034	405
2034	6663
2034	4286
2034	7020
7068	8202
7415	5682
4792	7415
8626	83737
27248	5265
26249	65125
26249	65268
26249	65267
26249	8452
26249	26249
65125	26249
10146	9100
10146	26986
9100	10146
79654	10892
10892	79654
9817	10072
9817	150864
9817	4172
9817	81628
9817	4085
9817	4780
9817	9748
1616	7874
7874	1616
8517	55968
8517	3551
8517	1147
55968	7316
8517	1540
3551	8517
8450	10987
7186	5886
5886	7186
23326	23411
23411	23326
2648	23326
23411	2648
23326	56970
25827	9212
9212	25827
7415	207
7415	7157
7415	4792
7415	27250
4615	7189
7189	4615
3654	7189
51135	7189
9618	7874
7874	9618
7874	7157
7015	8445
8445	7015
9730	7015
9730	9730
10273	6273
10273	6286
6273	10273
6286	10273
10273	3308
10273	3320
675	10362
10362	675
675	5888
79001	79001
79001	10682
79001	27230
26146	60
26146	3312
26146	7280
60	26146
3312	26146
7280	26146
668	9113
3320	26973
7535	919
919	7535
2064	60
2064	84172
84172	2064
3308	10273
7186	1540
23365	387
7428	8453
7428	9978
7428	2034
3091	8453
3091	6923
3091	7428
54165	8453
1488	10273
3308	10273
27246	1956
55658	1956
1956	55658
867	1956
4193	1616
1616	4193
5729	81573
9318	10987
9318	123228
328	2033
2033	328
4067	2181
2181	4067
6129	3843
5501	84919
10048	5501
6422	5501
1477	580
1478	580
8743	841
8743	8772
8743	8837
8743	8795
5287	5987
5987	5287
54617	79913
79913	54617
8878	4077
8878	5584
5584	8878
5460	7508
5460	5887
5887	7508
5887	5460
5887	6657
5887	1069
56160	493861
1956	867
5728	996
5728	29945
5728	51433
5728	51434
996	5728
996	29945
996	51433
996	51434
56160	197370
51343	996
51343	5728
673	5894
5894	3845
1616	1616
6901	9113
6901	8945
8878	80206
80206	8878
59348	10155
7157	6615
6615	7157
4193	6615
6615	4193
493861	197370
4100	54780
56160	54780
27252	5371
5371	27252
4692	23741
9891	9113
9113	9891
30001	64714
30001	2923
51438	10155
23495	7186
23495	7188
23495	7189
23495	819
958	7186
958	7188
958	7189
5883	5884
545	5884
5884	999
999	5884
5883	63967
1386	3098
3098	1386
147923	7157
7157	147923
1029	147923
147923	1029
4193	1029
6452	80351
84557	665
665	84557
5695	5707
5695	5685
8312	324
8312	4040
8312	1857
8312	2932
8312	1499
8312	8945
1499	8945
2810	10980
2810	7157
10980	2810
10980	10987
64326	10980
64326	7157
269	3320
22858	3320
5681	3320
369	3320
3985	3320
2534	3320
1326	3320
4921	3320
2931	3320
23617	3320
11140	3320
91754	3320
9212	3320
4920	3320
4293	3320
1969	3320
238	3320
208	3320
2268	3320
5590	3320
10445	1616
3091	7428
7428	3091
2033	6502
57506	23586
3313	7161
7161	3313
7161	6790
991	4085
991	6790
6790	7161
841	8737
841	8772
841	329
58528	57521
58528	10325
64121	55004
64121	10325
58528	55004
57521	58528
57521	57521
3661	9868
9868	3320
3661	3320
29110	3320
9868	3661
1191	598
1191	581
8626	3190
3190	8626
8626	2521
2521	8626
10492	8626
8626	3182
84959	6850
6757	7088
6757	1386
6760	7088
6760	1386
7088	6760
7088	6757
1386	6760
1386	6757
4085	8379
4085	991
4085	9587
6760	2146
6760	3065
6757	2146
6757	3065
2146	3065
3065	7088
3065	2146
7088	3065
708	7019
708	7818
708	56945
6502	23410
6502	1017
6502	3836
6502	23633
6502	2033
23410	6502
3434	3433
3434	3437
3434	24138
3437	3433
3437	3434
3437	24138
5881	2099
2033	3091
8517	7316
8517	55072
8517	10616
23118	7316
1665	10181
27339	10181
10181	1665
10181	27339
991	701
991	4085
4193	6125
4193	6135
10857	3638
1601	115548
10413	7003
10413	10971
9113	10413
10006	5295
207	253260
57580	57521
57580	253260
5536	3320
5536	11140
5536	10963
23235	11190
11190	23235
1786	23411
1786	2146
1786	8726
23411	1786
23411	2146
23411	23512
1789	1786
1789	2146
1789	8726
7291	7157
7157	7291
7157	4193
23090	142
142	23090
80184	23090
22897	80212
22897	146057
80212	22897
146057	22897
22897	1857
5971	2932
2932	5971
2931	4077
3636	283987
2931	10522
7248	1432
2932	10522
409	3480
1540	9641
9641	3551
9641	8517
9641	329
9641	7186
7189	7316
51514	1026
22954	10971
22954	7529
22954	2810
10971	22954
22954	22954
10572	1029
1029	10572
84861	5347
5347	84861
5347	701
9595	8651
4091	90
54551	5987
5987	54551
55737	54551
79791	8454
79791	6500
29979	56893
29979	84557
8878	84557
56893	29979
23532	6923
23532	6921
23532	8453
7128	7157
7157	7128
200933	4843
4843	200933
11200	25898
25898	11200
8452	26249
65266	26249
65266	8452
1956	867
171024	2316
171024	57617
10910	23239
8945	23239
55832	8454
1410	1499
1499	999
1499	1410
57154	79176
79176	57154
79176	8454
79176	6500
57154	8945
8314	171023
648	6015
79444	331
79444	329
331	79444
331	329
2475	57521
2475	64223
331	3635
331	836
8767	331
8290	83860
8290	23133
8290	6877
8290	6878
1956	88455
7187	8615
9919	7187
9919	8615
8615	7187
7187	9919
7187	29110
7187	57506
440738	10241
2549	2011
2011	2549
56288	5584
56288	50855
10758	29110
29110	10758
9641	10758
10758	9641
7189	10758
1616	8352
1616	3020
8352	1616
3020	1616
10910	5347
5347	10910
79980	10910
10910	79980
10910	25936
10910	79003
84142	672
84142	51720
84142	29086
84142	79184
4292	7114
4292	71
4292	1508
4292	302
4292	6709
4292	1674
7114	4292
302	4292
71	4292
6709	4292
1508	4292
1674	4292
3020	1616
25842	121504
25842	3020
55723	121504
55723	3020
1616	121504
1616	3020
3020	25842
3020	55723
2475	2923
57521	2475
57521	64223
2923	2475
2475	57521
2475	253260
2475	64223
9730	1642
57654	1161
1161	57654
2071	57654
57654	2071
57654	7874
5204	27246
4609	27246
4609	5204
5204	4609
7283	672
672	7283
10133	8737
7124	7132
7124	8737
51283	4804
4194	1452
4194	7157
1616	1385
1385	1616
3065	1874
3065	10155
7157	4194
4193	4194
4646	10043
4646	146691
9730	84557
8878	84557
7428	11200
9656	996
2033	7428
7428	2033
9759	10014
10014	9759
55125	1540
51435	331
331	51435
2915	6477
10241	50628
50628	10241
23405	50628
27161	50628
27161	23405
84464	2072
84464	2067
84464	80198
84464	548593
9470	26058
26058	9470
9470	90850
90850	9470
90850	26058
26058	90850
4193	7157
3921	9025
9025	3921
8266	7917
8266	6449
6449	7917
6449	8266
7917	6449
6449	3312
7917	8266
5590	8878
8651	6921
7917	6955
9817	8878
10670	64121
10670	57521
1660	3609
1660	3192
9441	85403
9441	8178
9441	1025
9441	6872
9441	6874
9441	6878
9441	904
9441	905
9441	27125
9441	4300
9441	6908
79664	8178
79664	85403
23379	8178
23379	85403
4300	8178
4300	85403
4300	1025
4300	27125
79664	23379
23466	6015
23466	6045
23492	6015
23492	6045
57332	6015
57332	6045
57332	648
57332	10336
23492	648
23492	10336
23466	648
23466	10336
8535	1912
4582	6714
6714	2064
2064	6714
4790	5970
2672	5970
57379	51010
57379	118460
57379	23404
51013	57379
23404	57379
51010	57379
54512	57379
118460	57379
23016	57379
5501	8725
90624	7386
125150	126074
126074	125150
126074	5888
126074	5890
126074	5889
126074	5892
126074	7517
4088	9191
10728	2648
10728	3320
81887	27043
81887	3843
81887	54881
81887	79707
81887	26168
27043	3843
27043	54881
27043	79707
27043	26168
27043	57418
27043	81887
55164	92345
92345	55164
3312	595
1967	8892
27044	10146
10146	27044
64210	9391
64210	51647
64210	64428
64210	83990
64210	2068
64210	51750
64210	5424
2071	2068
2068	64210
1616	2495
7709	4609
4609	7709
55755	5116
2033	4683
1387	367
219541	892
219541	1024
219541	23097
219541	9968
219541	9969
219541	10001
219541	9441
219541	81857
9969	5469
9969	9441
9969	219541
9969	9443
9968	5469
9968	9441
9968	9282
6788	5894
5894	6788
6788	207
6788	6788
11186	6788
7874	1616
1616	28996
7276	4504
8315	8315
8517	84875
55294	10365
1457	9611
9611	1457
367	9611
55763	60412
60412	55763
60412	11336
29978	23435
27131	23396
9146	27131
1956	9146
4734	9146
6188	7428
6189	7428
6194	7428
7428	6188
7428	6189
7428	6194
7428	28987
6188	6187
25930	9146
1956	9146
1956	9101
596	8878
596	8678
51147	5970
2690	6500
2690	8945
8945	1432
54806	1785
1196	207
9126	113130
9126	5885
9126	23244
9126	23063
4137	10273
4137	3303
2932	4779
4779	55294
3784	23327
83737	154796
10413	154796
154796	83737
83737	9113
8202	8405
8405	8202
4170	5366
6477	10869
6478	10869
558	3320
3320	558
5509	7957
7428	3091
1994	23197
1994	7415
25827	5296
25827	6500
7185	9020
9020	7185
9020	7187
7186	330
7186	9020
57379	56259
57379	57379
57379	55658
55658	57379
7189	27040
27040	7535
83737	83593
83593	83737
28952	150684
150684	28952
170622	28952
150684	170622
170622	150684
29099	28952
51397	28952
170622	51397
5970	4792
150684	8453
5296	25827
5296	5290
3667	5290
3725	149603
149603	149603
3276	149603
149603	3276
6776	867
26249	8452
65266	26249
65266	8452
26249	65266
113130	23047
113130	23244
113130	5885
113130	9126
8451	8450
51514	8450
51514	8451
10987	51514
6596	56852
23030	3324
23030	7184
6477	28996
7324	7874
7874	7324
1616	5971
1616	1786
1786	1616
54778	6497
54778	6498
54778	4087
54778	4088
54778	4092
54778	5371
6559	3320
6559	3303
6559	3337
9870	56616
9870	27429
9870	5414
56616	9870
27429	9870
5414	9870
51514	80204
51514	8451
51514	1642
80204	51514
80204	6500
1647	4193
6201	4193
8945	7013
4734	5468
5468	4734
329	55611
10868	84461
23032	9738
9738	23032
9738	84461
9738	899
9738	79598
84461	9738
84461	10868
84461	79598
79598	9738
79598	84461
899	9738
4350	29128
29128	4350
1050	7337
7337	1050
6446	23327
9730	7015
6714	5295
5481	10399
5481	3608
5481	6188
5481	2547
9113	27429
27429	9113
9113	4659
4659	9113
10396	55754
253714	4796
4796	253714
4796	25842
4796	55723
4796	4171
4796	4175
55723	253714
55723	4175
55723	8290
113130	10735
113130	5885
11073	90381
4582	1956
3958	1956
1201	8813
1201	29927
1201	1468
87	93185
87	975
87	3383
2316	93185
2316	975
2316	3383
4691	93185
4691	975
4691	3383
207	975
1915	975
60	7412
4478	975
4478	7412
4478	3385
5590	708
5894	5925
23049	8607
23049	10856
23049	9675
23049	5434
8607	5434
8607	9675
9675	8607
9675	10856
9675	5434
9675	23049
5434	9675
5434	10856
8607	23049
5976	23381
5976	9887
5976	26019
5976	65109
5976	9775
5976	9939
9939	26019
9939	65109
9939	9775
9939	5976
9939	23049
9939	55181
9939	56006
9939	26986
9939	9887
3326	5598
3326	11140
5598	3326
11140	3326
6657	7874
6657	124540
5481	6271
5481	6273
5481	6277
5481	3320
2288	6271
2288	6273
2288	6277
2288	3320
1387	3661
3661	3661
1019	1032
1030	65263
896	1027
29119	3728
26086	55291
5584	84612
64398	8825
26086	10928
64398	26036
25898	1025
1025	25898
1147	8554
8554	1147
4067	3190
4067	129138
4067	8503
4067	63898
4067	4068
4067	202559
4067	348801
2033	7157
6606	79885
11218	79885
50628	79885
23405	79885
79885	6606
79885	11218
79885	50628
79885	23405
11218	6606
11218	50628
50628	6606
50628	11218
50628	23405
23405	50628
23028	8841
6239	8841
2335	2934
2335	3698
2335	4627
207	6788
6788	207
7158	5347
207	1540
84678	6045
84678	84759
84678	23429
10987	10920
10987	8533
1147	10987
3551	10987
3551	8533
10987	3551
3320	10188
3659	10273
7917	23197
7917	51608
51608	7917
23197	7917
23197	8266
23197	79139
23197	7415
23197	267
56852	5429
5111	5429
5111	56852
8945	29904
23291	29904
996	701
996	991
996	4085
4085	701
4085	991
991	4085
29128	10524
10524	7874
26190	8521
9093	1956
27338	29882
27338	8697
27338	51343
29110	7187
5071	65018
9320	55553
54623	1788
54623	1789
79577	1788
79577	1789
3777	1315
3777	7529
55626	8408
8408	55626
8408	9776
9776	8408
7189	55626
8408	8408
51053	991
6790	51053
51053	6790
867	2047
9368	5728
2047	867
7157	64326
4804	7189
7189	8878
7189	4804
8878	7189
8536	1027
1019	1027
1019	595
81858	55072
81858	90268
81858	7132
8517	8737
7124	7132
7124	55072
8517	4792
28951	8945
8945	28951
5347	991
991	5347
51343	991
991	4085
991	701
991	9184
991	996
6468	6500
6468	10987
6468	9318
84951	867
1956	867
8678	596
2908	573
2908	10273
7189	5663
5663	7189
7189	5664
5664	7189
9927	54708
54708	9927
8829	7048
8829	7046
1499	867
867	1499
867	867
7323	7015
4193	6135
4193	7157
6231	7157
2033	7157
6478	23368
6478	7159
23368	6478
7159	6478
57646	4609
79004	996
79004	51343
84893	5888
59286	8161
8517	112399
112399	8517
112399	3551
8517	329
7124	8717
7124	55072
8517	10616
51455	5111
5429	5111
2034	4692
7157	4692
4692	2034
3090	9112
9112	3090
3090	23411
3090	7329
7329	9759
23411	9759
9759	23411
