source 	 target 
R6AL	R7AL
ANAL	DSPL
VBWML23	VBWML22
DVF	DVE
PDB	VD13
DBWML18	DBWML17
RIML	AIBR
IL1R	IL1VR
DBWMR6	DBWMR7
DBWML22	DBWML23
URADR	IL2DR
VB01	VB02
PQR	PVX
PDC	R7AR
VA12	PVWL
R2AL	PLML
DSRR	VSRR
VBWMR21	VBWML22
DD04	CP05
AVHL	PVQR
CA09	CP08
EF1	SPCR
M3R	NSMR
DBWMR4	DBWMR5
VA11	VB10
R7AL	R7BL
SMDVL	SMDVL
PVY	HOB
ADLR	ADLL
SIBVR	SIBDR
R2AR	R1AR
MC1V	PM4VL
DD05	CA08
PVQL	PHAL
AVDR	HYP
PVCR	PLMR
VB09	VB07
VB08	AVDR
R2AL	R5BL
VBWMR13	VBWMR14
PVPL	PVX
HYP	VA08
AVAR	VA07
SIBDL	SMBDL
AVJL	CA08
DBWML6	DBWML5
CA07	AVJR
AVAL	PQR
VBWML20	DGLL3
RMGL	ASKL
PVX	PVY
PM5D	M3R
VD04	VD05
AVBR	AVG
DBWML14	DBWML13
DGLL6	INTL
VD09	VBWMR19
PVCL	PDER
VA10	PVZ
CP07	R4AL
OLQVL	RIGL
RMDVR	RMDVL
DA06	HYP
M3L	NSMR
DBWML14	DBWML15
AS02	VA03
PDER	DVA
AVFR	PHAL
PDC	R5AR
AVG	PVPL
VBWMR24	AOBR
DBWMR3	DBWMR2
AVJR	EF1
VB04	VB02
VBWMR3	VBWMR1
ASKL	ASKR
RID	RMED
MC3DR	PM7D
DVA	VB10
AVAR	RIML
AVJL	AVHR
VD13	VB11
DBWML8	DBWML9
AVBR	RID
RIML	AIZL
VBWML22	INTL
VA09	VB09
AVKR	HYP
POLL	CDLL
VBWML18	VBWML19
PM4VL	PM3VL
R8AL	LUAL
VB09	PVR
PM7VL	MC3V
SPCL	SPVL
AVBR	DB02
AILR	VBWMR21
VBWMR19	VBWML20
RIFL	RIML
R3BR	PVV
DA09	PVCR
VBWML11	VBWML12
R3BR	CP01
DD01	DD02
VB11	VB09
DVC	PVPL
ASIR	ASKR
VA09	VA12
PVDR	PVCR
CEMVR	RIGR
VD06	VD07
EF2	PVNR
PCCR	CP06
CP03	CP02
PCBL	HOB
RIGL	OLQVL
PM6VR	MC3DR
R7BL	PVNL
AVG	PVNL
VB05	VA12
CEPDR	URXR
PM6VR	M5
MC1DR	PM4VR
R7BR	R7AR
HOA	R9AR
DA03	VA02
VB09	VD10
DB07	VB08
PM5D	MC2DR
VBWML21	VBWMR20
VD09	PVPL
DBWMR4	DBWMR3
DGLL1	DGLL2
VB10	DVA
DVA	PDA
PVCL	PHAL
SPVL	R8AL
DBWML19	DBWML20
ASKR	AIMR
AVKL	RIGL
IL2R	RMER
PCCR	CP05
PM2VL	PM1VL
PVDR	DVC
NSMR	M3R
CEPDL	OLQDL
R3BR	R2AR
IL2VL	CEPVL
AILR	AILR
DVC	SPDL
VA10	EF2
AVBR	AVBL
PM7D	MC3DL
I1R	NSMR
VBWMR2	VBWMR1
CDLL	VBWML22
HYP	AVKL
PVWL	PVCL
R4AL	R1AL
RIVL	SDQR
VB09	VA09
R4BL	R7BR
DB02	VB04
PVZ	VA10
AVAR	DA07
RIS	RIMR
PVDR	AVAL
VB05	HYP
PQR	SPVL
VBWML17	VD09
CP07	SPVR
AS02	VA04
MC1DL	MC2DL
CA05	PVZ
PQR	PVNL
DBWMR9	DBWMR10
DD01	VD02
DGLL5	DGLL6
PVQR	ASKR
CP08	R7AL
PVPR	DVA
PVNR	AVFR
R2AR	PVQR
CP04	CP06
PLML	R1AL
CP06	EF1
VB11	VB06
AVAL	VA05
PCBL	SPDL
PVZ	DX3
AVFL	PVX
RICR	AVKL
HYP	AVDR
AVBL	DB06
R7AR	PDB
AS09	AVAL
PVV	AVHL
AVL	EF2
CA06	DVC
SMBVL	SAAVR
PLML	R2BL
EF1	R2AL
SPCL	DVF
RMDDL	IL1VL
PVX	PCAL
VBWMR19	DD05
DB06	VB11
R2BR	R2AR
DGLR6	AILR
VA11	AVFR
R2AL	EF1
AVFL	PVNL
R1BR	AVFL
AVAL	VA07
PM1VL	PM2VL
M3L	PM5D
R8AL	R2BL
R3BR	AILR
PDC	PVNR
DB04	VB10
SDQR	RIVL
VBWML17	VBWMR19
DA07	AVAR
DB03	DB04
HYP	AS08
PVPR	VD13
DVB	PVQR
VB09	AVBL
AVAR	VA04
I2L	I4
PDB	PDA
CA05	CP03
CP04	DD04
DGLR7	DGLR6
DVA	HYP
AS01	VD02
AVHL	PHAR
VBWML23	DGLL6
R7AR	R7BR
VB08	AVBR
VD10	VBWMR19
R5AL	R6BL
VBWMR24	DGLR6
DD05	VBWML19
VB08	VB08
RIVR	AIBR
SPDL	SPVL
AVL	EF3
DSRL	DBWML22
PLML	PDEL
VBWML1	VBWML2
DBWMR13	DBWMR14
R1AL	PLML
DD05	AVAL
EF2	AVJL
PM3D	PM2D
AS11	R4BR
CEPDL	URXL
VD09	PDER
VB05	VB07
DD04	DVF
PVCL	PVWL
VD09	VBWML17
PVQR	PDB
DBWML18	DBWML19
VBWML19	DD05
PHAL	PVCL
AS11	EF1
DGLL4	DGLL5
SPVL	DVE
R7AL	PVV
SMBVR	AVKR
AVAR	AVKL
CA06	PVM
RIML	RIFL
I4	M4
VB08	PLMR
R7AL	CP07
VD09	PVZ
AVAR	HYP
CA04	AVKR
VBWML20	DD06
DVC	CP01
AVAL	PVCL
AVFR	PVNL
ANAL	VSPL
AVDL	PQR
R9BL	R9BR
URAVL	CEPVL
OLQVR	RIGR
DB07	PDC
AVBR	VB07
SPCR	CA05
PVNR	EF3
EF3	EF2
DBWML22	VBWML22
DVE	PDA
PVX	AVBL
PM3VR	MC1V
VBWML18	VBWMR19
PVQL	PVPR
VBWMR17	VBWMR16
DGLR8	DGLR7
VBWMR21	VBWML23
CP04	DVC
HYP	DVA
VBWML5	VBWML4
CP03	CP01
PVCR	PDEL
AVHR	AVBR
DBWMR24	DBWMR23
VA11	DVA
AVJR	PVX
R8AL	HOA
VA06	DA02
NSML	I1L
VB10	VB06
AVJL	CA03
AVHR	PHAR
R3BR	DA09
RIGR	AIBL
R4AL	R4AR
R9BL	PDB
DVF	SPCL
R6AR	CP07
AVHR	PHAL
ADER	RIH
CA06	ANAL
R8BR	R8BL
AVAR	PQR
SPDL	PVV
RIBL	DVC
DBWML24	DBWMR23
RIMR	AVAL
R8AR	R8BL
PVCR	PVNR
VB09	VB10
AVHL	EF1
AS10	VA12
R8AR	HOA
PM4VL	MC1V
CA07	SPVL
DBWML23	R7BL
AVBL	VB10
CP01	CP02
IL1VR	IL1VL
DD03	PVZ
DGLR6	DGLR5
VBWMR21	AILR
AVAL	DB06
ADLL	ADLR
AVL	AVKR
PCBL	DSPL
DA07	PVCR
DBWMR15	DBWMR14
