source target
Ath_C0684 Ath_C0394
Ath_C0684 Ath_C0012
Ath_C0392 Ath_C0951
Ath_C0392 Ath_C1273
Ath_C0392 Ath_C0120
Ath_C0392 Ath_C0293
Ath_C0392 Ath_C0074
Ath_C0392 Ath_C0029
Ath_C0348 Ath_C0989
Ath_C0348 Ath_C1075
Ath_C0348 Ath_C0155
Ath_C0348 Ath_C0006
Ath_C0348 Ath_C0001
Ath_C0348 Ath_C0011
Ath_C0348 Ath_C0012
Ath_C0348 Ath_C0018
Ath_C0656 Ath_C0682
Ath_C0656 Ath_C0019
Ath_C0682 Ath_C0104
Ath_C0595 Ath_C0743
Ath_C0595 Ath_C0802
Ath_C0595 Ath_C0005
Ath_C0595 Ath_C0006
Ath_C0595 Ath_C0001
Ath_C0595 Ath_C0011
Ath_C0595 Ath_C0036
Ath_C0595 Ath_C0372
Ath_C0743 Ath_C0843
Ath_C0743 Ath_C1030
Ath_C0743 Ath_C0014
Ath_C0743 Ath_C0005
Ath_C0585 Ath_C0753
Ath_C0753 Ath_C0754
Ath_C0753 Ath_C0010
Ath_C0690 Ath_C0649
Ath_C0690 Ath_C2221
Ath_C0690 Ath_C0011
Ath_C0650 Ath_C0679
Ath_C0650 Ath_C0440
Ath_C0650 Ath_C0009
Ath_C0650 Ath_C0005
Ath_C0679 Ath_C1242
Ath_C0679 Ath_C0007
Ath_C0596 Ath_C0736
Ath_C0596 Ath_C0851
Ath_C0596 Ath_C0011
Ath_C0596 Ath_C0012
Ath_C0592 Ath_C0738
Ath_C0592 Ath_C0014
Ath_C0738 Ath_C0737
Ath_C0738 Ath_C1149
Ath_C0738 Ath_C0027
Ath_C0643 Ath_C0669
Ath_C0643 Ath_C0008
Ath_C0643 Ath_C0023
Ath_C0643 Ath_C0009
Ath_C0669 Ath_C0579
Ath_C0669 Ath_C0008
Ath_C0669 Ath_C0009
Ath_C0655 Ath_C0660
Ath_C0655 Ath_C0014
Ath_C0660 Ath_C1073
Ath_C0660 Ath_C0031
Ath_C0640 Ath_C0679
Ath_C0640 Ath_C0175
Ath_C0647 Ath_C0675
Ath_C0647 Ath_C0019
Ath_C0657 Ath_C0664
Ath_C0657 Ath_C0012
Ath_C0864 Ath_C0457
Ath_C0864 Ath_C0865
Ath_C0864 Ath_C1087
Ath_C0864 Ath_C1096
Ath_C0864 Ath_C1095
Ath_C0864 Ath_C0113
Ath_C0864 Ath_C0014
Ath_C0848 Ath_C0473
Ath_C0848 Ath_C0011
Ath_C0473 Ath_C0279
Ath_C0598 Ath_C0709
Ath_C0598 Ath_C1004
Ath_C0598 Ath_C0014
Ath_C0598 Ath_C1233
Ath_C0709 Ath_C0942
Ath_C0709 Ath_C0098
Ath_C0709 Ath_C0091
Ath_C0324 Ath_C0978
Ath_C0324 Ath_C0014
Ath_C0324 Ath_C0066
Ath_C0324 Ath_C0415
Ath_C0324 Ath_C0333
Ath_C0978 Ath_C0187
Ath_C0978 Ath_C0009
Ath_C0978 Ath_C0157
Ath_C0978 Ath_C1454
Ath_C0513 Ath_C0796
Ath_C0513 Ath_C0772
Ath_C0513 Ath_C0001
Ath_C0513 Ath_C1146
Ath_C0513 Ath_C1145
