Official Symbol Interactor A	Official Symbol Interactor B
Nanog	Rif1
Nanog	Nr0b1
Nanog	Nacc1
Nanog	Zfp281
Nanog	Pou5f1
Rif1	Nanog
Nr0b1	Nanog
Nacc1	Nanog
Zfp281	Nanog
Pou5f1	Nanog
Eed	Ezh2
Eed	Suz12
Eed	Aebp2
Eed	Jarid2
Eed	Mtf2
Ezh1	Suz12
Ezh1	Jarid2
Ezh1	Mtf2
Ezh2	Eed
Ezh2	Suz12
Ezh2	Rbbp4
Ezh2	Aebp2
Ezh2	Jarid2
Ezh2	Mtf2
Jarid2	Ezh1
Jarid2	Ezh2
Jarid2	Eed
Jarid2	Suz12
Jarid2	Aebp2
Jarid2	Mtf2
Mtf2	Ezh1
Mtf2	Ezh2
Mtf2	Eed
Mtf2	Suz12
Mtf2	Jarid2
Mtf2	Eed
Mtf2	Ezh2
Jarid2	Mtf2
Jarid2	Eed
Jarid2	Ezh2
Eed	Mtf2
Eed	Jarid2
Eed	Ezh2
Ezh2	Mtf2
Ezh2	Jarid2
Ezh2	Eed
Jarid2	Ezh1
Jarid2	Suz12
Mtf2	Ezh1
Suz12	Jarid2
Jarid2	Ezh2
Pou5f1	Actl6a
Pou5f1	Kdm1a
Pou5f1	Arid3b
Pou5f1	Chd4
Pou5f1	Ctbp2
Pou5f1	Cul4b
Pou5f1	Dnaja1
Pou5f1	Gatad2a
Pou5f1	Gatad2b
Pou5f1	Hcfc1
Pou5f1	Hdac1
Pou5f1	Hells
Pou5f1	Hnrnpl
Pou5f1	Hnrnpu
Pou5f1	Matr3
Pou5f1	Mbd3
Pou5f1	Msh6
Pou5f1	Mta1
Pou5f1	Mta2
Pou5f1	Mta3
Pou5f1	Kat7
Pou5f1	Ogt
Pou5f1	P4ha1
Pou5f1	Parp1
Pou5f1	Pou5f1
Pou5f1	Rcor2
Pou5f1	Rpa1
Pou5f1	Sall1
Pou5f1	Sall4
Pou5f1	Smarca4
Pou5f1	Smarca5
Pou5f1	Smarcc1
Pou5f1	Sp1
Pou5f1	Ssrp1
Pou5f1	Supt16
Pou5f1	Zfp219
Pou5f1	Chd4
Pou5f1	Hdac1
Pou5f1	Sall4
Pou5f1	Kat7
Pou5f1	Parp1
Nanog	Sall4
Sall4	Nanog
Nanog	Esrrb
Nanog	Gatad2a
Nanog	Gatad2b
Nanog	Hdac1
Nanog	Hdac2
Nanog	Trim28
Nanog	Kdm1a
Nanog	Mta1
Nanog	Mta2
Nanog	Pou5f1
Nanog	Pml
Nanog	Rif1
Nanog	Sall4
Nanog	Sin3a
Hdac2	Nanog
Nanog	Pou5f1
Nanog	Sin3a
Nanog	Pml
Nanog	Hdac2
Nanog	Mta1
Nanog	Mta2
Nanog	Mbd3
Hdac2	Pou5f1
Hdac2	Sin3a
Hdac2	Mta2
Nanog	Kdm1a
Sin3a	Nanog
Gatad2a	Nanog
Kdm1a	Nanog
Hdac1	Nanog
Pou5f1	Nanog
Pou5f1	Hdac2
Nanog	Sox2
Mta1	Nanog
Mta1	Mta2
Mta2	Hdac2
Smarca2	Smarcd1
Smarca2	Arid1b
Smarca4	Smarcb1
Smarca4	Smarce1
Smarca4	Smarcc1
Smarca4	Smarcc2
Smarca4	Arid1b
Smarca4	Arid1a
Ing2	H3f3a
Ing2	H3f3a
Clock	Arntl
Clock	Per1
Clock	Per2
Clock	Cry1
Clock	Cry2
Arntl	Clock
Arntl	Per1
Arntl	Per2
Arntl	Cry1
Arntl	Cry2
Sox2	Xpo4
Sox2	Xpo4
Sox2	Xpo4
Trp53bp1	Ncoa6
Ncoa6	Trp53bp1
Trp53bp1	Ncoa6
Pik3cb	Pcna
Pcna	Pik3cb
Pik3cb	Pcna
Pcna	Pik3cb
Rptor	Mtor
Mtor	Rptor
Rictor	Mtor
Mtor	Rictor
Mlst8	Mtor
Creb3l4	Crem
Creb3l4	Crem
Crem	Creb3l4
Crem	Hira
Crem	Hira
Hdac1	Ubtf
Polr1e	Ubtf
Ubtf	Hdac1
Ubtf	Polr1b
Ubtf	Polr1e
Traf6	Ubc
Tnfaip3	Traf6
Htt	Ago2
Htt	Ago2
H3f3a	Cbx2
H3f3a	Cbx7
Cbx7	H3f3a
Stat6	Parp14
Stat6	Parp14
Sp1	Hdac1
E2f1	Hdac1
Cebpb	Hdac1
Epc1	Srf
Srf	Epc1
Epc1	Srf
Gata4	Smad1
Gata4	Smad3
Gata4	Smad4
Smad4	Gata4
Gata4	Smad1
Gata4	Smad3
Gata4	Smad4
Gata4	Smad3
Gata4	Smad4
Cmtm2a	Ar
Cmtm2a	Ar
Ar	Cmtm2a
Cmtm2a	Ar
Glis2	Ctbp1
Glis2	Ctbp1
Ctbp1	Glis2
Eya1	Sharpin
Sharpin	Eya1
Eya1	Sharpin
Aurkb	Parp1
Parp1	Aurkb
Aurkb	Parp1
Parp1	Aurkb
Parp1	Aurkb
Set	Hnrnpa2b1
Set	Hnrnpa2b1
Hnrnpa2b1	Set
Hnrnpa2b1	Ppp2ca
Ppp2ca	Hnrnpa2b1
Smad4	Smad2
Smad4	Smad3
Rela	Ep300
Ets2	Smarca4
Smarca4	Ets2
Kat5	Pitx2
Ski	Gli3
Smarca4	Arid1a
Smarca4	Smarcc2
Smarca4	Smarcc1
Smarca4	Smarce1
Smarca4	Smarcb1
Hdac1	Sin3a
Hdac2	Sin3a
Sin3a	Hdac2
Mnt	Sin3b
Hdac1	Sin3b
Mnt	Sin3b
Sin3a	Hdac1
Sin3b	Hdac1
Jdp2	Jdp2
